,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,A farensis,male,a,True,Scuttling swiftly over rocky terrain.,"['Coral Fragment', 'Mussel', 'Crab (Other Species)', 'Polychaete Worm', 'Barnacle']",3.0,6.954545454545454,7.421001915403309,9.508217641315085,7.563740487619224,2.5454545454545454,2021-10-26,37.1,-8.62,0
1,A. Farensis,male,a,,Hiding beneath overhanging rock.,"['Small Fish', 'Sea Sponge', 'Crab (Other Species)', 'Mussel', 'Hermit Crab']",5.0,3.9545454545454546,4.068931049866325,5.804543273099104,3.985808406439065,2.727272727272727,2021-10-26,,,1
2,u. olhanen.,male,j,,Reacting to sudden changes in temperature.,"['Polychaete Worm', 'Snail']",6.0,1.8181818181818181,2.2660568223317386,3.2149580548825303,1.9351245284807606,2.6363636363636362,2021-10-26,,,2
3,u. olhanen.,male,a,,Slowly navigating around seagrass beds.,"['Algae', 'Polychaete Worm', 'Mussel', 'Small Fish', 'Shrimp']",7.0,3.0,2.982736427810581,3.9782230539344954,3.2448466470945374,2.3636363636363638,2021-10-26,,,3
4,Ucides alvorensis,male,a,,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Sea Urchin', 'Algae', 'Jellyfish', 'Sea Anemone']",6.0,5.181818181818182,5.566486651887785,7.434750928401257,5.4900929790752535,2.5454545454545454,2021-10-26,,,4
5,u. olhanen.,female,j,False,Color change during molting stress.,['Small Fish'],6.0,1.7733333495963708,1.0775353983006624,1.4852270342835192,1.9132073657295094,2.3636363636363638,2021-10-26,,,5
6,A farensis,female,a,True,Frequent pausing while exploring.,"['Sea Urchin', 'Polychaete Worm']",7.0,4.922032789310505,4.45049021532764,6.131546301922494,5.216213594309632,2.5454545454545454,2021-10-26,,,6
7,u. olhanen.,female,s,False,Rhythmic waving as social cue.,['Sea Anemone'],5.0,1.0783108594155768,0.9170873502023054,1.140628642567897,1.0919429781371064,2.5454545454545454,2021-10-26,,,7
8,u. olhanen.,female,p,True,Scaling steep rock faces near shore.,"['Sea Urchin', 'Jellyfish', 'Coral Fragment']",5.0,2.4899597011299637,2.774862912981995,3.6945809111317005,2.7156501452018627,2.4545454545454546,2021-10-26,,,8
9,U. olhanensis,female,a,False,Searching tidal pools for nutrients.,"['Sea Sponge', 'Jellyfish', 'Snail', 'Shrimp', 'Barnacle']",4.0,2.5163838704526778,2.5261330557220485,3.287200673626429,2.580241333733318,2.5454545454545454,2021-10-26,,,9
