,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,U. olhanensis,male,pre_puberty,True,Feeding on small mollusks.,['Crab (Other Species)'],8.0,9.75,9.58339872798391,12.107659297926359,10.632979577844456,41.0,2020-09-10,37.02606,-8.01873,0
1,A farensis,male,sub_adult,,Burrowing into sandy sediment.,"['Snail', 'Crab (Other Species)']",10.0,10.0,9.70788915590291,11.681587732296338,10.621873769809635,43.0,2020-09-10,,,1
2,Ucides alvorensis,male,sub_adult,,Rapid crossing of open sand.,"['Polychaete Worm', 'Barnacle', 'Sea Sponge', 'Mussel']",7.0,20.0,22.177479483523584,31.14703841652611,21.02405175574887,42.0,2020-09-10,,,2
3,A farensis,male,juvenile,,Interacting with small fish nearby.,"['Snail', 'Sea Urchin', 'Coral Fragment', 'Hermit Crab']",5.0,4.5,3.44143737719976,4.270782118193717,4.5182291907557985,43.0,2020-09-10,,,3
4,A. Farensis,male,sub_adult,,Escaping predator silhouette overhead.,"['Jellyfish', 'Sea Anemone', 'Algae', 'Coral Fragment', 'Sea Urchin']",7.0,18.75,19.907924050643164,29.53177731097088,19.921640392519535,41.0,2020-09-10,,,4
5,A farensis,male,sub_adult,,Interaction with hermit crabs.,"['Polychaete Worm', 'Sea Sponge', 'Mussel', 'Shrimp']",11.0,32.5,34.58299695381708,48.99243996058931,34.822241720193325,41.0,2020-09-10,,,5
6,A farensis,female,adult,False,Picking algae from rock surface.,"['Sea Star', 'Small Fish', 'Coral Fragment', 'Barnacle', 'Algae']",11.0,16.42752861908923,19.30699423751651,23.609980278723242,17.834342382862495,43.0,2020-09-10,,,6
7,u. olhanen.,male,adult,,Climbing submerged rocks.,"['Hermit Crab', 'Snail', 'Polychaete Worm', 'Mussel']",6.0,28.5,27.60523084973277,38.02587838160869,30.64296735016522,42.0,2020-09-10,,,7
8,A. Farensis,male,adult,,Climbing seaweed stalks.,"['Sea Anemone', 'Jellyfish']",9.0,19.5,17.665029417539635,24.111711668154104,21.03028815140529,43.0,2020-09-10,,,8
9,u. olhanen.,male,sub_adult,,Escaping from aggressive fish.,"['Snail', 'Small Fish', 'Hermit Crab', 'Shrimp']",9.0,25.0,29.578579126890887,39.392634725439706,26.470081255817007,43.0,2020-09-10,,,9
10,A. Farensis,male,adult,True,Retreating into burrow.,['Algae'],4.0,6.0,5.893896781768812,7.352359568556663,6.1979120982328695,42.0,2020-09-10,,,10
11,u. olhanen.,female,pre_puberty,False,Inspecting discarded crab shell.,"['Jellyfish', 'Sea Star']",7.0,10.35837703515878,8.781593847735243,12.845483406530578,11.25604404473842,43.0,2020-09-10,,,11
12,U. olhanensis,female,sub_adult,False,Feeding on detritus in shallow water.,"['Crab (Other Species)', 'Algae', 'Sea Anemone', 'Barnacle', 'Sea Urchin']",4.0,35.70080650623815,33.568048035743466,42.121010863440475,35.705782454627325,43.0,2020-09-10,,,12
13,Ucides alvorensis,nan,adult,,Defensive posture when approached.,"['Shrimp', 'Snail', 'Sea Urchin']",13.0,36.0,38.51155621491236,47.339698725573214,38.8069011700026,43.0,2020-09-10,,,13
14,u. olhanen.,female,adult,False,Sitting still blending with environment.,['Sea Star'],10.0,16.98245121668747,21.058712855449777,31.137627339993088,17.270390742860958,45.0,2020-09-10,,,14
15,U. olhanensis,female,sub_adult,True,Feeding on small mollusks.,"['Polychaete Worm', 'Sea Urchin', 'Sea Sponge']",11.0,34.61177525738132,38.26813596236862,49.829350645605686,34.77132895081132,42.0,2020-09-10,,,15
16,A. Farensis,male,juvenile,,Rapid crossing of open sand.,"['Jellyfish', 'Snail']",10.0,14.0,17.477670313204477,25.690672186836938,14.03881453772923,41.0,2020-09-10,,,16
17,u. olhanen.,female,adult,False,Feeding on algae scraped from rocks.,"['Sea Star', 'Snail', 'Coral Fragment', 'Polychaete Worm']",7.0,28.858388004171122,30.954028693864135,41.6272175777947,31.60799781110513,43.0,2020-09-10,,,17
18,u. olhanen.,male,adult,,Hiding in sandy burrow.,['Algae'],13.0,40.5,37.597116088434596,45.845564288448486,40.91635437912237,43.0,2020-09-10,,,18
19,A farensis,female,sub_adult,False,Exchanging antenna taps.,"['Barnacle', 'Shrimp', 'Sea Sponge']",8.0,10.902580399839952,11.574731657711386,16.66902686767268,11.501916813128469,42.0,2020-09-10,,,19
20,u. olhanen.,male,adult,True,Guarding eggs under abdominal flap.,"['Snail', 'Polychaete Worm']",5.0,37.5,34.074687849245855,46.36676092531925,40.6773648764176,43.0,2020-09-10,,,20
21,A farensis,female,juvenile,True,Escaping predator silhouette overhead.,"['Small Fish', 'Hermit Crab', 'Algae', 'Polychaete Worm']",8.0,4.286927083358626,2.819733778472038,4.135836167823725,4.556365492977661,43.0,2020-09-10,,,21
22,U. olhanensis,female,sub_adult,False,Feeding on small crustaceans.,"['Hermit Crab', 'Shrimp', 'Sea Sponge', 'Sea Star', 'Sea Urchin']",11.0,15.637351923637416,15.114891639207595,20.593522418373443,16.84774130734663,45.0,2020-09-10,,,22
23,U. olhanensis,male,adult,,Picking biofilm on submerged wood.,"['Coral Fragment', 'Snail', 'Polychaete Worm', 'Shrimp']",2.0,6.0,5.48886381104121,7.799066660601416,6.408888170670783,43.0,2020-09-10,,,23
24,U. olhanensis,female,adult,True,Hiding beneath rocks.,"['Shrimp', 'Sea Urchin', 'Barnacle', 'Polychaete Worm']",8.0,30.923226046263764,28.061574916123742,41.47651294848993,31.954648555058927,43.0,2020-09-10,,,24
25,u. olhanen.,female,sub_adult,False,Searching for food in tidal pools.,"['Small Fish', 'Coral Fragment', 'Hermit Crab']",9.0,8.912477930861177,7.742211544859638,10.84123671540587,9.013467278890515,42.0,2020-09-10,,,25
26,A. Farensis,male,sub_adult,,Feeding on algae scraped from rocks.,"['Sea Star', 'Small Fish', 'Sea Urchin', 'Crab (Other Species)', 'Polychaete Worm']",8.0,45.0,41.23612281631596,55.07059870287752,48.056561895087036,43.0,2020-09-10,,,26
27,A. Farensis,female,juvenile,False,Climbing barnacle-covered surfaces.,"['Algae', 'Polychaete Worm', 'Shrimp']",11.0,5.136304385739621,6.692007455210251,9.943016381489471,5.3275692968110215,44.0,2020-09-10,,,27
28,A farensis,male,adult,,Climbing vertical rock face.,"['Polychaete Worm', 'Mussel', 'Small Fish', 'Sea Urchin', 'Sea Star']",9.0,25.5,27.927707345763228,39.8394846647423,27.672039289134755,43.0,2020-09-10,,,28
29,U. olhanensis,male,adult,,Picking biofilm on submerged wood.,"['Snail', 'Algae', 'Hermit Crab']",9.0,45.0,46.142839470873824,66.99659257792719,49.020381423581036,42.0,2020-09-10,,,29
30,A farensis,male,sub_adult,True,Feeding on small crustaceans.,"['Barnacle', 'Jellyfish', 'Hermit Crab', 'Snail']",7.0,16.25,17.993460808011758,22.977839395616144,17.004259311789482,42.0,2020-09-10,,,30
31,u. olhanen.,female,sub_adult,True,Escaping predator silhouette overhead.,"['Small Fish', 'Sea Sponge', 'Mussel', 'Crab (Other Species)', 'Shrimp']",8.0,28.504437918084836,29.18745247617187,36.203264913285324,29.118434118091074,42.0,2020-09-10,,,31
32,Ucides alvorensis,female,juvenile,False,Escaping predator silhouette overhead.,"['Snail', 'Small Fish', 'Sea Star']",11.0,4.349385741182536,3.9721706786687134,4.776949194749232,4.440211277006617,44.0,2020-09-10,,,32
33,u. olhanen.,female,adult,False,Half buried in sand.,"['Jellyfish', 'Sea Sponge', 'Barnacle', 'Hermit Crab']",8.0,23.13387596080415,23.871082168604982,28.943753315416124,24.69116101800164,44.0,2020-09-10,,,33
34,U. olhanensis,male,juvenile,,Guarding eggs under abdominal flap.,"['Mussel', 'Shrimp', 'Sea Sponge', 'Sea Urchin']",10.0,6.0,7.147583874770159,10.529530751063891,6.556893956872964,42.0,2020-09-10,,,34
35,u. olhanen.,female,adult,True,Shaking claws after contact.,"['Jellyfish', 'Shrimp', 'Snail', 'Algae', 'Coral Fragment']",10.0,30.01509606540805,26.89888439166912,36.23772562438499,32.661709475389884,44.0,2020-09-10,,,35
36,U. olhanensis, ,juvenile,,Moving toward warmer water pockets.,"['Sea Urchin', 'Mussel', 'Sea Star']",7.0,6.5,7.788957401694184,9.398572445751258,6.941410138772912,42.0,2020-09-10,,,36
37,U. olhanensis,male,pre_puberty,,Resting under shell fragment.,['Sea Urchin'],7.0,20.25,17.568964313546967,23.008810800521378,20.734395842295573,44.0,2020-09-10,,,37
38,A. Farensis,male,sub_adult,,Pausing frequently during exploration.,"['Small Fish', 'Crab (Other Species)', 'Snail', 'Mussel', 'Hermit Crab']",7.0,13.75,14.860382870153433,21.150083464989223,13.879136862827098,40.0,2020-09-10,,,38
39,u. olhanen.,female,adult,True,Resting under shell fragment.,"['Shrimp', 'Sea Star', 'Sea Sponge', 'Coral Fragment', 'Hermit Crab']",6.0,13.636260705223245,14.310884928396607,17.92941909727741,14.418300286550487,44.0,2020-09-10,,,39
40,A farensis,female,adult,False,Hiding under seagrass blades.,"['Sea Star', 'Algae']",9.0,23.6631173828721,25.631684306438927,38.15683341218224,25.35250900610785,45.0,2020-09-10,,,40
41,U. olhanensis,-,adult,,Stillness in cold water.,"['Sea Urchin', 'Mussel', 'Shrimp']",8.0,34.5,32.78362817813401,47.705580051199945,35.74426137005141,42.0,2020-09-10,,,41
42,u. olhanen.,male,adult,,Scavenging near tidal pools.,"['Jellyfish', 'Algae']",13.0,27.0,27.951819112578068,41.53454613970377,29.116136914275874,42.0,2020-09-10,,,42
43,U. olhanensis,female,sub_adult,True,Escaping predator silhouette overhead.,"['Sea Sponge', 'Hermit Crab', 'Small Fish']",6.0,22.269937475257855,30.155813461930446,36.47168215637502,22.55331203214874,42.0,2020-09-10,,,43
44,A farensis,male,juvenile,,Shaking claws after contact.,"['Snail', 'Shrimp', 'Jellyfish']",10.0,4.0,2.4016913780336857,3.1108630404099937,4.254823023586537,44.0,2020-09-10,,,44
45,u. olhanen.,N/R,adult,,Rapid crossing of open sand.,"['Sea Star', 'Barnacle', 'Algae', 'Snail', 'Crab (Other Species)']",9.0,22.5,22.638203485169274,31.304764817744722,23.89999002724466,44.0,2020-09-10,,,45
46,U. olhanensis,male,adult,,Half buried in sand.,"['Sea Star', 'Hermit Crab', 'Sea Urchin', 'Shrimp', 'Barnacle']",7.0,51.0,51.198932357222944,73.66489623738968,55.96772159826555,42.0,2020-09-10,,,46
47,u. olhanen.,female,adult,False,Defensive posture when approached.,"['Algae', 'Hermit Crab']",10.0,6.670220677871327,6.401729287386669,8.82646473593938,6.813859721500153,43.0,2020-09-10,,,47
48,u. olhanen.,male,adult,,Moving in groups.,"['Sea Sponge', 'Small Fish']",8.0,21.0,22.60624930706444,33.31627043497773,22.15292382334045,41.0,2020-09-10,,,48
49,A farensis,female,adult,False,Picking algae from rock surface.,"['Hermit Crab', 'Snail', 'Sea Urchin', 'Coral Fragment', 'Mussel']",8.0,16.336822576783288,16.88997744115083,24.99564397755611,16.44546343081072,43.0,2020-09-10,,,49
50,A farensis,-,juvenile,True,Picking detritus from seabed.,"['Polychaete Worm', 'Barnacle', 'Sea Sponge', 'Algae']",7.0,11.0,7.696921290376854,10.55641388083247,11.759987039287275,43.0,2020-09-10,,,50
51,u. olhanen.,male,juvenile,,Feeding on small mollusks.,"['Shrimp', 'Barnacle', 'Mussel', 'Coral Fragment']",11.0,5.0,5.1414698067161035,6.81024375325787,5.001201203295016,41.0,2020-09-10,,,51
52,u. olhanen.,male,pre_puberty,,Feeding on algae scraped from rocks.,"['Snail', 'Jellyfish', 'Algae', 'Mussel', 'Coral Fragment']",7.0,11.25,8.565336178211327,12.282497043901344,12.046961122752924,43.0,2020-09-10,,,52
53,u. olhanen.,female,adult,False,Exchanging antenna taps.,['Algae'],9.0,34.50482892739476,29.8803740223545,39.1269406976938,36.92218901087696,41.0,2020-09-10,,,53
54,U. olhanensis,female,juvenile,False,Foraging among seagrass roots.,"['Coral Fragment', 'Sea Sponge', 'Jellyfish']",6.0,8.345729064231863,6.927024882771191,8.960155607193876,8.560563816172818,42.0,2020-09-10,,,54
55,A. Farensis,female,adult,True,Territorial display against intruder.,"['Snail', 'Mussel']",10.0,25.758708922392803,29.305774622983133,38.74402661704185,26.084120701090804,42.0,2020-09-10,,,55
56,A. Farensis,nan,pre_puberty,,Moving in groups.,['Mussel'],4.0,13.5,11.735116570683674,15.278507170368274,13.837089133571867,41.0,2020-09-10,,,56
57,u. olhanen.,male,adult,,Territorial display against intruder.,"['Mussel', 'Coral Fragment', 'Jellyfish', 'Shrimp', 'Barnacle']",9.0,19.5,18.48239718480198,27.437359100206304,21.088868386797085,43.0,2020-09-10,,,57
58,A. Farensis,female,juvenile,False,Claw waving directed at nearby crab.,"['Sea Star', 'Algae', 'Hermit Crab']",6.0,4.323725693718439,3.388171589135141,4.143944292918185,4.386670210385896,43.0,2020-09-10,,,58
59,u. olhanen.,female,adult,False,Feeding on small mollusks.,"['Mussel', 'Snail', 'Coral Fragment', 'Polychaete Worm']",8.0,32.69226827102513,37.61096389018238,47.526539613503445,33.33903903194872,43.0,2020-09-10,,,59
60,u. olhanen.,male,sub_adult,True,Rapid claw movement while feeding.,"['Hermit Crab', 'Sea Sponge']",10.0,36.25,32.580211793621004,48.8588505501239,39.43144583554708,42.0,2020-09-10,,,60
61,U. olhanensis,male,adult,,Color changes during molting.,"['Algae', 'Sea Anemone', 'Small Fish', 'Sea Urchin']",10.0,13.5,13.384323709418164,18.963563723037932,13.524920063240055,43.0,2020-09-10,,,61
62,u. olhanen.,female,sub_adult,True,Moving toward warmer water pockets.,"['Sea Urchin', 'Crab (Other Species)']",5.0,16.675931905448795,23.05481681125555,31.549075916178868,17.8955190829856,42.0,2020-09-10,,,62
63,A farensis,female,adult,False,Picking biofilm on submerged wood.,['Polychaete Worm'],6.0,62.7732103062641,62.09540675296417,86.89453430441304,66.55734878028441,43.0,2020-09-10,,,63
64,u. olhanen.,male,sub_adult,,Feeding on small crustaceans.,['Polychaete Worm'],8.0,31.25,27.039091529016694,33.25714531575387,33.704655722045366,42.0,2020-09-10,,,64
65,u. olhanen.,male,sub_adult,,Moving sideways along sandy bottom.,"['Coral Fragment', 'Jellyfish']",6.0,17.5,17.10180662246656,22.26324685660222,18.523728070423964,42.0,2020-09-10,,,65
66,Ucides alvorensis,male,adult,,Climbing vertical rock face.,"['Coral Fragment', 'Sea Anemone']",7.0,28.5,26.42338055591031,35.28855035821207,28.599336962157444,42.0,2020-09-10,,,66
67,U. olhanensis,female,sub_adult,False,Interaction with hermit crabs.,"['Shrimp', 'Hermit Crab', 'Sea Anemone', 'Algae', 'Barnacle']",9.0,30.437938521040294,26.571892314843225,38.85819148840603,31.154642522224027,42.0,2020-09-10,,,67
68,u. olhanen.,female,adult,False,Mating behavior with antenna touching.,"['Barnacle', 'Mussel', 'Polychaete Worm', 'Sea Anemone', 'Jellyfish']",8.0,10.731808901125488,11.231078960262899,15.063138794601986,11.7910835435751,43.0,2020-09-10,,,68
69,U. olhanensis,female,sub_adult,False,Exploring new territory.,"['Sea Urchin', 'Polychaete Worm', 'Coral Fragment']",10.0,11.02931585307833,10.425242936928221,15.599473148118847,11.782051066673642,44.0,2020-09-10,,,69
70,U. olhanensis,male,adult,True,Climbing seaweed stalks.,"['Polychaete Worm', 'Mussel']",10.0,40.5,44.418817634123776,63.49747595146202,42.01826813326918,43.0,2020-09-10,,,70
