,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,7,16,39
0,8.0,5.869465206058405,3.0,A farensis,-8.01873,False,9.99404818156669,sub_adult,male,1.0,15.949585125026758,37.02606,"['Jellyfish', 'Sea Star', 'Shrimp', 'Sea Anemone', 'Crab (Other Species)']",9.0,Picking algae from rock surface.,,,
1,19.0,8.931738089588903,3.0,U. olhanensis,,True,54.08087440727177,adult,female,2.0,14.364017617916142,,"['Polychaete Worm', 'Mussel']",9.0,Crab moving quickly across rocks.,,,
2,11.0,7.245116737442415,2.0,A. Farensis,,False,5.903419985574385,sub_adult,nan,3.0,14.078323287688619,,"['Sea Sponge', 'Shrimp', 'Coral Fragment', 'Barnacle', 'Jellyfish']",9.0,Emerging cautiously from hiding.,,,
3,10.0,6.2522482698375805,3.0,A. Farensis,,False,124.49466392353565,sub_adult,female,4.0,13.312083792625305,,"['Mussel', 'Snail']",7.0,Sitting still blending with environment.,,,
4,26.0,5.424658018327547,3.0,U. olhanensis,,True,3.304039337975176,adult,male,5.0,17.468511050364533,,['Sea Sponge'],9.0,Interacting with small fish nearby.,,,
5,7.0,4.382430281575745,5.0,A farensis,,False,20.369567429799933,pre_puberty, ,6.0,12.084300165972286,,['Polychaete Worm'],8.0,Scavenging near tidal pools.,,,
6,12.0,7.591168060415133,3.0,A farensis,,True,14.702869409462226,juvenile,male,7.0,11.858942290395015,,['Crab (Other Species)'],8.0,Claw snapping at diver.,,,
7,16.0,5.406210797556818,5.0,u. olhanen.,,True,9.676754310142282,adult,?,8.0,16.18420817837063,,"['Coral Fragment', 'Sea Urchin', 'Polychaete Worm', 'Barnacle']",5.0,Rapid claw movement while feeding.,,,
8,9.0,8.066989617102674,5.0,A farensis,,False,3.1205613771939458,adult,male,9.0,10.465405984706212,,"['Jellyfish', 'Sea Urchin', 'Barnacle', 'Coral Fragment']",2.0,Cleaning claws with rubbing motion.,,,
9,15.0,9.337587277015432,4.0,A farensis,,True,19.22504906850655,adult,female,10.0,16.02018699006102,,['Crab (Other Species)'],6.0,Camouflaging with surrounding mud.,,,
10,11.0,6.151322816239696,2.0,U. olhanensis,,False,8.418552786570604,pre_puberty,male,11.0,14.384301762080577,,"['Small Fish', 'Algae', 'Mussel', 'Sea Urchin', 'Sea Anemone']",7.0,Color changes during molting.,,,
11,8.0,4.401503735600343,7.0,U. olhanensis,,False,110.39416801407559,sub_adult,male,12.0,13.346582605083466,,"['Jellyfish', 'Algae', 'Polychaete Worm', 'Sea Urchin', 'Sea Anemone']",9.0,Pausing frequently during exploration.,,,
12,21.0,5.613397437369949,4.0,A. Farensis,,True,23.386306834376285,adult,male,13.0,15.15882347910525,,"['Mussel', 'Sea Urchin', 'Shrimp']",6.0,Exchanging antenna taps.,,,
13,26.0,7.827506434516013,12.0,u. olhanen.,,False,15.029527955979614,adult,male,14.0,17.189326591198892,,"['Shrimp', 'Sea Sponge']",6.0,Interaction with hermit crabs.,,,
14,22.0,6.408664906367761,5.0,A farensis,,False,1.4821752137201,pre_puberty,female,15.0,14.532091330969442,,"['Sea Anemone', 'Snail', 'Mussel', 'Shrimp']",9.0,Climbing onto submerged logs.,,,
15,17.0,8.083167777550655,4.0,A. Farensis,,False,0.0790220241615384,pre_puberty, ,16.0,13.797522444006486,,"['Jellyfish', 'Barnacle']",9.0,Feeding on small mollusks.,,,
16,11.0,8.163919792025686,6.0,u. olhanen.,,False,25.975990314935313,sub_adult,female,17.0,15.668169220800644,,"['Algae', 'Sea Urchin']",7.0,Moving sideways along sandy bottom.,,,
17,19.0,7.654057115489927,3.0,A. Farensis,,False,7.362276459053275,adult,male,18.0,15.108804052151696,,['Jellyfish'],5.0,Climbing algae-covered rocks.,,,
18,12.0,5.006134996329369,7.0,A farensis,,False,58.804244271498156,adult,male,19.0,12.425678407197843,,"['Sea Anemone', 'Hermit Crab', 'Shrimp', 'Coral Fragment', 'Sea Star']",7.0,Climbing submerged rocks.,,,
19,21.0,9.16126772244839,2.0,A farensis,,False,0.9767547517327224,adult,female,20.0,16.171672112192972,,"['Hermit Crab', 'Barnacle', 'Algae', 'Mussel']",11.0,Displaying dominance by lifting body.,,,
20,13.0,5.821748241475396,2.0,A farensis,,False,66.35325703917461,juvenile,female,21.0,12.977993158566878,,"['Mussel', 'Algae', 'Sea Urchin', 'Sea Sponge', 'Coral Fragment']",8.0,Struggling with entangled seaweed.,,,
21,17.0,5.949288806126782,2.0,A farensis,,False,15.418816705150007,pre_puberty,male,22.0,13.763516564535928,,['Shrimp'],12.0,Rapid claw movement while feeding.,,,
22,9.0,7.873159236469023,3.0,A farensis,,False,2.426373951854984,sub_adult,female,23.0,13.633805072402366,,"['Barnacle', 'Small Fish']",7.0,Feeding on algae scraped from rocks.,,,
23,16.0,6.846707482978889,7.0,A. Farensis,,False,0.613259495340635,sub_adult,?,24.0,16.929017522352844,,"['Barnacle', 'Sea Sponge']",10.0,Hiding in sandy burrow.,,,
24,25.0,6.48812438732242,3.0,A. Farensis,,False,26.973729689901063,juvenile,female,25.0,16.18450888556662,,"['Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Mussel', 'Sea Sponge']",9.0,Crab moving quickly across rocks.,,,
25,5.0,6.102428255383081,14.0,A farensis,,False,3.6701507543548906,sub_adult,male,26.0,12.531611488048362,,"['Algae', 'Small Fish']",6.0,Moving toward bait.,,,
26,24.0,6.443275891769985,4.0,u. olhanen.,,False,4.012892631301765,juvenile,female,27.0,16.88534174929208,,"['Jellyfish', 'Sea Star', 'Sea Anemone']",12.0,Searching for mates at twilight.,,,
27,10.0,7.887250418235776,3.0,u. olhanen.,,False,36.45619815695359,adult,male,28.0,11.818465447312475,,['Sea Anemone'],9.0,Emerging cautiously from hiding.,,,
28,13.0,10.211279232028794,4.0,U. olhanensis,,False,1.439669100759443,juvenile,female,29.0,15.79561173982508,,"['Shrimp', 'Crab (Other Species)', 'Mussel', 'Algae']",14.0,Mating behavior with antenna touching.,,,
29,39.0,4.036924881042397,6.0,u. olhanen.,,False,1.1368115708928033,pre_puberty,female,30.0,18.817399697013713,,"['Jellyfish', 'Hermit Crab', 'Snail']",8.0,Feeding on algae scraped from rocks.,,,
30,23.0,9.306872902855034,5.0,A farensis,,False,28.100150116554115,adult,male,31.0,16.55559770513197,,"['Shrimp', 'Barnacle', 'Sea Anemone']",4.0,Interaction with hermit crabs.,,,
31,28.0,4.949431923427666,5.0,A farensis,,False,11.736827814610798,juvenile,male,32.0,15.956431356965954,,"['Small Fish', 'Jellyfish']",7.0,Retreating into burrow.,,,
32,12.0,4.75070584065633,2.0,A. Farensis,,True,25.62016209423537,pre_puberty,female,33.0,15.223480364715625,,"['Coral Fragment', 'Sea Sponge', 'Sea Star', 'Hermit Crab', 'Shrimp']",10.0,Using claws to dig into sediment.,,,
33,5.0,9.19898808512874,9.0,A farensis,,False,16.97908055459589,pre_puberty,female,34.0,12.662547182302164,,"['Barnacle', 'Crab (Other Species)', 'Algae']",7.0,Exchanging antenna taps.,,,
34,40.0,7.4457236704486665,4.0,A farensis,,False,80.26334496876898,adult,male or female,35.0,21.761696313177158,,"['Sea Star', 'Hermit Crab']",11.0,Rapid claw movement while feeding.,,,
35,7.0,6.059240782871712,5.0,u. olhanen.,,False,80.09493757107896,sub_adult,?,36.0,13.19083232222251,,"['Coral Fragment', 'Mussel', 'Sea Urchin']",8.0,Resting under shell fragment.,,,
36,21.0,8.9553828223554,2.0,U. olhanensis,,False,46.90741878544897,juvenile,female,37.0,15.583522637810674,,"['Shrimp', 'Sea Urchin', 'Coral Fragment']",10.0,Half buried in sand.,,,
37,42.0,9.809780645439327,4.0,u. olhanen.,,False,16.2265464707086,adult,male,38.0,22.64034462072083,,"['Hermit Crab', 'Barnacle', 'Sea Urchin', 'Sea Sponge']",12.0,Struggling with entangled seaweed.,,,
38,22.0,8.200147146133883,7.0,u. olhanen.,,True,47.79676992748531,pre_puberty,female,39.0,14.518857035778,,['Snail'],8.0,Picking algae from rock surface.,,,
39,12.0,8.058959146080056,4.0,A. Farensis,,False,9.622960645467693,adult,female,40.0,13.039082686949758,,"['Jellyfish', 'Coral Fragment', 'Sea Star', 'Sea Anemone', 'Small Fish']",6.0,Climbing vertical rock face.,,,
40,48.0,8.463673466428451,2.0,u. olhanen.,,True,150.0,sub_adult,male,41.0,20.864145830321,,"['Hermit Crab', 'Mussel']",8.0,Guarding a small hole in sediment.,,,
41,18.0,7.82974140330563,4.0,A farensis,,False,21.58091741428478,sub_adult,male,42.0,16.523585536992805,,"['Polychaete Worm', 'Crab (Other Species)', 'Hermit Crab']",10.0,Guarding eggs under abdominal flap.,,,
