,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,male,juvenile,True,Scaling steep rock faces near shore.,['Crab (Other Species)'],10.0,22.5,30.090156489857073,21.579341707039845,714.1769193999447,37.02606,-8.01873,0
1,u. olhanen.,female,sub_adult,False,Harvesting food beneath floating debris.,"['Sea Anemone', 'Polychaete Worm']",6.0,15.60162232869677,17.80070149229872,13.242337975156113,13.354857601628312,,,1
2,A. Farensis,male,sub_adult,,Creeping under the cover of seagrass.,"['Crab (Other Species)', 'Coral Fragment', 'Sea Urchin']",11.0,30.0,31.311304563313897,21.940005227527596,543.58433718969,,,2
3,u. olhanen.,male,adult,,Feeding on decaying matter among rocks.,"['Sea Urchin', 'Algae', 'Sea Star', 'Small Fish', 'Sea Anemone']",11.0,37.5,39.93247832079088,34.97582089997331,1138.0132361632873,,,3
4,A farensis,female,sub_adult,False,Retreating quickly into hidden burrow.,"['Snail', 'Sea Sponge']",10.0,31.045337621361792,27.893842394274376,20.035840801104996,25.079438591443772,,,4
5,A farensis,male,adult,,Group migration across shallow seabed.,['Crab (Other Species)'],6.0,37.5,39.2687638635652,864.2026852444383,29.644366051707728,,,5
6,A. Farensis,male,sub_adult,,Staying half-submerged in loose sand.,"['Small Fish', 'Sea Urchin', 'Sea Sponge', 'Polychaete Worm']",6.0,41.25,34.22420472336235,706.7549991172571,27.702755786352895,,,6
7,Ucides alvorensis,female,adult,False,Feeding on decaying matter among rocks.,"['Crab (Other Species)', 'Sea Star']",8.0,29.407805303630933,27.487969538473724,20.5127818119055,20.695213960711868,,,7
8,A. Farensis,male,sub_adult,,Swiftly dashing across exposed sand.,['Shrimp'],7.0,51.25,44.88177505635466,31.71307413086187,1355.9171629227424,,,8
9,U. olhanensis,female,pre_puberty,True,Escaping from pursuing predator silhouette.,"['Jellyfish', 'Hermit Crab', 'Algae']",5.0,9.003488448807612,11.368950142927437,7.7288216585739,9.590280764229062,,,9
10,A. Farensis,male,adult,True,Claw snapping in diver confrontation.,['Hermit Crab'],10.0,16.5,16.781991869992837,12.989358255011169,219.8993582178737,,,10
11,A farensis,female,sub_adult,False,Rapid clawing during feeding bouts.,"['Crab (Other Species)', 'Hermit Crab', 'Polychaete Worm']",8.0,33.8016253311481,29.416506852903314,27.308639243416287,21.592042857355853,,,11
12,u. olhanen.,female,sub_adult,False,Engaging in antennae-to-antennae contact.,"['Barnacle', 'Jellyfish', 'Coral Fragment']",13.0,14.097119227997222,14.191916162451232,13.385866124700883,10.802340249294977,,,12
13,U. olhanensis,male,adult,,Creeping under the cover of seagrass.,['Polychaete Worm'],8.0,49.5,45.93457737412897,1588.8350057047244,37.07946492854061,,,13
14,U. olhanensis,male,pre_puberty,,Emerging slowly after perceived threat.,"['Hermit Crab', 'Polychaete Worm', 'Sea Sponge']",8.0,10.5,10.775427038430486,7.572773090246844,86.89311677146986,,,14
15,U. olhanensis,male,adult,,Frequent pausing while exploring.,['Jellyfish'],8.0,16.5,18.021454467166542,14.242640763961582,232.73307872480723,,,15
16,U. olhanensis,female,sub_adult,True,Escaping from pursuing predator silhouette.,"['Crab (Other Species)', 'Mussel']",9.0,15.927603334897203,19.874042099221388,14.901501258052376,15.6830111058922,,,16
17,u. olhanen.,female,pre_puberty,True,Searching tidal pools for nutrients.,"['Polychaete Worm', 'Crab (Other Species)', 'Hermit Crab']",4.0,3.640279411438459,3.8111006610239713,2.449629352695104,3.08590276279758,,,17
18,u. olhanen.,female,juvenile,True,"Burrowing into soft, sandy sediment.","['Algae', 'Jellyfish']",8.0,15.914027024319795,14.385706987794713,13.075951586106992,11.57468101473384,,,18
19,Ucides alvorensis,male or female,pre_puberty,,Engaging in antennae-to-antennae contact.,"['Sea Anemone', 'Shrimp', 'Coral Fragment']",7.0,23.25,23.227804047062964,168.3114226148683,19.984974714378414,,,19
