,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,16,8.30862682618434,5,A. Farensis,-7.99163,False,73.81386576340923,pre_puberty,male,1,18.838530328063356,37.01025,"['Shrimp', 'Polychaete Worm', 'Hermit Crab', 'Sea Urchin', 'Sea Anemone']",8,Rapid crossing of open sand.
1,33,11.835406907449261,3,u. olhanen.,,False,1.120784387244852,adult,male,2,19.229787835126007,,"['Sea Urchin', 'Mussel', 'Barnacle', 'Crab (Other Species)', 'Small Fish']",9,Claw snapping at diver.
2,22,9.86094576835966,2,u. olhanen.,,False,14.324666772571055,juvenile,female,3,19.488005763855657,,['Mussel'],7,Claw waving directed at nearby crab.
3,25,7.880628303831023,6,A. Farensis,,False,6.632966777884382,pre_puberty,nan,4,18.914815221984117,,"['Mussel', 'Snail', 'Sea Urchin', 'Algae', 'Coral Fragment']",6,Color changes during molting.
4,22,9.199846755397356,4,A. Farensis,,False,11.888290254731006,adult,male,5,19.312306441335192,,"['Small Fish', 'Snail', 'Sea Urchin', 'Barnacle']",5,Exchanging antenna taps.
5,35,7.716480877782908,2,A. Farensis,,False,0.8818783708692194,pre_puberty,male,6,20.747313320981903,,['Crab (Other Species)'],10,Burrowing into sandy sediment.
6,9,8.814649939159526,5,A. Farensis,,False,8.101444921073456,sub_adult,female,7,19.39890230365211,,"['Shrimp', 'Barnacle', 'Sea Anemone', 'Small Fish']",7,Picking algae from rock surface.
7,10,8.491521592675921,11,u. olhanen.,,False,2.7792855416881825,sub_adult,male,8,19.652682024982383,,"['Sea Urchin', 'Crab (Other Species)', 'Snail']",9,Claw waving directed at nearby crab.
8,28,10.689703010818556,3,u. olhanen.,,True,7.768790868372593,sub_adult,male,9,19.705215690763296,,"['Jellyfish', 'Sea Anemone', 'Crab (Other Species)', 'Coral Fragment', 'Polychaete Worm']",8,Resting under shell fragment.
9,22,10.537501907271917,6,u. olhanen.,,False,1.7363011917740463,adult,male or female,10,20.819604653315686,,"['Sea Sponge', 'Sea Anemone', 'Shrimp', 'Snail']",10,Feeding on detritus in shallow water.
10,57,9.745488012137033,4,A farensis,,True,3.60778416829237,sub_adult,male,11,21.430655491890484,,['Hermit Crab'],13,Mating behavior with antenna touching.
11,27,11.933788416410746,4,A farensis,,False,31.43871095933931,pre_puberty,female,12,18.671068322655028,,"['Sea Sponge', 'Crab (Other Species)', 'Sea Anemone', 'Coral Fragment']",6,Foraging among seagrass roots.
12,21,10.082569194216351,4,A. Farensis,,True,3.3597446874257177,sub_adult,male,13,20.397916246711716,,"['Hermit Crab', 'Sea Anemone', 'Snail', 'Polychaete Worm']",6,Half buried in sand.
13,9,9.785731424470526,8,A. Farensis,,False,34.138716522929904,sub_adult, ,14,19.431811583742892,,['Jellyfish'],6,Vibrating antennae in water currents.
