,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,200,77.59796519627285,20,A farensis,-7.99163,False,56.802760858045716,s,female,1,139.41237630102293,37.01025,"['Sea Anemone', 'Sea Urchin', 'Shrimp', 'Jellyfish', 'Small Fish']",13,False,Moving toward bait.
1,240,59.54583998897003,30,A. Farensis,,False,76.51083125570135,a,male,2,176.41044932576506,,"['Barnacle', 'Polychaete Worm']",4,False,Cleaning claws with rubbing motion.
2,380,50.09768489693453,20,A farensis,,False,5.944489337701934,s,male,3,168.52921868591622,,"['Jellyfish', 'Hermit Crab', 'Sea Anemone', 'Shrimp']",9,False,Mating behavior with antenna touching.
3,240,66.62379712798598,60,A. Farensis,,False,10.692338881133365,s,nan,4,164.45524719095548,,['Crab (Other Species)'],11,False,Retreating quickly from shadow.
4,330,56.46178757407898,30,A farensis,,False,128.11265401828496,a,male,5,207.97554815260386,,"['Hermit Crab', 'Crab (Other Species)', 'Sea Sponge', 'Snail', 'Shrimp']",5,False,Climbing onto submerged logs.
5,150,44.948818671379286,40,A farensis,,True,2.752836598493928,a,female,6,208.80282839677253,,['Sea Star'],8,True,Climbing seaweed stalks.
6,220,66.80576022796038,60,A. Farensis,,False,111.28922415589125,s,nan,7,184.15632144455725,,['Sea Anemone'],10,False,Hiding under floating debris.
7,430,44.2051395855869,100,u. olhanen.,,True,15.412304388223014,p,male,8,180.96988196043185,,"['Sea Urchin', 'Hermit Crab', 'Polychaete Worm', 'Snail', 'Small Fish']",6,True,Hiding beneath rocks.
8,310,50.483852618553215,30,A. Farensis,,True,39.395237479536235,p,female,9,199.71065072665732,,['Sea Anemone'],10,True,Feeding on detritus in shallow water.
9,90,71.73220107938593,70,A farensis,,False,4.7588256864548315,a,male,10,161.77279515248188,,"['Snail', 'Small Fish', 'Jellyfish', 'Hermit Crab']",9,False,Slow movement near seagrass patches.
10,80,57.100571898048955,50,A. Farensis,,True,8.383872041877115,p,male,11,217.2392625078275,,"['Shrimp', 'Sea Sponge', 'Snail']",5,True,Stillness in cold water.
