,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,U. olhanensis,male,a,True,Consuming algae scraped from barnacles.,"['Sea Sponge', 'Barnacle', 'Sea Urchin']",9.0,3.6818181818181817,3.82754600585033,5.0786367693704255,3.698610900449364,3.272727272727273,2020-08-21,37.1,-8.62,0
1,A farensis,male,a,,Group migration across shallow seabed.,"['Jellyfish', 'Sea Sponge']",2.0,2.3181818181818183,2.26155436158289,3.1503034132624204,2.330424418113506,3.3636363636363638,2020-08-21,,,1
2,A. Farensis,female,a,False,Staying half-submerged in loose sand.,"['Small Fish', 'Crab (Other Species)', 'Sea Anemone', 'Sea Sponge', 'Algae']",7.0,5.337039888949095,4.692534238220111,6.931637453516771,5.353160024066884,3.090909090909091,2020-08-21,,,2
3,U. olhanensis,male,j,,Claw shaking post-contact gesture.,"['Sea Sponge', 'Coral Fragment', 'Snail', 'Sea Urchin']",7.0,1.0909090909090908,0.6799453756640902,0.8759071753746674,1.1057863535948271,3.1818181818181817,2020-08-21,,,3
4,A farensis,female,a,True,Harvesting food beneath floating debris.,"['Snail', 'Sea Star', 'Sea Urchin']",5.0,0.4414995974388807,0.46175364719756673,0.6748884301765675,0.48369758283369496,3.272727272727273,2020-08-21,,,4
5,Ucides alvorensis, ,s,,Retreating swiftly from perceived danger.,"['Sea Star', 'Polychaete Worm', 'Barnacle']",4.0,1.9318181818181819,2.1821108029771326,3.1613330531595385,1.9405374520191863,3.3636363636363638,2020-08-21,,,5
6,A. Farensis,male or female,a,,Lying still to avoid detection.,['Mussel'],5.0,4.636363636363637,4.991084826585617,6.70183082659975,4.939748728050158,3.1818181818181817,2020-08-21,,,6
7,A farensis,male,a,,Consuming algae scraped from barnacles.,"['Barnacle', 'Polychaete Worm', 'Crab (Other Species)']",6.0,2.8636363636363638,2.7222874915793143,4.070154062988574,2.9817641098220973,3.090909090909091,2020-08-21,,,7
8,U. olhanensis,male,a,,Sifting through sediment for scraps.,"['Crab (Other Species)', 'Coral Fragment', 'Algae', 'Sea Star', 'Shrimp']",7.0,3.9545454545454546,3.8500480551701695,4.895096926789157,4.211571568440921,3.1818181818181817,2020-08-21,,,8
9,U. olhanensis,female,p,False,Performing dominance display by body lifting.,"['Shrimp', 'Snail']",5.0,1.1621151483330225,1.1415910870525212,1.6632032515405202,1.1663590070618912,3.1818181818181817,2020-08-21,,,9
10,U. olhanensis,male,p,True,Grazing on mollusks among debris.,"['Sea Sponge', 'Coral Fragment', 'Shrimp', 'Hermit Crab']",5.0,1.8409090909090908,1.5017990453740941,2.019028841886853,2.0025362252198113,3.1818181818181817,2020-08-21,,,10
11,u. olhanen.,female,a,False,Feeding on small crustaceans in crevices.,"['Hermit Crab', 'Snail', 'Coral Fragment', 'Small Fish', 'Shrimp']",4.0,1.7266541566687623,1.9756805005665634,2.7238465093643023,1.852402210156859,3.1818181818181817,2020-08-21,,,11
12,U. olhanensis,female,s,True,Guarding hole in substrate from intruders.,"['Sea Urchin', 'Shrimp']",6.0,2.1487713875471885,2.700708126937734,3.559828647325209,2.3371725377225996,3.3636363636363638,2020-08-21,,,12
13,U. olhanensis,female,j,False,Waving claw in signal to another crab.,['Jellyfish'],6.0,0.13511699401544022,0.19103304432787083,0.27440498824383724,0.1380284812018533,3.1818181818181817,2020-08-21,,,13
14,U. olhanensis,male,j,,Performing dominance display by body lifting.,['Shrimp'],6.0,1.3636363636363635,1.512338838512103,1.89059833768277,1.4628559364471307,3.0,2020-08-21,,,14
15,A farensis,male,p,,Retreating quickly into hidden burrow.,['Shrimp'],7.0,0.4772727272727273,0.46276423719793025,0.6611333023899434,0.47987004896358854,3.090909090909091,2020-08-21,,,15
16,u. olhanen.,female,a,False,Brief social contact with fellow crabs.,['Sea Star'],5.0,3.3946807443539693,3.6522888228046013,4.596246669148097,3.619261568784152,3.1818181818181817,2020-08-21,,,16
17,u. olhanen.,male,s,,Guarding hole in substrate from intruders.,"['Sea Sponge', 'Mussel', 'Shrimp', 'Algae']",2.0,2.159090909090909,1.8568426408887517,2.412605386234578,2.3520265521877226,3.3636363636363638,2020-08-21,,,17
18,A. Farensis,female,a,False,Sheltering under broken shell piece.,"['Hermit Crab', 'Sea Star', 'Coral Fragment', 'Polychaete Worm']",5.0,2.1895572553117613,2.560741884754751,3.553205181817542,2.327264618764264,3.090909090909091,2020-08-21,,,18
19,A. Farensis,male,a,,Brief social contact with fellow crabs.,"['Small Fish', 'Hermit Crab', 'Barnacle', 'Polychaete Worm']",8.0,4.5,4.507087320231147,6.06653379288106,4.928258045544049,3.272727272727273,2020-08-21,,,19
20,u. olhanen.,female,a,False,Retreating quickly into hidden burrow.,"['Polychaete Worm', 'Mussel', 'Coral Fragment', 'Hermit Crab', 'Sea Sponge']",4.0,4.643707154539083,5.046506484062776,7.317100248188973,4.834208341966181,3.1818181818181817,2020-08-21,,,20
21,A farensis,male,s,,"Stationary, blending into rocky backdrop.","['Sea Star', 'Sea Anemone', 'Sea Urchin']",3.0,3.2954545454545454,3.5942603139303575,4.405647670687518,3.360048250118261,3.4545454545454546,2020-08-21,,,21
22,A farensis,female,p,False,Retreating quickly into hidden burrow.,['Sea Anemone'],3.0,1.7177304017464723,1.9084704580030623,2.3286420653335633,1.810407498711257,3.272727272727273,2020-08-21,,,22
