,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,u. olhanen.,male,adult,True,Half buried in sand.,"['Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",4.0,1.6363636363636365,1.6474926573182251,2.0948792737777335,1.7828747895406338,3.1818181818181817,2020-11-07,37.1,-8.62,0
1,U. olhanensis,female,juvenile,False,Resting in shaded rock crevice.,"['Shrimp', 'Barnacle', 'Hermit Crab', 'Sea Sponge']",3.0,1.1247610455610049,1.2570449713572982,1.6860690885773273,1.2315075075472406,3.090909090909091,2020-11-07,,,1
2,U. olhanensis,male,sub_adult,,Moving toward bait.,"['Sea Star', 'Crab (Other Species)', 'Sea Anemone', 'Polychaete Worm', 'Hermit Crab']",7.0,2.9545454545454546,3.1912202659943487,4.474684374325818,3.0406819323286047,3.090909090909091,2020-11-07,,,2
3,u. olhanen.,male,adult,,Slow movement near seagrass patches.,"['Sea Urchin', 'Coral Fragment', 'Shrimp', 'Sea Anemone', 'Hermit Crab']",7.0,0.5454545454545454,0.5451643936582626,0.8089980970835998,0.548113103021732,3.1818181818181817,2020-11-07,,,3
4,A. Farensis,female,sub_adult,False,Interacting with small fish nearby.,"['Algae', 'Sea Urchin', 'Sea Anemone', 'Snail', 'Sea Sponge']",5.0,3.4670908429262663,3.179776615160798,3.8202774746038246,3.664373814040306,3.090909090909091,2020-11-07,,,4
5,A farensis,female,juvenile,False,Scavenging near tidal pools.,"['Barnacle', 'Coral Fragment']",8.0,1.1924595163749396,1.0712631307426594,1.32211374291718,1.2381850902785263,3.1818181818181817,2020-11-07,,,5
6,A. Farensis,female,adult,True,Retreating into burrow.,"['Polychaete Worm', 'Small Fish', 'Shrimp', 'Sea Star']",3.0,1.6818465942665577,1.907766086447024,2.4296402653653693,1.6999137707684582,3.090909090909091,2020-11-07,,,6
7,u. olhanen.,male,adult,,Feeding on small crustaceans.,"['Coral Fragment', 'Polychaete Worm']",5.0,4.090909090909091,4.2009037506653675,5.416206711134626,4.3388317922400095,3.272727272727273,2020-11-07,,,7
8,Ucides alvorensis, ,juvenile,,Picking algae from rock surface.,"['Sea Urchin', 'Jellyfish']",3.0,1.2727272727272727,0.8447564283158772,1.1149880507428103,1.3134212715686475,3.0,2020-11-07,,,8
9,A. Farensis,male,pre_puberty,,Hiding beneath rocks.,"['Sea Anemone', 'Mussel', 'Barnacle', 'Sea Urchin', 'Snail']",7.0,2.1818181818181817,2.6689797947573184,3.713981620140579,2.3118255385703623,3.1818181818181817,2020-11-07,,,9
10,Ucides alvorensis,female,juvenile,False,Crab moving quickly across rocks.,"['Crab (Other Species)', 'Barnacle', 'Shrimp']",5.0,0.8865691476134117,0.6014044774544577,0.8675370530520495,0.9343223540122854,3.090909090909091,2020-11-07,,,10
11,u. olhanen.,male,pre_puberty,,Displaying dominance by lifting body.,"['Sea Star', 'Snail', 'Barnacle']",4.0,1.6363636363636365,1.3098696157255718,1.7298520870436536,1.7424146188649672,3.090909090909091,2020-11-07,,,11
12,A. Farensis,female,sub_adult,False,Color changes during molting.,"['Sea Sponge', 'Shrimp']",8.0,1.593432595453548,1.7195470058129703,2.506372230630514,1.7514849322800885,3.090909090909091,2020-11-07,,,12
13,A farensis,female,juvenile,True,Struggling with entangled seaweed.,"['Polychaete Worm', 'Sea Anemone']",4.0,0.859751804557506,0.6290830662824477,0.7669502081135996,0.9142437857989664,3.090909090909091,2020-11-07,,,13
14,A farensis,female,pre_puberty,False,Moving in groups.,"['Sea Urchin', 'Shrimp', 'Polychaete Worm', 'Sea Anemone', 'Coral Fragment']",3.0,2.455895214724548,2.344466180221449,2.933076334825027,2.63745259307765,2.909090909090909,2020-11-07,,,14
15,u. olhanen.,male or female,sub_adult,,Climbing onto submerged logs.,"['Small Fish', 'Shrimp', 'Sea Star']",3.0,2.840909090909091,3.259374385736812,3.9116123674409975,3.042170568023086,3.090909090909091,2020-11-07,,,15
16,U. olhanensis,female,adult,False,Picking biofilm on submerged wood.,"['Sea Anemone', 'Polychaete Worm', 'Mussel']",4.0,3.6881525516531366,3.628967316849578,4.903842805186016,3.8603801108944125,3.0,2020-11-07,,,16
17,U. olhanensis,female,sub_adult,True,Defensive posture when approached.,"['Snail', 'Hermit Crab', 'Coral Fragment']",5.0,1.363274440684938,1.449059116123922,2.155170287669858,1.471277318755861,3.0,2020-11-07,,,17
18,A farensis,female,sub_adult,False,Defensive posture when approached.,"['Polychaete Worm', 'Sea Star']",4.0,2.673105219305182,2.605878608964021,3.4866100769211514,2.7016695674953284,3.0,2020-11-07,,,18
19,A. Farensis,male,juvenile,,Climbing seaweed stalks.,"['Crab (Other Species)', 'Polychaete Worm', 'Sea Star', 'Jellyfish', 'Coral Fragment']",7.0,0.8636363636363636,0.9879696822428589,1.4409972976122385,0.9049689749817038,3.090909090909091,2020-11-07,,,19
20,u. olhanen.,female,juvenile,True,Hiding beneath rocks.,"['Crab (Other Species)', 'Shrimp', 'Coral Fragment', 'Sea Urchin']",6.0,0.6846168244738128,0.8194630664375961,1.1027362991902603,0.708812546668616,3.090909090909091,2020-11-07,,,20
21,A. Farensis,female,pre_puberty,False,Exchanging antenna taps.,['Barnacle'],6.0,1.5134368047702293,1.0478868629898281,1.439769563209168,1.6275688171082014,3.090909090909091,2020-11-07,,,21
22,u. olhanen.,male,pre_puberty,,Burrowing into sandy sediment.,['Mussel'],4.0,2.659090909090909,2.8884220588916043,4.1633387743608665,2.7125682124033683,3.1818181818181817,2020-11-07,,,22
23,U. olhanensis,male,juvenile,,Feeding on detritus in shallow water.,"['Sea Star', 'Jellyfish', 'Coral Fragment', 'Sea Anemone']",7.0,1.4545454545454546,1.6485455259051245,2.1848367737395105,1.4932335077063845,3.0,2020-11-07,,,23
24,Ucides alvorensis,female,adult,False,Hiding in sandy burrow.,"['Sea Urchin', 'Jellyfish', 'Hermit Crab']",4.0,6.969213669024475,7.4278613385836305,9.774374455151408,7.22619889341257,3.090909090909091,2020-11-07,,,24
25,u. olhanen.,male,pre_puberty,,Retreating quickly from shadow.,"['Jellyfish', 'Sea Anemone', 'Crab (Other Species)']",7.0,1.0227272727272727,1.1045997063801725,1.4102028844373116,1.102483227940808,3.0,2020-11-07,,,25
26,A. Farensis,female,adult,True,Defensive posture when approached.,['Coral Fragment'],3.0,0.8220810100057266,0.9154337047510246,1.172363682934522,0.8912191214060112,3.090909090909091,2020-11-07,,,26
27,Ucides alvorensis, ,adult,,Rapid claw movement while feeding.,"['Snail', 'Polychaete Worm', 'Shrimp']",6.0,4.909090909090909,5.214384020301601,6.474887266287678,5.02941993319937,3.090909090909091,2020-11-07,,,27
28,A. Farensis,male,pre_puberty,,Burrowing into sandy sediment.,"['Shrimp', 'Sea Urchin', 'Coral Fragment', 'Barnacle', 'Polychaete Worm']",5.0,2.25,2.9016798461150333,4.283578228196531,2.4070526927765634,3.090909090909091,2020-11-07,,,28
29,U. olhanensis,male,sub_adult,,Social contact with other crabs.,['Crab (Other Species)'],6.0,2.9545454545454546,2.7565718353769095,3.9706297623922535,3.135935161822006,2.909090909090909,2020-11-07,,,29
30,u. olhanen.,female,juvenile,True,Feeding on small crustaceans.,"['Barnacle', 'Sea Star', 'Small Fish', 'Algae', 'Coral Fragment']",5.0,0.8120396966039312,0.6663924931502992,0.8905293698047433,0.8668282579184222,3.0,2020-11-07,,,30
31,U. olhanensis,male,sub_adult,,Feeding on small mollusks.,"['Barnacle', 'Shrimp', 'Hermit Crab']",5.0,1.3636363636363635,1.211929368437631,1.7641584574574076,1.4331962892752659,3.090909090909091,2020-11-07,,,31
32,u. olhanen.,female,pre_puberty,False,Moving toward warmer water pockets.,"['Snail', 'Hermit Crab', 'Sea Star']",9.0,0.7090103930288197,0.5790406729798337,0.7276426363753233,0.7244999677239904,3.1818181818181817,2020-11-07,,,32
33,u. olhanen.,male,sub_adult,,Feeding on small crustaceans.,"['Crab (Other Species)', 'Sea Urchin']",4.0,4.090909090909091,3.9333888262646766,5.640132118091106,4.1491180967063634,3.090909090909091,2020-11-07,,,33
34,U. olhanensis,female,sub_adult,False,Stillness in cold water.,"['Sea Urchin', 'Sea Sponge', 'Polychaete Worm']",10.0,2.2403576090366824,2.398247608805791,3.538516886453226,2.3541330299474557,3.090909090909091,2020-11-07,,,34
35,u. olhanen.,male,adult,,Crab moving quickly across rocks.,"['Shrimp', 'Small Fish', 'Algae']",3.0,0.9545454545454546,0.9477215883966058,1.1982728519517085,1.0407992253310985,3.1818181818181817,2020-11-07,,,35
36,u. olhanen.,male,juvenile,,Interaction with hermit crabs.,['Coral Fragment'],5.0,2.227272727272727,1.8221421499182733,2.42488632469498,2.287459983074374,3.0,2020-11-07,,,36
37,u. olhanen.,male,sub_adult,,Claw waving directed at nearby crab.,"['Shrimp', 'Crab (Other Species)', 'Algae']",5.0,2.5,2.054671726773945,2.732112021841638,2.5956168456868838,3.090909090909091,2020-11-07,,,37
38,u. olhanen.,male,adult,,Social contact with other crabs.,"['Shrimp', 'Jellyfish', 'Crab (Other Species)', 'Hermit Crab']",13.0,6.0,6.171546424660908,9.15117299578494,6.394669097832707,3.0,2020-11-07,,,38
39,U. olhanensis,male,adult,,Dragging shell fragment backward.,"['Sea Urchin', 'Sea Star', 'Sea Anemone']",6.0,8.318181818181818,7.918785533575013,10.584617401531842,9.06807061443461,3.090909090909091,2020-11-07,,,39
40,u. olhanen.,female,sub_adult,False,Color changes during molting.,['Crab (Other Species)'],3.0,2.397533795663816,2.8051735862275353,3.9195278850529007,2.4285988949467407,3.1818181818181817,2020-11-07,,,40
41,U. olhanensis,female,juvenile,False,Claw snapping at diver.,"['Shrimp', 'Snail', 'Sea Sponge']",10.0,1.040974906548087,1.0796649648215408,1.4360536802156572,1.1114427041246935,3.090909090909091,2020-11-07,,,41
42,A farensis,-,adult,,Pausing frequently during exploration.,['Sea Anemone'],3.0,2.727272727272727,2.4955084828219314,2.9977589001240266,2.845284969643272,3.0,2020-11-07,,,42
43,A. Farensis,female,sub_adult,False,Swimming short distance to escape.,['Barnacle'],6.0,1.939925716996765,1.7560179950628232,2.1913177045517327,2.1148407640725035,3.0,2020-11-07,,,43
44,A farensis,female,adult,False,Crab moving quickly across rocks.,"['Algae', 'Hermit Crab', 'Crab (Other Species)', 'Coral Fragment', 'Shrimp']",6.0,1.6873553749935672,1.9916957739886672,2.575518106662235,1.8538999780660759,3.090909090909091,2020-11-07,,,44
45,u. olhanen.,male,sub_adult,,Hiding under seagrass blades.,"['Crab (Other Species)', 'Hermit Crab', 'Shrimp', 'Snail', 'Jellyfish']",4.0,4.545454545454546,5.425980854213858,8.066242341233322,4.9367205244133,3.1818181818181817,2020-11-07,,,45
46,A. Farensis,female,juvenile,False,Exchanging antenna taps.,"['Barnacle', 'Small Fish', 'Hermit Crab', 'Polychaete Worm', 'Mussel']",6.0,0.6429451881981049,0.43279566727987545,0.5813176182274247,0.6444638514968045,3.090909090909091,2020-11-07,,,46
