,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,8,7.957399322936915,10,U. olhanensis,-7.99163,False,6.211634828534383,pre_puberty, ,1,22.6699318934329,37.01025,['Crab (Other Species)'],6,Feeding on algae scraped from rocks.
1,45,8.23056686076344,4,A farensis,,False,6.43809821455277,adult,male,2,18.12624648994494,,"['Sea Anemone', 'Barnacle', 'Mussel', 'Algae', 'Sea Urchin']",10,Retreating quickly from shadow.
2,14,7.983470423432163,5,A. Farensis,,True,0.8632232933710896,juvenile,female,3,14.041349043860924,,"['Small Fish', 'Barnacle', 'Coral Fragment', 'Mussel']",7,Using claws to dig into sediment.
3,25,6.7609090315369755,2,A farensis,,False,1.8516666028972786,sub_adult,male,4,20.259733088635887,,"['Sea Sponge', 'Small Fish', 'Sea Anemone']",8,Hiding under seagrass blades.
4,24,8.880516129525773,4,A. Farensis,,True,13.397540240048858,adult,male,5,13.50971522733066,,"['Small Fish', 'Sea Urchin', 'Hermit Crab']",5,Moving sideways along sandy bottom.
5,35,8.519294280149058,2,A farensis,,False,1.9525327639033234,adult,female,6,20.49296077932351,,"['Jellyfish', 'Coral Fragment']",7,Resting in shaded rock crevice.
6,5,9.437570013140082,3,A. Farensis,,False,1.235612394144597,sub_adult,male,7,20.014048260149973,,"['Barnacle', 'Shrimp']",7,Dragging shell fragment backward.
7,26,9.023056322992966,5,A. Farensis,,False,3.0528666976505106,sub_adult,male,8,18.54147044221807,,"['Sea Urchin', 'Coral Fragment', 'Small Fish']",6,Searching for food in tidal pools.
8,14,8.314197260645868,8,A. Farensis,,False,14.492785416461047,sub_adult,female,9,18.934286740279703,,"['Snail', 'Sea Sponge']",8,Guarding a small hole in sediment.
9,18,9.149758688987815,6,A. Farensis,,True,0.7854254635432264,adult,female,10,18.177163527116203,,"['Barnacle', 'Sea Urchin', 'Mussel']",11,Color changes during molting.
10,10,6.5953827791757025,3,A. Farensis,,False,5.4166049792434015,pre_puberty,male,11,18.66496773594556,,['Sea Sponge'],9,Using claws to dig into sediment.
11,10,8.94398453083943,7,A. Farensis,,False,155.468335580613,pre_puberty,male,12,13.191005684739636,,"['Crab (Other Species)', 'Sea Sponge']",5,Sitting still blending with environment.
12,39,8.726077312222738,6,A farensis,,False,7.343987457043951,juvenile,female,13,11.843327045048056,,"['Crab (Other Species)', 'Sea Star', 'Sea Sponge']",7,Picking detritus from seabed.
13,10,5.78912539341088,5,U. olhanensis,,False,9.186359448173404,sub_adult, ,14,15.33621247319867,,"['Polychaete Worm', 'Mussel', 'Shrimp', 'Crab (Other Species)']",9,Social contact with other crabs.
14,14,6.683317508940869,6,A farensis,,False,5.181398117096411,sub_adult, ,15,18.408673818162665,,"['Crab (Other Species)', 'Hermit Crab', 'Sea Anemone', 'Shrimp', 'Sea Urchin']",9,Picking biofilm on submerged wood.
15,11,8.588962755511503,3,A. Farensis,,False,9.29942893823571,adult,male,16,19.978820349610658,,"['Sea Anemone', 'Algae']",7,Cleaning claws with rubbing motion.
16,21,8.092627767806716,2,A. Farensis,,True,2.4477012876977224,adult,male,17,23.687333488690548,,"['Mussel', 'Sea Sponge', 'Crab (Other Species)']",8,Retreating quickly from shadow.
17,25,7.139046157087389,4,A farensis,,False,2.859812191952895,pre_puberty,?,18,17.23523244210272,,['Sea Urchin'],5,Using claws to dig into sediment.
18,28,10.124845917013584,7,u. olhanen.,,False,2.9738982707172394,sub_adult,male,19,13.88168976249515,,"['Sea Anemone', 'Sea Urchin', 'Barnacle', 'Mussel']",8,Climbing barnacle-covered surfaces.
19,46,9.60697078290154,4,u. olhanen.,,False,4.268208831985328,pre_puberty,male,20,15.36353322857575,,['Hermit Crab'],9,Swimming short distance to escape.
20,8,9.713148259123308,2,A. Farensis,,False,1.335802585271693,pre_puberty,male,21,12.766062370291205,,"['Sea Sponge', 'Coral Fragment']",11,Rapid crossing of open sand.
21,20,8.341664968057906,3,A farensis,,False,2.6596872130288887,pre_puberty,male,22,16.377144922601968,,"['Barnacle', 'Mussel', 'Small Fish', 'Sea Anemone', 'Shrimp']",9,Territorial display against intruder.
22,46,6.01411152001436,2,A. Farensis,,False,3.754767368513845,sub_adult,female,23,16.617289586523178,,"['Sea Anemone', 'Sea Sponge', 'Barnacle', 'Small Fish']",8,Searching for food in tidal pools.
23,23,7.056615622407892,6,A. Farensis,,False,7.2072423395195475,juvenile,male,24,17.572498027122844,,"['Sea Urchin', 'Barnacle', 'Shrimp']",11,Hiding in sandy burrow.
24,15,5.585867925565532,2,A. Farensis,,False,2.386963458796271,sub_adult,male,25,19.7612456104195,,['Shrimp'],7,Guarding a small hole in sediment.
25,21,8.579631180808644,5,U. olhanensis,,False,11.680825402441938,adult,male,26,16.627935811530264,,"['Sea Urchin', 'Shrimp']",13,Feeding on small mollusks.
26,35,10.57889973248116,2,U. olhanensis,,False,2.0691279677314185,adult,female,27,14.748862257838622,,['Small Fish'],8,Feeding on detritus in shallow water.
27,13,6.746022111314707,5,A farensis,,False,12.439176818350731,pre_puberty,male or female,28,19.86835789315378,,"['Coral Fragment', 'Algae', 'Sea Sponge']",8,Claw waving directed at nearby crab.
28,10,8.932922904868109,6,A farensis,,False,2.9108722651420376,juvenile,male,29,20.9461822675272,,"['Snail', 'Small Fish', 'Algae', 'Sea Urchin']",8,Climbing seaweed stalks.
29,23,8.823342527037928,3,A. Farensis,,True,21.307617575970298,sub_adult,female,30,19.688069193698457,,['Polychaete Worm'],5,Climbing barnacle-covered surfaces.
30,28,7.7766513208123955,6,A farensis,,False,1.4425532002924901,sub_adult,male,31,15.825446412361226,,"['Barnacle', 'Coral Fragment', 'Crab (Other Species)']",8,Moving toward warmer water pockets.
31,19,7.887919069720304,4,A farensis,,False,10.47637557650059,juvenile,male,32,17.318603086638827,,"['Barnacle', 'Shrimp', 'Sea Anemone', 'Polychaete Worm']",9,Swimming short distance to escape.
32,29,7.995277172870611,10,A farensis,,False,0.5763851956486254,adult,male,33,13.040629359478302,,"['Sea Anemone', 'Barnacle']",10,Claw snapping at diver.
33,50,8.786791631953054,5,A farensis,,False,2.7664329861198445,pre_puberty, ,34,17.423290809617896,,['Sea Urchin'],8,Interacting with small fish nearby.
34,32,7.5085073002552045,3,A farensis,,False,10.990835806776944,pre_puberty,nan,35,16.881897910466765,,"['Barnacle', 'Shrimp', 'Hermit Crab']",12,Burrowing into sandy sediment.
35,17,7.755677919040779,3,A. Farensis,,False,32.70790197337076,pre_puberty,male,36,17.272102077937728,,"['Crab (Other Species)', 'Barnacle']",10,Climbing seaweed stalks.
36,23,8.008373150826039,8,A farensis,,False,14.513962008171152,adult,male,37,13.820348093210827,,"['Snail', 'Coral Fragment', 'Shrimp', 'Algae', 'Sea Anemone']",5,Moving toward bait.
37,6,7.861880512245553,6,A farensis,,False,1.2767139909829535,sub_adult,female,38,16.24366671980274,,"['Coral Fragment', 'Small Fish', 'Polychaete Worm']",11,Social contact with other crabs.
38,14,6.025201470527373,6,A farensis,,True,7.3394370307991075,sub_adult,female,39,16.31221419947329,,"['Snail', 'Sea Star', 'Sea Urchin', 'Polychaete Worm', 'Algae']",9,Moving sideways along sandy bottom.
39,16,6.600652315410697,2,A. Farensis,,False,1.476105329076118,adult,?,40,20.128427964601567,,['Sea Sponge'],11,Resting in shaded rock crevice.
40,6,6.382612747316394,6,u. olhanen.,,False,0.5063957734659696,pre_puberty,female,41,19.863788271833297,,"['Mussel', 'Coral Fragment', 'Jellyfish']",6,Scavenging near tidal pools.
41,26,7.380517786406298,6,u. olhanen.,,False,6.263444532066854,sub_adult,male,42,17.65348190064952,,['Hermit Crab'],10,Moving sideways along sandy bottom.
42,23,7.4742500474214,2,A. Farensis,,True,4.558228559767092,adult,male,43,18.825776298290403,,"['Sea Sponge', 'Sea Star', 'Coral Fragment']",8,Feeding on detritus in shallow water.
43,10,8.039986640100002,7,A farensis,,True,13.300526177244466,adult,nan,44,22.370706970571888,,"['Small Fish', 'Sea Star']",8,Sitting still blending with environment.
44,29,8.57932423908499,4,A. Farensis,,False,2.7764728380697923,adult,nan,45,13.43039103257673,,"['Shrimp', 'Hermit Crab']",5,Climbing onto submerged logs.
45,14,8.716640622137033,6,A. Farensis,,False,1.8586858819312357,pre_puberty,male,46,13.294932770465763,,"['Barnacle', 'Algae', 'Snail']",9,Feeding on algae scraped from rocks.
46,12,8.397848671523041,6,u. olhanen.,,False,1.0656467497936164,adult,male,47,13.677766735624033,,"['Hermit Crab', 'Sea Anemone', 'Sea Urchin', 'Barnacle', 'Crab (Other Species)']",6,Pausing frequently during exploration.
47,9,6.944343177364407,2,A farensis,,False,33.43027505113436,adult,female,48,15.053272703780912,,['Barnacle'],8,Climbing seaweed stalks.
48,27,8.258407810131711,3,u. olhanen.,,False,10.2928662385031,sub_adult,male,49,22.066066463902814,,['Crab (Other Species)'],13,Territorial display against intruder.
49,14,9.27125522737746,3,u. olhanen.,,False,12.572836198024959,juvenile,female,50,20.666536756792805,,"['Jellyfish', 'Barnacle', 'Algae']",8,Exchanging antenna taps.
50,32,9.263210294702443,4,A. Farensis,,False,1.1921246598789805,adult,female,51,13.602518612479521,,['Sea Star'],6,Using claws to dig into sediment.
51,46,8.411836038569605,4,A farensis,,True,5.161604780563326,sub_adult,female,52,18.78276204744147,,['Snail'],9,Guarding a small hole in sediment.
52,29,8.199516998262354,6,A farensis,,False,117.26050688700887,sub_adult,?,53,16.51327082219344,,"['Sea Urchin', 'Algae', 'Polychaete Worm']",10,Searching for food in tidal pools.
53,11,6.470318898692486,4,A. Farensis,,False,9.035405117947288,pre_puberty,female,54,14.08501427586532,,"['Sea Urchin', 'Sea Sponge', 'Sea Anemone']",10,Mating behavior with antenna touching.
54,6,8.018546436445357,3,A. Farensis,,False,1.547840443546399,pre_puberty,female,55,18.601371505358568,,"['Small Fish', 'Barnacle', 'Polychaete Worm']",12,Interacting with small fish nearby.
55,37,8.149797682579639,5,A farensis,,False,1.394290432134339,pre_puberty,male,56,19.619643080341646,,"['Mussel', 'Polychaete Worm', 'Sea Star', 'Shrimp']",6,Picking biofilm on submerged wood.
56,32,7.757833188216772,9,A. Farensis,,False,2.3280243684117825,sub_adult,female,57,20.085288156621736,,"['Shrimp', 'Hermit Crab', 'Polychaete Worm', 'Sea Anemone', 'Sea Star']",7,Retreating into burrow.
57,32,6.043352645244714,9,A farensis,,True,4.463308251931068,sub_adult,male,58,15.30139185932185,,"['Sea Anemone', 'Coral Fragment', 'Snail']",11,Climbing onto submerged logs.
