,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,Ucides alvorensis,male or female,pre_puberty,True,Claw snapping at diver.,['Shrimp'],7.0,7.5,6.715640195291119,9.767560939535505,8.246120300261218,28.0,2022-02-27,37.02606,-8.01873,0
1,A farensis,female,pre_puberty,False,Sitting still blending with environment.,"['Sea Urchin', 'Jellyfish', 'Coral Fragment', 'Sea Star', 'Crab (Other Species)']",6.0,30.831439329135637,42.147662404789095,56.068331046655224,32.10795466146629,28.0,2022-02-27,,,1
2,U. olhanensis,female,adult,False,Scavenging near tidal pools.,"['Snail', 'Crab (Other Species)', 'Sea Urchin']",7.0,50.487019601904926,49.31868401203481,61.04411040808663,55.49605108437626,28.0,2022-02-27,,,2
3,A farensis,female,sub_adult,False,Climbing onto submerged logs.,['Polychaete Worm'],5.0,30.837540956150406,34.53403549826675,49.99861953384389,32.50796685667786,28.0,2022-02-27,,,3
4,u. olhanen.,male,adult,,Retreating quickly from shadow.,['Sea Sponge'],8.0,46.5,44.80393709879494,64.56889482855331,46.954547693022505,28.0,2022-02-27,,,4
5,u. olhanen.,male,sub_adult,,Interaction with hermit crabs.,"['Barnacle', 'Sea Anemone']",10.0,15.0,12.77239909664117,16.643115502114778,16.038142070612107,28.0,2022-02-27,,,5
6,A farensis,male,sub_adult,,Sitting still blending with environment.,"['Algae', 'Sea Star', 'Crab (Other Species)', 'Hermit Crab']",9.0,22.5,19.25912099884404,24.19971988661977,24.044669842145343,28.0,2022-02-27,,,6
7,u. olhanen.,male,sub_adult,,Feeding on small mollusks.,"['Barnacle', 'Crab (Other Species)', 'Sea Star', 'Small Fish']",8.0,8.75,9.172769463208919,12.058936928561563,9.541796205185074,29.0,2022-02-27,,,7
8,A farensis,male,pre_puberty,,Escaping predator silhouette overhead.,['Sea Sponge'],3.0,29.25,28.093337132495822,39.2506599031392,31.829898294707263,28.0,2022-02-27,,,8
9,u. olhanen.,female,adult,False,Territorial display against intruder.,"['Hermit Crab', 'Shrimp']",9.0,23.50582244232643,23.61043194182773,30.15947467058293,25.34535028020898,28.0,2022-02-27,,,9
10,u. olhanen.,female,sub_adult,False,Climbing seaweed stalks.,['Polychaete Worm'],10.0,39.45694453756292,53.35031728909125,71.84132579242147,42.82587105222309,28.0,2022-02-27,,,10
11,u. olhanen.,male,sub_adult,,Exploring new territory.,['Jellyfish'],6.0,27.5,25.828144296583165,35.09710012706427,29.92854059579835,30.0,2022-02-27,,,11
12,U. olhanensis,male,sub_adult,,Social contact with other crabs.,['Polychaete Worm'],8.0,43.75,45.32841623514597,54.98540215383547,44.79734836470094,28.0,2022-02-27,,,12
13,A farensis,female,sub_adult,False,Hiding beneath rocks.,"['Jellyfish', 'Coral Fragment', 'Mussel', 'Shrimp', 'Snail']",11.0,13.339310027995133,17.1907289704798,20.881501234656128,13.472345185971296,27.0,2022-02-27,,,13
14,A. Farensis,male,adult,,Color changes during molting.,"['Mussel', 'Sea Urchin', 'Jellyfish', 'Crab (Other Species)', 'Sea Anemone']",5.0,61.5,65.91582882977586,95.29601716817201,65.65555604399965,29.0,2022-02-27,,,14
15,A. Farensis,male,adult,,Hiding under seagrass blades.,"['Snail', 'Hermit Crab']",6.0,27.0,25.787262271214864,32.31280875563082,27.153029632484365,27.0,2022-02-27,,,15
16,U. olhanensis,-,adult,,Slow movement near seagrass patches.,"['Hermit Crab', 'Mussel', 'Sea Urchin', 'Shrimp']",4.0,36.0,35.74204185980379,47.87611074112772,38.40745777380974,30.0,2022-02-27,,,16
17,A. Farensis,female,pre_puberty,False,Moving in groups.,"['Sea Anemone', 'Sea Urchin', 'Sea Star']",8.0,4.212687759406697,5.594387869249671,7.224849356058878,4.403110674649131,27.0,2022-02-27,,,17
18,A farensis,male,juvenile,,Sideways walking along bay edge.,"['Sea Star', 'Snail']",7.0,8.5,8.399338520452783,10.135022898294693,9.23849618344009,28.0,2022-02-27,,,18
19,u. olhanen.,male,adult,,Vibrating antennae in water currents.,"['Coral Fragment', 'Hermit Crab', 'Algae', 'Shrimp']",8.0,72.0,71.29402844660079,85.58797113877621,74.39975756400908,27.0,2022-02-27,,,19
20,u. olhanen.,female,sub_adult,True,Emerging cautiously from hiding.,"['Small Fish', 'Hermit Crab', 'Sea Star']",6.0,50.02674705569235,39.758460199845324,57.916202706342766,53.693024276448256,28.0,2022-02-27,,,20
21,A. Farensis,male,adult,,Scavenging near tidal pools.,"['Barnacle', 'Algae', 'Jellyfish', 'Shrimp', 'Hermit Crab']",6.0,52.5,52.147376619619074,75.13385954269175,54.59468069892739,28.0,2022-02-27,,,21
22,A. Farensis,female,adult,True,Resting in shaded rock crevice.,"['Algae', 'Snail', 'Shrimp', 'Crab (Other Species)', 'Hermit Crab']",8.0,11.771381646901885,14.184752915460876,19.81459194790611,12.038799144537608,27.0,2022-02-27,,,22
23,A farensis,male,pre_puberty,,Moving sideways along sandy bottom.,"['Algae', 'Polychaete Worm', 'Coral Fragment', 'Mussel']",7.0,14.25,10.709238480663588,13.527015410767614,14.271922780266362,27.0,2022-02-27,,,23
24,U. olhanensis,male,juvenile,,Moving toward bait.,"['Sea Anemone', 'Small Fish', 'Sea Star', 'Hermit Crab']",10.0,18.5,22.92028344603,33.33031854429485,19.580763600091437,28.0,2022-02-27,,,24
25,Ucides alvorensis,-,juvenile,,Mating behavior with antenna touching.,"['Snail', 'Algae', 'Shrimp']",7.0,26.5,26.23091381261443,31.915308507249197,27.244050281031498,27.0,2022-02-27,,,25
26,A. Farensis,female,sub_adult,True,Exploring new territory.,"['Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Sea Anemone', 'Jellyfish']",9.0,19.64967232729168,16.34372100234226,22.48462993811211,21.204569147941232,27.0,2022-02-27,,,26
