,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,U. olhanensis,female,adult,False,Escaping predator silhouette overhead.,['Algae'],11.0,7.188636150498884,7.2929801316862175,9.694938726575074,7.4472733696448685,35.0,2021-05-28,37.02606,-8.01873,0
1,u. olhanen.,female,adult,False,Retreating quickly from shadow.,['Jellyfish'],7.0,27.284256931551425,28.661671706965386,35.83962302440997,29.374712039122485,36.0,2021-05-28,,,1
2,u. olhanen.,female,juvenile,False,Mating behavior with antenna touching.,"['Polychaete Worm', 'Algae', 'Barnacle', 'Small Fish']",6.0,14.64117670393473,19.144244495313092,24.006181232077285,15.756532804215645,35.0,2021-05-28,,,2
3,A. Farensis,female,pre_puberty,True,Swimming short distance to escape.,"['Jellyfish', 'Snail', 'Hermit Crab']",3.0,13.745080707759923,16.303521659252663,22.526847865714586,14.496631963166084,35.0,2021-05-28,,,3
4,U. olhanensis,male,sub_adult,,Hiding under floating debris.,"['Shrimp', 'Snail', 'Coral Fragment', 'Sea Sponge']",10.0,37.5,31.555579387672427,45.039810864746144,37.53326062076372,34.0,2021-05-28,,,4
5,U. olhanensis,female,adult,True,Retreating into burrow.,"['Sea Star', 'Crab (Other Species)', 'Hermit Crab', 'Coral Fragment', 'Polychaete Worm']",10.0,32.63404400042878,37.98874173562163,50.527645479762114,35.00569516969156,37.0,2021-05-28,,,5
6,A farensis,male,sub_adult,,Emerging cautiously from hiding.,"['Algae', 'Sea Star', 'Shrimp', 'Sea Anemone']",10.0,20.0,17.081357550421718,23.819860469768802,20.461806696021704,36.0,2021-05-28,,,6
7,A farensis,female,adult,True,Climbing algae-covered rocks.,"['Jellyfish', 'Sea Star']",10.0,11.699120103342533,11.745262404006189,15.047807852469466,12.109898061468062,35.0,2021-05-28,,,7
8,U. olhanensis,male,juvenile,,Picking detritus from seabed.,"['Polychaete Worm', 'Small Fish', 'Sea Sponge']",9.0,13.0,8.969934581952065,11.824310133075517,13.136914282957736,36.0,2021-05-28,,,8
9,A. Farensis,male,adult,,Climbing algae-covered rocks.,"['Small Fish', 'Polychaete Worm', 'Barnacle', 'Hermit Crab', 'Shrimp']",4.0,55.5,58.423162037062376,83.20650211077651,56.99137518105827,36.0,2021-05-28,,,9
10,A farensis,male,sub_adult,True,Shaking claws after contact.,['Algae'],5.0,21.25,25.36313869531798,32.88828772834503,22.020572513710952,36.0,2021-05-28,,,10
11,u. olhanen.,female,adult,False,Hiding under floating debris.,"['Sea Sponge', 'Mussel', 'Sea Anemone', 'Sea Urchin']",9.0,14.41957041348864,15.299188164060334,22.805960306162184,15.815707754852903,35.0,2021-05-28,,,11
12,Ucides alvorensis,male,sub_adult,,Rapid claw movement while feeding.,"['Sea Anemone', 'Coral Fragment', 'Sea Urchin', 'Crab (Other Species)']",11.0,55.0,62.70341321927615,89.81820638438641,55.46154958584941,35.0,2021-05-28,,,12
13,A. Farensis,male,juvenile,,Struggling with entangled seaweed.,"['Sea Star', 'Jellyfish', 'Snail']",10.0,4.0,2.636097610979527,3.9343232412047042,4.382516019972246,36.0,2021-05-28,,,13
14,A farensis,female,juvenile,True,Inspecting discarded crab shell.,"['Sea Urchin', 'Sea Star']",9.0,17.44444329232975,14.36228721312011,19.15158474491409,19.11394275024429,37.0,2021-05-28,,,14
15,A. Farensis,male,adult,,Color changes during molting.,"['Crab (Other Species)', 'Sea Anemone', 'Hermit Crab', 'Jellyfish', 'Sea Star']",7.0,21.0,22.05596447514925,31.285317123588122,21.018499860032755,38.0,2021-05-28,,,15
16,U. olhanensis,male,pre_puberty,,Guarding a small hole in sediment.,['Snail'],10.0,22.5,23.87448195467285,29.48069290894972,23.36991621865455,35.0,2021-05-28,,,16
17,A farensis,female,adult,False,Inspecting discarded crab shell.,['Jellyfish'],8.0,21.140539435334837,21.070291189222214,26.994532279223836,23.068538210009198,36.0,2021-05-28,,,17
18,U. olhanensis,male,adult,,Hiding under floating debris.,"['Hermit Crab', 'Coral Fragment', 'Barnacle', 'Crab (Other Species)']",7.0,33.0,31.370733604490386,42.20780493672325,35.58433455230229,35.0,2021-05-28,,,18
19,A farensis,female,sub_adult,True,Swimming short distance to escape.,"['Algae', 'Shrimp', 'Snail']",6.0,29.363047714183402,28.674430689088165,42.784691590323916,30.13477736176323,35.0,2021-05-28,,,19
20,A. Farensis,male,pre_puberty,True,Displaying dominance by lifting body.,['Polychaete Worm'],10.0,21.75,19.293157651141936,25.7204515318478,22.062969433419482,35.0,2021-05-28,,,20
