,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,300,79.71788916583424,20,u. olhanen.,-7.99163,False,35.519059028915166,j,male,1,114.47175997151383,37.01025,"['Polychaete Worm', 'Shrimp', 'Sea Urchin']",9,False,Dragging shell fragment backward.
1,300,76.68626607857738,30,U. olhanensis,,True,61.56487552583144,s,male,2,118.98265188805937,,"['Shrimp', 'Sea Sponge']",8,True,Defensive posture when approached.
2,110,67.75656378659758,50,A. Farensis,,False,13.070010384907482,p,male,3,161.79804743689945,,"['Mussel', 'Sea Star', 'Crab (Other Species)', 'Sea Sponge', 'Small Fish']",7,False,Pausing frequently during exploration.
3,90,82.0902849613465,80,u. olhanen.,,True,3.0203105349445374,s,nan,4,130.12896021927588,,"['Polychaete Worm', 'Barnacle', 'Shrimp']",5,True,Hiding under floating debris.
4,60,61.61540072432312,20,A farensis,,False,68.58881807239565,j,nan,5,95.42042696346648,,"['Sea Urchin', 'Small Fish']",9,False,Swimming short distance to escape.
5,60,85.63415616424635,40,u. olhanen.,,False,1.5185685601896262,a,male,6,114.03824383432314,,"['Small Fish', 'Sea Urchin', 'Jellyfish', 'Crab (Other Species)']",7,False,Exchanging antenna taps.
6,90,79.60838019547873,20,A farensis,,False,35.058420295311365,j,male,7,147.5706098974484,,"['Sea Anemone', 'Barnacle']",6,False,Climbing onto submerged logs.
7,250,105.4230589763609,70,A farensis,,False,1.702439010302229,p,female,8,110.26281737469725,,"['Barnacle', 'Mussel']",7,False,Climbing onto submerged logs.
8,300,79.2984697173568,20,u. olhanen.,,False,14.471794990311302,p,male or female,9,106.92747851953747,,"['Small Fish', 'Sea Anemone', 'Jellyfish', 'Hermit Crab', 'Barnacle']",7,False,Feeding on algae scraped from rocks.
9,240,89.6448911352083,20,A farensis,,False,9.454738610739252,p,female,10,103.56942975189935,,"['Small Fish', 'Snail', 'Shrimp', 'Crab (Other Species)', 'Hermit Crab']",8,False,Moving sideways along sandy bottom.
10,300,98.60305766631299,90,u. olhanen.,,False,24.103688294484723,s, ,11,166.46567905767114,,"['Algae', 'Coral Fragment']",9,False,Climbing vertical rock face.
11,260,99.51996378093101,20,u. olhanen.,,False,104.02622546774992,s,male,12,118.33600115089513,,"['Algae', 'Barnacle', 'Sea Star', 'Small Fish', 'Mussel']",11,False,Displaying dominance by lifting body.
12,100,104.35372407220916,30,u. olhanen.,,False,2.4143410069211684,s, ,13,131.88578450929623,,"['Polychaete Worm', 'Jellyfish', 'Sea Urchin', 'Algae', 'Snail']",7,False,Climbing onto submerged logs.
13,170,109.46049579468263,60,A farensis,,False,30.51220348702659,p,male,14,170.88681089535135,,"['Shrimp', 'Crab (Other Species)', 'Sea Urchin']",10,False,Moving in groups.
14,280,94.7727356874011,30,A. Farensis,,False,51.56429468715916,j,male,15,123.2117607330909,,"['Jellyfish', 'Crab (Other Species)', 'Sea Star']",7,False,Claw waving directed at nearby crab.
15,500,99.14851807209578,70,U. olhanensis,,False,29.725624009206154,p, ,16,119.59592443504789,,"['Sea Anemone', 'Shrimp', 'Jellyfish']",12,False,Retreating into burrow.
16,170,78.6476471062592,30,A farensis,,False,12.674658654699439,s, ,17,94.18837799253427,,"['Hermit Crab', 'Sea Urchin', 'Polychaete Worm']",5,False,Vibrating antennae in water currents.
17,110,78.82902966562864,50,u. olhanen.,,False,15.660916611753974,s,male or female,18,160.47454626973732,,['Sea Star'],11,False,Feeding on algae scraped from rocks.
18,210,93.56746626815539,50,A farensis,,False,30.652805715097987,p,male,19,104.42343776223923,,"['Sea Urchin', 'Crab (Other Species)', 'Barnacle']",9,False,Climbing algae-covered rocks.
19,400,92.5037859704107,50,A. Farensis,,False,84.78906650858734,p, ,20,106.59415074750164,,"['Sea Urchin', 'Sea Anemone']",12,False,Climbing algae-covered rocks.
20,270,80.13273680627469,30,A farensis,,False,49.04220638283621,s,female,21,192.5451945215449,,"['Crab (Other Species)', 'Sea Urchin', 'Coral Fragment', 'Polychaete Worm', 'Sea Anemone']",7,False,Pausing frequently during exploration.
21,190,92.52226574404804,40,A farensis,,False,5.909980516336752,s, ,22,179.8294591827694,,"['Sea Sponge', 'Sea Anemone', 'Sea Star']",8,False,Displaying dominance by lifting body.
22,60,103.3185767080527,60,U. olhanensis,,False,109.55341288330538,p,male,23,107.52356225563094,,"['Polychaete Worm', 'Hermit Crab', 'Sea Anemone']",11,False,Hiding in sandy burrow.
23,170,78.51171342333562,40,u. olhanen.,,False,144.7090318508993,s,female,24,177.99924964742667,,['Jellyfish'],7,False,Picking detritus from seabed.
24,220,77.22283754854432,30,u. olhanen.,,False,22.382885670095597,j,male,25,157.29100064865068,,"['Mussel', 'Sea Anemone']",12,False,Feeding on algae scraped from rocks.
25,250,111.55242923614554,40,A. Farensis,,False,35.05568130043772,a,female,26,168.28749504527053,,"['Polychaete Worm', 'Sea Sponge']",8,False,Climbing seaweed stalks.
26,70,80.60246732280717,40,A farensis,,False,9.498857861509716,s,male,27,144.7440798997458,,"['Snail', 'Crab (Other Species)']",8,False,Defensive posture when approached.
27,280,82.3835497176583,100,A farensis,,False,152.68820492059243,s,male,28,144.229006828927,,"['Crab (Other Species)', 'Sea Anemone']",8,False,Scavenging near tidal pools.
28,210,71.63691124354428,20,A farensis,,False,2.2701195337479003,s,male,29,137.10201650425606,,['Barnacle'],12,False,Guarding eggs under abdominal flap.
29,280,91.94158507990787,70,A farensis,,True,21.58826783227477,a,male,30,130.3548562905287,,"['Sea Urchin', 'Crab (Other Species)']",8,True,Claw snapping at diver.
30,140,80.23612798802102,40,A farensis,,False,56.94190382916717,p,female,31,137.20139718099102,,"['Jellyfish', 'Coral Fragment', 'Crab (Other Species)']",7,False,Climbing vertical rock face.
31,390,85.12799066373184,60,A farensis,,False,7.3736538848408575,s, ,32,112.92863534001155,,"['Hermit Crab', 'Algae', 'Mussel', 'Sea Star']",9,False,Hiding beneath rocks.
32,250,106.43854492104961,40,u. olhanen.,,False,5.5835859419274145,j, ,33,95.17821374637194,,"['Small Fish', 'Sea Sponge', 'Barnacle', 'Jellyfish', 'Coral Fragment']",14,False,Guarding a small hole in sediment.
33,340,80.59372785430764,30,A farensis,,False,7.110743875173879,p,male,34,106.88170389119934,,"['Small Fish', 'Polychaete Worm', 'Jellyfish']",6,False,Hiding under floating debris.
34,120,60.960692848214634,20,u. olhanen.,,False,3.866022185846148,s,female,35,180.10320864073543,,"['Sea Sponge', 'Snail']",7,False,Foraging among seagrass roots.
35,380,78.5456633074181,40,A farensis,,False,13.426652808049095,s,male,36,141.268589276816,,"['Hermit Crab', 'Shrimp']",8,False,Hiding under seagrass blades.
36,260,92.17599531946053,30,A farensis,,False,276.33833922022075,a,male,37,160.8939814097854,,"['Algae', 'Small Fish', 'Coral Fragment', 'Sea Anemone', 'Shrimp']",8,False,Slow movement near seagrass patches.
37,250,79.59549014491438,60,A farensis,,False,126.55318787016567,p,male,38,111.82397628638134,,"['Coral Fragment', 'Sea Sponge', 'Sea Anemone']",11,False,Climbing submerged rocks.
38,420,90.2483729744665,50,A. Farensis,,True,6.518499485707424,a,male,39,74.79858334358391,,"['Crab (Other Species)', 'Mussel']",10,True,Defensive posture when approached.
39,130,103.78296942372896,80,A farensis,,True,12.018321840134634,s, ,40,94.31816063998438,,"['Mussel', 'Shrimp', 'Crab (Other Species)', 'Coral Fragment']",7,True,Foraging among seagrass roots.
40,150,58.9559945521939,70,A. Farensis,,True,21.754889896416568,s,female,41,158.41690921770618,,"['Small Fish', 'Snail', 'Sea Sponge']",8,True,Exchanging antenna taps.
41,180,67.36706264426986,20,u. olhanen.,,True,26.82776006004735,p,?,42,129.48629554443525,,"['Polychaete Worm', 'Snail']",8,True,Resting under shell fragment.
42,110,82.36323821583943,40,A. Farensis,,False,25.657535258401467,p,female,43,107.43845591733943,,"['Sea Urchin', 'Crab (Other Species)', 'Barnacle', 'Shrimp', 'Jellyfish']",5,False,Sitting still blending with environment.
