,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,Ucides alvorensis,female,juvenile,False,Claw snapping at diver.,"['Sea Star', 'Snail']",9.0,7.294761323859473,9.364288234047637,11.661946403145954,7.40775381324938,25.0,2022-05-31,37.02606,-8.01873,0
1,A farensis,female,pre_puberty,False,Resting in shaded rock crevice.,"['Small Fish', 'Crab (Other Species)', 'Barnacle', 'Sea Anemone']",8.0,16.065954112684064,20.71516621876778,29.88881687564807,16.51570255314537,24.0,2022-05-31,,,1
2,A. Farensis,female,pre_puberty,False,Searching for mates at twilight.,"['Hermit Crab', 'Crab (Other Species)', 'Sea Anemone', 'Small Fish']",6.0,14.489703160445448,16.861863765258292,22.31765469439855,14.928375872771353,25.0,2022-05-31,,,2
3,u. olhanen.,male,juvenile,,Exchanging antenna taps.,['Sea Sponge'],7.0,16.5,14.81644011408154,20.779657390452016,17.103446545846836,26.0,2022-05-31,,,3
4,U. olhanensis,female,adult,True,Half buried in sand.,"['Polychaete Worm', 'Algae', 'Mussel', 'Hermit Crab']",10.0,25.500252216796323,25.721803714947594,32.894281096480476,25.841677362063745,26.0,2022-05-31,,,4
5,u. olhanen.,male,sub_adult,,Escaping from aggressive fish.,"['Polychaete Worm', 'Coral Fragment', 'Sea Urchin', 'Barnacle', 'Snail']",8.0,45.0,52.360510051889776,63.22198628640802,48.22930760166537,26.0,2022-05-31,,,5
6,A. Farensis,female,sub_adult,True,Picking biofilm on submerged wood.,"['Jellyfish', 'Algae', 'Barnacle']",9.0,20.726368089853622,21.31220141394876,30.196768901500754,22.67543364622437,27.0,2022-05-31,,,6
7,U. olhanensis,male,sub_adult,,Emerging cautiously from hiding.,"['Barnacle', 'Jellyfish', 'Sea Star', 'Crab (Other Species)']",8.0,42.5,47.855234106111226,66.16076757217195,44.985736932227645,26.0,2022-05-31,,,7
8,U. olhanensis,female,adult,False,Moving in groups.,"['Crab (Other Species)', 'Sea Sponge', 'Sea Star']",8.0,35.47403378181724,36.642570417934515,50.92168302941442,36.32204672095622,25.0,2022-05-31,,,8
9,U. olhanensis,male,adult,,Picking biofilm on submerged wood.,"['Hermit Crab', 'Snail']",12.0,16.5,15.586098953486173,23.11940395127967,16.822727236418157,27.0,2022-05-31,,,9
10,u. olhanen.,male,sub_adult,True,Interaction with hermit crabs.,"['Algae', 'Coral Fragment', 'Sea Sponge']",9.0,21.25,24.727886467895814,31.772731892066567,22.382560392195924,25.0,2022-05-31,,,10
11,u. olhanen.,female,adult,True,Exchanging antenna taps.,"['Sea Urchin', 'Algae', 'Snail', 'Sea Sponge', 'Hermit Crab']",10.0,27.799890607495485,35.46055292158888,45.41858635123165,28.214744502384853,26.0,2022-05-31,,,11
12,U. olhanensis,female,sub_adult,True,Moving toward bait.,"['Sea Star', 'Polychaete Worm', 'Coral Fragment', 'Hermit Crab']",8.0,32.230953560426116,28.753451053192485,38.90936193412414,35.39519491675356,26.0,2022-05-31,,,12
