,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,30,9.0761843719359,6,A. Farensis,-8.01873,False,12.701995290020806,sub_adult, ,1,18.158831858799907,37.02606,['Algae'],9,Hiding beneath rocks.
1,23,9.789603126805323,6,A farensis,,False,3.3570344964072736,pre_puberty, ,2,15.870179901466141,,['Coral Fragment'],8,Emerging cautiously from hiding.
2,60,6.879946929974585,9,A farensis,,False,0.9774136566389351,pre_puberty,female,3,20.48786770714797,,"['Hermit Crab', 'Polychaete Worm', 'Mussel', 'Algae']",7,Guarding eggs under abdominal flap.
3,17,8.252141818348814,3,U. olhanensis,,False,2.2838087204849913,pre_puberty,?,4,16.58037410484724,,"['Sea Sponge', 'Algae']",7,Feeding on small mollusks.
4,33,7.5028287362544575,5,U. olhanensis,,False,1.9730581295525158,sub_adult,male,5,18.415148122851594,,"['Algae', 'Jellyfish', 'Barnacle', 'Mussel']",10,Climbing seaweed stalks.
5,33,12.433433846350718,3,A. Farensis,,False,3.525655411482796,juvenile,male or female,6,18.666540198316557,,"['Polychaete Worm', 'Mussel', 'Algae', 'Crab (Other Species)']",9,Climbing algae-covered rocks.
6,35,7.063054637239807,4,A. Farensis,,False,15.999784643285476,pre_puberty, ,7,17.431433317502762,,"['Shrimp', 'Sea Anemone', 'Sea Urchin']",5,Searching for mates at twilight.
7,51,7.765195399902692,7,u. olhanen.,,False,9.09425332209081,sub_adult,female,8,19.028382527516168,,['Sea Anemone'],11,Moving toward bait.
8,13,13.610730143118666,6,u. olhanen.,,False,2.2723842454050334,adult,nan,9,16.63751539608825,,"['Jellyfish', 'Sea Sponge', 'Snail', 'Small Fish']",10,Claw snapping in competition.
9,30,9.980009607456054,6,A. Farensis,,False,1.055104384532306,pre_puberty,male,10,18.050014146343578,,"['Hermit Crab', 'Snail', 'Barnacle', 'Sea Sponge']",5,Swimming short distance to escape.
10,29,10.575507269350979,7,A. Farensis,,True,2.8122258077064326,pre_puberty,female,11,15.905036402509571,,"['Polychaete Worm', 'Snail', 'Coral Fragment', 'Sea Urchin']",7,Claw waving directed at nearby crab.
11,16,6.523776632870114,5,u. olhanen.,,True,6.473172732089664,juvenile,female,12,15.979920339298463,,"['Jellyfish', 'Algae', 'Shrimp', 'Hermit Crab', 'Sea Anemone']",5,Moving toward warmer water pockets.
12,38,7.478330156851178,3,u. olhanen.,,False,14.391694015058365,adult,female,13,18.785379045526618,,"['Sea Sponge', 'Snail', 'Polychaete Worm', 'Algae', 'Crab (Other Species)']",11,Feeding on small crustaceans.
13,46,7.3268352733406115,2,u. olhanen.,,False,0.3217968075650416,pre_puberty, ,14,18.24027225591105,,"['Jellyfish', 'Polychaete Worm']",7,Cleaning claws with rubbing motion.
14,27,9.432389078179051,3,U. olhanensis,,False,25.679746179500608,adult,female,15,16.42125531527647,,"['Polychaete Worm', 'Sea Urchin']",5,Feeding on small mollusks.
15,35,8.522123183327876,2,u. olhanen.,,False,3.5988599497542033,juvenile,male,16,17.855627387579705,,"['Sea Star', 'Sea Urchin', 'Sea Anemone', 'Jellyfish']",11,Moving toward warmer water pockets.
16,53,9.031750208108278,5,u. olhanen.,,False,2.3434858981865796,pre_puberty,male,17,20.057869263021548,,"['Algae', 'Sea Anemone', 'Sea Sponge', 'Sea Urchin', 'Coral Fragment']",3,Crab moving quickly across rocks.
17,22,9.204599400573219,6,A. Farensis,,False,3.9278345901234233,adult,male,18,16.51820090264226,,"['Jellyfish', 'Small Fish', 'Shrimp']",11,Sitting still blending with environment.
18,47,9.999545891901295,5,A. Farensis,,False,7.1062112287290535,juvenile,female,19,20.59344962540075,,"['Algae', 'Sea Anemone', 'Shrimp']",6,Half buried in sand.
19,42,6.4770731800420815,2,A. Farensis,,False,1.577463411717571,juvenile,female,20,17.894921324921246,,"['Snail', 'Small Fish', 'Coral Fragment', 'Sea Anemone']",10,Slow movement near seagrass patches.
20,21,5.113310956445453,2,U. olhanensis,,False,4.7813472656983595,pre_puberty,female,21,16.825445188535173,,"['Shrimp', 'Polychaete Worm']",10,Camouflaging with surrounding mud.
21,42,9.428575778229277,5,u. olhanen.,,False,3.703777195109631,pre_puberty,male,22,20.241965251624322,,"['Small Fish', 'Shrimp']",5,Moving toward warmer water pockets.
22,34,12.804993501371579,2,A. Farensis,,False,36.007864322319314,sub_adult,male,23,17.83163185536287,,"['Jellyfish', 'Barnacle', 'Crab (Other Species)']",7,Dragging shell fragment backward.
23,30,10.937606208049818,4,u. olhanen.,,False,0.036667307763204614,sub_adult,male,24,17.291175826664205,,"['Sea Urchin', 'Sea Star', 'Sea Sponge']",7,Territorial display against intruder.
24,14,8.481771265308476,4,A. Farensis,,False,3.4528367475757373,pre_puberty,male,25,16.149040359735142,,['Algae'],6,Picking detritus from seabed.
25,18,9.24705825673815,2,u. olhanen.,,False,19.595944898950115,sub_adult, ,26,16.196200423310724,,"['Mussel', 'Small Fish', 'Barnacle', 'Sea Anemone', 'Polychaete Worm']",8,Mating behavior with antenna touching.
26,21,5.6997754109797025,5,A. Farensis,,False,4.137770000203087,adult, ,27,15.877398532732162,,"['Shrimp', 'Sea Star', 'Barnacle', 'Mussel', 'Jellyfish']",5,Climbing onto submerged logs.
27,10,4.500727668627463,5,A farensis,,False,18.517747977467703,adult,female,28,16.4232656734917,,"['Hermit Crab', 'Polychaete Worm', 'Sea Star', 'Small Fish']",7,Retreating quickly from shadow.
28,44,10.27757183616136,4,u. olhanen.,,False,0.9246319648624524,sub_adult,male,29,18.479201568324303,,"['Sea Urchin', 'Snail', 'Jellyfish', 'Hermit Crab']",6,Retreating into burrow.
29,19,9.183963386952145,2,A. Farensis,,False,3.901074595477597,juvenile,male,30,16.43570898333799,,"['Polychaete Worm', 'Mussel', 'Crab (Other Species)']",7,Struggling with entangled seaweed.
30,29,10.585066544834538,6,A farensis,,True,3.463345007359097,pre_puberty,female,31,18.886871781810797,,"['Crab (Other Species)', 'Hermit Crab', 'Small Fish', 'Sea Star']",10,Interacting with small fish nearby.
31,25,10.698379619387673,8,A. Farensis,,False,0.7330256873930239,pre_puberty,male,32,17.926421814234313,,"['Shrimp', 'Small Fish']",9,Searching for food in tidal pools.
32,39,8.896035564220373,2,U. olhanensis,,False,0.6841380736390837,sub_adult,nan,33,17.877116495099227,,"['Sea Star', 'Small Fish']",3,Moving toward warmer water pockets.
33,37,10.96773950948756,5,A farensis,,False,5.639975210529881,pre_puberty,male,34,18.519435058032315,,"['Small Fish', 'Crab (Other Species)']",8,Moving toward warmer water pockets.
34,16,10.27498126319291,5,A. Farensis,,True,150.0,pre_puberty, ,35,16.49492889775453,,"['Polychaete Worm', 'Barnacle']",8,Using claws to dig into sediment.
35,31,10.557064966294607,4,A farensis,,True,5.497249998095882,adult,nan,36,17.524191458740134,,['Barnacle'],12,Picking algae from rock surface.
36,26,7.763559158752168,3,A farensis,,False,22.37960564484413,sub_adult,female,37,16.61840215222023,,"['Sea Anemone', 'Coral Fragment', 'Snail']",5,Displaying dominance by lifting body.
37,18,12.416325106383185,2,U. olhanensis,,False,0.5841971639119673,pre_puberty,?,38,15.957029855242157,,"['Shrimp', 'Algae', 'Sea Sponge', 'Jellyfish', 'Snail']",11,Sitting still blending with environment.
38,18,11.21142022662363,8,A. Farensis,,True,15.916915137430097,pre_puberty, ,39,14.846444679121383,,"['Sea Star', 'Polychaete Worm']",12,Hiding under seagrass blades.
39,14,10.498488014952848,8,U. olhanensis,,False,58.3660920433855,juvenile,female,40,15.901639522997943,,"['Polychaete Worm', 'Sea Sponge', 'Hermit Crab']",5,Moving in groups.
40,22,9.406952663172245,2,U. olhanensis,,False,0.5154459994458093,pre_puberty,male,41,16.72354934207047,,"['Sea Anemone', 'Small Fish', 'Sea Urchin', 'Polychaete Worm']",7,Climbing barnacle-covered surfaces.
41,35,10.210298082128656,3,A. Farensis,,False,107.10128838501862,sub_adult,male,42,16.611973548769633,,"['Small Fish', 'Sea Anemone', 'Shrimp', 'Coral Fragment', 'Mussel']",5,Claw snapping at diver.
42,16,6.812310202754574,4,U. olhanensis,,False,0.092552746312263,sub_adult,female,43,16.999051335522857,,"['Sea Star', 'Small Fish', 'Sea Anemone', 'Barnacle']",9,Feeding on detritus in shallow water.
43,30,9.07980431439571,4,A. Farensis,,True,6.556391223890766,sub_adult,male,44,15.393761174549933,,"['Sea Urchin', 'Mussel']",6,Searching for food in tidal pools.
44,22,10.37311261671405,5,A. Farensis,,False,1.2133466452732715,sub_adult,male,45,16.532406435883452,,"['Polychaete Worm', 'Shrimp']",8,Emerging cautiously from hiding.
45,13,8.536932126022101,2,U. olhanensis,,False,14.947281214297448,pre_puberty,male,46,16.183385717746702,,"['Coral Fragment', 'Small Fish']",11,Sitting still blending with environment.
46,70,5.329145974988388,3,U. olhanensis,,False,0.6740470821177126,juvenile,male or female,47,19.558353566281063,,"['Snail', 'Mussel']",13,Exchanging antenna taps.
47,15,7.671558196205029,4,U. olhanensis,,False,9.547151818081678,pre_puberty,female,48,16.443046984686067,,"['Crab (Other Species)', 'Sea Anemone', 'Snail']",6,Escaping from aggressive fish.
48,20,7.34646090340362,7,A farensis,,False,3.0935887279567416,pre_puberty,male,49,15.77023061898849,,"['Snail', 'Barnacle', 'Polychaete Worm']",9,Hiding under floating debris.
49,20,8.692853111315827,5,A. Farensis,,False,0.47304764262712073,adult,male,50,15.4674730585566,,['Coral Fragment'],10,Social contact with other crabs.
50,33,7.603617837250069,3,A. Farensis,,False,8.142507307643415,pre_puberty,nan,51,18.186283412482517,,"['Polychaete Worm', 'Sea Star', 'Barnacle']",9,Guarding eggs under abdominal flap.
51,12,7.8155067977970845,9,U. olhanensis,,False,93.89702658996647,sub_adult,female,52,16.194200984147322,,"['Algae', 'Hermit Crab', 'Sea Urchin']",7,Half buried in sand.
52,43,5.5168434689737325,2,U. olhanensis,,True,0.5431233797452237,adult,male or female,53,18.438024418492688,,"['Coral Fragment', 'Mussel', 'Shrimp']",9,Climbing onto submerged logs.
53,39,6.526937968077341,2,A farensis,,False,7.5268514018258506,juvenile,female,54,19.71100432155512,,['Jellyfish'],12,Struggling with entangled seaweed.
54,21,9.60011937984752,6,U. olhanensis,,False,0.6901144390690669,sub_adult, ,55,16.99895509877575,,"['Mussel', 'Jellyfish']",7,Feeding on algae scraped from rocks.
55,27,8.006712436225412,4,U. olhanensis,,False,37.73562775192135,pre_puberty,male,56,17.712423280814114,,"['Small Fish', 'Jellyfish', 'Sea Star']",9,Exploring new territory.
56,25,3.89998523452984,7,A. Farensis,,False,3.7803407312593396,sub_adult, ,57,16.265837473644897,,"['Coral Fragment', 'Mussel', 'Crab (Other Species)', 'Snail']",6,Retreating quickly from shadow.
57,31,5.681141165953527,5,A. Farensis,,False,1.4195877426705759,adult,male,58,18.8987868784424,,['Mussel'],8,Feeding on algae scraped from rocks.
58,20,10.28325204634843,5,u. olhanen.,,False,6.181447722506618,juvenile,female,59,17.693563787092753,,"['Sea Urchin', 'Barnacle']",9,Picking algae from rock surface.
59,37,9.298973762376946,6,u. olhanen.,,True,22.066068371915456,pre_puberty,-,60,17.722318134644098,,['Barnacle'],8,Moving in groups.
60,33,9.576286359861054,2,U. olhanensis,,False,28.78001034224557,adult,male or female,61,17.44011201965827,,"['Hermit Crab', 'Coral Fragment', 'Mussel']",7,Displaying dominance by lifting body.
61,14,5.465579967695058,3,A farensis,,False,9.287421928752726,juvenile,male,62,17.556802365742858,,"['Snail', 'Jellyfish', 'Mussel']",9,Camouflaging with surrounding mud.
62,11,12.913912666114935,2,A farensis,,False,1.5409350643178479,sub_adult,female,63,15.096920723294597,,"['Coral Fragment', 'Sea Urchin']",10,Pausing frequently during exploration.
63,11,9.842628107223799,3,A. Farensis,,False,4.223269879143586,juvenile,male,64,15.617535097659605,,"['Sea Sponge', 'Polychaete Worm']",6,Crab moving quickly across rocks.
64,31,9.378976865294447,3,U. olhanensis,,False,11.986075307306873,pre_puberty,?,65,17.09228404160822,,"['Shrimp', 'Mussel', 'Barnacle']",7,Waving claws rhythmically.
65,28,9.073852021050891,4,u. olhanen.,,False,1.6651059201112333,juvenile,female,66,16.8487265014569,,"['Small Fish', 'Hermit Crab']",6,Rapid crossing of open sand.
66,11,11.435123232619446,3,u. olhanen.,,True,34.656774276752216,juvenile,male,67,16.724956382161817,,"['Barnacle', 'Mussel']",8,Picking algae from rock surface.
67,30,9.029114540130285,9,u. olhanen.,,False,16.376166215807498,sub_adult,male,68,19.028573734473948,,"['Crab (Other Species)', 'Small Fish']",4,Moving in groups.
68,38,9.62672426412529,2,A. Farensis,,True,14.912459911639424,sub_adult,male,69,17.71647346228373,,"['Sea Star', 'Mussel']",9,Camouflaging with surrounding mud.
69,19,7.886439172090732,4,U. olhanensis,,False,2.51341538847524,juvenile,male,70,16.605312431512473,,"['Jellyfish', 'Crab (Other Species)', 'Shrimp']",9,Hiding beneath rocks.
70,8,7.494423886336891,4,u. olhanen.,,False,4.151677850129668,pre_puberty,male or female,71,14.915907912111518,,['Sea Star'],11,Shaking claws after contact.
71,20,12.99449459482949,6,A farensis,,False,13.929640388556507,sub_adult,male,72,15.677860489479725,,"['Algae', 'Jellyfish']",10,Sideways walking along bay edge.
72,12,9.044460053837216,4,A. Farensis,,False,4.519888934306947,adult,female,73,16.97294839133839,,"['Jellyfish', 'Coral Fragment']",9,Guarding a small hole in sediment.
73,23,5.906583425432043,6,U. olhanensis,,False,1.3296236283328342,pre_puberty,male,74,17.31420217742099,,"['Polychaete Worm', 'Sea Sponge', 'Algae', 'Snail']",6,Climbing algae-covered rocks.
74,41,7.42447240740146,4,u. olhanen.,,False,4.161660681219373,sub_adult, ,75,18.79776708653999,,"['Sea Sponge', 'Crab (Other Species)', 'Jellyfish']",10,Hiding under floating debris.
75,31,8.972209298957218,3,A farensis,,True,1.0691154930897877,sub_adult,male or female,76,17.555854726953182,,"['Sea Sponge', 'Algae', 'Polychaete Worm']",8,Feeding on small crustaceans.
76,14,10.024683128142607,7,u. olhanen.,,False,0.17604772018069476,sub_adult,male,77,16.96887775958856,,"['Mussel', 'Barnacle', 'Sea Sponge', 'Coral Fragment']",10,Using claws to dig into sediment.
77,24,6.956352603951786,6,A farensis,,False,0.3712616070159674,sub_adult,male,78,18.054889827429626,,"['Polychaete Worm', 'Hermit Crab', 'Coral Fragment', 'Crab (Other Species)', 'Jellyfish']",6,Exchanging antenna taps.
78,12,6.941416521629621,2,U. olhanensis,,True,5.530428823599935,pre_puberty,male,79,16.27377995477055,,"['Coral Fragment', 'Shrimp', 'Algae', 'Crab (Other Species)']",9,Feeding on small crustaceans.
79,35,7.865623554801823,9,A. Farensis,,False,196.07216474948808,juvenile,male,80,17.9504028726424,,['Jellyfish'],9,Scavenging near tidal pools.
80,23,7.384447623134854,5,U. olhanensis,,False,8.16726133123967,sub_adult,male,81,17.245909439183382,,"['Coral Fragment', 'Jellyfish', 'Barnacle', 'Small Fish', 'Hermit Crab']",9,Crab moving quickly across rocks.
81,26,10.426032151136404,2,A farensis,,False,0.24194533617140318,sub_adult,?,82,16.563627704290866,,"['Sea Anemone', 'Small Fish', 'Jellyfish', 'Algae', 'Sea Sponge']",9,Using claws to dig into sediment.
82,37,6.79304801824915,3,u. olhanen.,,False,0.6644831512145892,pre_puberty,nan,83,17.459460030993817,,"['Sea Star', 'Mussel', 'Hermit Crab']",11,Sitting still blending with environment.
83,24,7.429780685396281,4,U. olhanensis,,False,4.930268640768179,adult,male,84,17.18635940557893,,"['Small Fish', 'Mussel', 'Snail', 'Sea Star', 'Sea Sponge']",10,Hiding under floating debris.
84,17,7.4901790852968695,4,A. Farensis,,False,0.4220446898294674,pre_puberty,male,85,16.26866377828242,,"['Barnacle', 'Algae', 'Coral Fragment', 'Jellyfish']",12,Camouflaging with surrounding mud.
85,19,7.276439491101593,2,U. olhanensis,,True,11.673022802372437,juvenile,male,86,16.453265377839852,,"['Mussel', 'Snail', 'Coral Fragment']",3,Using claws to dig into sediment.
86,44,8.55209297484464,10,A. Farensis,,True,0.32208641903850344,sub_adult,male,87,17.924640872085686,,"['Crab (Other Species)', 'Small Fish']",13,Climbing seaweed stalks.
87,32,9.194794224908582,2,u. olhanen.,,False,2.0292471272030044,juvenile,female,88,18.00294267355892,,"['Crab (Other Species)', 'Barnacle', 'Snail']",7,Vibrating antennae in water currents.
88,21,4.075596131367811,2,A farensis,,True,3.037793699802266,sub_adult,male,89,15.887663735438176,,"['Crab (Other Species)', 'Barnacle', 'Shrimp', 'Hermit Crab', 'Mussel']",9,Resting under shell fragment.
89,35,6.397683528755154,4,A farensis,,False,78.15796413692635,pre_puberty,male,90,17.510221276439893,,"['Algae', 'Polychaete Worm', 'Hermit Crab']",9,Feeding on small mollusks.
90,9,10.228036072708175,2,U. olhanensis,,False,1.3011242518694288,pre_puberty,female,91,15.916726018904166,,"['Sea Star', 'Snail', 'Sea Anemone', 'Jellyfish']",9,Climbing vertical rock face.
91,27,9.14662222868882,5,A farensis,,True,0.906847889571256,pre_puberty,male,92,17.449408658142207,,"['Polychaete Worm', 'Jellyfish', 'Shrimp', 'Snail']",9,Emerging cautiously from hiding.
92,17,7.557308286788741,3,A. Farensis,,False,2.028775387666095,pre_puberty,male,93,17.20430407268633,,['Sea Anemone'],9,Feeding on detritus in shallow water.
93,37,10.341572887909972,2,u. olhanen.,,False,2.794593508649833,pre_puberty,male,94,18.230605017415684,,"['Coral Fragment', 'Sea Sponge']",8,Territorial display against intruder.
94,26,7.416755778308047,3,A. Farensis,,False,2.738665653357411,sub_adult,male,95,17.777931494935693,,"['Algae', 'Snail']",8,Moving sideways along sandy bottom.
95,10,6.20618735078498,7,A farensis,,False,11.255110562104246,adult,male,96,15.752424089373687,,"['Sea Anemone', 'Coral Fragment', 'Sea Urchin', 'Sea Sponge', 'Barnacle']",8,Camouflaging with surrounding mud.
96,19,8.747054642988669,4,A. Farensis,,False,33.679757015050924,adult,male,97,16.749334496010444,,"['Jellyfish', 'Sea Star', 'Mussel', 'Sea Urchin', 'Small Fish']",7,Displaying dominance by lifting body.
97,29,7.771724041260812,5,A farensis,,False,0.06766994129558596,pre_puberty,male,98,17.0564308942865,,"['Mussel', 'Sea Urchin', 'Shrimp', 'Sea Anemone']",5,Dragging shell fragment backward.
98,17,6.743456418679499,4,u. olhanen.,,False,0.5285537471930716,adult,female,99,16.59451598007906,,"['Crab (Other Species)', 'Small Fish', 'Sea Sponge', 'Jellyfish', 'Snail']",10,Shaking claws after contact.
99,23,5.6868920205678,7,A. Farensis,,False,11.78288086899966,pre_puberty, ,100,17.8891526838344,,"['Barnacle', 'Sea Urchin']",5,Feeding on small crustaceans.
100,37,6.710650441854783,7,A. Farensis,,False,0.6838589230350016,pre_puberty,male or female,101,18.21941479047458,,['Small Fish'],6,Struggling with entangled seaweed.
101,26,8.958910459007097,6,U. olhanensis,,True,1.1064477601144005,sub_adult,male,102,16.762283581964354,,"['Snail', 'Barnacle', 'Sea Sponge', 'Sea Star', 'Sea Urchin']",10,Inspecting discarded crab shell.
102,22,11.380703671127808,7,U. olhanensis,,False,8.54681058837679,juvenile,female,103,18.342858258479435,,"['Coral Fragment', 'Polychaete Worm', 'Snail', 'Crab (Other Species)']",6,Struggling with entangled seaweed.
103,9,7.656609572305317,5,A. Farensis,,False,2.3345426048816877,sub_adult,female,104,14.311230306387273,,"['Coral Fragment', 'Barnacle', 'Algae', 'Sea Sponge']",7,Guarding a small hole in sediment.
104,15,8.676514994469025,5,U. olhanensis,,True,0.8487703070142443,juvenile,male,105,16.053925552186474,,"['Polychaete Worm', 'Crab (Other Species)', 'Algae']",7,Vibrating antennae in water currents.
105,38,8.102042703603798,2,A farensis,,False,3.4464693383446483,pre_puberty,nan,106,18.330036093445656,,"['Sea Urchin', 'Barnacle', 'Sea Star', 'Coral Fragment']",9,Swimming short distance to escape.
106,24,7.955877762924011,3,A farensis,,False,0.557135189274866,adult,?,107,15.443521329924044,,"['Mussel', 'Crab (Other Species)', 'Sea Urchin', 'Shrimp', 'Jellyfish']",10,Claw snapping in competition.
107,31,9.274665003684634,5,U. olhanensis,,False,3.168611495048713,adult,male,108,17.402643341747474,,"['Sea Urchin', 'Crab (Other Species)']",11,Half buried in sand.
108,31,8.819412610046916,3,u. olhanen.,,False,4.385189523164199,sub_adult,male or female,109,17.66406409990395,,"['Crab (Other Species)', 'Sea Sponge', 'Snail']",9,Guarding eggs under abdominal flap.
109,31,9.77886213234683,3,u. olhanen.,,False,0.6976912059120892,sub_adult,female,110,16.73365826834724,,"['Sea Anemone', 'Snail', 'Sea Sponge']",11,Stillness in cold water.
110,35,9.127984316612649,3,U. olhanensis,,False,7.714758140161131,adult,male,111,18.44353041212112,,['Shrimp'],6,Camouflaging with surrounding mud.
111,40,9.652164302017077,8,A farensis,,False,54.98539827898864,adult,female,112,18.188683141397476,,"['Snail', 'Sea Urchin', 'Barnacle']",4,Climbing vertical rock face.
112,19,8.86972372846352,2,u. olhanen.,,False,2.415878642111025,pre_puberty,male,113,16.451552860223295,,"['Coral Fragment', 'Snail', 'Polychaete Worm', 'Barnacle']",10,Territorial display against intruder.
113,30,8.713638263471703,2,A. Farensis,,True,0.11292094484157188,adult,male,114,18.043733626719963,,"['Polychaete Worm', 'Mussel', 'Sea Anemone']",11,Climbing algae-covered rocks.
114,21,9.173947052625147,5,A. Farensis,,False,0.1280954183326283,sub_adult,male,115,17.706132409820952,,"['Sea Anemone', 'Jellyfish', 'Small Fish', 'Barnacle', 'Sea Urchin']",9,Interaction with hermit crabs.
115,55,7.734638085564927,13,A. Farensis,,False,17.250246835234634,adult,male,116,20.40546443277349,,"['Polychaete Worm', 'Snail', 'Mussel', 'Small Fish']",6,Pausing frequently during exploration.
