,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,j,False,Vibrating antennae in flowing current.,['Snail'],4.0,0.9136878175441193,1.1578831126447295,0.8737268728838455,0.997606673061987,37.1,-8.62,0
1,A farensis,female,j,False,Consuming algae scraped from barnacles.,"['Hermit Crab', 'Sea Urchin', 'Snail']",10.0,1.5347504344938763,1.3395567823193166,0.8078205547453581,1.2032186822113948,,,1
2,A farensis,female,a,False,Scaling steep rock faces near shore.,['Small Fish'],8.0,5.952127665885985,5.8001785579796605,4.083426459604513,5.103470266208976,,,2
3,u. olhanen.,female,p,False,"Stationary, blending into rocky backdrop.","['Barnacle', 'Mussel', 'Coral Fragment', 'Crab (Other Species)']",7.0,2.553238314444307,2.3312671349252825,1.5542058993753487,1.9735553881885475,,,3
4,U. olhanensis,female,s,False,Darting away in response to sudden shadow.,"['Sea Sponge', 'Sea Anemone']",5.0,2.441668855826513,2.551679757321234,1.8942003983262927,2.1934974621510217,,,4
5,Ucides alvorensis,male,j,,Retreating quickly into hidden burrow.,"['Hermit Crab', 'Coral Fragment', 'Sea Sponge', 'Algae', 'Mussel']",6.0,1.0454545454545454,0.7688720490161498,0.5867170825387135,2.39815455224897,,,5
6,u. olhanen.,male,p,,Side-stepping along sandy coastal floor.,"['Sea Anemone', 'Polychaete Worm', 'Coral Fragment']",7.0,3.75,3.474922800997531,3.1048327883617803,34.37075348107973,,,6
7,u. olhanen.,male,p,,Peering out cautiously from cover.,"['Shrimp', 'Algae', 'Polychaete Worm']",9.0,2.25,2.6052025827116854,2.135813513193408,18.836970581904982,,,7
8,u. olhanen.,male,a,,Swiftly dashing across exposed sand.,"['Snail', 'Shrimp', 'Mussel', 'Hermit Crab', 'Sea Anemone']",5.0,5.590909090909091,6.037147607480298,77.98059823944025,5.0189962660538265,,,8
9,A. Farensis,female,s,False,Guarding hole in substrate from intruders.,"['Coral Fragment', 'Sea Sponge', 'Polychaete Worm']",8.0,1.7468242953558581,1.8608848411207561,1.1465829981581637,1.6150671455559042,,,9
10,A farensis,male,a,True,Claw snapping in diver confrontation.,"['Sea Anemone', 'Jellyfish', 'Sea Star', 'Barnacle']",7.0,7.2272727272727275,6.773515125357543,5.2753797991649245,109.84221558779687,,,10
11,u. olhanen.,male,a,,Retreating quickly into hidden burrow.,"['Sea Anemone', 'Sea Sponge', 'Barnacle']",8.0,5.7272727272727275,6.175642679057616,5.149602743742261,90.23331992091788,,,11
12,u. olhanen.,female,j,False,Retreating swiftly from perceived danger.,['Polychaete Worm'],4.0,1.4766404590877888,1.9557046193231196,1.2201509509732835,1.617289112515681,,,12
13,U. olhanensis,male,a,,Guarding eggs beneath body flap.,"['Crab (Other Species)', 'Shrimp', 'Sea Anemone', 'Coral Fragment', 'Snail']",5.0,4.090909090909091,3.7306712892320153,31.08403003976701,2.801849381559865,,,13
14,U. olhanensis,male,p,,Claw shaking post-contact gesture.,"['Polychaete Worm', 'Coral Fragment', 'Hermit Crab', 'Shrimp']",7.0,2.727272727272727,2.240729238176733,1.9621710417855356,14.371910995200272,,,14
15,u. olhanen.,male,a,,Guarding hole in substrate from intruders.,"['Polychaete Worm', 'Sea Sponge', 'Algae', 'Shrimp', 'Sea Star']",7.0,9.136363636363637,8.320723624828288,6.271467355518118,148.58915145700715,,,15
16,U. olhanensis,female,s,False,Frequent pausing while exploring.,"['Barnacle', 'Small Fish', 'Sea Star']",6.0,2.957915482827539,2.497257103072463,1.5627721747427188,2.0823494976195422,,,16
17,A. Farensis,male,s,,Searching tidal pools for nutrients.,"['Mussel', 'Small Fish']",6.0,3.75,3.2688712076053856,28.35341869760821,2.9200930326734196,,,17
18,Ucides alvorensis,nan,s,,Retreating quickly into hidden burrow.,"['Snail', 'Polychaete Worm']",7.0,5.454545454545454,6.2726811524211,27.48486844541549,5.007503196232932,,,18
19,u. olhanen.,female,s,False,Retreating swiftly from perceived danger.,['Sea Urchin'],8.0,4.093537666536916,4.5219899901011695,3.305119025844969,3.6259746858951134,,,19
20,u. olhanen.,female,s,False,Lying still to avoid detection.,"['Sea Urchin', 'Snail', 'Mussel']",8.0,3.473521055553358,3.092761535904501,2.284216862414681,2.620143336677892,,,20
21,U. olhanensis,female,s,True,Rapid clawing during feeding bouts.,"['Snail', 'Coral Fragment', 'Sea Anemone', 'Sea Urchin']",6.0,1.4459928409494487,1.6950537310876619,1.243547191791597,1.4608709541403044,,,21
22,u. olhanen.,female,s,False,Approaching small fish with curiosity.,"['Crab (Other Species)', 'Snail', 'Sea Star', 'Polychaete Worm', 'Barnacle']",3.0,3.1325064105887965,3.5560945719132673,2.4038465081063514,2.924609772774773,,,22
