,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,A. Farensis,male,s,True,Concealing self beneath floating matter.,"['Barnacle', 'Snail', 'Shrimp', 'Coral Fragment']",8.0,2.5,2.348523732547722,17.86829804892241,1.7444928559103197,37.1,-8.62,0
1,u. olhanen.,female,j,False,Consuming algae scraped from barnacles.,['Coral Fragment'],5.0,1.0682683737810572,0.7226262703715899,0.43696266591872757,0.6256659813167244,,,1
2,U. olhanensis,male,s,,Sifting through sediment for scraps.,"['Crab (Other Species)', 'Barnacle', 'Polychaete Worm', 'Sea Urchin', 'Hermit Crab']",6.0,3.8636363636363638,3.5085127164927004,2.575664150694736,30.019329096658506,,,2
3,Ucides alvorensis,male or female,s,,Resisting aggressive fish encounter.,"['Jellyfish', 'Snail', 'Coral Fragment', 'Hermit Crab', 'Algae']",5.0,3.2245655420862778,2.8775112762366066,2.5445450810236316,2.6808226394936012,,,3
4,u. olhanen.,female,j,False,Staying half-submerged in loose sand.,"['Mussel', 'Coral Fragment', 'Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",3.0,0.6282154253221864,0.9639874057712792,0.7125595708924245,0.8024230458969259,,,4
5,U. olhanensis,female,a,False,Taking cover beneath seagrass leaves.,"['Sea Star', 'Barnacle']",8.0,1.5076675715061498,1.6827425618414609,1.0788360731749131,1.4039034200094882,,,5
6,A farensis,male,s,,Swiftly dashing across exposed sand.,"['Sea Sponge', 'Algae', 'Sea Urchin']",12.0,3.522727272727273,3.544894518866649,2.667839182333152,32.44064568458681,,,6
7,Ucides alvorensis,nan,p,,Color change during molting stress.,"['Sea Star', 'Polychaete Worm', 'Mussel', 'Hermit Crab']",7.0,2.1136363636363638,2.2693152166064667,5.491006021580518,2.0412640879973623,,,7
8,U. olhanensis,female,j,False,Harvesting food beneath floating debris.,"['Jellyfish', 'Snail', 'Barnacle']",5.0,1.223166995845846,1.070829372769714,0.7196782406390868,0.9546430806815072,,,8
9,A. Farensis,female,p,True,Brief social contact with fellow crabs.,"['Polychaete Worm', 'Barnacle', 'Shrimp']",9.0,2.6364647520456717,2.6812182047949986,2.0800707563703003,2.1747520033419314,,,9
10,Ucides alvorensis,-,a,True,Resting in shaded crevice along cliff.,"['Hermit Crab', 'Small Fish', 'Sea Sponge', 'Sea Anemone']",8.0,3.6060422039084354,3.7706589050895687,3.103670340391688,4.085436810173051,,,10
11,U. olhanensis,-,j,,Scaling steep rock faces near shore.,"['Small Fish', 'Crab (Other Species)', 'Sea Star']",5.0,2.0,1.7790837774131825,3.171569322707087,1.4667421617948735,,,11
12,A farensis,female,a,True,Consuming algae scraped from barnacles.,"['Small Fish', 'Sea Sponge', 'Coral Fragment']",5.0,1.947541373783601,1.7849252395009345,1.2305591288492452,1.571055340292766,,,12
13,u. olhanen.,male,s,,Nibbling detritus off seabed patches.,"['Crab (Other Species)', 'Polychaete Worm', 'Sea Anemone']",9.0,3.6363636363636362,3.199872222201225,2.441111528910888,30.21835427939716,,,13
14,U. olhanensis,male,a,,Peering out cautiously from cover.,"['Polychaete Worm', 'Small Fish']",6.0,1.9090909090909092,2.0013367476454014,1.6378965668385812,11.254167963925394,,,14
15,u. olhanen.,male,a,,Protecting territory in confined space.,"['Sea Star', 'Crab (Other Species)', 'Jellyfish', 'Mussel', 'Shrimp']",8.0,3.8181818181818183,3.8074338089587694,3.2848574635878838,37.70845348767915,,,15
16,u. olhanen.,nan,a,,Entering burrow after disturbance.,['Shrimp'],6.0,4.636363636363637,4.908580120163115,15.993740181594974,3.832851643184967,,,16
17,Ucides alvorensis,female,j,False,Waving claw in signal to another crab.,"['Shrimp', 'Sea Star']",5.0,1.2529117189171943,0.963718642238452,0.6112510960150256,0.7902725934910866,,,17
18,Ucides alvorensis,N/R,s,,Claw snapping in diver confrontation.,"['Mussel', 'Polychaete Worm', 'Shrimp', 'Sea Sponge']",8.0,3.1818181818181817,2.980058854675109,7.3417619320946494,2.2037040927628984,,,18
19,A farensis,female,s,False,Claw snapping in diver confrontation.,"['Coral Fragment', 'Polychaete Worm']",8.0,2.3260399527527107,2.116238901746581,1.4314298442480946,1.7780954999911354,,,19
20,U. olhanensis,-,s,True,Feeding on decaying matter among rocks.,"['Snail', 'Polychaete Worm', 'Hermit Crab']",6.0,4.163930796775921,3.9570363672252835,3.2212943629615647,4.315144620416886,,,20
21,U. olhanensis,female,s,False,Group migration across shallow seabed.,"['Small Fish', 'Barnacle', 'Hermit Crab']",8.0,1.5219017613409742,1.2489030747968146,0.9575979392752594,1.0723585403133387,,,21
