,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,s,True,Claw snapping in diver confrontation.,"['Barnacle', 'Algae', 'Mussel', 'Sea Star', 'Sea Anemone']",4.0,2.5981536030418786,2.8503457981105504,2.223221642858632,2.3274777958806205,37.1,-8.62,0
1,A farensis,female,s,False,Resisting aggressive fish encounter.,"['Barnacle', 'Hermit Crab', 'Small Fish']",9.0,1.5974926095099635,1.472497562835725,1.0698639387383915,1.249263385438124,,,1
2,u. olhanen.,male,s,,Brief social contact with fellow crabs.,['Jellyfish'],4.0,4.204545454545454,4.908297743412371,4.408454730150528,50.219057306564174,,,2
3,A. Farensis,male,p,,Clambering up submerged tree trunks.,"['Jellyfish', 'Hermit Crab', 'Sea Sponge', 'Sea Urchin']",4.0,1.9090909090909092,1.5970215372661718,1.3552411664549207,9.094028425097267,,,3
4,A farensis,female,a,False,"Burrowing into soft, sandy sediment.","['Sea Sponge', 'Algae']",8.0,2.060828524338013,2.1085390033784073,1.5166436754381487,1.7444022982285752,,,4
5,A farensis,female,a,False,Resisting aggressive fish encounter.,"['Algae', 'Sea Star']",8.0,6.7705650154014245,6.007677929232736,3.6652983422736827,5.151232204816302,,,5
6,U. olhanensis,female,j,False,Rhythmic waving as social cue.,"['Sea Star', 'Sea Sponge', 'Sea Urchin']",5.0,0.3549523363394846,0.4144621360407967,0.3199320787521502,0.3598856118678919,,,6
7,u. olhanen.,male,j,,Gradual movement in cold conditions.,"['Sea Sponge', 'Jellyfish']",6.0,2.1363636363636362,2.5194509743215012,17.45925161681355,2.0792836247569793,,,7
8,A. Farensis,nan,s,,Foraging through tangled seagrass roots.,['Polychaete Worm'],3.0,4.119752120961146,5.344570199029954,4.111507643848207,5.600838111449611,,,8
9,U. olhanensis,female,p,True,Claw shaking post-contact gesture.,['Barnacle'],6.0,0.3527748288194349,0.4685684023714627,0.3041282616813776,0.3877032325555131,,,9
10,u. olhanen.,female,s,False,Mating ritual involving antennae brushing.,"['Crab (Other Species)', 'Coral Fragment']",5.0,3.9582763944095913,4.260322104591328,2.5867405760544546,3.651835905466987,,,10
11,A farensis,male or female,a,,Staying half-submerged in loose sand.,"['Mussel', 'Shrimp']",7.0,3.1702170646660774,3.512085481055263,2.617502781581497,3.2996617049682233,,,11
12,A farensis,female,j,False,Reacting to sudden changes in temperature.,['Hermit Crab'],4.0,0.7116862550714296,0.8418063153664661,0.5816511248954368,0.6935848853224207,,,12
13,u. olhanen.,male,a,,Escaping from pursuing predator silhouette.,"['Crab (Other Species)', 'Sea Star', 'Sea Anemone']",9.0,2.8636363636363638,2.6394588521394664,2.091425153529192,18.562930206411007,,,13
14,U. olhanensis,female,a,False,Hiding beneath overhanging rock.,"['Polychaete Worm', 'Jellyfish', 'Shrimp']",8.0,4.681762535701901,4.926545732652368,3.161750648610406,4.296068109924293,,,14
15,U. olhanensis,male,s,,Collecting biofilm from sunken wood.,"['Barnacle', 'Coral Fragment', 'Sea Star']",4.0,3.1818181818181817,2.7940983938619186,2.317644879180531,18.62690483947711,,,15
16,A. Farensis,female,p,False,Approaching small fish with curiosity.,"['Sea Star', 'Hermit Crab', 'Sea Sponge', 'Polychaete Worm']",6.0,1.4414800120290883,1.9841815591732315,1.4795024074277938,1.5925897655975196,,,16
17,u. olhanen.,male,a,,Adopting threatening stance when approached.,"['Algae', 'Jellyfish', 'Hermit Crab', 'Sea Anemone']",9.0,3.1363636363636362,3.3020797237207105,26.301203748721797,2.6487761428126992,,,17
18,U. olhanensis,female,j,False,Claw snapping in diver confrontation.,"['Jellyfish', 'Sea Anemone', 'Sea Star', 'Sea Urchin']",6.0,0.4185435191570651,0.44842027331812023,0.2979203828508374,0.3993852067078105,,,18
19,Ucides alvorensis,N/R,p,,Inspecting remains of another crab.,"['Crab (Other Species)', 'Barnacle', 'Jellyfish', 'Snail']",7.0,1.646588233727137,1.9464790252917885,1.5422004444001678,1.9516031805922696,,,19
20,U. olhanensis,female,s,False,Guarding hole in substrate from intruders.,"['Snail', 'Mussel', 'Barnacle']",4.0,4.376052132367522,3.781046471117921,2.6126262346410476,3.194551760064012,,,20
21,Ucides alvorensis,male,p,,"Burrowing into soft, sandy sediment.","['Coral Fragment', 'Sea Urchin', 'Small Fish', 'Sea Sponge', 'Barnacle']",6.0,0.6136363636363636,0.6189394320890419,1.64919993729974,0.5124641155361181,,,21
22,u. olhanen.,male,a,,Performing dominance display by body lifting.,"['Crab (Other Species)', 'Small Fish', 'Shrimp', 'Jellyfish', 'Barnacle']",7.0,5.590909090909091,5.337241563766614,69.80695119818694,3.793588666720874,,,22
23,Ucides alvorensis,male,s,,Interaction with nearby hermit crab.,"['Hermit Crab', 'Mussel', 'Coral Fragment', 'Crab (Other Species)']",9.0,3.6363636363636362,3.763222494469167,39.940988160229274,3.1500383777473857,,,23
24,A farensis,female,a,False,Harvesting food beneath floating debris.,"['Sea Urchin', 'Hermit Crab', 'Jellyfish', 'Sea Star', 'Barnacle']",6.0,3.894587057051004,3.5352530098845603,2.5466785907371476,2.8308828118451452,,,24
25,A farensis,male,a,,Taking cover beneath seagrass leaves.,"['Crab (Other Species)', 'Mussel', 'Small Fish']",5.0,6.136363636363637,5.631237083867549,5.02146977634876,75.3287183538673,,,25
26,A. Farensis,female,a,False,Approaching small fish with curiosity.,"['Algae', 'Hermit Crab', 'Crab (Other Species)', 'Sea Anemone', 'Coral Fragment']",4.0,2.0799890731295894,2.2078581884684434,1.459413984651519,1.7700252205195162,,,26
27,U. olhanensis,male,s,,Creeping under the cover of seagrass.,['Sea Anemone'],5.0,5.113636363636363,4.36889982187698,3.1403420709631558,40.51201561910093,,,27
