,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,-,pre_puberty,True,Harvesting food beneath floating debris.,['Sea Sponge'],7.0,12.75,15.115281414706326,18.47611404438006,13.15568246217284,46.0,2020-04-12,37.02606,-8.01873,0
1,U. olhanensis,female,sub_adult,False,Scaling steep rock faces near shore.,"['Snail', 'Polychaete Worm', 'Shrimp', 'Crab (Other Species)', 'Hermit Crab']",10.0,20.740205128252576,22.671297058743704,33.105228039212676,22.07709079073954,47.0,2020-04-12,,,1
2,U. olhanensis,female,sub_adult,False,Mating ritual involving antennae brushing.,"['Crab (Other Species)', 'Sea Anemone', 'Algae']",10.0,20.307337217381825,17.910639025917654,25.498656428526555,21.363826202532852,46.0,2020-04-12,,,2
3,A. Farensis,female,adult,False,Sheltering under broken shell piece.,"['Barnacle', 'Jellyfish']",9.0,11.49417190647542,10.443276792697283,13.439344502458706,12.121767184190869,46.0,2020-04-12,,,3
4,u. olhanen.,male,juvenile,,Feeding on decaying matter among rocks.,['Sea Star'],8.0,5.0,3.598850702534067,5.180081911070675,5.065004432403213,47.0,2020-04-12,,,4
5,U. olhanensis,female,adult,False,Swiftly dashing across exposed sand.,"['Algae', 'Jellyfish', 'Sea Anemone', 'Mussel']",7.0,31.646547296485185,27.9572038163468,34.09678251589373,34.310182406901426,46.0,2020-04-12,,,5
6,u. olhanen.,male,adult,,Concealing self beneath floating matter.,['Snail'],6.0,33.0,31.973353423909117,38.493866092469965,33.748922904431765,48.0,2020-04-12,,,6
7,A. Farensis,male,juvenile,,Scaling steep rock faces near shore.,"['Snail', 'Mussel', 'Barnacle', 'Jellyfish']",8.0,23.5,22.5417184969308,32.882610122006945,23.981792073998278,46.0,2020-04-12,,,7
8,U. olhanensis,male,pre_puberty,,Adopting threatening stance when approached.,"['Jellyfish', 'Sea Star', 'Small Fish', 'Coral Fragment', 'Hermit Crab']",7.0,9.0,10.719688743776896,13.819042812345742,9.09079111139891,47.0,2020-04-12,,,8
9,u. olhanen.,male,adult,,Consuming algae scraped from barnacles.,['Hermit Crab'],6.0,18.0,19.2544845185872,24.429760456864155,19.70596098808936,46.0,2020-04-12,,,9
