,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,33,11.482952391099346,3,u. olhanen.,-7.99163,True,5.3182916943620135,sub_adult,nan,1,16.119595537584672,37.01025,['Hermit Crab'],9,Moving toward bait.
1,32,10.408951548718116,2,u. olhanen.,,False,2.1121824027887808,sub_adult,female,2,12.45069958236853,,"['Sea Star', 'Crab (Other Species)', 'Mussel']",7,Resting under shell fragment.
2,26,11.385956176418452,4,u. olhanen.,,False,150.0,pre_puberty,female,3,14.283742588982555,,"['Small Fish', 'Crab (Other Species)', 'Sea Star', 'Hermit Crab', 'Barnacle']",10,Feeding on small crustaceans.
3,18,7.290973552369303,4,A. Farensis,,False,0.05156552393861136,sub_adult,male,4,16.452520478183107,,"['Hermit Crab', 'Sea Star']",6,Defensive posture when approached.
4,19,10.930217493671408,8,A. Farensis,,False,199.21930015739414,pre_puberty, ,5,15.112758254263975,,"['Sea Urchin', 'Shrimp', 'Sea Anemone', 'Coral Fragment', 'Algae']",5,Burrowing into sandy sediment.
5,10,9.431933874374277,8,u. olhanen.,,False,11.990774485973285,pre_puberty,male,6,12.773452156759092,,"['Jellyfish', 'Polychaete Worm', 'Crab (Other Species)']",8,Rapid claw movement while feeding.
6,10,10.09250217274256,8,u. olhanen.,,False,0.9814941747514095,sub_adult,female,7,12.366200063514645,,"['Mussel', 'Barnacle', 'Polychaete Worm']",7,Claw waving directed at nearby crab.
7,36,10.480334338761478,5,A farensis,,False,29.760815371568782,adult,female,8,14.383752178941041,,"['Algae', 'Snail', 'Crab (Other Species)']",6,Climbing algae-covered rocks.
8,7,8.383553428421427,4,A farensis,,False,0.4572094792832023,pre_puberty,nan,9,13.717179285843631,,"['Sea Star', 'Sea Urchin', 'Snail', 'Barnacle']",8,Moving toward warmer water pockets.
9,28,10.02785337685958,7,A farensis,,False,8.973325034454882,sub_adult,male,10,15.17808682613075,,"['Sea Anemone', 'Mussel', 'Algae']",6,Swimming short distance to escape.
10,42,10.919111489178931,6,A. Farensis,,False,0.19994478127324267,pre_puberty,male,11,14.800086724377294,,['Algae'],7,Picking algae from rock surface.
11,16,10.748896038181906,6,A. Farensis,,False,0.8580079501375587,pre_puberty, ,12,16.29931100616628,,"['Hermit Crab', 'Sea Anemone']",11,Feeding on small crustaceans.
12,49,10.550359161680241,3,A. Farensis,,True,1.3877338308601872,adult,male,13,13.25521465333327,,"['Jellyfish', 'Coral Fragment', 'Algae']",8,Sitting still blending with environment.
13,14,14.304151131124438,5,A farensis,,False,3.1792789350748243,adult,male,14,15.579047476380056,,"['Snail', 'Crab (Other Species)', 'Polychaete Worm', 'Sea Sponge']",8,Sideways walking along bay edge.
14,31,11.043069395239428,2,A. Farensis,,False,0.27370329915846275,adult,male,15,15.995529196300248,,"['Sea Sponge', 'Hermit Crab']",10,Struggling with entangled seaweed.
15,27,8.544141179616005,4,A farensis,,False,15.599290748301703,sub_adult,male,16,15.631188383970308,,"['Shrimp', 'Sea Anemone']",7,Social contact with other crabs.
16,12,8.749907143513191,5,A. Farensis,,True,3.7871250265329257,sub_adult,female,17,14.289786753558502,,"['Sea Sponge', 'Snail']",2,Moving toward warmer water pockets.
17,9,8.822405335169258,2,u. olhanen.,,False,0.22983282349306383,sub_adult,male,18,14.764422406724188,,"['Sea Urchin', 'Sea Sponge', 'Jellyfish', 'Crab (Other Species)', 'Algae']",5,Foraging among seagrass roots.
18,24,9.82585758907529,9,A farensis,,False,7.847928338580645,sub_adult,male,19,12.800495977212858,,"['Crab (Other Species)', 'Barnacle', 'Hermit Crab', 'Coral Fragment']",8,Climbing vertical rock face.
19,11,7.217815124197986,6,A farensis,,True,5.271637364717243,sub_adult,male,20,13.349823620426248,,"['Barnacle', 'Sea Anemone', 'Hermit Crab']",5,Emerging cautiously from hiding.
20,20,9.1536840584526,7,A farensis,,False,0.12720025847394573,juvenile,female,21,15.283339731918284,,['Snail'],7,Rapid crossing of open sand.
21,43,10.139943263483381,6,A. Farensis,,True,10.727723229118629,adult, ,22,15.273530250583468,,"['Coral Fragment', 'Crab (Other Species)', 'Algae', 'Sea Sponge']",8,Guarding a small hole in sediment.
22,33,12.12775003843833,4,A. Farensis,,False,3.710060952928327,pre_puberty,female,23,12.934656669312258,,['Barnacle'],9,Emerging cautiously from hiding.
23,12,11.850779091298257,4,A. Farensis,,False,16.130305852269785,sub_adult,nan,24,15.971079132115252,,"['Shrimp', 'Small Fish', 'Sea Anemone']",8,Inspecting discarded crab shell.
24,7,10.023075666194378,3,U. olhanensis,,True,0.6994909969961404,sub_adult,female,25,16.389749177320088,,"['Hermit Crab', 'Sea Star', 'Sea Anemone', 'Crab (Other Species)', 'Barnacle']",10,Vibrating antennae in water currents.
25,14,8.65845233222803,4,A farensis,,False,0.42995584539676956,sub_adult,female,26,17.00312921816529,,['Sea Star'],6,Escaping predator silhouette overhead.
26,19,10.846063119103809,4,u. olhanen.,,False,1.2958830944188684,sub_adult,male,27,18.517726657984536,,"['Polychaete Worm', 'Mussel', 'Algae', 'Barnacle', 'Crab (Other Species)']",5,Defensive posture when approached.
27,21,6.408263516044809,10,A farensis,,False,12.92032910439121,pre_puberty,male,28,14.35724465171962,,"['Coral Fragment', 'Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Sea Urchin']",13,Camouflaging with surrounding mud.
28,9,8.983745582778548,10,A. Farensis,,False,0.23899016506252665,sub_adult,male or female,29,15.317243213999447,,"['Sea Sponge', 'Crab (Other Species)', 'Mussel', 'Polychaete Worm']",13,Moving in groups.
