species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
u. olhanen.,female,pre_puberty,True,Moving toward warmer water pockets.,"['Coral Fragment', 'Sea Urchin']",12.0,9.780589058294746,7.137798312884306,9.709089819134107,10.077710958159201,43.0,2020-07-08,37.02606,-8.01873,0
u. olhanen.,female,juvenile,False,Resting in shaded rock crevice.,"['Sea Sponge', 'Barnacle']",9.0,11.746546231530415,10.233092218186373,13.943323142439386,12.068725541562038,44.0,2020-07-08,,,1
u. olhanen.,male,pre_puberty,,Crab moving quickly across rocks.,"['Sea Urchin', 'Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",3.0,9.75,9.15715206346524,13.302147452585162,10.004119148673245,45.0,2020-07-08,,,2
U. olhanensis,male,sub_adult,,Inspecting discarded crab shell.,"['Barnacle', 'Sea Sponge', 'Sea Urchin']",10.0,7.5,7.047212274501898,9.341791990042205,8.210283616760318,45.0,2020-07-08,,,3
A farensis,male,adult,,Picking detritus from seabed.,['Coral Fragment'],8.0,45.0,41.806904700011465,51.92712309960897,46.32392027080249,44.0,2020-07-08,,,4
U. olhanensis,female,adult,False,Moving toward warmer water pockets.,"['Algae', 'Barnacle', 'Jellyfish']",11.0,26.268336772946952,33.430476603749966,47.4308908852842,27.610807899858557,45.0,2020-07-08,,,5
U. olhanensis,female,juvenile,False,Moving toward bait.,['Small Fish'],9.0,10.381917141023848,11.916105946109896,15.2219863401531,10.586946498626363,43.0,2020-07-08,,,6
Ucides alvorensis,female,sub_adult,False,Retreating into burrow.,"['Polychaete Worm', 'Sea Sponge', 'Small Fish']",7.0,19.4309368688257,23.421000942916674,29.903146822418552,19.540809384340037,44.0,2020-07-08,,,7
A farensis,female,pre_puberty,False,Swimming short distance to escape.,"['Polychaete Worm', 'Sea Star']",8.0,5.18026029439435,7.06602455170952,9.535103226977757,5.585527562842294,43.0,2020-07-08,,,8
A. Farensis,female,pre_puberty,False,Scavenging near tidal pools.,"['Snail', 'Sea Sponge', 'Coral Fragment', 'Shrimp']",5.0,15.925823330659066,10.254879251044354,15.195489077843824,17.284196750766437,45.0,2020-07-08,,,9
U. olhanensis,male,pre_puberty,True,Using claws to dig into sediment.,"['Small Fish', 'Sea Urchin', 'Hermit Crab', 'Crab (Other Species)']",9.0,12.0,9.78023018472004,13.137335692206488,13.07485135504989,42.0,2020-07-08,,,10
A. Farensis,male,juvenile,,Climbing seaweed stalks.,"['Algae', 'Mussel', 'Jellyfish', 'Sea Star', 'Sea Urchin']",7.0,4.0,4.079109149060994,6.00837970694619,4.37941673625182,44.0,2020-07-08,,,11
A. Farensis,female,sub_adult,True,Claw snapping in competition.,"['Snail', 'Crab (Other Species)', 'Mussel']",10.0,32.51406938052205,34.88495261294129,48.776369102765756,35.49255944066893,44.0,2020-07-08,,,12
U. olhanensis,male,adult,,Slow movement near seagrass patches.,['Crab (Other Species)'],10.0,48.0,44.96093887514678,60.383236174780244,49.05616323210816,45.0,2020-07-08,,,13
u. olhanen.,male,adult,,Searching for food in tidal pools.,"['Hermit Crab', 'Snail', 'Sea Urchin', 'Coral Fragment', 'Jellyfish']",5.0,13.5,12.16349153058421,18.081445941451825,13.736771513720765,45.0,2020-07-08,,,14
U. olhanensis,male,pre_puberty,,Feeding on small mollusks.,"['Sea Sponge', 'Mussel', 'Algae', 'Hermit Crab', 'Shrimp']",8.0,10.5,9.300675735456334,11.330818757872889,11.083270066881646,44.0,2020-07-08,,,15
