,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,14,10.119656411284733,2,A. Farensis,-7.99163,False,20.496640214627455,sub_adult, ,1,13.927366610784533,37.01025,"['Sea Sponge', 'Barnacle', 'Coral Fragment', 'Crab (Other Species)', 'Shrimp']",6,False,Climbing algae-covered rocks.
1,32,9.88632992002602,2,A farensis,,False,9.170831132008944,adult,male,2,12.823699740412446,,"['Small Fish', 'Snail', 'Crab (Other Species)', 'Sea Urchin']",5,False,Guarding a small hole in sediment.
2,7,9.74229782354028,4,A farensis,,True,57.49053630008534,adult,male or female,3,14.715993203448848,,"['Sea Urchin', 'Barnacle', 'Sea Sponge']",7,True,Vibrating antennae in water currents.
3,39,10.261377342900515,5,A farensis,,False,13.404673617726127,sub_adult,nan,4,13.868921198755976,,"['Barnacle', 'Sea Sponge', 'Jellyfish']",8,False,Swimming short distance to escape.
4,37,8.23706304613135,2,u. olhanen.,,False,3.1878218156241087,sub_adult,male or female,5,14.51240477384252,,['Sea Urchin'],9,False,Searching for food in tidal pools.
5,7,9.247648541807195,3,U. olhanensis,,False,5.94562079304349,pre_puberty,male,6,14.843658274200395,,"['Barnacle', 'Sea Urchin', 'Shrimp', 'Sea Star', 'Snail']",10,False,Picking algae from rock surface.
6,28,8.988605923514383,4,A. Farensis,,False,11.963675839191147,juvenile,?,7,12.079931223422252,,"['Sea Star', 'Sea Urchin', 'Jellyfish', 'Small Fish', 'Snail']",5,False,Climbing vertical rock face.
7,21,7.361624919396067,6,A. Farensis,,False,13.07841119863887,pre_puberty,female,8,13.596149492320654,,"['Sea Sponge', 'Jellyfish', 'Algae', 'Small Fish']",13,False,Hiding in sandy burrow.
8,17,8.127784617051747,4,A farensis,,False,7.626615367288267,adult,male,9,13.012908914230243,,"['Hermit Crab', 'Barnacle', 'Coral Fragment']",8,False,Exchanging antenna taps.
9,12,7.077955984913255,6,A. Farensis,,False,4.302445013081108,pre_puberty, ,10,14.127043458833986,,"['Sea Star', 'Sea Urchin', 'Sea Anemone', 'Small Fish']",6,False,Claw snapping at diver.
10,12,9.854979562167031,8,U. olhanensis,,False,5.921452759629989,pre_puberty,female,11,12.14276721281381,,['Sea Star'],11,False,Scavenging near tidal pools.
11,18,8.54204754608144,3,A. Farensis,,False,6.782984306754437,sub_adult,?,12,16.7607323493356,,"['Sea Urchin', 'Polychaete Worm']",9,False,Hiding under seagrass blades.
12,33,11.094941634660323,3,A. Farensis,,False,26.85801305249438,pre_puberty,female,13,12.436626248048034,,"['Barnacle', 'Sea Anemone', 'Sea Sponge', 'Small Fish', 'Coral Fragment']",9,False,Searching for mates at twilight.
13,26,10.196650956410055,3,A. Farensis,,False,5.368911620813444,sub_adult,male,14,14.9280081591916,,"['Crab (Other Species)', 'Barnacle', 'Sea Star', 'Shrimp', 'Polychaete Worm']",9,False,Hiding under seagrass blades.
14,27,10.163084107062181,4,U. olhanensis,,False,17.453417930789072,adult,male,15,12.483405545418236,,"['Snail', 'Sea Star', 'Hermit Crab']",8,False,Sitting still blending with environment.
15,48,7.890839022940526,6,A farensis,,False,24.701240421137022,sub_adult,male or female,16,15.026818987712192,,['Jellyfish'],6,False,Guarding a small hole in sediment.
16,10,7.018467105029971,3,A. Farensis,,True,1.5007431735486478,pre_puberty,male,17,11.477756759623272,,"['Jellyfish', 'Hermit Crab', 'Algae', 'Crab (Other Species)', 'Coral Fragment']",9,True,Foraging among seagrass roots.
17,21,8.792375322589715,2,u. olhanen.,,False,4.0795265895842245,pre_puberty, ,18,12.67026163397123,,"['Sea Anemone', 'Sea Sponge', 'Crab (Other Species)']",8,False,Feeding on small crustaceans.
18,29,9.285843975309717,5,A. Farensis,,False,4.997198456152988,sub_adult,female,19,13.718383102193526,,"['Snail', 'Shrimp', 'Small Fish', 'Polychaete Worm', 'Sea Star']",6,False,Picking algae from rock surface.
19,22,8.314192611949728,6,A farensis,,True,15.816445391345432,adult, ,20,13.410439703535005,,"['Algae', 'Polychaete Worm', 'Shrimp', 'Crab (Other Species)']",6,True,Climbing submerged rocks.
20,11,9.45618215867715,4,A farensis,,False,2.431397464165246,juvenile,male,21,13.79632612864564,,"['Snail', 'Polychaete Worm', 'Small Fish', 'Barnacle', 'Coral Fragment']",9,False,Hiding in sandy burrow.
21,23,8.407431730874114,6,A. Farensis,,False,10.095170527071511,sub_adult, ,22,14.444937957506289,,"['Sea Sponge', 'Barnacle', 'Shrimp', 'Algae', 'Small Fish']",7,False,Rapid claw movement while feeding.
22,17,8.172740201197577,5,A farensis,,False,7.239758241006119,adult,male,23,13.33532410033499,,['Barnacle'],3,False,Climbing algae-covered rocks.
23,21,9.802652446086292,4,A farensis,,False,2.3181648068663043,pre_puberty,male,24,12.79795099316773,,"['Sea Anemone', 'Mussel']",10,False,Hiding beneath rocks.
24,21,7.542821177397481,5,A. Farensis,,False,27.083452158329358,sub_adult,male,25,13.46342256726171,,"['Small Fish', 'Shrimp', 'Mussel']",8,False,Mating behavior with antenna touching.
25,30,8.876247502307713,5,A. Farensis,,True,24.443282926671337,sub_adult,male,26,13.983844577032073,,"['Sea Anemone', 'Mussel', 'Snail']",10,True,Picking algae from rock surface.
26,20,8.544693826704433,6,A. Farensis,,False,4.853082105337868,sub_adult,?,27,13.27605778369113,,"['Sea Sponge', 'Jellyfish']",8,False,Cleaning claws with rubbing motion.
27,10,11.226295181449352,4,A farensis,,False,20.460180888484086,juvenile,female,28,13.032679802490808,,"['Snail', 'Sea Anemone', 'Mussel', 'Algae']",10,False,Defensive posture when approached.
28,31,6.156998176408166,3,A. Farensis,,False,7.543041757707628,pre_puberty,female,29,12.746274104779895,,"['Shrimp', 'Sea Sponge', 'Polychaete Worm', 'Sea Star']",6,False,Claw snapping in competition.
29,22,9.880918562570384,7,A farensis,,True,2.3969358239132665,adult,female,30,13.43326285056155,,['Coral Fragment'],6,True,Climbing barnacle-covered surfaces.
30,13,9.739177434657513,3,u. olhanen.,,False,71.06957633870502,sub_adult,male,31,14.0467372589465,,"['Mussel', 'Barnacle']",9,False,Waving claws rhythmically.
31,20,8.976418379130394,3,A. Farensis,,True,17.62097055406138,sub_adult,male,32,12.934277464129485,,"['Hermit Crab', 'Snail', 'Algae', 'Mussel']",4,True,Feeding on small mollusks.
32,11,8.941189911976977,3,A farensis,,False,16.913485738654813,pre_puberty,male,33,14.019760732124194,,"['Jellyfish', 'Snail', 'Hermit Crab', 'Crab (Other Species)']",6,False,Sideways walking along bay edge.
33,24,6.998467231365977,2,A farensis,,False,6.6534285170002345,sub_adult, ,34,13.77117066974709,,['Sea Sponge'],5,False,Climbing vertical rock face.
34,20,10.005913360267481,3,u. olhanen.,,False,1.4933022056543208,adult,female,35,10.56819374279367,,"['Hermit Crab', 'Sea Urchin', 'Barnacle', 'Crab (Other Species)']",9,False,Exploring new territory.
35,18,8.568289923596828,2,A farensis,,True,18.357957598982708,adult,male,36,14.21640000596462,,"['Crab (Other Species)', 'Sea Sponge']",9,True,Swimming short distance to escape.
36,20,9.329479527733591,7,A farensis,,False,3.2288789381211473,adult,male,37,14.021462743512512,,['Crab (Other Species)'],6,False,Retreating into burrow.
37,34,9.799931116561034,2,A farensis,,False,14.033795153405118,pre_puberty,male,38,12.87056434237051,,"['Snail', 'Jellyfish', 'Sea Sponge']",9,False,Displaying dominance by lifting body.
38,19,6.293762545788807,3,u. olhanen.,,True,3.232964225171207,adult,?,39,15.21953030407992,,['Hermit Crab'],9,True,Retreating quickly from shadow.
39,18,9.145796502420161,4,A farensis,,False,12.305133421764687,sub_adult,male,40,14.428200117662627,,"['Sea Star', 'Polychaete Worm', 'Crab (Other Species)']",10,False,Retreating into burrow.
