,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,u. olhanen.,female,s,False,Guarding eggs beneath body flap.,"['Sea Sponge', 'Barnacle']",5.0,2.52187663102125,2.4768467303732336,3.3314914669656064,2.6330154723612265,2.3636363636363638,2022-02-04,37.1,-8.62,0
1,A farensis,male,s,,Sifting through sediment for scraps.,"['Crab (Other Species)', 'Snail', 'Sea Urchin', 'Hermit Crab']",6.0,5.340909090909091,4.33348351623975,5.890949012163796,5.428871146705976,2.3636363636363638,2022-02-04,,,1
2,u. olhanen.,female,a,False,Claw snapping in diver confrontation.,"['Snail', 'Sea Sponge', 'Jellyfish', 'Algae']",9.0,1.71870615600929,2.109415670059417,2.783345956819514,1.7783816602214915,2.1818181818181817,2022-02-04,,,2
3,u. olhanen.,female,p,False,Creeping under the cover of seagrass.,"['Hermit Crab', 'Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Sea Urchin']",9.0,1.1667842640125061,0.973603140676769,1.3784245475061814,1.2786098892630744,2.272727272727273,2022-02-04,,,3
4,A farensis,male,a,,Progressing cautiously through new area.,"['Barnacle', 'Crab (Other Species)']",6.0,6.681818181818182,6.282471069727365,8.726584494419662,6.69168493055231,2.1818181818181817,2022-02-04,,,4
5,A. Farensis,female,a,False,Scaling steep rock faces near shore.,"['Sea Anemone', 'Barnacle', 'Snail', 'Mussel']",4.0,2.266642516408775,2.2561128013628347,2.955992474703612,2.3273481489796244,2.272727272727273,2022-02-04,,,5
6,U. olhanensis,female,p,False,Performing dominance display by body lifting.,"['Mussel', 'Hermit Crab', 'Algae', 'Small Fish', 'Shrimp']",11.0,1.8453050871096714,1.7877040251213978,2.343274140427349,1.8537207122625936,2.1818181818181817,2022-02-04,,,6
7,U. olhanensis,female,p,False,Swimming briefly to avoid disturbance.,"['Barnacle', 'Sea Sponge']",3.0,2.538290650254451,2.55093455391934,3.6064132194147502,2.763190326370808,2.272727272727273,2022-02-04,,,7
8,U. olhanensis,female,p,False,Scuttling swiftly over rocky terrain.,['Crab (Other Species)'],7.0,2.738854919465528,2.356340633642255,3.1704596674522705,2.9552730138694185,2.272727272727273,2022-02-04,,,8
9,U. olhanensis,male,j,,Scaling steep rock faces near shore.,"['Hermit Crab', 'Sea Anemone', 'Shrimp', 'Coral Fragment']",2.0,1.0909090909090908,1.022271021454259,1.524941053970324,1.0936613972465445,2.272727272727273,2022-02-04,,,9
10,u. olhanen.,female,s,False,Claw shaking post-contact gesture.,"['Mussel', 'Crab (Other Species)']",5.0,4.35156519661635,3.9919317132583725,4.926086676737632,-999.0,2.272727272727273,2022-02-04,,,10
11,U. olhanensis,male,a,,Staying half-submerged in loose sand.,"['Snail', 'Small Fish']",6.0,6.818181818181818,7.315800241284083,9.409121837643974,7.48462605923365,2.3636363636363638,2022-02-04,,,11
12,A farensis,male,a,,Inspecting remains of another crab.,"['Jellyfish', 'Sea Anemone']",8.0,2.4545454545454546,2.34001615661151,3.2423852093299415,2.5100189983832824,2.3636363636363638,2022-02-04,,,12
13,u. olhanen.,female,s,True,Gradual movement in cold conditions.,"['Crab (Other Species)', 'Mussel', 'Sea Sponge', 'Polychaete Worm']",7.0,2.3046476121037567,1.7742096576473472,2.2854820558326154,2.5117394177156833,2.272727272727273,2022-02-04,,,13
14,u. olhanen.,female,a,False,Slowly navigating around seagrass beds.,"['Coral Fragment', 'Sea Anemone']",6.0,4.643372258645713,4.823230360341795,6.548320065340994,4.725242991243635,2.1818181818181817,2022-02-04,,,14
15,u. olhanen.,female,a,False,Rhythmic waving as social cue.,['Sea Sponge'],5.0,3.0163371874270197,2.8715246260259453,4.255509202356784,3.058692873514375,2.272727272727273,2022-02-04,,,15
16,U. olhanensis,male,a,,Advancing toward bait in water.,"['Jellyfish', 'Shrimp', 'Sea Sponge']",5.0,4.7727272727272725,4.694347336440408,6.830666552558541,5.02683378808331,2.1818181818181817,2022-02-04,,,16
17,A. Farensis,male,s,,Rhythmic waving as social cue.,"['Polychaete Worm', 'Sea Sponge', 'Jellyfish', 'Sea Anemone']",11.0,3.2954545454545454,2.948541860882007,4.230509894807931,3.609824316739966,2.4545454545454546,2022-02-04,,,17
18,Ucides alvorensis,N/R,p,,Camouflaging with nearby mud.,"['Shrimp', 'Coral Fragment', 'Sea Anemone']",6.0,4.2272727272727275,3.204981376184932,4.249198020183484,4.566206131601956,2.272727272727273,2022-02-04,,,18
