,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,Ucides alvorensis,male,sub_adult,True,Territorial display against intruder.,"['Coral Fragment', 'Sea Star']",5.0,1.5909090909090908,1.322486511068474,1.8602231921505508,1.6175998829569764,1.9090909090909092,2022-07-29,37.1,-8.62,0
1,u. olhanen.,male,juvenile,,Vibrating antennae in water currents.,"['Mussel', 'Algae']",10.0,1.4545454545454546,0.9684926922437018,1.3600692491223212,1.4857181033955358,1.9090909090909092,2022-07-29,,,1
2,A. Farensis,female,pre_puberty,False,Searching for food in tidal pools.,['Crab (Other Species)'],4.0,4.220035855048416,2.8767884510448094,3.8330257273855493,4.409992365632892,2.090909090909091,2022-07-29,,,2
3,u. olhanen., ,adult,,Stillness in cold water.,"['Crab (Other Species)', 'Mussel', 'Hermit Crab', 'Barnacle']",9.0,3.409090909090909,3.1894305974831583,4.373066184407356,3.56100981015164,2.090909090909091,2022-07-29,,,3
4,u. olhanen.,male,adult,,Waving claws rhythmically.,"['Sea Sponge', 'Sea Anemone', 'Polychaete Worm', 'Mussel', 'Sea Star']",8.0,5.045454545454546,5.492667630688856,7.71722598257758,5.236927247750258,2.0,2022-07-29,,,4
5,A. Farensis,male,juvenile,,Hiding under seagrass blades.,"['Crab (Other Species)', 'Sea Anemone']",7.0,1.3636363636363635,0.9606257684191445,1.2404161205202313,1.4749493481795581,2.0,2022-07-29,,,5
6,u. olhanen.,male,sub_adult,,Struggling with entangled seaweed.,"['Crab (Other Species)', 'Sea Anemone']",7.0,1.8181818181818181,1.907118968486605,2.4429556261152836,1.9838814858981053,1.9090909090909092,2022-07-29,,,6
7,A farensis,male,adult,,Climbing onto submerged logs.,"['Snail', 'Sea Anemone']",5.0,5.590909090909091,5.36017721701514,7.3362070074324714,6.074129311368273,2.0,2022-07-29,,,7
8,A farensis,female,sub_adult,False,Exploring new territory.,"['Barnacle', 'Small Fish', 'Algae']",8.0,4.465734016468848,5.296877301117551,7.35115477763527,4.717656807706854,2.0,2022-07-29,,,8
9,u. olhanen.,male or female,adult,,Guarding eggs under abdominal flap.,"['Algae', 'Sea Urchin', 'Snail', 'Crab (Other Species)']",6.0,6.0,5.870840063468389,7.589402012901797,6.377626430568079,2.1818181818181817,2022-07-29,,,9
10,u. olhanen.,male,sub_adult,True,Guarding eggs under abdominal flap.,"['Sea Anemone', 'Algae', 'Sea Sponge', 'Barnacle', 'Polychaete Worm']",7.0,4.431818181818182,4.547335988017881,6.366405203929915,4.575947291932312,2.1818181818181817,2022-07-29,,,10
11,A. Farensis,male,sub_adult,,Sitting still blending with environment.,"['Sea Star', 'Crab (Other Species)']",5.0,5.568181818181818,4.606745849999583,6.262195304692027,6.067583420120906,2.0,2022-07-29,,,11
12,A farensis,male,sub_adult,,Slow movement near seagrass patches.,"['Small Fish', 'Sea Anemone', 'Algae']",3.0,4.090909090909091,4.795997354261186,5.815139864533067,4.1238620979753104,2.090909090909091,2022-07-29,,,12
13,u. olhanen.,male,adult,,Burrowing into sandy sediment.,"['Sea Anemone', 'Mussel']",4.0,4.636363636363637,4.54110036050702,6.309851038749065,4.8572512549457345,2.090909090909091,2022-07-29,,,13
14,A. Farensis,female,juvenile,True,Pausing frequently during exploration.,"['Jellyfish', 'Mussel']",7.0,0.7557211187682064,0.9104528057978005,1.0984801481379274,0.8092767383984381,2.1818181818181817,2022-07-29,,,14
15,U. olhanensis,female,juvenile,False,Escaping from aggressive fish.,"['Sea Anemone', 'Jellyfish', 'Mussel']",4.0,0.5848615645372583,0.3526516793295713,0.4824752278609827,0.6331206250759,1.7272727272727273,2022-07-29,,,15
16,u. olhanen.,female,juvenile,True,Climbing algae-covered rocks.,"['Snail', 'Coral Fragment']",8.0,2.036839275707895,1.7625173441100832,2.452333396330298,2.041918659511391,2.0,2022-07-29,,,16
17,A farensis,male,sub_adult,,Picking detritus from seabed.,"['Hermit Crab', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish']",4.0,2.5,2.3980983801227143,3.024754305359608,2.6901898824407744,2.0,2022-07-29,,,17
18,U. olhanensis,male,pre_puberty,,Swimming short distance to escape.,['Coral Fragment'],4.0,1.7727272727272727,1.6165625166152475,2.0793265634910933,1.8416420636541204,2.0,2022-07-29,,,18
19,A. Farensis,female,juvenile,False,Climbing barnacle-covered surfaces.,"['Coral Fragment', 'Shrimp', 'Algae', 'Sea Sponge']",3.0,0.6088417789154216,0.7914300698976997,1.1408741476275999,0.6389676914283353,2.0,2022-07-29,,,19
20,u. olhanen.,female,adult,False,Climbing seaweed stalks.,"['Sea Star', 'Small Fish', 'Sea Anemone']",6.0,3.9445333543356424,4.046339710001674,5.610394414195901,4.307615579054254,2.272727272727273,2022-07-29,,,20
21,U. olhanensis,male or female,pre_puberty,,Shaking claws after contact.,['Jellyfish'],10.0,2.4545454545454546,2.298009776309264,2.815924766330476,2.5981600531419953,1.9090909090909092,2022-07-29,,,21
22,A. Farensis,male,adult,,Scavenging near tidal pools.,['Mussel'],7.0,3.6818181818181817,3.464866185498158,4.174841843577069,3.8592797267513492,1.8181818181818181,2022-07-29,,,22
23,u. olhanen.,female,sub_adult,False,Inspecting discarded crab shell.,['Sea Sponge'],6.0,2.4320823519512555,2.2872862986337754,3.4045968136598117,2.5753560245088596,2.0,2022-07-29,,,23
24,u. olhanen.,female,adult,False,Camouflaging with surrounding mud.,['Barnacle'],3.0,2.839462991582977,3.2500616635691584,3.9536181341927983,2.8732930011427977,2.090909090909091,2022-07-29,,,24
25,u. olhanen.,male,sub_adult,,Moving in groups.,['Sea Anemone'],6.0,2.727272727272727,3.199146138494581,4.6608609571661335,2.91964888920338,1.9090909090909092,2022-07-29,,,25
26,u. olhanen.,male,sub_adult,,Claw snapping in competition.,"['Barnacle', 'Algae', 'Jellyfish']",3.0,1.7045454545454546,1.6787695874449868,2.1369266359941705,1.7354943072508038,2.090909090909091,2022-07-29,,,26
27,A. Farensis,female,adult,False,Climbing submerged rocks.,"['Mussel', 'Sea Sponge', 'Polychaete Worm', 'Sea Anemone']",7.0,1.5474965326741836,1.6518696393879535,1.9886883897489582,1.691281329524068,2.0,2022-07-29,,,27
28,U. olhanensis,male,adult,,Slow movement near seagrass patches.,"['Mussel', 'Polychaete Worm', 'Hermit Crab', 'Coral Fragment', 'Sea Star']",10.0,3.9545454545454546,4.20626348664406,5.785102904636868,4.336907695226635,2.0,2022-07-29,,,28
29,A farensis,female,adult,False,Camouflaging with surrounding mud.,"['Sea Anemone', 'Algae', 'Hermit Crab', 'Small Fish', 'Shrimp']",8.0,4.132275367789927,3.5129360367901827,5.1427765151489,4.1550619643349185,2.0,2022-07-29,,,29
30,u. olhanen.,female,adult,False,Struggling with entangled seaweed.,"['Barnacle', 'Shrimp', 'Small Fish']",6.0,3.8873490141326754,4.1943287034635865,5.6872070517872455,4.118892146433246,2.0,2022-07-29,,,30
31,u. olhanen.,male,pre_puberty,,Picking biofilm on submerged wood.,"['Coral Fragment', 'Polychaete Worm', 'Barnacle', 'Mussel']",3.0,0.75,0.6492344727025406,0.9004436180227299,0.7724340854150665,2.0,2022-07-29,,,31
32,A farensis,male,adult,,Claw waving directed at nearby crab.,"['Sea Anemone', 'Mussel', 'Jellyfish', 'Algae']",7.0,3.1363636363636362,3.3347239496842813,4.643532328260783,3.4135904559399592,1.9090909090909092,2022-07-29,,,32
33,A. Farensis,female,adult,True,Searching for food in tidal pools.,"['Shrimp', 'Polychaete Worm', 'Hermit Crab']",6.0,3.522628530899603,3.79338271980903,5.155178878026181,3.8440038274083053,2.090909090909091,2022-07-29,,,33
34,A farensis,male,adult,,Shaking claws after contact.,"['Barnacle', 'Crab (Other Species)', 'Sea Anemone']",7.0,5.454545454545454,5.4255424213184895,6.835038467571232,5.520811767966553,2.0,2022-07-29,,,34
35,u. olhanen.,male,adult,,Feeding on small crustaceans.,"['Small Fish', 'Jellyfish']",1.0,0.8181818181818182,0.8039027849241589,1.032864155767474,0.8727035070747552,2.1818181818181817,2022-07-29,,,35
36,u. olhanen.,male,sub_adult,,Scavenging near tidal pools.,"['Shrimp', 'Mussel', 'Jellyfish']",8.0,1.7045454545454546,1.8108195795491755,2.5884645226104905,1.8594406331283104,2.0,2022-07-29,,,36
37,U. olhanensis,male,pre_puberty,,Climbing submerged rocks.,"['Sea Anemone', 'Crab (Other Species)', 'Shrimp', 'Polychaete Worm', 'Mussel']",4.0,0.6818181818181818,0.6916393892147564,0.9988142116134519,0.7059715854284577,2.0,2022-07-29,,,37
38,u. olhanen.,male,adult,,Exploring new territory.,"['Hermit Crab', 'Sea Sponge']",5.0,5.045454545454546,5.5064132560779315,8.167487549187529,5.076122035710986,2.090909090909091,2022-07-29,,,38
39,A farensis,-,sub_adult,,Pausing frequently during exploration.,"['Sea Anemone', 'Sea Urchin', 'Small Fish', 'Mussel']",5.0,2.272727272727273,1.8627407033685666,2.606782995613675,2.4091266321204547,2.1818181818181817,2022-07-29,,,39
40,u. olhanen.,male,pre_puberty,True,Struggling with entangled seaweed.,['Sea Urchin'],8.0,3.0681818181818183,3.523357136779561,4.58265408265492,3.3373092155989146,1.9090909090909092,2022-07-29,,,40
41,Ucides alvorensis,male,sub_adult,,Climbing onto submerged logs.,"['Sea Sponge', 'Small Fish']",5.0,1.9318181818181819,2.06617211080777,2.91181262305995,2.0789089022577434,2.0,2022-07-29,,,41
42,U. olhanensis,female,pre_puberty,False,Picking detritus from seabed.,"['Polychaete Worm', 'Sea Anemone', 'Barnacle']",7.0,1.375268385155281,1.3393076075572312,1.9211425970727616,1.4641419671182954,1.8181818181818181,2022-07-29,,,42
43,U. olhanensis,male,sub_adult,,Shaking claws after contact.,['Sea Urchin'],5.0,3.977272727272727,4.759577102162814,6.505192989167612,4.162657167149478,2.090909090909091,2022-07-29,,,43
44,u. olhanen.,female,juvenile,True,Slow movement near seagrass patches.,"['Crab (Other Species)', 'Mussel', 'Barnacle', 'Sea Anemone']",5.0,1.4662117268625705,1.0575865043472203,1.287855230984572,1.4879220796782138,2.1818181818181817,2022-07-29,,,44
45,A farensis,male,adult,,Searching for food in tidal pools.,"['Coral Fragment', 'Shrimp', 'Snail', 'Crab (Other Species)']",9.0,6.2727272727272725,6.043284255803012,8.59363016650548,6.400023712785992,2.090909090909091,2022-07-29,,,45
46,A. Farensis,male or female,juvenile,,Color changes during molting.,"['Sea Sponge', 'Jellyfish']",6.0,1.6363636363636365,1.1668611664445867,1.5045264874717283,1.7445641299285504,2.272727272727273,2022-07-29,,,46
47,u. olhanen.,female,sub_adult,False,Resting under shell fragment.,"['Coral Fragment', 'Sea Star']",7.0,2.679518483647826,2.9331520522741386,3.7222674855120714,2.7079496559029392,2.0,2022-07-29,,,47
48,A. Farensis,female,adult,False,Territorial display against intruder.,"['Hermit Crab', 'Coral Fragment', 'Snail']",5.0,4.114123041693813,4.197397793394523,5.318274681676325,4.475486894366531,1.9090909090909092,2022-07-29,,,48
49,U. olhanensis,male,sub_adult,,Climbing algae-covered rocks.,"['Sea Star', 'Hermit Crab', 'Barnacle', 'Shrimp']",4.0,8.409090909090908,9.619678250995769,13.149224141284996,8.547243670514144,1.9090909090909092,2022-07-29,,,49
50,u. olhanen.,male,sub_adult,True,Escaping from aggressive fish.,"['Mussel', 'Polychaete Worm']",10.0,3.75,4.143674164582937,5.595559532611282,3.953346111152729,2.1818181818181817,2022-07-29,,,50
51,U. olhanensis,male,pre_puberty,,Waving claws rhythmically.,"['Mussel', 'Jellyfish']",7.0,2.1818181818181817,1.7751380278347524,2.508046365176476,2.184448535515692,2.0,2022-07-29,,,51
52,U. olhanensis,female,adult,False,Claw snapping in competition.,"['Barnacle', 'Snail']",4.0,7.93826198244607,8.028099395336838,10.737797851288668,8.127609724261223,2.0,2022-07-29,,,52
53,u. olhanen.,male,pre_puberty,,Shaking claws after contact.,"['Crab (Other Species)', 'Mussel', 'Sea Star']",10.0,2.1818181818181817,1.9238230187130092,2.5797023260724847,2.210442162881401,2.0,2022-07-29,,,53
54,A. Farensis,male,sub_adult,,Cleaning claws with rubbing motion.,"['Coral Fragment', 'Sea Star', 'Sea Urchin', 'Jellyfish']",4.0,3.2954545454545454,3.2612438373086827,4.8871030869071355,3.50453351126711,2.090909090909091,2022-07-29,,,54
55,A. Farensis,male,pre_puberty,,Climbing algae-covered rocks.,"['Polychaete Worm', 'Jellyfish', 'Sea Star', 'Sea Urchin', 'Mussel']",9.0,1.5,1.493023448952529,1.9690219765904053,1.514209135769515,2.1818181818181817,2022-07-29,,,55
56,A. Farensis,male,sub_adult,,Pausing frequently during exploration.,['Sea Star'],4.0,2.727272727272727,3.256951616247805,4.155565658972388,2.778911478294167,2.1818181818181817,2022-07-29,,,56
57,u. olhanen.,female,adult,False,Climbing algae-covered rocks.,"['Sea Sponge', 'Sea Urchin', 'Polychaete Worm', 'Mussel', 'Crab (Other Species)']",8.0,4.495858013658001,4.53407143655548,6.6712466805163535,4.91752158070951,2.1818181818181817,2022-07-29,,,57
58,A. Farensis,female,adult,False,Feeding on small mollusks.,"['Sea Star', 'Crab (Other Species)', 'Snail']",6.0,2.160998734817059,2.1268335801333405,2.802113386443386,2.276688596563234,2.090909090909091,2022-07-29,,,58
59,A. Farensis,male,juvenile,,Resting under shell fragment.,"['Shrimp', 'Crab (Other Species)', 'Hermit Crab', 'Algae']",8.0,1.6363636363636365,1.8595229244254499,2.772333482786399,1.768242748300316,2.0,2022-07-29,,,59
60,u. olhanen.,male,sub_adult,True,Retreating quickly from shadow.,"['Crab (Other Species)', 'Algae']",6.0,2.9545454545454546,2.933900845922462,4.291084221109764,3.043630484886694,2.090909090909091,2022-07-29,,,60
61,u. olhanen.,female,sub_adult,False,Camouflaging with surrounding mud.,['Sea Star'],6.0,3.824794127165266,3.7640030813714613,5.289578007095529,4.095561841121714,2.272727272727273,2022-07-29,,,61
62,u. olhanen.,male,pre_puberty,,Struggling with entangled seaweed.,"['Coral Fragment', 'Jellyfish', 'Sea Urchin']",9.0,2.1818181818181817,1.7978418173803687,2.393172338400031,2.3818938817557154,2.0,2022-07-29,,,62
63,U. olhanensis,male,adult,,Feeding on small crustaceans.,"['Snail', 'Coral Fragment', 'Crab (Other Species)']",6.0,3.6818181818181817,3.9160659546740777,5.438982059644425,4.042735313368341,2.090909090909091,2022-07-29,,,63
64,U. olhanensis,female,adult,False,Interaction with hermit crabs.,"['Algae', 'Sea Sponge', 'Small Fish']",7.0,4.422524107473908,4.7927682829106315,6.752635083955357,4.476693313425977,2.0,2022-07-29,,,64
65,A. Farensis,male,sub_adult,,Exploring new territory.,"['Shrimp', 'Crab (Other Species)', 'Sea Urchin', 'Snail']",6.0,4.431818181818182,4.546870018530079,5.87676958872181,4.63206744833807,2.090909090909091,2022-07-29,,,65
66,U. olhanensis,female,juvenile,True,Claw waving directed at nearby crab.,"['Snail', 'Mussel', 'Sea Sponge', 'Hermit Crab']",4.0,0.23081877931827172,0.30544941177556656,0.4389314025249744,0.2379021845908107,1.9090909090909092,2022-07-29,,,66
67,u. olhanen.,male,pre_puberty,,Feeding on detritus in shallow water.,"['Snail', 'Mussel', 'Hermit Crab', 'Shrimp']",4.0,4.0227272727272725,4.17815504131623,5.144959649657914,4.120964395154631,2.090909090909091,2022-07-29,,,67
68,u. olhanen.,female,pre_puberty,False,Waving claws rhythmically.,['Algae'],6.0,2.226260553592265,2.0472144159197283,2.699531687457182,2.4304746324849416,2.090909090909091,2022-07-29,,,68
69,u. olhanen.,male,juvenile,,Interaction with hermit crabs.,['Small Fish'],10.0,1.6818181818181819,2.2929516383318647,2.9068068307239296,1.7300686642781218,2.0,2022-07-29,,,69
70,U. olhanensis,male,pre_puberty,True,Color changes during molting.,"['Small Fish', 'Sea Anemone', 'Jellyfish', 'Polychaete Worm']",6.0,1.8409090909090908,1.5638655458604072,2.044147581470131,1.9955016175286124,2.090909090909091,2022-07-29,,,70
71,u. olhanen.,female,adult,True,Moving toward warmer water pockets.,"['Jellyfish', 'Sea Sponge']",5.0,7.1872222844705735,6.90817199940388,8.64196386816498,7.207781926395131,2.0,2022-07-29,,,71
72,A farensis,male,pre_puberty,,Pausing frequently during exploration.,"['Polychaete Worm', 'Sea Sponge', 'Coral Fragment']",2.0,2.3181818181818183,2.180129073761888,2.871639142102501,2.443757206340421,2.090909090909091,2022-07-29,,,72
73,A. Farensis,male,adult,,Emerging cautiously from hiding.,"['Small Fish', 'Mussel', 'Coral Fragment', 'Sea Star', 'Sea Sponge']",5.0,7.7727272727272725,8.19709123597449,11.526377821038468,7.968115071398038,2.0,2022-07-29,,,73
74,A. Farensis,female,adult,False,Hiding beneath rocks.,"['Hermit Crab', 'Crab (Other Species)']",8.0,2.460619150683476,2.888144741818204,3.829291085088934,2.5402120391336243,2.0,2022-07-29,,,74
75,A. Farensis,female,juvenile,True,Moving in groups.,"['Hermit Crab', 'Mussel', 'Small Fish']",7.0,1.25882824949111,1.3213044239719338,1.7799245234550447,1.3246334753217246,2.0,2022-07-29,,,75
76,A farensis,female,adult,False,Camouflaging with surrounding mud.,"['Jellyfish', 'Small Fish']",6.0,2.2964465411499644,2.4505149649470117,3.1646134670968538,2.321192051656654,1.9090909090909092,2022-07-29,,,76
77,A farensis,male,adult,,Feeding on small crustaceans.,['Algae'],6.0,2.3181818181818183,2.2075556085904924,2.9804848693607635,2.4389898949385076,2.0,2022-07-29,,,77
78,u. olhanen.,female,sub_adult,False,Displaying dominance by lifting body.,"['Algae', 'Crab (Other Species)', 'Mussel', 'Snail']",7.0,4.190295971989537,5.549014618232217,6.666241454964332,4.400313878925799,1.9090909090909092,2022-07-29,,,78
79,U. olhanensis,female,adult,False,Claw snapping in competition.,"['Sea Star', 'Mussel', 'Coral Fragment', 'Shrimp', 'Algae']",6.0,1.8716830748481892,1.9391145171356146,2.787963294380914,2.048512246418706,1.9090909090909092,2022-07-29,,,79
80,u. olhanen.,female,juvenile,False,Climbing seaweed stalks.,"['Sea Star', 'Sea Anemone', 'Algae']",12.0,1.8060919983593857,1.5299856384044022,2.041117187703195,1.8118816076426265,2.090909090909091,2022-07-29,,,80
81,u. olhanen.,male,adult,,Claw waving directed at nearby crab.,"['Sea Urchin', 'Hermit Crab', 'Algae']",8.0,4.909090909090909,4.663231138701062,5.968231577342525,5.342476130217639,2.090909090909091,2022-07-29,,,81
82,U. olhanensis,female,sub_adult,False,Searching for food in tidal pools.,"['Snail', 'Sea Anemone']",7.0,0.7400455462264894,0.6261813758551479,0.8927975443717319,0.7795135123464173,2.090909090909091,2022-07-29,,,82
83,A. Farensis,male,adult,,Guarding a small hole in sediment.,"['Sea Anemone', 'Hermit Crab', 'Crab (Other Species)', 'Sea Urchin']",3.0,0.8181818181818182,0.7592932944114902,1.1170257703433186,0.8921903549981594,2.0,2022-07-29,,,83
84,A. Farensis,female,adult,False,Hiding in sandy burrow.,"['Small Fish', 'Coral Fragment', 'Barnacle', 'Polychaete Worm', 'Shrimp']",7.0,3.207651227852344,3.4101341278622073,4.938718848400037,3.2874223471916526,2.090909090909091,2022-07-29,,,84
85,U. olhanensis,female,adult,False,Defensive posture when approached.,"['Sea Urchin', 'Shrimp']",5.0,2.38010140379728,2.39883118161719,3.3803209311969002,2.3998816088748574,2.0,2022-07-29,,,85
86,U. olhanensis,male,adult,,Using claws to dig into sediment.,['Hermit Crab'],7.0,2.4545454545454546,2.228890328920011,2.9045436560889595,2.632950656170833,2.0,2022-07-29,,,86
87,Ucides alvorensis,male or female,adult,,Guarding a small hole in sediment.,['Small Fish'],4.0,3.1363636363636362,3.296955771874716,4.924730277346139,3.22552289967236,2.0,2022-07-29,,,87
88,U. olhanensis,female,pre_puberty,False,Displaying dominance by lifting body.,"['Sea Sponge', 'Shrimp']",8.0,1.6350917354883423,1.4850580752883018,2.0571304951838414,1.7542806717283796,2.0,2022-07-29,,,88
89,A farensis,female,adult,False,Escaping predator silhouette overhead.,"['Hermit Crab', 'Snail', 'Small Fish', 'Mussel', 'Algae']",6.0,2.00658928656743,2.095676911298849,2.5200595100843484,2.0080413476163566,2.090909090909091,2022-07-29,,,89
90,A. Farensis,male,sub_adult,True,Mating behavior with antenna touching.,"['Jellyfish', 'Shrimp', 'Algae', 'Mussel', 'Barnacle']",7.0,1.0227272727272727,0.8199780675403965,0.9969375215804497,1.0333136127104579,2.090909090909091,2022-07-29,,,90
91,Ucides alvorensis,-,adult,,Moving in groups.,['Sea Urchin'],7.0,5.181818181818182,4.66561377714864,6.163626558212809,5.210389989006783,2.090909090909091,2022-07-29,,,91
92,u. olhanen.,female,sub_adult,True,Moving toward warmer water pockets.,"['Sea Sponge', 'Algae', 'Crab (Other Species)', 'Snail', 'Shrimp']",6.0,1.7969406998357345,1.989929954697164,2.5949759626749564,1.8758423339001125,2.090909090909091,2022-07-29,,,92
93,U. olhanensis,nan,adult,,Mating behavior with antenna touching.,['Small Fish'],7.0,5.590909090909091,5.175435240261293,7.577348814143212,5.684716887943285,2.090909090909091,2022-07-29,,,93
94,U. olhanensis,male,adult,,Feeding on small crustaceans.,"['Sea Sponge', 'Crab (Other Species)', 'Sea Urchin']",7.0,4.909090909090909,4.899085837717444,5.999688483724574,5.339707435920193,2.090909090909091,2022-07-29,,,94
95,A. Farensis,male,adult,,Exploring new territory.,['Coral Fragment'],6.0,3.5454545454545454,3.365409781744951,4.641314365125234,3.552335102223697,1.9090909090909092,2022-07-29,,,95
96,u. olhanen.,male,pre_puberty,,Camouflaging with surrounding mud.,"['Coral Fragment', 'Snail', 'Hermit Crab']",5.0,1.8409090909090908,2.1986241736735677,3.2164948013081514,1.8894649126758833,2.0,2022-07-29,,,96
97,u. olhanen.,female,pre_puberty,False,Guarding a small hole in sediment.,"['Polychaete Worm', 'Snail', 'Sea Sponge', 'Jellyfish', 'Shrimp']",6.0,1.3500365650147084,0.9799921040366957,1.435661912044697,1.3845713333457306,2.0,2022-07-29,,,97
98,A. Farensis,-,pre_puberty,,Scavenging near tidal pools.,"['Crab (Other Species)', 'Hermit Crab', 'Mussel', 'Sea Anemone']",8.0,1.5,1.5529883013387988,2.1979531647844257,1.5120901578846315,2.0,2022-07-29,,,98
99,A. Farensis,female,pre_puberty,True,Shaking claws after contact.,"['Barnacle', 'Sea Sponge', 'Small Fish', 'Coral Fragment']",5.0,0.6540845059899723,0.8041609384323588,1.167061646305781,0.7085344877160588,2.0,2022-07-29,,,99
100,U. olhanensis,male,sub_adult,True,Scavenging near tidal pools.,"['Sea Urchin', 'Sea Anemone', 'Mussel', 'Sea Sponge', 'Polychaete Worm']",5.0,6.590909090909091,7.098597925771594,10.447230080595093,7.165367189293883,2.0,2022-07-29,,,100
101,U. olhanensis,male,pre_puberty,,Picking biofilm on submerged wood.,"['Jellyfish', 'Sea Sponge', 'Sea Anemone', 'Coral Fragment', 'Algae']",8.0,1.0227272727272727,0.7665380328888767,1.0329841024679745,1.0640549278571845,2.0,2022-07-29,,,101
102,U. olhanensis,male,sub_adult,,Stillness in cold water.,['Mussel'],5.0,4.659090909090909,5.035003242078613,6.936793701015116,5.025156382794241,2.090909090909091,2022-07-29,,,102
103,Ucides alvorensis,male,juvenile,,Moving toward bait.,"['Sea Urchin', 'Sea Anemone']",5.0,0.8636363636363636,0.9483075737178396,1.2296494439641874,0.9020060940324228,2.090909090909091,2022-07-29,,,103
104,A farensis,female,adult,False,Picking biofilm on submerged wood.,"['Small Fish', 'Hermit Crab', 'Coral Fragment']",6.0,1.9011921958809708,1.8611317349639827,2.3877258481257835,2.020732536825489,1.9090909090909092,2022-07-29,,,104
105,A. Farensis,male,juvenile,,Swimming short distance to escape.,"['Polychaete Worm', 'Sea Anemone', 'Hermit Crab', 'Snail', 'Crab (Other Species)']",7.0,1.6363636363636365,1.040708320279208,1.4095240741108783,1.759446848294756,2.090909090909091,2022-07-29,,,105
106,u. olhanen.,male,adult,,Swimming short distance to escape.,"['Sea Star', 'Polychaete Worm', 'Sea Anemone', 'Snail']",4.0,3.1363636363636362,3.3574845122293024,4.484607434736624,3.258461371705334,1.8181818181818181,2022-07-29,,,106
107,u. olhanen.,male,adult,,Interacting with small fish nearby.,"['Coral Fragment', 'Crab (Other Species)']",6.0,3.5454545454545454,3.3405036212197787,4.774147193123287,3.80242338309948,2.090909090909091,2022-07-29,,,107
108,A farensis,female,juvenile,False,Feeding on small mollusks.,"['Small Fish', 'Polychaete Worm']",8.0,1.3022567104470573,1.2300796658594897,1.667901899572657,1.358015652652647,2.0,2022-07-29,,,108
109,A farensis,male,adult,,Pausing frequently during exploration.,"['Coral Fragment', 'Sea Urchin', 'Sea Anemone', 'Mussel']",7.0,3.1363636363636362,3.002173759527746,3.8793615949705402,3.37174572066682,2.090909090909091,2022-07-29,,,109
110,Ucides alvorensis,N/R,sub_adult,True,Shaking claws after contact.,"['Snail', 'Sea Sponge', 'Shrimp', 'Mussel', 'Sea Star']",8.0,3.1818181818181817,2.726942875812046,3.4409444474512756,3.216062545182474,2.090909090909091,2022-07-29,,,110
