,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,36,6.913280259441807,4,U. olhanensis,-7.99163,False,5.656931010060495,sub_adult,male,1,3.3931664624839106,37.01025,"['Mussel', 'Jellyfish', 'Snail']",7,Pausing frequently during exploration.
1,17,9.343342036807325,3,A farensis,,False,2.94714027507093,pre_puberty,male,2,5.139279821275997,,"['Sea Star', 'Sea Anemone', 'Jellyfish', 'Shrimp', 'Small Fish']",6,Climbing seaweed stalks.
2,53,6.030766030449281,3,A. Farensis,,True,0.3564007142006733,adult,male,3,4.531985027522527,,"['Sea Urchin', 'Sea Anemone', 'Small Fish']",6,Climbing seaweed stalks.
3,25,5.817290721765884,4,A. Farensis,,False,0.7914317488688339,sub_adult,male,4,5.126625823484365,,"['Sea Sponge', 'Barnacle', 'Sea Star', 'Hermit Crab', 'Algae']",8,Shaking claws after contact.
4,17,10.378662710023328,5,U. olhanensis,,True,2.9902234532818746,adult,male,5,3.638098520148062,,"['Mussel', 'Sea Sponge', 'Crab (Other Species)', 'Small Fish', 'Sea Anemone']",8,Dragging shell fragment backward.
5,17,8.034907208800142,2,u. olhanen.,,True,1.8799553106157538,juvenile,male,6,4.29297275800926,,"['Shrimp', 'Jellyfish', 'Crab (Other Species)', 'Algae']",10,Stillness in cold water.
6,21,8.031511218463642,7,u. olhanen.,,False,7.440192853903801,adult,female,7,6.736730848188604,,"['Mussel', 'Barnacle', 'Sea Sponge']",7,Resting under shell fragment.
7,16,6.960252633784381,3,A. Farensis,,False,15.460328694166412,sub_adult,male,8,5.324016266483262,,"['Coral Fragment', 'Polychaete Worm', 'Sea Anemone', 'Sea Star', 'Small Fish']",11,Social contact with other crabs.
8,15,8.654970264331734,7,A. Farensis,,True,18.55049630525241,sub_adult,female,9,6.806639119080444,,['Coral Fragment'],7,Escaping predator silhouette overhead.
9,11,9.053635477739414,3,A. Farensis,,False,6.652143290646638,pre_puberty,male,10,4.998554126223808,,['Jellyfish'],6,Resting under shell fragment.
10,7,8.455335323049813,5,A farensis,,False,7.341088002419933,sub_adult,male,11,5.924259725791291,,['Small Fish'],11,Searching for food in tidal pools.
11,17,10.308166481270284,4,u. olhanen.,,True,3.9550546104794897,adult,male,12,5.538189381028492,,"['Sea Urchin', 'Sea Anemone', 'Barnacle']",10,Inspecting discarded crab shell.
12,18,7.366691964824646,2,u. olhanen.,,True,0.22502170800794166,sub_adult,male,13,7.2549461714817145,,['Small Fish'],7,Inspecting discarded crab shell.
13,15,9.889615883597326,3,A farensis,,False,0.5377647690860023,adult,male or female,14,6.543330262707279,,"['Sea Star', 'Sea Urchin', 'Small Fish']",9,Resting in shaded rock crevice.
14,26,8.814017339264447,6,U. olhanensis,,False,6.0442955959704925,adult,male,15,5.101414782632824,,"['Polychaete Worm', 'Shrimp', 'Barnacle', 'Jellyfish', 'Hermit Crab']",9,Claw snapping in competition.
15,11,8.475808759071478,9,A. Farensis,,False,0.10660967158550236,sub_adult,male,16,5.080906320827334,,"['Mussel', 'Snail', 'Sea Urchin', 'Shrimp']",7,Rapid claw movement while feeding.
16,11,3.3211428592969083,2,A. Farensis,,True,30.59655018683447,adult,male,17,7.142415627376041,,"['Barnacle', 'Shrimp', 'Mussel']",11,Resting in shaded rock crevice.
