,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,17,12.321810932526013,9,A farensis,-7.99163,False,1.6613769891475754,sub_adult, ,1,17.8094109042795,37.01025,"['Sea Anemone', 'Algae']",7,Foraging among seagrass roots.
1,13,10.422984992837748,3,u. olhanen.,,False,6.581508288561237,sub_adult,male,2,15.477949223571235,,"['Sea Star', 'Coral Fragment', 'Polychaete Worm', 'Sea Urchin', 'Algae']",8,Feeding on small crustaceans.
2,19,8.38846217407683,8,U. olhanensis,,False,1.1369923971933042,juvenile,female,3,15.573116209206988,,"['Polychaete Worm', 'Sea Star', 'Barnacle', 'Hermit Crab', 'Coral Fragment']",9,Climbing algae-covered rocks.
3,17,9.384194920283075,4,A. Farensis,,False,3.672136393406585,adult,male,4,16.65644075987016,,"['Shrimp', 'Coral Fragment', 'Algae', 'Sea Star']",8,Claw snapping at diver.
4,9,10.770598723950485,5,A farensis,,False,5.206569254212904,sub_adult,female,5,16.77566567516083,,['Crab (Other Species)'],9,Sideways walking along bay edge.
5,37,9.563878719270441,3,U. olhanensis,,False,7.513020806837087,sub_adult,female,6,18.46664252143172,,"['Mussel', 'Barnacle', 'Sea Sponge', 'Shrimp', 'Small Fish']",8,Moving sideways along sandy bottom.
6,16,9.485727051490557,5,A farensis,,False,5.327328959064548,juvenile,female,7,18.226506792302917,,"['Barnacle', 'Sea Urchin']",10,Escaping predator silhouette overhead.
7,24,9.907283630208838,3,U. olhanensis,,False,6.4542290456945395,sub_adult,male,8,16.212810200888548,,['Mussel'],7,Feeding on small mollusks.
8,17,10.190185087099794,3,A farensis,,False,0.3092551115443527,pre_puberty,nan,9,18.204684590204838,,['Algae'],7,Moving toward warmer water pockets.
9,20,11.165190812865276,8,A. Farensis,,False,9.652755072554603,juvenile,male,10,13.678209151984216,,['Hermit Crab'],10,Rapid claw movement while feeding.
10,18,14.772932731366389,5,A farensis,,False,2.555533181923697,pre_puberty,nan,11,17.288147857109198,,['Jellyfish'],11,Climbing submerged rocks.
11,23,8.762454834657227,3,A. Farensis,,False,1.6234079110261528,pre_puberty,male,12,15.448052176185238,,"['Mussel', 'Crab (Other Species)']",10,Climbing algae-covered rocks.
12,38,11.31548672709834,3,A farensis,,False,1.2878704103232326,sub_adult,nan,13,18.935562014973726,,['Mussel'],6,Vibrating antennae in water currents.
13,13,9.122145607531495,4,A. Farensis,,False,14.9328347813732,sub_adult,female,14,22.495759127018093,,"['Shrimp', 'Barnacle', 'Sea Anemone']",7,Retreating into burrow.
14,19,11.49645021340391,3,A farensis,,False,0.16235851633266107,pre_puberty,nan,15,17.59777799381007,,"['Sea Sponge', 'Algae', 'Hermit Crab', 'Sea Urchin']",3,Camouflaging with surrounding mud.
