,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,13,4.2164729029555925,5,A. Farensis,-7.99163,False,1.42840671137982,adult,male,1,9.48255272498045,37.01025,"['Hermit Crab', 'Shrimp']",8,False,Moving toward bait.
1,29,3.528208222287005,2,A farensis,,False,0.2795091149964388,pre_puberty,female,2,15.004150128875306,,"['Hermit Crab', 'Jellyfish', 'Sea Star']",9,False,Interacting with small fish nearby.
2,7,0.5260428823945889,3,A farensis,,False,2.4758952875236915,pre_puberty,male,3,16.363201539258455,,"['Sea Star', 'Shrimp']",9,False,Exchanging antenna taps.
3,27,2.857470894496225,4,A. Farensis,,True,0.8780883296026658,adult,nan,4,13.276854051484289,,"['Jellyfish', 'Sea Anemone', 'Snail']",9,True,Territorial display against intruder.
4,42,4.860325216168442,4,A. Farensis,,False,4.626573302683193,sub_adult,female,5,16.36169132237361,,"['Jellyfish', 'Shrimp', 'Sea Urchin']",7,False,Climbing seaweed stalks.
5,31,1.7063003609587535,3,u. olhanen.,,False,0.7893556236656688,adult,male,6,15.332297873432521,,"['Hermit Crab', 'Sea Sponge', 'Mussel', 'Crab (Other Species)']",10,False,Defensive posture when approached.
6,16,4.479991625611172,2,U. olhanensis,,True,4.19690832097587,adult,female,7,19.503529837466232,,"['Polychaete Worm', 'Jellyfish']",6,True,Hiding under floating debris.
7,20,4.146596174528843,4,A farensis,,True,2.578372945842634,adult,male,8,12.385347211484856,,"['Sea Anemone', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Hermit Crab']",8,True,Feeding on small mollusks.
8,39,3.958378175241726,5,A. Farensis,,False,3.4792267906654963,sub_adult,male,9,16.3328827645024,,"['Mussel', 'Jellyfish', 'Algae', 'Sea Urchin', 'Sea Star']",7,False,Hiding beneath rocks.
9,17,2.70719949620563,5,u. olhanen.,,False,1.7982189630100154,pre_puberty,male,10,10.798278820328775,,"['Barnacle', 'Coral Fragment']",3,False,Escaping from aggressive fish.
10,34,2.7566669858896633,7,A farensis,,False,1.055454992630227,adult,male,11,15.707443928055941,,"['Jellyfish', 'Polychaete Worm', 'Mussel', 'Sea Urchin']",8,False,Hiding under floating debris.
11,41,3.0920130639813195,2,u. olhanen.,,True,3.436696981766397,sub_adult,female,12,11.2662602198398,,['Small Fish'],8,True,Hiding under seagrass blades.
12,23,2.5708583787161343,5,A farensis,,True,5.143930058149736,adult,male,13,14.933245763999563,,['Sea Anemone'],9,True,Crab moving quickly across rocks.
