,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,250,50.96632794188632,40,u. olhanen.,-7.99163,False,0.3545075298496083,j,male,1,150.91850350695492,37.01025,['Sea Urchin'],9,False,Guarding a small hole in sediment.
1,320,38.13800247056138,40,A. Farensis,,False,0.9341359698790946,p, ,2,95.11284853028918,,"['Hermit Crab', 'Sea Urchin']",5,False,Struggling with entangled seaweed.
2,530,45.04704052808874,40,A. Farensis,,True,239.8458476390232,a,male,3,100.31700525116005,,"['Coral Fragment', 'Crab (Other Species)']",3,True,Slow movement near seagrass patches.
3,450,55.345305490097736,30,A farensis,,False,22.37149055934229,p,male,4,154.1984364419209,,"['Mussel', 'Shrimp', 'Polychaete Worm']",6,False,Hiding beneath rocks.
4,510,52.50573512967983,20,A. Farensis,,False,0.26941108042541134,s,male,5,130.83278069514188,,"['Sea Sponge', 'Sea Urchin']",9,False,Searching for mates at twilight.
5,420,17.58511244437857,40,A. Farensis,,False,2.3854337887496833,s,?,6,105.65514259715101,,"['Mussel', 'Sea Urchin', 'Crab (Other Species)']",8,False,Resting under shell fragment.
6,250,40.168654427637165,60,A. Farensis,,False,5.734681583589516,p,male,7,157.4303679708292,,"['Mussel', 'Barnacle', 'Sea Anemone', 'Sea Urchin']",2,False,Sitting still blending with environment.
7,190,61.58294682489873,50,A. Farensis,,False,1.758352086908297,s,female,8,114.49191243539755,,"['Sea Sponge', 'Sea Urchin', 'Hermit Crab', 'Crab (Other Species)', 'Polychaete Worm']",6,False,Swimming short distance to escape.
8,270,25.804845052419722,70,u. olhanen.,,False,5.359155735601272,s,male,9,147.2951978380077,,"['Sea Star', 'Sea Urchin', 'Jellyfish', 'Hermit Crab']",8,False,Hiding in sandy burrow.
9,210,70.76885978404988,40,A. Farensis,,False,12.978398157944927,a,male,10,146.65550634380554,,"['Crab (Other Species)', 'Coral Fragment']",6,False,Exchanging antenna taps.
10,190,61.78674611189053,40,A farensis,,False,6.224472375071772,a,male,11,109.99960539638137,,['Jellyfish'],9,False,Picking biofilm on submerged wood.
11,340,22.149503239629304,50,u. olhanen.,,False,15.622169438042468,a,male,12,61.27598799874484,,"['Algae', 'Sea Urchin']",7,False,Waving claws rhythmically.
12,380,38.36596714186247,20,A farensis,,True,12.740206807558366,s,male,13,179.0473613682159,,"['Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle', 'Snail']",8,True,Climbing algae-covered rocks.
13,260,31.133170788895114,60,U. olhanensis,,True,6.2254821892914,s,male,14,111.90441624033782,,"['Mussel', 'Shrimp', 'Sea Star', 'Sea Sponge']",7,True,Scavenging near tidal pools.
14,560,47.544312318460484,20,A. Farensis,,False,16.808392004865386,p,female,15,121.02052739764302,,"['Small Fish', 'Sea Star', 'Sea Sponge']",5,False,Inspecting discarded crab shell.
15,170,59.21663523956593,20,U. olhanensis,,True,172.0808603326791,s, ,16,147.89127045338392,,['Small Fish'],10,True,Moving in groups.
16,270,43.104835400196045,20,A farensis,,False,1.1372810698796463,s, ,17,127.04118814284325,,"['Crab (Other Species)', 'Algae', 'Snail', 'Sea Star']",11,False,Exploring new territory.
17,70,60.073896863155205,60,A. Farensis,,True,13.305120929120225,j,?,18,182.51908381225837,,['Small Fish'],4,True,Cleaning claws with rubbing motion.
18,430,69.77312329421392,40,u. olhanen.,,False,35.30304950849667,j, ,19,83.18625177176962,,"['Crab (Other Species)', 'Coral Fragment']",4,False,Resting in shaded rock crevice.
19,220,20.942094556059377,50,U. olhanensis,,False,2.6878630052188823,s,male,20,142.2234942523521,,"['Small Fish', 'Coral Fragment', 'Algae', 'Mussel']",8,False,Stillness in cold water.
20,140,29.105376559831335,20,A. Farensis,,False,69.2994217905221,j,female,21,142.48579442719225,,['Shrimp'],6,False,Dragging shell fragment backward.
21,180,47.55525002544945,40,u. olhanen.,,False,69.7733439789063,s,male,22,112.1545135026335,,"['Polychaete Worm', 'Jellyfish', 'Sea Star']",7,False,Feeding on detritus in shallow water.
22,170,61.628026717331,30,A farensis,,False,29.79875374367349,s,male,23,188.3411441111519,,['Shrimp'],9,False,Crab moving quickly across rocks.
23,240,39.42851094776344,70,A. Farensis,,True,158.2666190674022,s,male,24,97.63028760635636,,"['Sea Urchin', 'Algae']",9,True,Claw snapping in competition.
24,90,60.98835501670817,40,A farensis,,False,6.40246499206842,j,?,25,207.59177624478258,,['Barnacle'],9,False,Sideways walking along bay edge.
25,190,59.73253854545969,30,A. Farensis,,True,4.094996649969982,s,male,26,151.24375879540128,,"['Shrimp', 'Small Fish']",10,True,Interacting with small fish nearby.
26,230,92.14326075060984,40,u. olhanen.,,False,29.741224517982666,s,male,27,113.9542967544221,,"['Mussel', 'Sea Sponge', 'Polychaete Worm', 'Snail']",10,False,Struggling with entangled seaweed.
27,220,26.44219717734169,30,A farensis,,True,1.476609235813347,s, ,28,125.15987952938397,,['Hermit Crab'],9,True,Crab moving quickly across rocks.
28,100,17.192705057940746,70,u. olhanen.,,False,18.50366662738121,s,male,29,176.51147074558514,,"['Jellyfish', 'Algae', 'Mussel', 'Crab (Other Species)']",7,False,Retreating quickly from shadow.
29,210,50.86487247729295,70,A farensis,,False,71.74615782143712,a, ,30,133.6918292479368,,"['Sea Anemone', 'Sea Urchin', 'Polychaete Worm', 'Coral Fragment', 'Crab (Other Species)']",8,False,Retreating quickly from shadow.
30,490,38.84973324887285,30,A. Farensis,,False,1.648820243079895,j,male,31,146.30974970748844,,"['Barnacle', 'Hermit Crab', 'Algae']",10,False,Picking biofilm on submerged wood.
