,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,18,135,114
0,24.0,5.425554129277924,3.0,U. olhanensis,-8.01873,False,1.2295440912466813,sub_adult,male,1.0,14.012457302809699,37.02606,"['Sea Anemone', 'Mussel', 'Jellyfish']",7.0,Displaying dominance by lifting body.,,,
1,48.0,5.703165477663248,4.0,A. Farensis,,False,0.9712755713809946,juvenile,male,2.0,16.791286550996293,,"['Jellyfish', 'Barnacle']",6.0,Claw snapping at diver.,,,
2,20.0,3.6971852562932486,6.0,U. olhanensis,,True,0.4916836659805341,pre_puberty,male,3.0,13.777791664856208,,"['Polychaete Worm', 'Snail', 'Shrimp', 'Barnacle', 'Sea Urchin']",8.0,Struggling with entangled seaweed.,,,
3,22.0,5.422136981258947,3.0,U. olhanensis,,False,0.7291094089678105,sub_adult,male,4.0,13.050577013755824,,"['Sea Urchin', 'Sea Star', 'Sea Sponge', 'Snail', 'Sea Anemone']",9.0,Hiding beneath rocks.,,,
4,48.0,4.84514594928517,5.0,A farensis,,False,0.07124281424271715,sub_adult,male,5.0,14.652897420417766,,"['Algae', 'Hermit Crab']",9.0,Picking detritus from seabed.,,,
5,28.0,4.880610212762643,3.0,A. Farensis,,False,0.13107845162684056,juvenile,female,6.0,16.44055865116571,,"['Mussel', 'Jellyfish', 'Crab (Other Species)']",10.0,Retreating into burrow.,,,
6,27.0,6.281915102230666,5.0,A farensis,,False,0.23260622141081608,sub_adult,male,7.0,17.274922193099194,,"['Sea Anemone', 'Snail', 'Mussel', 'Shrimp']",6.0,Shaking claws after contact.,,,
7,46.0,3.7301505229105656,3.0,A. Farensis,,False,0.8458146823642115,pre_puberty,male,8.0,15.754503660083062,,"['Sea Star', 'Sea Sponge', 'Jellyfish', 'Crab (Other Species)', 'Hermit Crab']",10.0,Picking biofilm on submerged wood.,,,
8,29.0,5.367338842505026,3.0,u. olhanen.,,False,0.25344797274834374,juvenile,female,9.0,12.401371364265346,,"['Snail', 'Barnacle', 'Mussel', 'Sea Star', 'Small Fish']",11.0,Picking algae from rock surface.,,,
9,17.0,3.867843768167393,5.0,u. olhanen.,,False,1.048807524156302,pre_puberty,female,10.0,12.628434285396484,,"['Barnacle', 'Sea Sponge', 'Crab (Other Species)', 'Hermit Crab', 'Small Fish']",7.0,Half buried in sand.,,,
10,19.0,5.437242683899006,6.0,A. Farensis,,False,0.10499129098978002,juvenile,female,11.0,12.044046290121821,,"['Hermit Crab', 'Snail', 'Sea Star', 'Shrimp']",9.0,Inspecting discarded crab shell.,,,
11,22.0,3.7641991665646857,7.0,A. Farensis,,False,1.0139190666581819,adult,male,12.0,14.549825321292905,,['Algae'],7.0,Displaying dominance by lifting body.,,,
12,16.0,2.7921390455169846,5.0,u. olhanen.,,False,0.7430642003679764,adult,male,13.0,12.412580131397027,,"['Hermit Crab', 'Crab (Other Species)', 'Small Fish']",8.0,Sideways walking along bay edge.,,,
13,38.0,3.9698993339974447,4.0,A farensis,,False,1.3640021052316187,juvenile,male,14.0,15.51106623247733,,"['Shrimp', 'Crab (Other Species)', 'Small Fish', 'Hermit Crab', 'Snail']",8.0,Waving claws rhythmically.,,,
14,33.0,4.821974905149559,3.0,A. Farensis,,False,0.5441122397991361,juvenile,male,15.0,14.816569996362993,,"['Crab (Other Species)', 'Sea Star']",10.0,Hiding beneath rocks.,,,
15,27.0,4.890294694435716,3.0,u. olhanen.,,False,0.3127288668565364,pre_puberty,female,16.0,13.060900999700886,,"['Barnacle', 'Sea Anemone', 'Shrimp', 'Coral Fragment']",9.0,Exploring new territory.,,,
16,31.0,3.819806180278423,8.0,u. olhanen.,,False,0.2009235394313277,adult,male,17.0,12.863022787758364,,['Coral Fragment'],10.0,Foraging among seagrass roots.,,,
17,46.0,3.9375896693242094,3.0,A. Farensis,,False,0.2845238549547478,pre_puberty,male,18.0,17.936958094208485,,"['Hermit Crab', 'Mussel']",8.0,Climbing vertical rock face.,,,
18,37.0,3.7213857211706642,4.0,u. olhanen.,,False,0.22249986316456527,juvenile,female,19.0,15.822303105504579,,"['Sea Star', 'Jellyfish']",14.0,Rapid crossing of open sand.,,,
19,42.0,3.0648836859036823,8.0,U. olhanensis,,True,0.48117287214091337,pre_puberty,female,20.0,16.920026144880723,,"['Small Fish', 'Coral Fragment', 'Snail']",9.0,Sitting still blending with environment.,,,
20,31.0,2.3590428859256884,5.0,A. Farensis,,True,0.16548609981628917,adult,male,21.0,15.485302778677783,,"['Coral Fragment', 'Mussel', 'Small Fish', 'Sea Star']",6.0,Searching for mates at twilight.,,,
21,34.0,3.8775982327165277,3.0,U. olhanensis,,False,0.27150333121807485,adult, ,22.0,14.496689139943086,,['Barnacle'],10.0,Stillness in cold water.,,,
22,44.0,7.444706861985125,7.0,u. olhanen.,,False,0.2144109708154488,adult,?,23.0,19.44657101182547,,"['Mussel', 'Shrimp', 'Coral Fragment', 'Snail']",10.0,Feeding on detritus in shallow water.,,,
23,52.0,5.501522105218374,7.0,U. olhanensis,,True,0.5299181420906306,pre_puberty, ,24.0,18.031588153970873,,"['Sea Star', 'Mussel', 'Sea Urchin', 'Algae']",8.0,Mating behavior with antenna touching.,,,
24,20.0,3.810141336447151,3.0,u. olhanen.,,False,0.5749680850908493,adult,male,25.0,14.842598823738538,,"['Barnacle', 'Sea Star', 'Mussel', 'Algae']",10.0,Resting in shaded rock crevice.,,,
25,39.0,5.894575407111745,6.0,U. olhanensis,,False,0.14769812859439344,juvenile,male,26.0,17.32250897416462,,"['Hermit Crab', 'Mussel']",5.0,Color changes during molting.,,,
26,66.0,6.437636942838596,6.0,U. olhanensis,,True,2.5211875379107265,adult,male,27.0,17.970563913721662,,"['Algae', 'Sea Urchin', 'Barnacle', 'Polychaete Worm', 'Sea Sponge']",9.0,Resting under shell fragment.,,,
27,27.0,4.135625086190457,7.0,A. Farensis,,False,1.563280572019138,adult,?,28.0,13.5568292318442,,"['Barnacle', 'Snail']",7.0,Hiding in sandy burrow.,,,
28,53.0,4.924219091184051,5.0,A farensis,,False,0.13377770465235522,pre_puberty,?,29.0,17.845973708055034,,"['Algae', 'Shrimp', 'Small Fish']",10.0,Waving claws rhythmically.,,,
29,22.0,4.5311629238812685,10.0,U. olhanensis,,False,0.07012291054257894,sub_adult,male,30.0,12.365431524805356,,"['Mussel', 'Algae']",11.0,Retreating quickly from shadow.,,,
30,35.0,3.8464151635592945,4.0,A. Farensis,,True,0.5528093306746862,adult,female,31.0,15.686375735873968,,"['Polychaete Worm', 'Shrimp', 'Mussel', 'Small Fish', 'Snail']",9.0,Interaction with hermit crabs.,,,
