,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,5,5.669449623107491,5,u. olhanen.,-7.99163,False,53.34052604853056,adult,male,1,22.853627129391057,37.01025,['Small Fish'],5,False,Climbing submerged rocks.
1,11,6.014450056602244,3,A farensis,,False,1.5761407010187736,pre_puberty,female,2,19.44484837247171,,"['Crab (Other Species)', 'Barnacle']",9,False,Claw snapping at diver.
2,27,5.966708541256551,2,U. olhanensis,,False,5.0951601816836405,sub_adult,male,3,20.088647314450984,,['Sea Anemone'],9,False,Climbing barnacle-covered surfaces.
3,18,5.395186744343682,11,A. Farensis,,False,4.483191552293138,sub_adult,female,4,17.777103565187037,,"['Sea Urchin', 'Barnacle', 'Polychaete Worm', 'Mussel', 'Sea Star']",9,False,Feeding on small crustaceans.
4,16,2.533411644830128,8,u. olhanen.,,False,21.153340890870567,adult,male or female,5,18.896535373850497,,"['Jellyfish', 'Sea Star']",12,False,Struggling with entangled seaweed.
5,32,8.227280281067138,2,A. Farensis,,False,10.437172239413389,pre_puberty,male,6,19.114055054177054,,"['Shrimp', 'Algae', 'Barnacle', 'Small Fish']",7,False,Swimming short distance to escape.
6,12,5.763556659031934,7,U. olhanensis,,False,1.1712559873111985,sub_adult,male,7,18.04909495907589,,"['Sea Sponge', 'Jellyfish']",6,False,Claw waving directed at nearby crab.
7,6,10.153116346947067,8,A. Farensis,,False,0.5528846437880366,sub_adult,female,8,21.45845758359969,,"['Sea Anemone', 'Shrimp', 'Hermit Crab', 'Polychaete Worm', 'Small Fish']",10,False,Vibrating antennae in water currents.
8,29,7.945788344907932,3,A. Farensis,,False,0.22943203455932706,pre_puberty,female,9,20.380936641462608,,"['Snail', 'Small Fish', 'Mussel', 'Sea Anemone', 'Algae']",5,False,Inspecting discarded crab shell.
9,28,6.279806374745151,8,A farensis,,False,0.33990362153367104,sub_adult,female,10,17.83443538576849,,"['Snail', 'Small Fish', 'Jellyfish']",6,False,Claw waving directed at nearby crab.
10,23,6.395442673118314,5,A farensis,,False,73.345536823613,adult,female,11,19.718012610467426,,['Shrimp'],6,False,Picking algae from rock surface.
11,13,5.926256176009297,2,A farensis,,False,11.984423171537728,pre_puberty,male,12,20.715263254645095,,['Mussel'],8,False,Rapid claw movement while feeding.
12,16,6.620798950659227,2,A. Farensis,,False,178.31909512196313,adult,male,13,19.92644812575375,,"['Coral Fragment', 'Jellyfish', 'Small Fish']",9,False,Picking detritus from seabed.
13,20,4.678504436245259,4,A farensis,,False,0.15599232548748895,pre_puberty,male,14,17.05237299926072,,"['Snail', 'Small Fish', 'Sea Sponge', 'Hermit Crab']",11,False,Vibrating antennae in water currents.
14,5,8.233857053587876,4,A farensis,,False,0.12075592925403039,adult, ,15,23.63453833139943,,['Jellyfish'],7,False,Stillness in cold water.
15,35,5.388365803909008,9,A farensis,,False,0.5650217683729516,sub_adult,male,16,16.823980708250495,,"['Snail', 'Crab (Other Species)', 'Algae', 'Small Fish', 'Barnacle']",7,False,Hiding in sandy burrow.
16,8,7.972644425777937,4,A. Farensis,,False,1.5664360019212495,pre_puberty,male,17,18.713236422703737,,"['Crab (Other Species)', 'Mussel']",10,False,Dragging shell fragment backward.
