,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,u. olhanen.,male,adult,True,Hiding beneath rocks.,"['Polychaete Worm', 'Sea Urchin']",7.0,16.5,16.801007754953485,24.741287000014832,16.69124778430333,45.0,2020-06-26,37.02606,-8.01873,0
1,u. olhanen.,male,adult,,Moving toward bait.,"['Sea Star', 'Mussel', 'Polychaete Worm']",6.0,45.0,47.18158668986754,70.592652516231,48.710179454578864,46.0,2020-06-26,,,1
2,A. Farensis,female,pre_puberty,False,Stillness in cold water.,"['Crab (Other Species)', 'Sea Anemone', 'Small Fish', 'Snail']",12.0,7.919542825868314,7.440184426668465,10.471370641746724,8.247767015623639,47.0,2020-06-26,,,2
3,u. olhanen.,female,juvenile,False,Hiding under seagrass blades.,"['Shrimp', 'Barnacle']",10.0,11.165611661617307,8.564750095995695,11.564152052116283,11.786699522178813,44.0,2020-06-26,,,3
4,u. olhanen.,male,sub_adult,,Swimming short distance to escape.,"['Sea Star', 'Sea Urchin', 'Sea Sponge']",6.0,18.75,19.971796563413108,26.189153324204625,19.781950652366916,44.0,2020-06-26,,,4
5,A. Farensis,female,adult,False,Feeding on algae scraped from rocks.,"['Barnacle', 'Snail']",10.0,10.06834630863403,10.752420753864804,14.306715920548406,10.235716156763566,44.0,2020-06-26,,,5
6,A farensis,female,sub_adult,False,Climbing submerged rocks.,"['Sea Sponge', 'Shrimp', 'Polychaete Worm', 'Algae', 'Sea Anemone']",8.0,12.114554342314777,12.351585034696326,15.385734688400616,12.578849876223765,44.0,2020-06-26,,,6
7,u. olhanen.,female,juvenile,False,Scavenging near tidal pools.,"['Barnacle', 'Sea Sponge']",4.0,2.8484821942512593,3.661225018424085,4.972692195403801,2.999696616333983,45.0,2020-06-26,,,7
8,U. olhanensis,male,sub_adult,,Displaying dominance by lifting body.,['Jellyfish'],9.0,28.75,28.43704502990749,39.80798946715649,29.241186670143435,46.0,2020-06-26,,,8
9,A. Farensis,male,pre_puberty,,Climbing seaweed stalks.,"['Mussel', 'Sea Sponge']",3.0,16.5,14.876027736478372,20.2592257593954,17.948350643632722,48.0,2020-06-26,,,9
10,A farensis,male,pre_puberty,True,Picking detritus from seabed.,"['Sea Urchin', 'Small Fish']",10.0,17.25,18.74875200128187,22.529248604156553,17.862358618662142,45.0,2020-06-26,,,10
11,U. olhanensis,female,adult,False,Feeding on small crustaceans.,"['Jellyfish', 'Barnacle', 'Sea Sponge', 'Hermit Crab', 'Crab (Other Species)']",10.0,22.84872756631717,26.929537417444834,33.93834163557379,23.630227571544154,44.0,2020-06-26,,,11
12,A. Farensis,female,sub_adult,False,Feeding on algae scraped from rocks.,['Crab (Other Species)'],11.0,7.680908285519154,6.661423382370688,9.78683654576697,7.8451592184708066,44.0,2020-06-26,,,12
13,u. olhanen.,male,sub_adult,,Moving sideways along sandy bottom.,"['Coral Fragment', 'Hermit Crab', 'Sea Sponge', 'Shrimp', 'Sea Anemone']",8.0,6.25,6.444132439982828,8.559244057704849,6.677199289896834,45.0,2020-06-26,,,13
14,Ucides alvorensis,-,pre_puberty,,Searching for mates at twilight.,"['Barnacle', 'Sea Star']",9.0,7.5,7.425513385174962,9.063130311167424,7.724104303479779,47.0,2020-06-26,,,14
15,U. olhanensis,female,sub_adult,True,Hiding beneath rocks.,"['Sea Urchin', 'Jellyfish', 'Coral Fragment']",11.0,5.517343105502762,5.489755686951618,7.380390293708898,5.858652148475621,45.0,2020-06-26,,,15
