,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,9,6.07222117846315,5,A farensis,-7.99163,False,0.6999404822404164,adult,male,1,23.15918878654117,37.01025,"['Jellyfish', 'Coral Fragment']",11,False,Climbing seaweed stalks.
1,17,5.651809953641351,5,A farensis,,False,3.65942932877015,adult,male,2,17.810081038123993,,"['Small Fish', 'Sea Star', 'Hermit Crab', 'Algae', 'Shrimp']",8,False,Retreating quickly from shadow.
2,9,8.916920667130885,5,A. Farensis,,False,68.71160989365036,juvenile,male,3,22.559055978001513,,['Shrimp'],9,False,Claw snapping in competition.
3,26,8.06103215576216,4,A. Farensis,,False,0.038086409752008,pre_puberty,male,4,20.088478833725283,,"['Mussel', 'Sea Urchin', 'Polychaete Worm']",4,False,Claw waving directed at nearby crab.
4,8,6.681875572373868,10,U. olhanensis,,False,3.6526584878710637,sub_adult,?,5,18.6640369842899,,['Sea Star'],8,False,Guarding eggs under abdominal flap.
5,22,3.120590568756451,2,A farensis,,False,21.56355530465263,adult,female,6,22.451706817169544,,"['Snail', 'Sea Anemone', 'Jellyfish']",9,False,Claw waving directed at nearby crab.
6,11,7.596075481537042,3,A. Farensis,,False,5.520680089829796,sub_adult,male,7,17.098440302077403,,"['Sea Sponge', 'Hermit Crab', 'Sea Urchin', 'Crab (Other Species)', 'Sea Anemone']",8,False,Sideways walking along bay edge.
7,7,5.274393633248377,5,A farensis,,False,0.315248605743099,sub_adult,male,8,19.655073760812243,,"['Jellyfish', 'Sea Sponge', 'Sea Urchin']",9,False,Exchanging antenna taps.
8,16,5.791617485667121,4,u. olhanen.,,False,14.63451447739756,sub_adult,female,9,18.104242735874383,,"['Coral Fragment', 'Sea Urchin']",11,False,Picking biofilm on submerged wood.
9,29,5.173735818044262,8,A. Farensis,,True,0.4631246314879154,sub_adult, ,10,16.587181075628255,,"['Sea Star', 'Crab (Other Species)', 'Jellyfish', 'Sea Anemone', 'Sea Urchin']",9,True,Sitting still blending with environment.
