,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,30,4.624921355794077,5,A farensis,-8.01873,True,11.328712198444972,pre_puberty,male,1,18.69267102639932,37.02606,"['Crab (Other Species)', 'Hermit Crab']",7,Picking algae from rock surface.
1,63,6.053719937205973,8,A. Farensis,,False,18.368571554225536,sub_adult,male,2,21.029122589943245,,"['Sea Urchin', 'Jellyfish', 'Sea Anemone', 'Sea Star', 'Algae']",7,Resting under shell fragment.
2,24,6.015659635640407,9,A farensis,,False,2.5838105080662617,juvenile,male,3,19.429581047705096,,"['Sea Star', 'Polychaete Worm', 'Snail']",6,Climbing onto submerged logs.
3,25,4.33043977386167,3,A farensis,,False,26.613006391284017,pre_puberty,nan,4,19.82489961762199,,['Barnacle'],3,Emerging cautiously from hiding.
4,27,5.814091763615133,2,u. olhanen.,,False,36.33163780915103,juvenile,female,5,19.948778017320922,,['Jellyfish'],8,Picking algae from rock surface.
5,19,5.170360181828572,4,u. olhanen.,,False,79.14232726611594,pre_puberty,female,6,18.501318906221012,,"['Small Fish', 'Jellyfish', 'Shrimp']",10,Stillness in cold water.
6,45,4.262085901585621,2,A farensis,,False,71.8437467723725,adult, ,7,20.11098649328633,,['Sea Sponge'],6,Defensive posture when approached.
7,38,3.1443603473803026,4,U. olhanensis,,False,41.71703196353349,sub_adult,male or female,8,20.974255113234705,,"['Mussel', 'Coral Fragment', 'Small Fish', 'Algae']",8,Struggling with entangled seaweed.
8,35,5.230362980655951,5,A farensis,,True,30.31842453253551,sub_adult,male,9,20.51896388147722,,['Polychaete Worm'],10,Escaping from aggressive fish.
9,36,4.551499040734154,10,A farensis,,False,27.515467397190445,sub_adult,nan,10,20.37822487281411,,"['Barnacle', 'Polychaete Worm', 'Algae', 'Hermit Crab']",4,Escaping predator silhouette overhead.
10,17,3.337231165111696,7,u. olhanen.,,False,2.977625193455413,adult,female,11,19.272823260750403,,"['Snail', 'Small Fish', 'Barnacle', 'Algae']",9,Claw snapping in competition.
11,20,3.9365921177221455,5,A farensis,,True,10.585582527127016,juvenile,nan,12,20.562349733427354,,"['Sea Anemone', 'Crab (Other Species)', 'Snail']",11,Hiding under floating debris.
12,8,4.323930666145437,4,A. Farensis,,False,10.440096050454112,juvenile,male,13,17.598364249004238,,"['Shrimp', 'Algae', 'Sea Anemone', 'Sea Star']",15,Feeding on detritus in shallow water.
13,20,6.332572050079548,10,A farensis,,False,11.939880834879448,adult,male,14,18.971981290013524,,['Sea Star'],8,Interaction with hermit crabs.
14,8,5.4847481328241265,5,U. olhanensis,,False,62.44708211764142,sub_adult,male,15,17.631385597787915,,"['Sea Sponge', 'Barnacle']",12,Interaction with hermit crabs.
15,20,3.8405851451530326,9,A. Farensis,,False,3.997413649898434,sub_adult,female,16,18.42417984095113,,"['Coral Fragment', 'Hermit Crab', 'Small Fish']",7,Escaping predator silhouette overhead.
16,17,5.071180469378293,2,A. Farensis,,False,12.661942677498706,juvenile,male or female,17,18.87710006760524,,"['Sea Sponge', 'Small Fish', 'Barnacle', 'Sea Star']",11,Mating behavior with antenna touching.
17,28,6.365141113623203,3,A. Farensis,,False,2.9959899828046335,sub_adult,male,18,19.56803273250341,,"['Shrimp', 'Small Fish', 'Coral Fragment']",7,Color changes during molting.
18,20,5.159401111347884,6,A farensis,,False,15.130222728110745,sub_adult,female,19,18.548185300386503,,"['Small Fish', 'Sea Star', 'Mussel', 'Sea Sponge', 'Hermit Crab']",10,Feeding on detritus in shallow water.
19,38,4.352014574106059,5,A farensis,,True,3.734058114899428,pre_puberty, ,20,20.225882823049087,,"['Shrimp', 'Coral Fragment', 'Snail']",7,Color changes during molting.
20,28,4.915720980610795,6,A farensis,,False,37.668560046075356,adult,female,21,19.63875019969562,,"['Jellyfish', 'Sea Star', 'Barnacle']",11,Resting under shell fragment.
21,18,2.6511129196893948,5,A. Farensis,,False,10.37853527722976,adult,-,22,18.619257457784787,,"['Sea Anemone', 'Barnacle']",8,Interacting with small fish nearby.
22,8,4.5136181128666335,3,u. olhanen.,,True,15.324441750373273,pre_puberty,female,23,18.322042157588363,,"['Coral Fragment', 'Mussel', 'Jellyfish', 'Barnacle', 'Shrimp']",5,Pausing frequently during exploration.
23,17,2.6207230839603235,4,U. olhanensis,,False,2.1520828321311867,juvenile,male or female,24,17.489542175737345,,['Sea Anemone'],9,Guarding eggs under abdominal flap.
24,30,5.396828318820133,4,u. olhanen.,,False,5.132801926727996,sub_adult,female,25,19.41961743403307,,"['Crab (Other Species)', 'Algae', 'Mussel', 'Barnacle', 'Hermit Crab']",10,Retreating quickly from shadow.
25,31,7.2060709889997,6,A. Farensis,,False,5.501118425247897,adult,?,26,20.31966281265724,,"['Small Fish', 'Coral Fragment']",7,Swimming short distance to escape.
26,19,5.7032731812525475,3,A farensis,,False,138.10016741643742,sub_adult, ,27,18.57809932039411,,"['Snail', 'Jellyfish', 'Mussel', 'Polychaete Worm']",9,Emerging cautiously from hiding.
27,17,4.429438869461323,2,U. olhanensis,,False,7.411660529854353,pre_puberty,male,28,17.869610662047346,,"['Barnacle', 'Algae', 'Sea Anemone']",13,Sideways walking along bay edge.
28,38,4.255677030337447,6,A. Farensis,,False,9.253552161500378,adult, ,29,19.69879667382245,,['Coral Fragment'],9,Scavenging near tidal pools.
29,34,4.907098176634768,4,U. olhanensis,,True,59.01048691653865,sub_adult,female,30,20.229383450085635,,['Sea Sponge'],5,Picking biofilm on submerged wood.
30,20,4.492257324089931,7,U. olhanensis,,False,7.100979154865411,sub_adult,male,31,17.93952757908946,,"['Coral Fragment', 'Sea Anemone', 'Mussel', 'Polychaete Worm', 'Jellyfish']",6,Emerging cautiously from hiding.
31,22,4.835493982657356,6,A farensis,,False,6.724523441258092,juvenile,female,32,18.838670013645412,,['Shrimp'],8,Climbing algae-covered rocks.
32,11,5.577756783100485,7,U. olhanensis,,False,17.909933484283243,sub_adult,male,33,17.73209165862872,,"['Hermit Crab', 'Barnacle', 'Mussel']",13,Claw snapping at diver.
33,10,5.3821987386803425,6,A farensis,,False,15.669809648200145,pre_puberty,female,34,18.20744905062207,,"['Hermit Crab', 'Polychaete Worm', 'Small Fish']",7,Feeding on small mollusks.
34,14,6.159062256093505,5,u. olhanen.,,False,42.84563349273,pre_puberty,?,35,17.61378064201155,,['Barnacle'],13,Climbing seaweed stalks.
35,25,5.997672612156055,2,A farensis,,False,1.5977817080514023,pre_puberty,nan,36,18.225984814378766,,"['Shrimp', 'Barnacle', 'Algae']",8,Dragging shell fragment backward.
36,21,5.351556985011852,5,A. Farensis,,False,14.855921468025265,sub_adult, ,37,19.930029449047893,,"['Coral Fragment', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Star', 'Mussel']",9,Waving claws rhythmically.
37,39,4.040445384781139,2,A. Farensis,,True,3.303192631000829,pre_puberty,male,38,20.229691293063034,,"['Small Fish', 'Sea Sponge', 'Algae', 'Sea Anemone']",10,Feeding on small mollusks.
38,33,6.82765449590202,5,A. Farensis,,False,2.2479798979119177,pre_puberty,male,39,19.39188691126531,,"['Hermit Crab', 'Sea Urchin']",7,Guarding a small hole in sediment.
39,54,4.25860350907723,3,A farensis,,False,11.256790278973682,pre_puberty,male,40,20.722433679615175,,['Polychaete Worm'],7,Escaping predator silhouette overhead.
40,50,5.053333434155431,3,A. Farensis,,False,34.25542571252663,pre_puberty,male,41,21.17768523721345,,['Mussel'],11,Picking algae from rock surface.
41,26,5.254594104509297,2,A. Farensis,,False,5.409549044489517,sub_adult,male,42,19.683542569014175,,"['Mussel', 'Shrimp', 'Coral Fragment', 'Hermit Crab', 'Sea Urchin']",9,Moving toward bait.
42,37,7.000233229503485,5,A farensis,,False,29.03511621135394,juvenile,?,43,20.693799449005805,,['Coral Fragment'],9,Emerging cautiously from hiding.
43,28,4.022904382144097,5,u. olhanen.,,False,5.814891022979724,juvenile,nan,44,19.20956666822545,,"['Algae', 'Small Fish', 'Jellyfish', 'Barnacle']",4,Defensive posture when approached.
44,19,4.739540483964017,6,U. olhanensis,,False,30.687720706479716,pre_puberty,male,45,19.790625130993043,,['Crab (Other Species)'],6,Claw waving directed at nearby crab.
45,24,4.919008886298102,8,A. Farensis,,False,51.688825110869274,juvenile,male,46,18.963425281109384,,"['Jellyfish', 'Sea Star', 'Sea Urchin', 'Polychaete Worm']",7,Social contact with other crabs.
46,45,3.398673107678638,3,A farensis,,True,2.3536704731160745,adult,female,47,19.99026986355938,,"['Hermit Crab', 'Coral Fragment']",11,Hiding under floating debris.
47,30,5.934873353222089,7,U. olhanensis,,False,26.007583018755557,sub_adult,female,48,19.412221064834235,,['Hermit Crab'],5,Inspecting discarded crab shell.
48,87,4.431764170622002,5,u. olhanen.,,False,4.497361732690025,juvenile,male,49,23.207632343616,,"['Sea Anemone', 'Snail', 'Barnacle']",7,Feeding on detritus in shallow water.
49,14,5.3736389459978415,7,A. Farensis,,False,4.554118411425124,juvenile,male or female,50,19.333407294911854,,"['Sea Urchin', 'Sea Anemone', 'Crab (Other Species)', 'Algae']",9,Stillness in cold water.
50,17,4.967307875263625,6,u. olhanen.,,False,6.988906281955058,pre_puberty,female,51,18.081740069398244,,"['Crab (Other Species)', 'Sea Star', 'Sea Sponge']",7,Hiding under floating debris.
51,30,5.455465746737898,6,A. Farensis,,False,17.135482265092076,pre_puberty,male,52,19.18535957436166,,"['Sea Urchin', 'Algae']",6,Stillness in cold water.
