,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,310,80.62751173175056,60,A farensis,-7.99163,False,210.93982203661452,s,male,1,193.05298988813175,37.01025,"['Polychaete Worm', 'Hermit Crab', 'Barnacle', 'Algae']",10,False,Picking algae from rock surface.
1,280,86.4742144249474,60,U. olhanensis,,False,24.440597365858444,a,male,2,154.09552755978706,,"['Sea Urchin', 'Shrimp', 'Small Fish', 'Hermit Crab', 'Algae']",7,False,Climbing barnacle-covered surfaces.
2,140,85.81241184083134,60,A farensis,,True,58.51547156601178,p,male,3,143.53280596237897,,"['Jellyfish', 'Sea Anemone']",11,True,Dragging shell fragment backward.
3,300,81.79347879129142,40,A. Farensis,,True,296.7705480273913,s,male,4,118.65886064260414,,"['Sea Anemone', 'Snail', 'Sea Sponge']",11,True,Claw waving directed at nearby crab.
4,80,100.97210659547088,30,u. olhanen.,,False,113.33412627102643,p,male,5,160.4601466978373,,['Sea Anemone'],8,False,Hiding in sandy burrow.
5,450,82.68211331183893,40,A. Farensis,,False,78.60799357607523,s,male,6,145.39850259741183,,['Shrimp'],10,False,Crab moving quickly across rocks.
6,270,71.25361592737758,40,u. olhanen.,,False,3.4277746994875207,j,male or female,7,164.55818655624725,,"['Mussel', 'Sea Urchin', 'Hermit Crab', 'Snail', 'Sea Sponge']",5,False,Moving toward bait.
7,590,60.82703244694481,20,U. olhanensis,,False,1.8958611129321579,s,male,8,114.15061959377272,,"['Algae', 'Coral Fragment', 'Mussel', 'Sea Anemone', 'Sea Sponge']",10,False,Retreating into burrow.
8,340,82.2388251658198,60,A. Farensis,,False,26.619424064673673,a,female,9,148.17344450701404,,"['Sea Star', 'Small Fish', 'Hermit Crab', 'Sea Anemone', 'Coral Fragment']",7,False,Using claws to dig into sediment.
9,160,71.5428173043505,40,A. Farensis,,False,17.242847011982253,s,female,10,94.51951962034896,,"['Mussel', 'Sea Urchin']",13,False,Sitting still blending with environment.
10,120,52.261929352049364,130,A. Farensis,,False,77.70144974252025,p,male,11,132.37859362888435,,"['Hermit Crab', 'Polychaete Worm', 'Sea Urchin', 'Coral Fragment']",8,False,Inspecting discarded crab shell.
11,580,71.22572935913126,20,A. Farensis,,True,977.8532964724136,p,male,12,136.25283791318998,,"['Mussel', 'Jellyfish', 'Coral Fragment', 'Algae']",8,True,Feeding on small crustaceans.
12,420,56.70585381683195,60,A. Farensis,,False,77.27374090637727,s, ,13,133.96981036972034,,"['Sea Star', 'Sea Sponge', 'Mussel', 'Jellyfish', 'Crab (Other Species)']",6,False,Hiding under seagrass blades.
13,150,80.3296744234275,30,u. olhanen.,,False,68.83173490390946,j,male,14,139.9853825983859,,['Jellyfish'],10,False,Half buried in sand.
14,520,55.45635133100014,20,A. Farensis,,False,527.3078953907492,p,nan,15,110.0879394746142,,"['Hermit Crab', 'Snail', 'Shrimp', 'Sea Urchin']",5,False,Color changes during molting.
15,410,65.52652805607649,40,A. Farensis,,False,246.09223804134714,s,?,16,158.50173307232103,,"['Sea Star', 'Hermit Crab', 'Barnacle']",7,False,Interaction with hermit crabs.
16,190,67.0329003563508,50,A. Farensis,,False,51.11236283135312,j, ,17,110.57340523184224,,"['Snail', 'Coral Fragment']",7,False,Pausing frequently during exploration.
17,190,79.68515816763642,40,u. olhanen.,,False,494.1922195462897,p,-,18,138.4854857616741,,"['Crab (Other Species)', 'Barnacle', 'Polychaete Worm']",8,False,Resting under shell fragment.
18,260,73.77585851379344,20,A farensis,,False,103.29571317726854,p,female,19,116.56665596536435,,"['Polychaete Worm', 'Algae', 'Snail', 'Sea Star', 'Small Fish']",12,False,Using claws to dig into sediment.
19,270,67.52419257034795,100,U. olhanensis,,False,145.11408695442685,s,male,20,164.68652718926404,,"['Coral Fragment', 'Algae', 'Snail']",12,False,Vibrating antennae in water currents.
20,220,100.41346539004005,30,A farensis,,False,180.73307292487274,p,male,21,150.60962955514665,,['Mussel'],6,False,Sitting still blending with environment.
21,210,75.52932365300374,20,A farensis,,False,227.50483090051853,a,male,22,141.99845912869327,,"['Mussel', 'Sea Star']",9,False,Hiding under floating debris.
22,330,66.11548178570145,50,A. Farensis,,True,293.3289694471588,s,male,23,122.88888956840646,,['Mussel'],8,True,Mating behavior with antenna touching.
23,170,104.29960934511979,40,A. Farensis,,False,1500.0,s,male,24,186.87129654568002,,"['Mussel', 'Polychaete Worm', 'Small Fish', 'Crab (Other Species)']",7,False,Escaping predator silhouette overhead.
24,580,109.86201077408265,30,A farensis,,False,640.3743191997354,p,male,25,129.2171211606099,,"['Algae', 'Hermit Crab']",9,False,Resting under shell fragment.
25,150,92.05177217666055,60,A. Farensis,,False,12.977891341319157,s,nan,26,147.06465865887043,,"['Shrimp', 'Algae', 'Crab (Other Species)', 'Sea Anemone']",11,False,Moving sideways along sandy bottom.
26,160,78.62064011987518,80,A farensis,,False,48.09276455747377,s,female,27,128.97124472154593,,"['Jellyfish', 'Shrimp', 'Sea Star', 'Mussel', 'Polychaete Worm']",6,False,Guarding eggs under abdominal flap.
27,220,97.23870982291731,70,A farensis,,False,249.9672723246711,s,male,28,156.2963258357249,,"['Sea Star', 'Small Fish', 'Crab (Other Species)', 'Sea Anemone', 'Barnacle']",4,False,Retreating quickly from shadow.
28,340,89.12765907954804,40,A farensis,,False,1023.9710461232667,p,female,29,120.55784201465218,,"['Jellyfish', 'Sea Star', 'Snail']",7,False,Hiding in sandy burrow.
29,80,52.96487433829678,60,A farensis,,True,378.35746152109465,a,male,30,173.4872329973805,,['Sea Urchin'],9,True,Defensive posture when approached.
30,480,61.47395682533079,20,A farensis,,False,88.67960229202752,s,male,31,172.02367966538986,,['Small Fish'],12,False,Inspecting discarded crab shell.
