,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],latitude,longitude,id
0,u. olhanen.,male,pre_puberty,True,Clambering up submerged tree trunks.,['Crab (Other Species)'],8.0,12.75,12.340230540541679,76.66372400531314,8.94599713636908,37.02606,-8.01873,0
1,u. olhanen.,female,sub_adult,False,Lying still to avoid detection.,['Crab (Other Species)'],9.0,30.242987602386147,34.105212819580196,31.37752385187048,29.38469610637545,,,1
2,A. Farensis,female,sub_adult,False,Escaping from pursuing predator silhouette.,"['Mussel', 'Hermit Crab', 'Polychaete Worm', 'Shrimp']",9.0,40.91531179736658,37.864151314075166,26.368503503305398,28.76952485079751,,,2
3,Ucides alvorensis,nan,juvenile,,Concealing self beneath floating matter.,['Coral Fragment'],8.0,7.570042209747255,8.536057645537474,6.418714198855397,7.905202240143116,,,3
4,U. olhanensis,female,adult,False,Traversing algae-slick rock surfaces.,['Mussel'],8.0,39.06304779409938,38.727731824307966,25.84575029677912,28.175362322380835,,,4
5,A. Farensis,female,juvenile,True,Gradual movement in cold conditions.,"['Mussel', 'Coral Fragment', 'Crab (Other Species)', 'Jellyfish']",8.0,8.452716079037577,10.604586785037956,10.205823034638762,8.971734953960363,,,5
6,A farensis,male,adult,,Emerging slowly after perceived threat.,"['Crab (Other Species)', 'Sea Urchin']",6.0,52.5,54.20676387119546,1650.3862245706503,42.898809237532575,,,6
7,A. Farensis,male,pre_puberty,,Group migration across shallow seabed.,['Sea Urchin'],7.0,24.75,24.707219303360617,21.874559767042378,376.7061497426994,,,7
8,u. olhanen.,female,sub_adult,True,Swiftly dashing across exposed sand.,"['Algae', 'Snail']",7.0,26.13337792093943,30.894194618499675,25.405576782744394,25.58150624451399,,,8
9,A. Farensis,female,adult,False,Retreating swiftly from perceived danger.,"['Jellyfish', 'Sea Urchin']",6.0,34.22126975187849,34.94643625862193,23.28451081462958,27.886145389342005,,,9
10,u. olhanen.,female,adult,True,Scuttling swiftly over rocky terrain.,['Shrimp'],7.0,35.59418575368828,35.562190225847864,30.189786846806733,28.626432671913115,,,10
11,A farensis,male,adult,,Inspecting remains of another crab.,['Shrimp'],8.0,18.0,18.950072258644376,276.6252892657627,13.54222029021765,,,11
12,U. olhanensis,female,adult,True,Color change during molting stress.,"['Coral Fragment', 'Sea Anemone', 'Small Fish', 'Sea Sponge', 'Shrimp']",10.0,19.04331451468298,21.353353880366388,20.74680718488013,15.868775678477874,,,12
13,A farensis,female,juvenile,True,Resting in shaded crevice along cliff.,['Coral Fragment'],7.0,14.274294141356416,19.77713340003893,18.286797835237394,14.798361606979862,,,13
14,A farensis,female,juvenile,False,"Burrowing into soft, sandy sediment.","['Algae', 'Barnacle']",9.0,10.309329957990423,11.853694318635382,10.902079546862176,8.631265142023759,,,14
15,u. olhanen.,male,adult,,Retreating quickly into hidden burrow.,['Sea Urchin'],10.0,31.5,28.403683281752908,24.472306553668236,502.520002440197,,,15
16,u. olhanen.,female,adult,True,Retreating swiftly from perceived danger.,"['Sea Sponge', 'Sea Star', 'Crab (Other Species)', 'Shrimp', 'Mussel']",11.0,18.496831355021587,17.424541559058124,13.03514044136063,13.670063747064543,,,16
17,u. olhanen.,male,adult,,Group migration across shallow seabed.,"['Jellyfish', 'Mussel', 'Sea Star', 'Small Fish']",7.0,45.0,40.7968351118531,28.751518582876873,1223.7038467431196,,,17
18,U. olhanensis,male,adult,,Side-stepping along sandy coastal floor.,"['Polychaete Worm', 'Mussel', 'Coral Fragment']",8.0,67.5,73.0973619710858,57.644681339124766,3523.6654925442667,,,18
19,U. olhanensis,female,adult,True,Sheltering under broken shell piece.,['Hermit Crab'],10.0,25.945120123741248,30.01312771975545,19.377653358859,22.716256324256,,,19
20,A farensis,female,sub_adult,True,Hiding beneath overhanging rock.,"['Sea Urchin', 'Snail']",6.0,35.937894786338134,29.10011743276649,25.573082250826666,21.22644531950887,,,20
21,A. Farensis,female,adult,False,Protecting territory in confined space.,"['Shrimp', 'Mussel', 'Polychaete Worm']",8.0,6.598273124834957,7.700667206232764,6.692685370838735,6.3851199804094145,,,21
22,u. olhanen.,male,sub_adult,,Advancing toward bait in water.,['Mussel'],7.0,22.5,22.374158877122557,260.9582079545843,17.48853200261546,,,22
23,A farensis,male,juvenile,,"Burrowing into soft, sandy sediment.","['Sea Anemone', 'Small Fish', 'Algae', 'Crab (Other Species)']",9.0,11.0,11.161682784169628,9.627466943239371,99.22188418416192,,,23
