,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,60,52.26850429232772,30,A farensis,-7.99163,False,1.4109455023972362,p,female,1,148.8644660709863,37.01025,"['Sea Anemone', 'Polychaete Worm', 'Mussel', 'Sea Star']",9,False,Moving in groups.
1,110,54.0940241930456,50,A farensis,,False,0.6588119589648118,s,N/R,2,133.43744554698335,,['Jellyfish'],5,False,Crab moving quickly across rocks.
2,260,49.497805217801975,40,A. Farensis,,False,5.5484222077273095,a,male,3,167.7113715129141,,"['Small Fish', 'Snail', 'Barnacle']",7,False,Picking biofilm on submerged wood.
3,140,51.16559940901933,50,A farensis,,False,1.766896206448341,a,male,4,127.11507731873058,,['Algae'],12,False,Retreating quickly from shadow.
4,270,53.38629494540628,40,A farensis,,False,4.162432011601647,j,male,5,131.12205673275244,,"['Snail', 'Mussel', 'Crab (Other Species)', 'Barnacle']",5,False,Claw snapping in competition.
5,200,48.456109266901386,30,A farensis,,False,2.214665105005675,p, ,6,179.42895342405447,,"['Coral Fragment', 'Sea Urchin', 'Crab (Other Species)']",9,False,Guarding a small hole in sediment.
6,250,54.91171676034118,30,A farensis,,False,0.48233281451391397,p,male,7,144.1689837848884,,"['Small Fish', 'Coral Fragment', 'Sea Anemone']",9,False,Guarding eggs under abdominal flap.
7,150,59.64578024571426,40,A farensis,,False,3.0475723237300176,p,male,8,188.14413770165132,,"['Barnacle', 'Sea Star']",11,False,Climbing vertical rock face.
8,100,41.220463299931595,30,U. olhanensis,,False,3.1716332190028735,p, ,9,169.07741173686387,,"['Mussel', 'Sea Sponge', 'Hermit Crab', 'Barnacle', 'Shrimp']",5,False,Hiding in sandy burrow.
9,140,67.14352187632251,40,A farensis,,True,0.8808717106966667,p,?,10,170.12512967223063,,['Barnacle'],10,True,Searching for mates at twilight.
10,70,53.50362761531404,30,A. Farensis,,False,7.557721496556194,s,?,11,176.73217124413557,,"['Barnacle', 'Snail', 'Sea Urchin', 'Small Fish', 'Sea Star']",7,False,Escaping from aggressive fish.
11,50,48.66576616985056,40,A farensis,,False,2.804860164718044,s,female,12,151.06782010510267,,['Coral Fragment'],8,False,Hiding beneath rocks.
