,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,Ucides alvorensis,female,sub_adult,True,Searching for mates at twilight.,"['Crab (Other Species)', 'Snail', 'Hermit Crab', 'Mussel', 'Jellyfish']",8.0,5.459370881971983,7.481074869045017,9.487906034650258,5.6238748577902795,22.0,2022-10-27,37.02606,-8.01873,0
1,u. olhanen.,female,adult,False,Mating behavior with antenna touching.,"['Sea Anemone', 'Barnacle', 'Hermit Crab', 'Mussel', 'Jellyfish']",10.0,32.08812752918878,38.93526762103673,51.83482803137397,32.397452966145394,21.0,2022-10-27,,,1
2,u. olhanen., ,juvenile,,Retreating quickly from shadow.,"['Small Fish', 'Polychaete Worm', 'Jellyfish', 'Mussel']",7.0,17.5,21.147007804501886,29.487983792407384,17.896827087890482,21.0,2022-10-27,,,2
3,u. olhanen.,female,adult,False,Camouflaging with surrounding mud.,"['Sea Anemone', 'Small Fish', 'Hermit Crab']",6.0,38.8330388429424,38.49374305162237,54.032012071534076,40.36483973467527,24.0,2022-10-27,,,3
4,Ucides alvorensis,female,pre_puberty,True,Guarding a small hole in sediment.,"['Sea Anemone', 'Sea Urchin', 'Barnacle', 'Mussel']",10.0,20.5504572074716,18.18683855895121,25.000541806837603,20.826140317075314,21.0,2022-10-27,,,4
5,u. olhanen.,male,adult,,Moving sideways along sandy bottom.,"['Jellyfish', 'Coral Fragment', 'Small Fish', 'Shrimp', 'Mussel']",10.0,51.0,52.75310173171391,75.46909325244349,53.06376599901946,22.0,2022-10-27,,,5
6,A farensis,male,adult,,Rapid crossing of open sand.,['Snail'],10.0,60.0,57.29973801327237,77.76271368426387,64.91587832263971,22.0,2022-10-27,,,6
7,A. Farensis,-,sub_adult,,Moving in groups.,"['Hermit Crab', 'Polychaete Worm']",8.0,63.75,67.75485806880769,96.53361528326595,69.56647379774466,22.0,2022-10-27,,,7
8,Ucides alvorensis,female,adult,False,Sideways walking along bay edge.,"['Barnacle', 'Sea Sponge', 'Crab (Other Species)', 'Mussel']",8.0,16.52185885972248,15.5825136723281,20.523958833524645,16.79342923252106,21.0,2022-10-27,,,8
9,u. olhanen.,male,sub_adult,,Escaping predator silhouette overhead.,"['Crab (Other Species)', 'Shrimp', 'Sea Anemone', 'Coral Fragment']",8.0,16.25,18.667975385100593,26.887114334825146,16.465682089537097,23.0,2022-10-27,,,9
10,Ucides alvorensis,male or female,adult,True,Guarding a small hole in sediment.,"['Sea Sponge', 'Sea Anemone', 'Mussel', 'Sea Star']",10.0,22.5,23.372627264495296,31.07079177064924,22.85229884824424,21.0,2022-10-27,,,10
11,u. olhanen.,female,sub_adult,True,Retreating quickly from shadow.,['Sea Sponge'],5.0,54.03125401314119,57.77669212381615,72.41851333810018,55.51258580705638,21.0,2022-10-27,,,11
12,U. olhanensis,female,pre_puberty,False,Using claws to dig into sediment.,['Coral Fragment'],8.0,5.316138810057239,7.327931107819309,8.79985125339329,5.724021418227815,21.0,2022-10-27,,,12
13,U. olhanensis,female,pre_puberty,True,Hiding under floating debris.,"['Sea Sponge', 'Small Fish']",6.0,18.78041206782557,23.234068787239803,30.36081062837853,20.248922135764737,21.0,2022-10-27,,,13
14,A. Farensis,female,adult,False,Picking detritus from seabed.,"['Barnacle', 'Crab (Other Species)', 'Sea Urchin', 'Jellyfish', 'Hermit Crab']",6.0,34.77726467236326,29.976669353753948,39.52766760722242,37.96174048595957,24.0,2022-10-27,,,14
15,A. Farensis,female,adult,True,Inspecting discarded crab shell.,"['Jellyfish', 'Sea Urchin', 'Coral Fragment', 'Sea Sponge']",10.0,43.580912482104374,38.776389221627575,53.40221082354624,44.33678999233111,21.0,2022-10-27,,,15
16,A farensis,male,adult,,Emerging cautiously from hiding.,['Crab (Other Species)'],7.0,39.0,42.312527269434945,51.83841128763766,42.67382344943247,20.0,2022-10-27,,,16
