,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,u. olhanen.,female,s,False,Progressing cautiously through new area.,"['Mussel', 'Sea Star', 'Coral Fragment', 'Sea Anemone', 'Shrimp']",9.0,4.5439085939656545,4.317599654378835,3.257124134323196,3.6435090162637906,37.1,-8.62,0
1,A farensis,male,j,,Swiftly dashing across exposed sand.,"['Sea Anemone', 'Sea Sponge', 'Hermit Crab', 'Barnacle']",6.0,0.4090909090909091,0.429839577491531,0.8425649760461886,0.3023336128685423,,,1
2,A farensis,male,a,,Creeping under the cover of seagrass.,"['Sea Urchin', 'Small Fish', 'Polychaete Worm', 'Shrimp', 'Algae']",8.0,3.6818181818181817,3.996289123892349,2.883856697185554,34.49316490427861,,,2
3,A. Farensis,male,s,,Sheltering under broken shell piece.,"['Shrimp', 'Jellyfish', 'Small Fish', 'Polychaete Worm']",12.0,3.75,4.101988709783056,42.41274617889425,3.1957979623296073,,,3
4,u. olhanen.,female,s,False,Emerging slowly after perceived threat.,['Coral Fragment'],6.0,2.325105391428264,2.055652174043805,1.5665633911766152,1.8013598620456845,,,4
5,u. olhanen.,male,a,,"Stationary, blending into rocky backdrop.",['Mussel'],6.0,2.4545454545454546,2.349126639347242,17.45928144615445,1.9100655302463172,,,5
6,u. olhanen.,male,a,,Inspecting remains of another crab.,"['Polychaete Worm', 'Shrimp', 'Small Fish', 'Sea Anemone']",10.0,2.1818181818181817,2.0135474771874544,1.6999994743005222,13.493226697686099,,,6
7,A. Farensis,male,s,,Escaping from pursuing predator silhouette.,"['Snail', 'Algae', 'Jellyfish']",7.0,2.159090909090909,1.972921008630703,1.5698846662650536,11.161617217115976,,,7
8,A. Farensis,female,p,False,Traversing algae-slick rock surfaces.,"['Barnacle', 'Small Fish', 'Hermit Crab', 'Crab (Other Species)']",6.0,1.3670013027168244,1.2041598161245561,0.7836606436792004,1.0655238675410994,,,8
9,A. Farensis,female,a,True,Camouflaging with nearby mud.,['Sea Urchin'],5.0,4.2219655765747275,4.540303700651819,2.904121951296895,4.008864839215416,,,9
10,u. olhanen.,male,p,True,Clambering up submerged tree trunks.,"['Algae', 'Sea Anemone', 'Hermit Crab', 'Mussel']",11.0,1.5681818181818181,1.1786672329187644,0.9522741430354624,4.747385245919726,,,10
