,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,220,91.6103998312235,50,u. olhanen.,-7.99163,False,129.06784688205002,p,male,1,194.45990639507562,37.01025,['Sea Urchin'],8,Defensive posture when approached.
1,210,86.28793170680984,30,A. Farensis,,False,159.8823731457879,a, ,2,163.21558492847663,,"['Sea Sponge', 'Mussel', 'Coral Fragment']",6,Feeding on small crustaceans.
2,310,89.49450421398456,50,A. Farensis,,False,181.819040514726,p,male,3,169.60890107733667,,"['Sea Urchin', 'Sea Sponge', 'Sea Anemone', 'Barnacle', 'Polychaete Worm']",5,Half buried in sand.
3,160,86.50580389559424,20,A. Farensis,,False,452.27039201552117,s,male,4,202.19376191120818,,"['Jellyfish', 'Shrimp', 'Snail']",11,Foraging among seagrass roots.
4,380,86.29852907406018,40,A farensis,,True,246.7758127426744,a,male,5,137.72184134018676,,['Mussel'],8,Stillness in cold water.
5,90,85.49334630726159,50,A farensis,,False,255.0073512565119,s,nan,6,184.42919680293895,,"['Sea Star', 'Sea Urchin', 'Hermit Crab', 'Jellyfish', 'Algae']",7,Retreating into burrow.
6,570,56.7004416501749,40,A farensis,,False,319.4032762475608,a,male,7,138.5102162544519,,"['Algae', 'Mussel', 'Small Fish']",7,Rapid crossing of open sand.
7,410,105.25039483839697,60,A farensis,,False,82.27253126792029,a, ,8,137.55228322118467,,"['Sea Star', 'Crab (Other Species)', 'Polychaete Worm']",6,Mating behavior with antenna touching.
8,290,91.92336122802936,40,A farensis,,False,54.90543908422946,s,?,9,146.62513811018397,,"['Mussel', 'Small Fish']",9,Half buried in sand.
9,360,93.92199923223032,50,A. Farensis,,False,560.200775173578,p, ,10,162.14018855128873,,"['Sea Anemone', 'Algae', 'Polychaete Worm', 'Sea Star', 'Mussel']",8,Vibrating antennae in water currents.
10,280,91.11493702180313,30,A. Farensis,,False,262.48468520997915,p,nan,11,189.41937150699232,,"['Mussel', 'Coral Fragment', 'Sea Star', 'Crab (Other Species)']",13,Color changes during molting.
11,540,79.1903965084513,60,A farensis,,True,118.81454324500758,p,female,12,150.47663158426167,,"['Algae', 'Sea Anemone']",10,Slow movement near seagrass patches.
12,70,95.52159944884752,40,u. olhanen.,,False,1917.9809378982654,a,female,13,165.1425950075626,,['Shrimp'],6,Feeding on small crustaceans.
13,420,87.72921957925584,30,A. Farensis,,True,243.95197200497563,s,male,14,162.66785083797205,,['Snail'],9,Pausing frequently during exploration.
14,160,83.61145658821474,40,A. Farensis,,False,34.746036152777656,p,female,15,181.51670536717813,,"['Sea Star', 'Polychaete Worm', 'Mussel', 'Sea Sponge']",7,Interaction with hermit crabs.
15,540,91.68760650407678,60,A. Farensis,,False,160.8097423676063,s,female,16,156.42846964506106,,"['Sea Star', 'Sea Sponge', 'Hermit Crab']",3,Scavenging near tidal pools.
16,330,103.72481640239414,50,A. Farensis,,False,131.7465544746471,j,female,17,186.5258010009407,,"['Coral Fragment', 'Sea Anemone', 'Crab (Other Species)']",8,Crab moving quickly across rocks.
17,300,87.35913339898815,20,A farensis,,False,31.14532139712398,j,male,18,158.24190101858704,,['Sea Urchin'],7,Interacting with small fish nearby.
18,190,90.80622569643894,30,U. olhanensis,,False,27.046940294703102,s,-,19,146.25460040206545,,"['Shrimp', 'Jellyfish']",6,Shaking claws after contact.
19,300,102.97243807463948,40,A farensis,,False,22.018910976314892,a,male,20,186.35921463798425,,"['Crab (Other Species)', 'Barnacle']",6,Crab moving quickly across rocks.
20,280,75.7376312974738,20,u. olhanen.,,False,197.35791038085398,p,male or female,21,181.20862688567655,,['Polychaete Worm'],7,Dragging shell fragment backward.
21,270,104.8687990821236,20,A farensis,,False,93.3010749995837,p,male,22,169.34717436792096,,['Small Fish'],4,Half buried in sand.
22,120,82.8089282224496,50,u. olhanen.,,False,112.52867937945271,a,male,23,203.24471353982068,,['Sea Sponge'],10,Cleaning claws with rubbing motion.
23,160,76.94341437770076,90,A. Farensis,,False,216.87695900830613,p,male or female,24,152.94797205249867,,"['Hermit Crab', 'Jellyfish']",9,Color changes during molting.
24,340,86.78488282035596,30,A. Farensis,,True,24.332139835818086,s,male,25,200.77354859891258,,"['Coral Fragment', 'Barnacle', 'Hermit Crab', 'Small Fish', 'Sea Anemone']",9,Hiding under floating debris.
25,320,101.75051002105081,80,u. olhanen.,,False,350.3236699798361,a,male,26,164.49714886490472,,"['Sea Anemone', 'Jellyfish', 'Shrimp']",5,Climbing algae-covered rocks.
26,350,95.32898633583855,30,A. Farensis,,False,45.615889970191134,s,male,27,221.33500432866992,,['Sea Star'],10,Feeding on algae scraped from rocks.
27,150,77.3668286170777,20,A farensis,,False,52.4930278541438,j,male,28,157.6289321009065,,['Jellyfish'],9,Stillness in cold water.
28,240,97.41878192770777,20,A farensis,,False,92.98056696885538,s,male,29,186.43089541335723,,"['Shrimp', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin', 'Barnacle']",8,Climbing onto submerged logs.
29,160,84.53450473149837,40,U. olhanensis,,False,36.99916292879037,s,-,30,156.95849484152262,,['Shrimp'],10,Guarding eggs under abdominal flap.
30,210,96.80095997354374,50,u. olhanen.,,False,8.797722611442916,p,female,31,185.49606137028164,,"['Sea Star', 'Coral Fragment']",9,Half buried in sand.
31,230,109.29064510112865,30,A farensis,,False,201.85970901017237,p,male,32,128.78441571219895,,"['Small Fish', 'Shrimp', 'Crab (Other Species)', 'Sea Sponge', 'Hermit Crab']",8,Climbing seaweed stalks.
32,360,86.0044831666937,60,A. Farensis,,True,787.0950304816632,p,nan,33,108.8226639380352,,"['Sea Star', 'Algae']",6,Exploring new territory.
33,160,111.63353330735657,40,A farensis,,False,65.10587997194192,p,male,34,168.80492116162583,,"['Coral Fragment', 'Snail', 'Mussel']",7,Sideways walking along bay edge.
34,130,96.36555927972852,40,A. Farensis,,True,285.3724576753543,s,male,35,191.24537054372993,,"['Coral Fragment', 'Jellyfish', 'Small Fish', 'Algae']",7,Burrowing into sandy sediment.
35,120,77.80225144246083,70,A. Farensis,,False,61.404202397518205,j,male,36,198.58711545360296,,"['Polychaete Worm', 'Coral Fragment']",12,Vibrating antennae in water currents.
36,240,86.8162257167709,50,u. olhanen.,,False,185.68456341674587,p,female,37,168.1747496855894,,"['Hermit Crab', 'Sea Star', 'Sea Sponge', 'Algae', 'Barnacle']",7,Moving in groups.
37,210,90.18722226123319,20,A. Farensis,,False,44.35896742083357,p,female,38,176.5304985995309,,"['Crab (Other Species)', 'Hermit Crab', 'Barnacle', 'Sea Anemone']",8,Shaking claws after contact.
38,210,78.66200854150176,40,u. olhanen.,,False,199.3095171542748,a,male,39,167.65908130294181,,"['Crab (Other Species)', 'Algae', 'Coral Fragment', 'Mussel']",9,Resting in shaded rock crevice.
39,380,84.651424277251,50,A. Farensis,,False,28.409635255453868,p,nan,40,202.92536741925727,,"['Sea Sponge', 'Sea Urchin', 'Algae', 'Crab (Other Species)']",9,Exploring new territory.
40,140,90.64079062247366,50,A farensis,,False,122.05362856242752,s,male,41,174.95127513573806,,"['Jellyfish', 'Snail', 'Barnacle', 'Algae']",8,Scavenging near tidal pools.
41,220,84.98082858589305,40,u. olhanen.,,True,255.03351971898837,s,female,42,194.93662100096205,,"['Sea Urchin', 'Hermit Crab']",12,Foraging among seagrass roots.
42,100,90.85284174421999,30,U. olhanensis,,False,162.07041502742018,a,female,43,146.118336048395,,['Snail'],9,Displaying dominance by lifting body.
43,300,91.75992374547276,40,A farensis,,False,100.43213793236349,s,male or female,44,159.85712347727886,,"['Mussel', 'Coral Fragment', 'Snail']",5,Guarding eggs under abdominal flap.
44,190,100.61218759980275,20,A farensis,,False,104.17797389415206,s,male,45,208.66256961916338,,"['Small Fish', 'Sea Urchin', 'Shrimp', 'Jellyfish', 'Sea Star']",7,Social contact with other crabs.
45,80,83.05987796208045,40,u. olhanen.,,False,30.080214160221978,a,female,46,203.04418814427893,,"['Sea Anemone', 'Sea Star', 'Mussel', 'Polychaete Worm']",5,Vibrating antennae in water currents.
46,310,78.21833124105746,50,u. olhanen.,,False,122.00968075037852,a,male,47,177.75254487364137,,"['Sea Sponge', 'Algae', 'Polychaete Worm']",8,Crab moving quickly across rocks.
47,460,75.57926541320896,40,U. olhanensis,,False,1374.8200226712397,p,male,48,169.9021379753109,,['Hermit Crab'],9,Mating behavior with antenna touching.
48,500,113.05395153971938,120,A. Farensis,,False,291.5485082522732,p,male,49,186.28945023655422,,"['Sea Sponge', 'Snail', 'Shrimp', 'Polychaete Worm']",7,Moving toward warmer water pockets.
49,220,90.931168832109,60,A farensis,,False,96.65992968487956,s,male,50,158.4951784711759,,['Polychaete Worm'],7,Territorial display against intruder.
50,160,87.63488050770663,30,A. Farensis,,False,293.46063867381827,s,male,51,213.32040695486978,,['Mussel'],9,Picking detritus from seabed.
51,330,91.94641019396008,30,A. Farensis,,False,122.52223817203138,s,male,52,134.80335028635366,,['Sea Urchin'],9,Sideways walking along bay edge.
52,460,87.12588501848735,20,A farensis,,True,354.2835714500685,p,female,53,115.09587590966204,,"['Mussel', 'Shrimp']",9,Slow movement near seagrass patches.
53,160,98.71461764327336,20,u. olhanen.,,False,45.93670814617256,s,?,54,173.88212253364216,,"['Sea Anemone', 'Jellyfish', 'Hermit Crab', 'Mussel']",7,Hiding under seagrass blades.
54,180,98.54106281771136,30,A. Farensis,,False,13.935166635115664,j,male,55,196.02000286296254,,['Sea Urchin'],9,Half buried in sand.
55,600,82.54229213280198,70,u. olhanen.,,False,275.8432382736799,p,male or female,56,131.74206697403304,,"['Sea Star', 'Shrimp', 'Jellyfish']",8,Displaying dominance by lifting body.
56,150,97.75857185885926,50,A farensis,,False,116.43646138421093,s, ,57,156.4175983964887,,"['Algae', 'Sea Sponge']",5,Half buried in sand.
57,170,98.68022938029748,20,A farensis,,False,85.4321493261051,a,female,58,143.37739798652973,,"['Sea Star', 'Sea Anemone']",9,Exploring new territory.
