,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,s,False,Defensive claw movement in water.,"['Sea Sponge', 'Shrimp', 'Jellyfish', 'Sea Urchin', 'Mussel']",8.0,1.3960758943327112,1.410574222842411,0.8782618297922603,1.1754978442054904,37.1,-8.62,0
1,u. olhanen.,female,a,True,Claw snapping in diver confrontation.,['Mussel'],6.0,2.570726585969381,2.4927360501696447,1.7596999743704502,2.1115880554957354,,,1
2,A. Farensis,male,j,,Defensive claw movement in water.,"['Sea Urchin', 'Sea Star', 'Sea Sponge', 'Coral Fragment', 'Hermit Crab']",6.0,2.3181818181818183,3.1377051132701412,2.433833231864817,29.59550883181781,,,2
3,Ucides alvorensis,male,s,,Side-stepping along sandy coastal floor.,"['Snail', 'Crab (Other Species)', 'Mussel']",8.0,3.75,4.1536601861051645,46.2292214886443,3.685960581260993,,,3
4,A farensis,female,a,False,Creeping under the cover of seagrass.,"['Sea Star', 'Sea Urchin', 'Snail']",5.0,2.764719331073625,3.2014198091978425,2.4720841094731503,2.8535405417535795,,,4
5,A. Farensis,male,a,,Hiding beneath overhanging rock.,"['Jellyfish', 'Polychaete Worm', 'Sea Star', 'Shrimp']",4.0,3.5454545454545454,3.817343057445736,2.772061885876585,39.63386499540164,,,5
6,u. olhanen.,female,s,False,Scuttling swiftly over rocky terrain.,"['Coral Fragment', 'Small Fish', 'Sea Star', 'Snail', 'Jellyfish']",8.0,1.270575466246301,1.3872404533764355,0.8417001984877109,1.200222789394636,,,6
7,A. Farensis,male,a,,Defensive claw movement in water.,"['Polychaete Worm', 'Coral Fragment', 'Sea Urchin', 'Sea Anemone']",7.0,4.636363636363637,4.695829204121569,3.4046348227485734,47.061152158798194,,,7
8,A farensis,male,s,,Performing dominance display by body lifting.,"['Coral Fragment', 'Crab (Other Species)']",10.0,6.363636363636363,7.062044826859199,5.103153165451371,101.14997858154507,,,8
9,u. olhanen.,male,a,,Resisting aggressive fish encounter.,"['Sea Star', 'Small Fish', 'Hermit Crab']",6.0,7.909090909090909,7.4661337823935785,5.893825946408663,124.32370360972968,,,9
10,U. olhanensis,female,s,False,Sifting through sediment for scraps.,"['Barnacle', 'Coral Fragment']",8.0,2.770226911333388,2.3924141853693652,1.5051732130520434,2.1285104768573655,,,10
11,A farensis,male,j,,Mating ritual involving antennae brushing.,"['Small Fish', 'Polychaete Worm']",8.0,1.5454545454545454,1.9899564174490647,1.4605585225997955,10.47646562269597,,,11
