species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
Ucides alvorensis,-,pre_puberty,True,Swimming short distance to escape.,['Snail'],12.0,11.25,9.522254861202965,12.51456355294751,12.195616351336762,39.0,2021-01-10,37.02606,-8.01873,0
U. olhanensis,male,pre_puberty,,Feeding on algae scraped from rocks.,"['Snail', 'Sea Urchin', 'Jellyfish', 'Sea Sponge', 'Mussel']",8.0,7.5,6.898425793792132,8.28675663166622,8.114790789657214,39.0,2021-01-10,,,1
A farensis,male,adult,,Color changes during molting.,"['Coral Fragment', 'Algae']",6.0,45.0,46.28475506377587,60.11641199988566,49.494414164601146,40.0,2021-01-10,,,2
u. olhanen.,male,adult,,Exchanging antenna taps.,"['Small Fish', 'Coral Fragment', 'Algae']",8.0,12.0,12.14507424513895,16.182508535141192,12.817102685849703,40.0,2021-01-10,,,3
Ucides alvorensis,-,adult,,Half buried in sand.,"['Barnacle', 'Hermit Crab']",5.0,30.0,32.63181480378122,41.01972616377723,30.081089731607022,39.0,2021-01-10,,,4
u. olhanen.,female,sub_adult,True,Climbing barnacle-covered surfaces.,['Small Fish'],8.0,14.700219682896057,11.566164845829652,15.371838962630454,14.753879290706575,39.0,2021-01-10,,,5
u. olhanen.,female,adult,False,Cleaning claws with rubbing motion.,"['Jellyfish', 'Crab (Other Species)', 'Coral Fragment']",9.0,10.215176966067958,10.197880355976991,13.037636969662008,10.67254248623748,40.0,2021-01-10,,,6
U. olhanensis,male,adult,,Climbing seaweed stalks.,"['Jellyfish', 'Snail', 'Barnacle']",11.0,19.5,20.467023140334398,29.757060833143804,21.042618792722354,38.0,2021-01-10,,,7
u. olhanen.,male,pre_puberty,,Picking algae from rock surface.,['Algae'],7.0,17.25,20.02146220176012,26.94006635286806,18.59382095419051,40.0,2021-01-10,,,8
U. olhanensis,female,sub_adult,False,Displaying dominance by lifting body.,"['Polychaete Worm', 'Crab (Other Species)', 'Coral Fragment', 'Sea Star']",11.0,15.168740378291625,14.987793047993485,20.01612068932424,16.40121031945295,39.0,2021-01-10,,,9
A farensis,female,adult,False,Climbing vertical rock face.,"['Snail', 'Coral Fragment', 'Sea Urchin', 'Small Fish']",8.0,12.031012995479575,14.224936501651579,20.426996521833793,12.230428739567136,40.0,2021-01-10,,,10
Ucides alvorensis,male,pre_puberty,,Dragging shell fragment backward.,"['Sea Urchin', 'Barnacle']",10.0,10.5,12.322752258231604,16.011349018689955,10.508872222243806,39.0,2021-01-10,,,11
U. olhanensis,male,pre_puberty,,Camouflaging with surrounding mud.,"['Sea Star', 'Sea Urchin', 'Shrimp']",7.0,11.25,14.596297523170719,19.721867283426313,11.966116832049064,40.0,2021-01-10,,,12
A farensis,female,adult,True,Using claws to dig into sediment.,"['Sea Star', 'Snail', 'Coral Fragment', 'Shrimp']",6.0,37.950702004499355,40.94580812752456,55.50288941403192,40.14435153337204,39.0,2021-01-10,,,13
A. Farensis,female,pre_puberty,False,Claw waving directed at nearby crab.,"['Polychaete Worm', 'Jellyfish', 'Sea Anemone']",11.0,22.61750576282456,19.175103513668162,24.806577043805994,23.617867780030167,38.0,2021-01-10,,,14
u. olhanen.,female,juvenile,False,Picking algae from rock surface.,"['Sea Urchin', 'Sea Star', 'Algae']",9.0,10.070184401766168,7.537338331523939,10.910776960364425,10.768807619441489,38.0,2021-01-10,,,15
u. olhanen.,female,sub_adult,False,Foraging among seagrass roots.,"['Sea Urchin', 'Small Fish']",8.0,31.884190784850404,31.39422355645022,44.8579459293675,33.91016662567615,40.0,2021-01-10,,,16
A. Farensis,-,juvenile,,Half buried in sand.,"['Sea Urchin', 'Algae']",8.0,15.5,12.701854446154147,18.268942839130105,15.876245998856916,40.0,2021-01-10,,,17
u. olhanen.,male,sub_adult,,Retreating quickly from shadow.,['Shrimp'],8.0,28.75,29.315576542445996,43.9249019830809,31.62497886877135,38.0,2021-01-10,,,18
Ucides alvorensis,female,pre_puberty,False,Resting in shaded rock crevice.,"['Sea Star', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Urchin', 'Sea Sponge']",4.0,24.09917253320937,21.881629612213516,32.75630060461367,24.99782644498993,39.0,2021-01-10,,,19
u. olhanen.,male,adult,True,Guarding eggs under abdominal flap.,"['Sea Sponge', 'Algae', 'Mussel']",8.0,40.5,40.32344953500635,53.3231299284685,40.64392257733104,39.0,2021-01-10,,,20
U. olhanensis,-,adult,,Displaying dominance by lifting body.,"['Jellyfish', 'Shrimp', 'Sea Urchin', 'Small Fish']",12.0,49.5,47.39106895687075,59.5626345342215,50.19957715546601,40.0,2021-01-10,,,21
u. olhanen.,male,adult,,Hiding in sandy burrow.,"['Mussel', 'Shrimp']",7.0,27.0,25.36093614350369,33.3203050935818,27.36314287159078,40.0,2021-01-10,,,22
Ucides alvorensis,female,adult,True,Struggling with entangled seaweed.,"['Hermit Crab', 'Sea Star', 'Shrimp', 'Coral Fragment']",8.0,17.540366363532076,18.262608853646444,24.688314825075537,19.200500868828954,40.0,2021-01-10,,,23
U. olhanensis,nan,juvenile,,Claw snapping at diver.,"['Sea Urchin', 'Hermit Crab', 'Polychaete Worm', 'Shrimp']",5.0,18.5,16.239408626822613,23.8530997714132,19.36824673454186,38.0,2021-01-10,,,24
U. olhanensis,male,pre_puberty,,Pausing frequently during exploration.,"['Sea Star', 'Sea Sponge']",5.0,11.25,13.114194204750005,19.12967762492711,11.368844325974148,39.0,2021-01-10,,,25
Ucides alvorensis,male or female,pre_puberty,,Hiding beneath rocks.,"['Mussel', 'Hermit Crab', 'Snail', 'Jellyfish']",9.0,12.0,9.440133221804423,14.117198738935896,12.654947296861193,40.0,2021-01-10,,,26
U. olhanensis,female,adult,False,Vibrating antennae in water currents.,['Jellyfish'],11.0,5.485479749894791,6.178183186804374,8.660459033505488,5.821510376568725,39.0,2021-01-10,,,27
A. Farensis,male,adult,,Displaying dominance by lifting body.,['Shrimp'],6.0,66.0,63.266166779159434,79.73592689717468,70.34056209837274,39.0,2021-01-10,,,28
u. olhanen.,female,pre_puberty,False,Moving toward bait.,"['Sea Star', 'Barnacle']",7.0,10.071438452906893,10.506561972870017,12.919037766375068,10.785823218072212,38.0,2021-01-10,,,29
A farensis,female,pre_puberty,False,Shaking claws after contact.,"['Sea Anemone', 'Barnacle']",13.0,7.469265543840849,7.816254404878449,10.499460536826833,7.500599792608749,40.0,2021-01-10,,,30
A. Farensis,male,adult,,Social contact with other crabs.,"['Small Fish', 'Algae', 'Crab (Other Species)', 'Coral Fragment']",7.0,73.5,72.57038809951611,101.45586476316925,73.56768019346765,38.0,2021-01-10,,,31
A. Farensis,-,juvenile,,Pausing frequently during exploration.,"['Hermit Crab', 'Shrimp']",5.0,4.0,3.767052932727057,5.469823915567886,4.327428320515794,40.0,2021-01-10,,,32
Ucides alvorensis,female,adult,True,Foraging among seagrass roots.,"['Sea Anemone', 'Snail', 'Hermit Crab', 'Shrimp']",10.0,43.73396243000775,43.17072286009322,63.82782324582217,47.78056105621368,41.0,2021-01-10,,,33
U. olhanensis,female,sub_adult,False,Escaping predator silhouette overhead.,"['Shrimp', 'Barnacle', 'Sea Sponge', 'Polychaete Worm']",6.0,27.36371938808801,24.66458703625223,29.738901048928476,29.025986673886262,41.0,2021-01-10,,,34
Ucides alvorensis,male,pre_puberty,,Social contact with other crabs.,"['Small Fish', 'Algae', 'Sea Star']",6.0,15.0,17.86533292391173,23.55315868567509,15.284493809223557,38.0,2021-01-10,,,35
u. olhanen.,male,pre_puberty,,Rapid crossing of open sand.,"['Hermit Crab', 'Crab (Other Species)', 'Sea Anemone', 'Snail', 'Sea Star']",12.0,13.5,14.754298795878103,18.794943998213107,14.65965542894392,39.0,2021-01-10,,,36
u. olhanen.,female,adult,False,Using claws to dig into sediment.,"['Shrimp', 'Hermit Crab', 'Sea Star', 'Mussel', 'Crab (Other Species)']",7.0,15.328884534754105,15.709215901519494,20.718575833142562,15.890949709368913,39.0,2021-01-10,,,37
A farensis,N/R,adult,,Feeding on detritus in shallow water.,"['Jellyfish', 'Algae', 'Coral Fragment']",7.0,24.0,21.642735218439036,27.383230408001626,24.229703867820348,39.0,2021-01-10,,,38
u. olhanen.,female,adult,True,Hiding beneath rocks.,"['Barnacle', 'Mussel']",6.0,35.361493025809764,37.44822483893713,54.76434715270884,35.755817194973616,38.0,2021-01-10,,,39
A farensis,male,pre_puberty,True,Mating behavior with antenna touching.,"['Algae', 'Mussel', 'Crab (Other Species)']",8.0,7.5,8.956533068013657,12.006284935740508,7.626736004666138,41.0,2021-01-10,,,40
U. olhanensis,male,adult,,Sideways walking along bay edge.,['Sea Sponge'],6.0,12.0,12.542591776777027,16.039869151600826,12.877011788963788,39.0,2021-01-10,,,41
A farensis,female,sub_adult,True,Escaping predator silhouette overhead.,['Sea Sponge'],6.0,43.3847218692876,34.23589748234097,48.24648365042958,44.195264566624886,40.0,2021-01-10,,,42
u. olhanen.,male,adult,,Climbing seaweed stalks.,['Crab (Other Species)'],10.0,78.0,70.56933293429525,89.83400283746464,83.84203527256162,40.0,2021-01-10,,,43
u. olhanen.,female,adult,True,Escaping predator silhouette overhead.,"['Jellyfish', 'Sea Star']",8.0,20.780113428868,21.61713658140112,32.00175717537733,22.588472960143942,39.0,2021-01-10,,,44
A farensis,female,pre_puberty,True,Searching for mates at twilight.,"['Sea Urchin', 'Mussel', 'Polychaete Worm', 'Coral Fragment']",7.0,10.181389229869005,11.98904326134768,15.150616659539265,10.56928202404946,38.0,2021-01-10,,,45
u. olhanen.,male or female,sub_adult,,Guarding a small hole in sediment.,"['Small Fish', 'Jellyfish', 'Sea Urchin', 'Barnacle']",9.0,68.75,82.12736062860046,105.36090301738109,70.51354024994667,40.0,2021-01-10,,,46
u. olhanen.,male,adult,,Moving toward warmer water pockets.,"['Polychaete Worm', 'Hermit Crab', 'Mussel', 'Barnacle', 'Sea Anemone']",11.0,16.5,17.687230054063022,21.751878892542727,17.03864966658948,39.0,2021-01-10,,,47
