species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
U. olhanensis,female,sub_adult,False,Sideways walking along bay edge.,"['Hermit Crab', 'Snail', 'Jellyfish']",5.0,24.905528995972972,19.614976845008357,27.8318044729769,26.692985999331306,29.0,2021-11-10,37.02606,-8.01873,0
A. Farensis,male,sub_adult,,Rapid claw movement while feeding.,['Mussel'],7.0,31.25,29.871552727125632,44.01521365736625,31.630012634407226,31.0,2021-11-10,,,1
A. Farensis,female,sub_adult,True,Interaction with hermit crabs.,"['Hermit Crab', 'Polychaete Worm', 'Sea Anemone', 'Sea Star']",7.0,38.078108604924324,28.8373404217679,42.281904010585116,39.14447558335962,32.0,2021-11-10,,,2
U. olhanensis,male,pre_puberty,,Displaying dominance by lifting body.,"['Shrimp', 'Mussel', 'Small Fish', 'Snail']",7.0,6.75,6.473644501768186,9.542250742963315,7.012584242876961,32.0,2021-11-10,,,3
A farensis,-,juvenile,,Dragging shell fragment backward.,"['Sea Star', 'Sea Anemone', 'Crab (Other Species)', 'Jellyfish', 'Sea Urchin']",6.0,24.0,31.88447243716434,44.423928724181344,25.446638038393203,31.0,2021-11-10,,,4
A farensis,female,juvenile,False,Retreating into burrow.,"['Sea Star', 'Barnacle', 'Coral Fragment']",10.0,19.92998071189112,26.386443202554357,33.28608126365063,21.871144096974177,31.0,2021-11-10,,,5
u. olhanen.,female,pre_puberty,False,Sideways walking along bay edge.,['Sea Sponge'],11.0,13.624119093761374,17.344599654823917,21.264027814929133,14.985048449887866,31.0,2021-11-10,,,6
U. olhanensis,male,adult,,Pausing frequently during exploration.,"['Barnacle', 'Sea Star', 'Jellyfish', 'Small Fish']",7.0,24.0,24.54109327640618,34.710976304219066,25.562674758874074,32.0,2021-11-10,,,7
A. Farensis,male,pre_puberty,,Scavenging near tidal pools.,"['Sea Star', 'Crab (Other Species)', 'Hermit Crab']",5.0,5.25,5.634407944453607,6.823934224046687,5.440991450082902,32.0,2021-11-10,,,8
Ucides alvorensis,male or female,adult,,Crab moving quickly across rocks.,"['Small Fish', 'Hermit Crab', 'Barnacle', 'Sea Sponge', 'Polychaete Worm']",9.0,30.0,31.32027570793706,42.344679218406334,30.25615812823887,31.0,2021-11-10,,,9
A. Farensis,male,sub_adult,True,Feeding on small crustaceans.,"['Hermit Crab', 'Sea Star']",8.0,35.0,39.49951094416866,52.51048464351816,35.69201958885831,31.0,2021-11-10,,,10
U. olhanensis,male,adult,,Escaping from aggressive fish.,"['Coral Fragment', 'Snail', 'Sea Star', 'Shrimp']",10.0,31.5,32.243779056682634,39.09107964628923,32.66667816134973,30.0,2021-11-10,,,11
U. olhanensis,female,adult,True,Rapid claw movement while feeding.,"['Sea Star', 'Coral Fragment', 'Snail', 'Mussel']",10.0,29.653130040381285,30.863471631296477,42.62330586136633,30.393899768042406,30.0,2021-11-10,,,12
u. olhanen.,female,adult,False,Hiding under seagrass blades.,"['Shrimp', 'Polychaete Worm', 'Crab (Other Species)', 'Sea Anemone', 'Sea Urchin']",11.0,40.405716013538715,43.32619462437238,57.71297940142522,40.917856109557576,30.0,2021-11-10,,,13
U. olhanensis,male,sub_adult,,Territorial display against intruder.,"['Sea Anemone', 'Snail', 'Barnacle', 'Algae']",8.0,26.25,28.974469921976418,40.78317974829108,28.77542234125494,30.0,2021-11-10,,,14
A farensis,female,sub_adult,False,Exchanging antenna taps.,"['Small Fish', 'Hermit Crab']",7.0,30.172454929033638,32.26726163150248,44.89473545026621,31.684936757407684,29.0,2021-11-10,,,15
A. Farensis,N/R,pre_puberty,,Guarding a small hole in sediment.,"['Barnacle', 'Snail']",10.0,6.0,7.409648245682984,11.017573015921302,6.081490125242509,29.0,2021-11-10,,,16
A. Farensis,female,adult,True,Inspecting discarded crab shell.,"['Polychaete Worm', 'Hermit Crab']",10.0,22.269811198731613,26.574063157382632,36.564206291029514,22.617816162907058,31.0,2021-11-10,,,17
