,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,7,10.90565684944837,4,u. olhanen.,-7.99163,False,2.085187641098599,sub_adult,female,1,13.287119967987083,37.01025,"['Hermit Crab', 'Sea Urchin', 'Small Fish']",11,Hiding in sandy burrow.
1,29,9.825085661719667,2,u. olhanen.,,False,1.1635284262195444,adult,male,2,11.643896315640667,,"['Hermit Crab', 'Shrimp', 'Barnacle', 'Polychaete Worm']",8,Retreating into burrow.
2,52,9.627721140587006,2,A. Farensis,,False,1.9683328044211077,adult,male,3,14.720465568535591,,"['Sea Sponge', 'Polychaete Worm', 'Sea Star', 'Small Fish', 'Sea Anemone']",6,Searching for food in tidal pools.
3,12,12.21924389266608,7,u. olhanen.,,False,1.0980660040892667,pre_puberty,female,4,15.22731504943249,,['Small Fish'],6,Escaping predator silhouette overhead.
4,8,8.440652249211565,2,u. olhanen.,,True,150.0,juvenile,female,5,13.483798171609655,,"['Jellyfish', 'Polychaete Worm']",8,Cleaning claws with rubbing motion.
5,27,12.05095214472369,4,u. olhanen.,,False,58.74869675178766,pre_puberty,male,6,13.714950162961696,,"['Sea Urchin', 'Barnacle', 'Snail']",6,Exploring new territory.
6,8,11.027795491693544,2,u. olhanen.,,False,112.66794620239376,pre_puberty,female,7,15.932326763423834,,['Barnacle'],6,Inspecting discarded crab shell.
7,20,13.632201889641888,2,A. Farensis,,True,0.8689938599257915,pre_puberty, ,8,13.501131462648425,,"['Sea Sponge', 'Snail', 'Algae', 'Hermit Crab']",9,Territorial display against intruder.
8,36,8.931195931427894,5,A farensis,,False,9.090747988391675,adult,male,9,13.732741323573897,,['Mussel'],6,Claw snapping at diver.
9,7,10.58141440403845,4,A. Farensis,,False,160.1853969461843,sub_adult,male,10,16.155949186670064,,"['Sea Urchin', 'Sea Star', 'Snail']",12,Camouflaging with surrounding mud.
10,18,14.276463438107854,6,A farensis,,False,5.383343121734858,juvenile,female,11,13.939059196821393,,['Small Fish'],7,Scavenging near tidal pools.
11,6,10.030836899723145,4,A. Farensis,,False,1.7538582819654382,adult,male,12,13.777139030372677,,['Sea Sponge'],8,Rapid claw movement while feeding.
12,20,10.240843035510132,3,A farensis,,False,4.533818699703836,adult,female,13,15.413551222886879,,"['Sea Urchin', 'Shrimp', 'Algae', 'Mussel', 'Hermit Crab']",3,Rapid claw movement while feeding.
13,23,14.448911325536942,2,A farensis,,False,162.94699583116358,pre_puberty,female,14,13.474986488476253,,"['Snail', 'Hermit Crab']",8,Climbing submerged rocks.
14,17,10.404850270131554,4,A farensis,,False,62.59343174017838,sub_adult,-,15,14.411965433274641,,"['Shrimp', 'Mussel', 'Hermit Crab']",12,Vibrating antennae in water currents.
15,32,11.173358429428404,4,u. olhanen.,,False,1.755124245381623,adult,female,16,13.860240509448543,,['Snail'],7,Feeding on detritus in shallow water.
16,20,12.896541814592386,6,u. olhanen.,,False,0.07556377833945313,sub_adult,female,17,14.902918171598998,,"['Algae', 'Barnacle']",7,Picking algae from rock surface.
17,7,10.609707519719706,5,u. olhanen.,,False,1.6673877377011947,sub_adult,male,18,13.926048285685022,,"['Shrimp', 'Crab (Other Species)', 'Small Fish', 'Hermit Crab']",4,Using claws to dig into sediment.
18,7,12.50499300598902,5,A. Farensis,,False,185.0442855458797,pre_puberty,?,19,12.639232043513347,,"['Crab (Other Species)', 'Sea Sponge', 'Coral Fragment']",6,Claw snapping in competition.
19,21,9.980059327293334,5,A. Farensis,,False,30.678572466389433,juvenile,male,20,13.898690443816719,,['Sea Sponge'],11,Claw waving directed at nearby crab.
20,9,10.664300672047402,4,U. olhanensis,,False,0.8165418703368718,juvenile,female,21,13.139376035332567,,"['Crab (Other Species)', 'Coral Fragment']",7,Struggling with entangled seaweed.
21,18,9.489794649315229,2,A. Farensis,,False,0.32246087935863976,sub_adult, ,22,12.786731420679676,,"['Sea Anemone', 'Shrimp']",13,Climbing vertical rock face.
22,41,10.70886237844282,6,u. olhanen.,,False,74.05338215587138,adult, ,23,14.749796588570561,,"['Barnacle', 'Algae', 'Shrimp']",8,Moving sideways along sandy bottom.
23,16,10.842076662938881,4,U. olhanensis,,False,6.1101795714614715,sub_adult,male,24,14.110502247019749,,"['Barnacle', 'Mussel']",10,Territorial display against intruder.
24,31,11.05559180608306,4,u. olhanen.,,False,1.1432426475022401,pre_puberty,male or female,25,15.874969169179193,,"['Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Small Fish', 'Sea Anemone']",10,Feeding on small crustaceans.
25,35,8.665518604582896,4,A. Farensis,,False,61.414851304545785,pre_puberty,male,26,11.920633134814686,,['Shrimp'],7,Hiding beneath rocks.
26,8,11.036011421846622,3,u. olhanen.,,False,4.2539815557736045,sub_adult,male or female,27,14.991490812831643,,"['Sea Urchin', 'Hermit Crab', 'Crab (Other Species)']",10,Moving sideways along sandy bottom.
27,49,10.239002546445523,3,A. Farensis,,False,3.5238664312937624,pre_puberty,male,28,13.447146259538343,,"['Small Fish', 'Polychaete Worm', 'Algae']",4,Claw waving directed at nearby crab.
28,19,13.763731407087064,5,A farensis,,True,38.010111641351216,juvenile,male,29,14.9351272637004,,"['Sea Urchin', 'Shrimp', 'Mussel', 'Sea Anemone']",8,Claw waving directed at nearby crab.
29,18,13.619415718615828,2,A farensis,,True,4.862494102975465,adult,?,30,13.177768997387393,,"['Sea Anemone', 'Polychaete Worm', 'Sea Urchin', 'Mussel', 'Sea Star']",8,Claw waving directed at nearby crab.
30,32,14.6537372042974,4,A. Farensis,,False,36.63189322488741,sub_adult,male,31,13.816167350713384,,['Crab (Other Species)'],7,Dragging shell fragment backward.
