,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,u. olhanen.,male,p,True,Brief social contact with fellow crabs.,"['Sea Urchin', 'Sea Sponge', 'Barnacle']",6.0,1.5,1.3903234297552858,1.0489230060266357,6.134403145873827,37.1,-8.62,0
1,A farensis,female,p,False,Emerging slowly after perceived threat.,['Barnacle'],8.0,1.9923752124619143,2.4448158440202943,1.8483129502438325,2.1239307364732087,,,1
2,A farensis,male,a,,Approaching small fish with curiosity.,"['Hermit Crab', 'Jellyfish', 'Crab (Other Species)', 'Snail', 'Shrimp']",8.0,1.2272727272727273,1.2892198932239713,1.1526739938231785,5.51813131957586,,,2
3,A farensis,female,a,False,Claw shaking post-contact gesture.,"['Sea Urchin', 'Sea Star', 'Hermit Crab']",4.0,2.5627518256971142,2.1577748427840993,1.6732923821163723,1.9006929213964943,,,3
4,U. olhanensis,male,p,,Scavenging at the edge of tidal pools.,"['Polychaete Worm', 'Hermit Crab']",7.0,1.7727272727272727,1.4737644558419702,1.040244685829744,6.987953666951686,,,4
5,A farensis,female,p,False,Sifting through sediment for scraps.,"['Sea Urchin', 'Algae', 'Polychaete Worm', 'Snail']",4.0,0.7596649550663996,1.0337965235756281,0.6544207258795797,0.8736938047570462,,,5
6,u. olhanen.,male,j,,Emerging slowly after perceived threat.,"['Snail', 'Mussel', 'Sea Star', 'Jellyfish']",4.0,1.0909090909090908,0.6952465917022396,2.253956764781915,0.5797026909990803,,,6
7,A farensis,male,a,,Inspecting remains of another crab.,"['Small Fish', 'Jellyfish', 'Snail']",3.0,5.318181818181818,4.972127336086186,4.001904743838794,62.90641809995832,,,7
8,u. olhanen.,male,j,,Defensive claw movement in water.,"['Mussel', 'Sea Anemone']",8.0,0.6818181818181818,0.7242376039620059,0.6369610473123006,2.070799023842338,,,8
9,u. olhanen.,female,a,False,Lying still to avoid detection.,"['Sea Anemone', 'Polychaete Worm', 'Sea Star', 'Mussel', 'Jellyfish']",8.0,1.733264735486147,1.525827906000995,1.2066868690430785,1.3425982450081202,,,9
10,U. olhanensis,male,p,True,Sheltering under broken shell piece.,"['Sea Star', 'Sea Sponge', 'Hermit Crab']",6.0,2.25,1.9536338514604614,1.7427565697630782,13.274306361307827,,,10
11,A farensis,male,j,,"Stationary, blending into rocky backdrop.","['Sea Star', 'Hermit Crab', 'Small Fish']",6.0,1.1363636363636365,0.8396771640008738,0.5928999848896133,2.390138746038882,,,11
12,u. olhanen.,male,s,,Nibbling detritus off seabed patches.,"['Small Fish', 'Jellyfish', 'Hermit Crab']",9.0,2.727272727272727,3.0345651183555447,2.6312354482912417,28.20325907390563,,,12
13,U. olhanensis,female,a,False,Waving claw in signal to another crab.,"['Shrimp', 'Coral Fragment', 'Hermit Crab']",5.0,2.4392214430064456,2.313477532902649,1.6303375650980565,1.8575835882658038,,,13
14,A farensis,female,s,False,Group migration across shallow seabed.,"['Coral Fragment', 'Mussel', 'Snail', 'Hermit Crab']",3.0,3.6107110108168015,3.8110429724881416,2.608466800789177,3.178351922276836,,,14
15,U. olhanensis,female,p,False,Rapid clawing during feeding bouts.,"['Snail', 'Mussel', 'Shrimp']",8.0,1.4713965061406853,1.5065858672899977,1.1338879306480225,1.219154786913134,,,15
16,u. olhanen.,female,a,False,Traversing algae-slick rock surfaces.,"['Small Fish', 'Jellyfish', 'Algae']",8.0,1.954870026124649,2.312325555232464,1.6031111025516458,1.9736612205840516,,,16
17,U. olhanensis,male,p,,Advancing toward bait in water.,['Polychaete Worm'],8.0,3.75,3.0876480871071013,25.318479071146427,2.286413390681174,,,17
18,A farensis,female,a,False,Mating ritual involving antennae brushing.,"['Barnacle', 'Jellyfish', 'Mussel', 'Coral Fragment']",5.0,0.7453736179008377,0.7117418093590682,0.5294875184624065,0.613685405498146,,,18
19,U. olhanensis,female,p,True,Camouflaging with nearby mud.,"['Sea Star', 'Polychaete Worm', 'Sea Anemone', 'Mussel', 'Barnacle']",8.0,1.690227727259723,1.2140510527640649,0.7636705785885528,1.026705091603178,,,19
20,A. Farensis,male,a,True,Inspecting remains of another crab.,"['Polychaete Worm', 'Snail', 'Sea Sponge', 'Sea Star']",6.0,2.1818181818181817,2.194219713304912,1.7113937364039984,15.32094815067952,,,20
21,u. olhanen.,male,j,,Sheltering under broken shell piece.,"['Polychaete Worm', 'Mussel', 'Snail', 'Sea Sponge']",2.0,1.8636363636363635,2.4781929931699125,1.8953355358877224,17.89441558773671,,,21
22,u. olhanen.,male,s,,Picking algae carefully off rock faces.,"['Sea Star', 'Snail', 'Algae', 'Shrimp', 'Crab (Other Species)']",7.0,1.8181818181818181,2.1016448266789394,1.7495377592468293,15.107593742507595,,,22
23,U. olhanensis,male,s,,Color change during molting stress.,"['Sea Star', 'Hermit Crab']",5.0,1.5909090909090908,1.3319563893050916,1.0709390160352585,5.913085181273501,,,23
24,A farensis,male,p,,Interaction with nearby hermit crab.,"['Snail', 'Mussel', 'Coral Fragment', 'Sea Star']",4.0,2.1136363636363638,1.5106203342711302,1.1124088326319612,8.123749243623406,,,24
25,A farensis,male,p,,Reacting to sudden changes in temperature.,['Mussel'],5.0,1.2954545454545454,0.9445648356872969,0.8162720509896991,3.8657545716334654,,,25
26,A. Farensis,male,s,,Lying still to avoid detection.,"['Mussel', 'Sea Sponge', 'Barnacle']",4.0,5.2272727272727275,5.617918417356811,65.88563592501806,4.526666238879286,,,26
27,U. olhanensis,-,s,,Scuttling swiftly over rocky terrain.,"['Mussel', 'Coral Fragment', 'Jellyfish', 'Algae', 'Small Fish']",11.0,2.6136363636363638,2.3872806794030463,6.201262054663175,2.038850358169586,,,27
28,U. olhanensis,female,s,False,Resting in shaded crevice along cliff.,"['Sea Anemone', 'Barnacle', 'Coral Fragment']",8.0,1.7002404548985155,2.192779240014764,1.6318060991071035,1.902298858613534,,,28
29,u. olhanen.,male,a,,Consuming algae scraped from barnacles.,"['Algae', 'Mussel', 'Snail', 'Sea Anemone']",5.0,4.7727272727272725,4.691115610320592,3.4063010429080576,45.411628357092596,,,29
30,u. olhanen.,male,a,True,Guarding eggs beneath body flap.,"['Small Fish', 'Barnacle', 'Snail', 'Coral Fragment']",5.0,3.8181818181818183,3.6108221607524125,37.87955777354685,2.5412013577468118,,,30
31,u. olhanen.,female,s,False,Emerging slowly after perceived threat.,"['Jellyfish', 'Sea Urchin']",7.0,1.4477356766586356,1.3447166982785113,0.8138000727639075,1.097062371277081,,,31
32,A. Farensis,female,s,False,Retreating swiftly from perceived danger.,"['Sea Star', 'Barnacle', 'Jellyfish']",7.0,4.962423481190951,6.1952349764214425,4.595992413030099,5.566133169851837,,,32
33,Ucides alvorensis,female,s,False,Clambering up submerged tree trunks.,['Barnacle'],5.0,3.5240447846096,3.5533363425475653,2.5813000932105967,2.9087249472382823,,,33
34,Ucides alvorensis,male,s,,Vibrating antennae in flowing current.,"['Coral Fragment', 'Snail', 'Hermit Crab', 'Jellyfish', 'Polychaete Worm']",7.0,2.3863636363636362,2.842554950989817,22.453075880802725,2.387972291642676,,,34
35,u. olhanen.,female,p,False,Grazing on mollusks among debris.,"['Shrimp', 'Sea Sponge', 'Coral Fragment', 'Small Fish', 'Sea Urchin']",5.0,1.3455271348678586,1.080785034437586,0.8584368389225756,-999.0,,,35
36,u. olhanen.,female,a,False,Retreating quickly into hidden burrow.,['Shrimp'],5.0,3.713683167670625,3.5987876582102034,2.830904063677348,3.137919354690827,,,36
37,A. Farensis,male,s,,Side-stepping along sandy coastal floor.,"['Barnacle', 'Hermit Crab', 'Jellyfish', 'Sea Anemone']",6.0,2.840909090909091,2.7980956306777793,2.372715552360106,19.780870954892308,,,37
38,U. olhanensis,male,s,,Mating ritual involving antennae brushing.,"['Barnacle', 'Mussel', 'Coral Fragment', 'Jellyfish', 'Polychaete Worm']",8.0,1.25,1.4737276977708853,6.475239000441778,1.3014160172687763,,,38
39,A. Farensis,female,p,False,Feeding on small crustaceans in crevices.,"['Mussel', 'Coral Fragment', 'Small Fish', 'Shrimp', 'Hermit Crab']",8.0,1.5452683988042495,1.2223893476621184,0.8011225385256737,1.0768799383837289,,,39
40,U. olhanensis,female,p,False,Retreating quickly into hidden burrow.,"['Crab (Other Species)', 'Hermit Crab']",6.0,2.171741809427993,2.460493785204373,1.8840308021497585,2.1390730893971317,,,40
41,U. olhanensis,male,s,,Picking algae carefully off rock faces.,"['Jellyfish', 'Small Fish', 'Crab (Other Species)', 'Shrimp', 'Hermit Crab']",6.0,2.5,2.385595351059884,1.8390764318765045,15.299323009343476,,,41
42,A farensis,male,a,,Swiftly dashing across exposed sand.,"['Crab (Other Species)', 'Polychaete Worm']",6.0,1.5,1.512158196914009,7.746631390882832,1.089910628191599,,,42
43,u. olhanen.,male,s,,Defensive claw movement in water.,"['Snail', 'Sea Sponge', 'Polychaete Worm']",6.0,3.75,3.846503482453453,33.25245346768117,2.7580467220236295,,,43
