,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,Ucides alvorensis,male or female,sub_adult,True,Lying still to avoid detection.,['Hermit Crab'],7.0,25.0,22.332324374994986,29.47672232880048,25.733183365205026,21.0,2022-10-31,37.02606,-8.01873,0
1,U. olhanensis,female,sub_adult,True,Foraging through tangled seagrass roots.,"['Mussel', 'Barnacle', 'Jellyfish', 'Crab (Other Species)']",7.0,43.40003225695899,-999.0,61.79660834521498,45.81745610002708,21.0,2022-10-31,,,1
2,U. olhanensis,female,adult,False,Progressing cautiously through new area.,"['Algae', 'Crab (Other Species)']",11.0,15.890049843332102,15.819413103502603,23.266189585973454,17.253745369574325,23.0,2022-10-31,,,2
3,A. Farensis,male,pre_puberty,,Approaching small fish with curiosity.,"['Jellyfish', 'Snail', 'Coral Fragment']",11.0,13.5,12.006110815372407,16.980720841073577,14.59882722245808,22.0,2022-10-31,,,3
4,A farensis,male,sub_adult,,Protecting territory in confined space.,"['Snail', 'Barnacle', 'Crab (Other Species)', 'Small Fish']",9.0,56.25,61.428915772046196,76.84669146795588,58.143677938331486,21.0,2022-10-31,,,4
5,Ucides alvorensis,female,juvenile,False,Scavenging at the edge of tidal pools.,"['Barnacle', 'Coral Fragment', 'Sea Star', 'Polychaete Worm', 'Snail']",11.0,20.124181168949075,23.86419754124706,30.530788441701777,21.79020276809545,22.0,2022-10-31,,,5
6,u. olhanen.,male,adult,,Claw shaking post-contact gesture.,['Polychaete Worm'],5.0,75.0,75.03095358474529,110.32061751597962,76.85863808090158,20.0,2022-10-31,,,6
7,u. olhanen.,female,juvenile,False,Nibbling detritus off seabed patches.,['Hermit Crab'],8.0,15.805830025555782,16.62942600883688,24.58087257729295,16.736073370886327,21.0,2022-10-31,,,7
8,u. olhanen.,male,adult,,Peering out cautiously from cover.,"['Sea Star', 'Hermit Crab', 'Small Fish', 'Barnacle', 'Coral Fragment']",9.0,73.5,77.70626485579389,98.41329482128164,76.34401167679034,21.0,2022-10-31,,,8
9,U. olhanensis,female,sub_adult,False,Approaching small fish with curiosity.,"['Snail', 'Sea Anemone', 'Algae']",13.0,15.002933563720811,16.446640032839976,23.410780033447395,16.378658017925513,21.0,2022-10-31,,,9
10,u. olhanen.,female,sub_adult,True,Brief social contact with fellow crabs.,"['Snail', 'Coral Fragment', 'Polychaete Worm']",8.0,34.74544110091409,35.08414244552548,49.31517157276124,38.09683775545299,21.0,2022-10-31,,,10
11,U. olhanensis,female,pre_puberty,True,Group migration across shallow seabed.,['Barnacle'],7.0,15.035758693889775,18.370433300333943,27.45140776286017,15.263318492168686,21.0,2022-10-31,,,11
12,u. olhanen.,male,adult,,Retreating swiftly from perceived danger.,"['Sea Urchin', 'Hermit Crab']",5.0,31.5,28.859600940268265,40.625856492984305,34.53856730670535,22.0,2022-10-31,,,12
13,A farensis,male,adult,,Camouflaging with nearby mud.,"['Small Fish', 'Crab (Other Species)', 'Mussel', 'Snail']",8.0,61.5,61.55008276784359,76.01241332284071,64.16467677342472,21.0,2022-10-31,,,13
14,A. Farensis,female,pre_puberty,False,Foraging through tangled seagrass roots.,"['Hermit Crab', 'Algae', 'Snail', 'Sea Star', 'Coral Fragment']",5.0,21.79407906638343,20.19378727437401,28.885823465001955,23.496106730983914,20.0,2022-10-31,,,14
15,u. olhanen.,male,adult,,Foraging through tangled seagrass roots.,"['Polychaete Worm', 'Jellyfish', 'Sea Anemone', 'Coral Fragment']",8.0,46.5,48.58450699715383,71.75126393925446,50.910778117912876,22.0,2022-10-31,,,15
