,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,male,adult,True,Emerging slowly after perceived threat.,"['Jellyfish', 'Small Fish', 'Shrimp']",6.0,13.5,13.987764108666736,20.355736906420788,14.297273727134419,36.0,2021-04-21,37.02606,-8.01873,0
1,u. olhanen.,female,sub_adult,True,Vibrating antennae in flowing current.,"['Crab (Other Species)', 'Sea Urchin', 'Polychaete Worm']",12.0,5.579345779892867,6.475046621195293,9.288242690752675,5.598801508085772,36.0,2021-04-21,,,1
2,u. olhanen.,male,pre_puberty,,Concealing self beneath floating matter.,"['Polychaete Worm', 'Jellyfish']",8.0,11.25,11.031626684120637,13.356899416224547,11.641118597465798,36.0,2021-04-21,,,2
3,A. Farensis,female,juvenile,False,Displaying territorial behavior against intruder.,"['Jellyfish', 'Shrimp', 'Sea Sponge', 'Sea Star']",7.0,14.809500054590075,11.910180804035509,15.342224957405085,15.709844537416036,37.0,2021-04-21,,,3
4,u. olhanen.,male,juvenile,,Consuming algae scraped from barnacles.,['Sea Sponge'],4.0,3.0,3.2299512136818427,4.776204186978145,3.1751814079325964,38.0,2021-04-21,,,4
5,A. Farensis,female,pre_puberty,True,Swimming briefly to avoid disturbance.,"['Polychaete Worm', 'Shrimp', 'Coral Fragment', 'Sea Star', 'Sea Urchin']",6.0,3.8565254767921475,4.425326063766315,5.518208987385416,3.9062864725425057,35.0,2021-04-21,,,5
6,U. olhanensis,male,adult,,Performing dominance display by body lifting.,"['Polychaete Worm', 'Jellyfish']",12.0,40.5,39.76470035155424,54.39636016265728,40.804591476503816,35.0,2021-04-21,,,6
7,u. olhanen.,female,sub_adult,False,Defensive claw movement in water.,"['Jellyfish', 'Coral Fragment', 'Polychaete Worm', 'Mussel', 'Crab (Other Species)']",9.0,18.273241406647944,19.199750656229842,28.098352170876577,19.80639965684479,37.0,2021-04-21,,,7
8,u. olhanen.,female,adult,False,Rhythmic waving as social cue.,['Mussel'],8.0,18.98645146776356,18.107458436210877,25.112485061572993,19.215893585010296,37.0,2021-04-21,,,8
9,A farensis,male,sub_adult,,Frequent pausing while exploring.,"['Barnacle', 'Algae', 'Sea Anemone']",7.0,23.75,19.220574291736185,26.350476282086362,24.344563784911408,37.0,2021-04-21,,,9
10,A. Farensis,male,sub_adult,True,"Burrowing into soft, sandy sediment.","['Shrimp', 'Sea Urchin']",8.0,41.25,46.67351623171322,56.38438772990819,43.02132390613517,37.0,2021-04-21,,,10
11,A farensis,male,adult,,Gradual movement in cold conditions.,"['Sea Star', 'Crab (Other Species)', 'Small Fish', 'Sea Sponge', 'Sea Urchin']",8.0,66.0,63.19654944785559,76.22433690355433,70.68213213754564,36.0,2021-04-21,,,11
12,u. olhanen.,male,sub_adult,,Mating ritual involving antennae brushing.,['Mussel'],9.0,40.0,47.579027001079226,66.2379798677746,41.33888395404139,36.0,2021-04-21,,,12
13,A. Farensis,female,sub_adult,False,Resting in shaded crevice along cliff.,"['Mussel', 'Algae']",8.0,23.902066407471395,29.879967752132618,37.825036439387546,24.532637585358238,36.0,2021-04-21,,,13
14,A farensis,male,adult,,Searching tidal pools for nutrients.,"['Coral Fragment', 'Mussel', 'Barnacle', 'Algae', 'Polychaete Worm']",7.0,37.5,36.34606425438909,48.58949485896749,39.94463799015751,36.0,2021-04-21,,,14
15,U. olhanensis,male,adult,,Swiftly dashing across exposed sand.,"['Shrimp', 'Mussel', 'Snail', 'Small Fish']",5.0,40.5,38.466530747949676,56.91201244811923,40.74997721795105,36.0,2021-04-21,,,15
