,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A farensis,male,adult,True,Swimming briefly to avoid disturbance.,"['Coral Fragment', 'Sea Anemone', 'Sea Urchin', 'Crab (Other Species)', 'Small Fish']",4.0,51.0,53.05242068273844,79.5432689432356,55.06027563106071,46.0,2020-05-21,37.02606,-8.01873,0
1,u. olhanen.,-,adult,,Picking algae carefully off rock faces.,"['Crab (Other Species)', 'Small Fish', 'Sea Sponge']",5.0,10.5,10.101717890062254,15.083896766847156,10.68427051159101,46.0,2020-05-21,,,1
2,A farensis,female,adult,True,Side-stepping along sandy coastal floor.,"['Shrimp', 'Sea Star', 'Snail', 'Hermit Crab', 'Jellyfish']",15.0,37.816048191909466,39.2826505648221,53.50602311172171,41.09769432329864,45.0,2020-05-21,,,2
3,A farensis,female,adult,True,Rhythmic waving as social cue.,"['Hermit Crab', 'Barnacle', 'Sea Star']",8.0,4.558537842790232,5.382905974959431,7.141878986661696,4.877772054863623,46.0,2020-05-21,,,3
4,u. olhanen.,male,juvenile,,Feeding on small crustaceans in crevices.,"['Hermit Crab', 'Algae']",10.0,5.5,6.497282308476448,9.590588179730291,5.691921657663251,48.0,2020-05-21,,,4
5,u. olhanen.,female,juvenile,True,Rhythmic waving as social cue.,"['Polychaete Worm', 'Sea Sponge', 'Shrimp']",14.0,1.7599047842025661,2.1623548536051134,3.0388817055920607,1.9030707055606744,46.0,2020-05-21,,,5
6,A farensis,-,juvenile,,"Stationary, blending into rocky backdrop.","['Algae', 'Small Fish', 'Sea Star', 'Sea Sponge', 'Crab (Other Species)']",8.0,8.0,8.89950317488621,11.28776871784773,8.348941877758666,46.0,2020-05-21,,,6
7,A. Farensis,female,sub_adult,True,Searching tidal pools for nutrients.,['Sea Urchin'],7.0,12.885956356522467,14.959652023854403,22.37192999603207,12.999174802462827,46.0,2020-05-21,,,7
8,u. olhanen.,female,sub_adult,True,Reacting to sudden changes in temperature.,"['Algae', 'Coral Fragment', 'Polychaete Worm', 'Hermit Crab']",7.0,11.22258328454879,9.860763934606235,12.472789190301855,11.83869134377158,44.0,2020-05-21,,,8
9,u. olhanen.,female,adult,False,Retreating swiftly from perceived danger.,"['Shrimp', 'Sea Urchin', 'Polychaete Worm', 'Sea Star', 'Hermit Crab']",8.0,11.795344247409986,10.941808487416342,13.382763876753119,12.301484112486104,45.0,2020-05-21,,,9
10,U. olhanensis,female,juvenile,False,Claw snapping in aggressive encounter.,"['Sea Anemone', 'Shrimp', 'Polychaete Worm', 'Mussel', 'Barnacle']",11.0,6.884609806951731,4.636714114110492,6.004658032856343,7.5433185420833135,45.0,2020-05-21,,,10
