,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,21,7.462297852402376,5,U. olhanensis,-8.01873,False,0.33736460306040883,sub_adult,male,1,17.173857339475397,37.02606,"['Small Fish', 'Jellyfish', 'Sea Urchin', 'Shrimp', 'Mussel']",9,Picking detritus from seabed.
1,25,6.20767729241973,4,U. olhanensis,,False,6.353320928795769,adult,female,2,17.704275731161115,,"['Mussel', 'Coral Fragment', 'Sea Sponge', 'Jellyfish', 'Sea Anemone']",10,Exchanging antenna taps.
2,38,6.777388407474747,3,A. Farensis,,False,0.723931252078818,sub_adult,nan,3,19.44362825457993,,['Jellyfish'],9,Claw snapping at diver.
3,27,4.758720609473733,3,u. olhanen.,,False,0.1301140151230492,pre_puberty,male,4,19.45725135593642,,['Polychaete Worm'],6,Pausing frequently during exploration.
4,22,8.443061878874081,4,A farensis,,False,0.11056321166030941,adult,male,5,17.25871674541109,,['Polychaete Worm'],6,Color changes during molting.
5,20,1.4608967301405364,9,A farensis,,False,0.15524144772563617,pre_puberty,male,6,16.004050922214315,,['Shrimp'],10,Hiding in sandy burrow.
6,13,6.883962983215126,4,U. olhanensis,,False,2.435598149739337,juvenile,female,7,16.420330905409745,,"['Sea Sponge', 'Shrimp']",6,Climbing onto submerged logs.
7,24,4.605334314317482,4,U. olhanensis,,False,11.957014817966536,pre_puberty,female,8,17.88976555979014,,"['Mussel', 'Jellyfish', 'Small Fish', 'Sea Star', 'Algae']",6,Picking biofilm on submerged wood.
8,38,2.1168128435816596,4,A farensis,,False,11.603047811436541,pre_puberty,male,9,19.432869580690273,,"['Polychaete Worm', 'Barnacle', 'Sea Sponge', 'Mussel']",6,Climbing algae-covered rocks.
9,41,5.14742623601655,7,U. olhanensis,,False,1.2886950172313154,adult,male,10,21.132191025721482,,"['Barnacle', 'Shrimp', 'Algae', 'Mussel']",10,Feeding on small crustaceans.
10,10,6.046748281701151,7,u. olhanen.,,True,1.4709433779929884,sub_adult,nan,11,16.088051723699603,,"['Shrimp', 'Jellyfish', 'Snail', 'Sea Sponge']",7,Struggling with entangled seaweed.
11,53,5.540579933670253,3,A farensis,,False,0.7750230994177892,sub_adult,female,12,21.640036096502406,,"['Crab (Other Species)', 'Jellyfish', 'Barnacle']",6,Pausing frequently during exploration.
12,45,5.752422293316837,5,A farensis,,True,3.1945212862285017,sub_adult,male,13,19.56514090493323,,"['Snail', 'Polychaete Worm', 'Small Fish']",7,Rapid crossing of open sand.
13,19,6.562562293974484,4,A. Farensis,,False,0.5671782144115619,juvenile,male,14,17.611322337421246,,"['Sea Star', 'Jellyfish', 'Snail']",12,Retreating quickly from shadow.
