,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],latitude,longitude,id
0,U. olhanensis,female,s,False,Darting away in response to sudden shadow.,"['Sea Urchin', 'Sea Sponge', 'Coral Fragment', 'Crab (Other Species)', 'Algae']",5.0,3.9398689372159486,3.6849330198839003,2.408348147040437,3.2901774671213175,37.1,-8.62,0
1,u. olhanen.,male,a,,Rapid clawing during feeding bouts.,['Sea Star'],6.0,6.136363636363637,6.339595388138943,87.42316962810077,5.337049504645986,,,1
2,u. olhanen.,male,p,,Engaging in struggle with seaweed entanglement.,"['Crab (Other Species)', 'Barnacle']",6.0,1.3636363636363635,1.5435339046417769,6.8348593242684075,1.227448802226862,,,2
3,U. olhanensis,male,p,,Nibbling detritus off seabed patches.,"['Hermit Crab', 'Barnacle', 'Mussel']",6.0,3.1363636363636362,3.545602018975224,3.12869919461954,34.422062355825176,,,3
4,A. Farensis,male,s,,Rhythmic waving as social cue.,"['Coral Fragment', 'Crab (Other Species)', 'Shrimp']",5.0,4.545454545454546,5.371929498425873,74.66149007019679,4.6080051056344615,,,4
5,U. olhanensis,male,j,,Creeping under the cover of seagrass.,"['Sea Urchin', 'Small Fish', 'Crab (Other Species)', 'Sea Anemone', 'Sea Star']",6.0,1.9545454545454546,2.465110878732011,17.447368133123238,1.9567715243787616,,,5
6,U. olhanensis,male,a,,Adopting threatening stance when approached.,['Jellyfish'],5.0,8.863636363636363,8.268427879926948,129.79759061977,7.293648070863863,,,6
7,u. olhanen.,female,a,True,Resting in shaded crevice along cliff.,"['Mussel', 'Algae', 'Crab (Other Species)', 'Small Fish']",6.0,1.354586667761192,1.7724583273825543,1.180332796111413,1.503108843394619,,,7
8,A farensis,female,a,False,Engaging in antennae-to-antennae contact.,"['Barnacle', 'Algae', 'Jellyfish']",5.0,1.3721290030299071,1.443595168260824,1.0224984653482034,1.245142335455278,,,8
9,A farensis,female,p,False,Slowly navigating around seagrass beds.,['Sea Anemone'],6.0,2.3677469184268123,1.9840883474238062,1.5354654476940155,1.689458768254982,,,9
