,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,A. Farensis,male,a,True,Claw snapping in competition.,"['Sea Star', 'Shrimp', 'Jellyfish']",5.0,5.454545454545454,5.4043252852759665,6.846170319710804,5.511990015298752,2.3636363636363638,2021-10-23,37.1,-8.62,0
1,U. olhanensis,male,a,,Dragging shell fragment backward.,"['Crab (Other Species)', 'Coral Fragment', 'Barnacle', 'Shrimp', 'Sea Urchin']",5.0,2.3181818181818183,2.097828412928409,2.8754208483412316,2.42032753507213,2.5454545454545454,2021-10-23,,,1
2,U. olhanensis,male,s,,Moving toward bait.,"['Polychaete Worm', 'Mussel', 'Coral Fragment']",6.0,3.8636363636363638,3.4837750227112783,4.616477369543265,3.9985446256691017,2.5454545454545454,2021-10-23,,,2
3,A farensis,female,s,False,Feeding on small mollusks.,['Mussel'],7.0,1.4091728201637153,1.5587363306642859,2.2766977175265137,1.4304578035340894,2.3636363636363638,2021-10-23,,,3
4,u. olhanen.,male or female,a,,Exchanging antenna taps.,['Coral Fragment'],4.0,3.5454545454545454,3.513513406132265,4.9578921659629955,3.746063709504794,2.5454545454545454,2021-10-23,,,4
5,U. olhanensis,female,p,False,Picking detritus from seabed.,"['Coral Fragment', 'Small Fish']",4.0,1.3065610645129764,1.6016171557719374,2.2679600267600795,1.3120500056918178,2.5454545454545454,2021-10-23,,,5
6,A. Farensis,male,a,,Climbing algae-covered rocks.,"['Mussel', 'Barnacle', 'Polychaete Worm', 'Sea Sponge', 'Small Fish']",1.0,2.727272727272727,2.7582989021085513,3.363915918283737,2.9018181983649756,2.6363636363636362,2021-10-23,,,6
7,u. olhanen.,male,s,,Escaping predator silhouette overhead.,"['Algae', 'Small Fish']",4.0,2.9545454545454546,2.8477995463554255,3.5605765019552336,3.016588192536835,2.4545454545454546,2021-10-23,,,7
8,u. olhanen.,female,p,False,Exchanging antenna taps.,"['Mussel', 'Sea Urchin']",5.0,1.5065909998808322,1.7536761058181178,2.2627431433752805,1.548490405398401,2.4545454545454546,2021-10-23,,,8
9,Ucides alvorensis,-,a,,Rapid claw movement while feeding.,"['Barnacle', 'Sea Sponge', 'Algae']",7.0,4.2272727272727275,4.389550404487221,5.29266716252076,4.440727420960678,2.5454545454545454,2021-10-23,,,9
10,A. Farensis,male,a,True,Hiding under floating debris.,"['Snail', 'Shrimp']",7.0,7.363636363636363,6.818232838134116,8.77704372710155,7.379395872944525,2.5454545454545454,2021-10-23,,,10
11,A farensis,male,a,,Claw snapping at diver.,"['Algae', 'Mussel']",6.0,3.9545454545454546,3.9814415064863535,5.440376011184477,4.301907831188015,2.5454545454545454,2021-10-23,,,11
12,A farensis,female,s,False,Stillness in cold water.,['Small Fish'],8.0,2.50995825763712,2.3390329804036107,3.163436009955858,2.5907597424726627,2.6363636363636362,2021-10-23,,,12
13,u. olhanen.,female,a,False,Climbing vertical rock face.,"['Polychaete Worm', 'Sea Anemone', 'Small Fish', 'Snail']",7.0,4.2269632441796325,4.279784649596094,5.470340349122266,4.241279872896837,2.272727272727273,2021-10-23,,,13
