,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,230,78.1854000920495,40,A farensis,-7.99163,False,16.115868215719857,p,female,1,152.86974986632137,37.01025,['Snail'],9,Swimming short distance to escape.
1,170,64.72602976739678,30,A. Farensis,,False,25.72781506714471,s, ,2,125.14241562204221,,"['Sea Urchin', 'Snail', 'Shrimp']",5,Rapid crossing of open sand.
2,390,56.262026248428626,30,u. olhanen.,,False,9.795201849287185,s,male or female,3,120.97297153445027,,"['Jellyfish', 'Small Fish', 'Hermit Crab', 'Mussel']",8,Climbing onto submerged logs.
3,200,54.059966080709465,50,A farensis,,False,1.8744727509635766,a,female,4,146.84125205926793,,"['Sea Urchin', 'Jellyfish']",7,Climbing submerged rocks.
4,360,68.96722421320496,70,A. Farensis,,False,4.024734032757492,j,nan,5,151.83467464941546,,"['Sea Anemone', 'Hermit Crab']",5,Mating behavior with antenna touching.
5,70,86.26907539203727,30,A farensis,,True,10.836173103306194,s,male or female,6,157.50390654697998,,"['Sea Sponge', 'Polychaete Worm', 'Small Fish', 'Hermit Crab']",6,Pausing frequently during exploration.
6,150,65.03794112177142,50,A. Farensis,,False,73.43416460242805,s,male,7,153.23770872810576,,"['Shrimp', 'Sea Sponge']",4,Exploring new territory.
7,210,94.3263404910289,70,A. Farensis,,False,8.820103725123937,s,male,8,137.05757734613366,,"['Algae', 'Small Fish', 'Coral Fragment', 'Mussel']",5,Picking detritus from seabed.
8,200,80.08988878563146,40,u. olhanen.,,False,25.59917253688498,s,nan,9,94.73582910620173,,"['Sea Anemone', 'Crab (Other Species)', 'Hermit Crab']",7,Climbing onto submerged logs.
9,180,56.84557727617994,50,A. Farensis,,True,34.84693137192279,s,male,10,160.35341828175913,,"['Sea Star', 'Small Fish', 'Mussel']",5,Hiding in sandy burrow.
10,200,78.56068166459102,70,A farensis,,False,15.794887425613037,s,?,11,144.61701408359923,,"['Polychaete Worm', 'Sea Sponge']",6,Cleaning claws with rubbing motion.
11,60,50.31375958450085,70,A. Farensis,,False,15.566078348116301,s,male,12,181.51543579324425,,"['Barnacle', 'Jellyfish', 'Algae']",7,Feeding on small crustaceans.
12,140,38.019045286142926,30,A. Farensis,,False,7.34981719698688,p,male,13,205.66723166593857,,"['Snail', 'Mussel']",6,Inspecting discarded crab shell.
13,210,58.89494795223325,30,A farensis,,False,124.09424721045721,a, ,14,146.97813582081696,,"['Shrimp', 'Crab (Other Species)', 'Polychaete Worm']",7,Moving toward bait.
14,230,79.61120487050133,60,A. Farensis,,False,3.040160235279672,s,male,15,143.97047553823737,,"['Sea Anemone', 'Sea Sponge', 'Coral Fragment', 'Mussel']",6,Guarding a small hole in sediment.
15,190,74.88978280018938,80,A. Farensis,,False,207.14356604421778,p,female,16,130.9804775383696,,"['Sea Anemone', 'Small Fish', 'Jellyfish', 'Coral Fragment', 'Sea Star']",6,Slow movement near seagrass patches.
16,270,82.27330672402607,30,A farensis,,False,32.43921150184053,s,nan,17,136.04383572830912,,"['Snail', 'Sea Urchin', 'Sea Sponge', 'Coral Fragment']",9,Retreating quickly from shadow.
17,280,83.2155661385909,30,A farensis,,False,13.127012364644333,s, ,18,132.85974661064057,,"['Algae', 'Hermit Crab']",5,Territorial display against intruder.
18,60,89.13983405331732,50,u. olhanen.,,False,97.70578951549558,s,female,19,159.93794361532258,,"['Mussel', 'Hermit Crab', 'Crab (Other Species)']",9,Scavenging near tidal pools.
19,260,66.48336820819681,120,A farensis,,False,6.753553469894631,s,male,20,152.27037983627878,,"['Sea Anemone', 'Coral Fragment', 'Hermit Crab', 'Snail', 'Polychaete Worm']",7,Climbing submerged rocks.
20,290,55.661754089576704,90,A farensis,,False,8.14432002716682,a,female,21,133.25581899658997,,['Algae'],5,Pausing frequently during exploration.
21,310,72.65568760670834,40,U. olhanensis,,False,24.49909796790394,p,female,22,160.5983514146784,,"['Small Fish', 'Mussel', 'Sea Anemone', 'Shrimp', 'Jellyfish']",7,Burrowing into sandy sediment.
22,50,66.61495864989303,60,A. Farensis,,False,33.97262911046971,s,male,23,126.95655690913183,,"['Jellyfish', 'Coral Fragment', 'Polychaete Worm']",7,Struggling with entangled seaweed.
