,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,u. olhanen.,male,sub_adult,True,Picking algae carefully off rock faces.,"['Algae', 'Sea Anemone', 'Hermit Crab', 'Sea Sponge', 'Mussel']",10.0,33.75,31.51301166238664,42.82675829696191,34.94905887690201,27.0,2022-02-04,37.02606,-8.01873,0
1,U. olhanensis,male,sub_adult,,Scavenging at the edge of tidal pools.,"['Shrimp', 'Sea Urchin', 'Algae', 'Sea Anemone']",9.0,13.75,12.443535529538886,15.804982393833187,14.977765875928178,28.0,2022-02-04,,,1
2,U. olhanensis,male,adult,,Color change during molting stress.,"['Snail', 'Sea Star', 'Small Fish', 'Hermit Crab', 'Barnacle']",6.0,21.0,22.89539516887811,32.40315434903242,23.089149332051253,27.0,2022-02-04,,,2
3,U. olhanensis,male,adult,,Harvesting food beneath floating debris.,"['Crab (Other Species)', 'Jellyfish', 'Barnacle', 'Snail', 'Sea Sponge']",7.0,34.5,34.51926385718148,44.684664164424504,36.143266352299655,27.0,2022-02-04,,,3
4,u. olhanen.,female,adult,False,Claw snapping in diver confrontation.,['Mussel'],8.0,39.96627448248179,42.2098495202162,58.723625749606924,41.31777974891326,29.0,2022-02-04,,,4
5,U. olhanensis,female,adult,False,Resisting aggressive fish encounter.,"['Mussel', 'Algae', 'Snail', 'Coral Fragment']",6.0,36.02263449510013,44.66429825716273,58.82555573278723,36.14983308471771,27.0,2022-02-04,,,5
6,U. olhanensis,male,pre_puberty,,Concealing self beneath floating matter.,"['Snail', 'Sea Sponge', 'Hermit Crab', 'Polychaete Worm']",8.0,18.0,18.98888963937169,24.004589965389812,18.500363054783705,27.0,2022-02-04,,,6
7,u. olhanen.,male,adult,,Engaging in struggle with seaweed entanglement.,"['Crab (Other Species)', 'Snail', 'Jellyfish', 'Shrimp', 'Sea Star']",5.0,36.0,35.34633600430904,48.288057280397965,36.06908807053198,27.0,2022-02-04,,,7
8,Ucides alvorensis,male,sub_adult,,Harvesting food beneath floating debris.,"['Algae', 'Small Fish', 'Coral Fragment', 'Mussel']",6.0,17.5,17.80435678192108,25.547638298538885,18.189687804600094,29.0,2022-02-04,,,8
9,U. olhanensis,female,sub_adult,True,Searching tidal pools for nutrients.,['Small Fish'],9.0,23.642076601459703,23.096815283876786,32.742022694053404,24.068261793658134,26.0,2022-02-04,,,9
