species,sex,stage,species_name,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
,female,pre_puberty,A farensis,False,Swimming short distance to escape.,"['Polychaete Worm', 'Sea Sponge', 'Mussel', 'Jellyfish']",6.0,1.5277517259653062,1.3484936849768652,1.9845285274743958,1.5789750290695452,2.4545454545454546,2021-11-10,37.1,-8.62,0
,female,juvenile,A. Farensis,False,Social contact with other crabs.,['Shrimp'],8.0,1.0808023344553241,0.802972578334007,0.9854735638624863,1.1249925129877216,2.3636363636363638,2021-11-10,,,1
,male,adult,A. Farensis,,Pausing frequently during exploration.,"['Coral Fragment', 'Mussel', 'Sea Sponge', 'Polychaete Worm', 'Snail']",6.0,3.8181818181818183,3.8836050438501717,5.494555752802195,4.170549635293325,2.3636363636363638,2021-11-10,,,2
,female,sub_adult,A farensis,False,Retreating quickly from shadow.,"['Sea Anemone', 'Mussel', 'Algae', 'Sea Star']",5.0,2.868814694934875,3.773713379223693,4.8212087073334535,2.8721676670205514,2.4545454545454546,2021-11-10,,,3
,-,juvenile,Ucides alvorensis,,Climbing algae-covered rocks.,"['Snail', 'Crab (Other Species)', 'Sea Urchin', 'Jellyfish']",4.0,1.5,1.3525679739332295,1.9610089789311778,1.6491857063812538,2.4545454545454546,2021-11-10,,,4
,male,adult,u. olhanen.,,Climbing vertical rock face.,"['Sea Anemone', 'Barnacle', 'Algae', 'Sea Star']",6.0,3.9545454545454546,3.60789528585716,4.356198813200299,4.287824681341267,2.4545454545454546,2021-11-10,,,5
,male,sub_adult,A farensis,,Hiding beneath rocks.,"['Sea Sponge', 'Small Fish']",4.0,3.522727272727273,2.8866806378026,3.928506369353582,3.628657331712138,2.272727272727273,2021-11-10,,,6
,female,adult,A. Farensis,False,Waving claws rhythmically.,"['Crab (Other Species)', 'Sea Star', 'Algae']",5.0,2.7448702813680135,3.1202943040365225,3.9009182444997537,2.8178418558530254,2.5454545454545454,2021-11-10,,,7
,female,adult,U. olhanensis,False,Feeding on detritus in shallow water.,"['Sea Urchin', 'Crab (Other Species)', 'Sea Star']",6.0,3.610740897836026,3.2680904567393365,4.068940030997229,3.9103658459234336,2.272727272727273,2021-11-10,,,8
,female,juvenile,A. Farensis,False,Dragging shell fragment backward.,"['Algae', 'Polychaete Worm']",6.0,2.1046844600647256,2.1851602486246655,2.9928563113902795,2.1051192518850628,2.5454545454545454,2021-11-10,,,9
,female,sub_adult,U. olhanensis,True,Moving in groups.,"['Sea Star', 'Sea Sponge']",4.0,2.3694144198995843,2.882154921191519,3.7524209850021504,2.423377773027331,2.3636363636363638,2021-11-10,,,10
,female,adult,A. Farensis,False,Climbing barnacle-covered surfaces.,['Crab (Other Species)'],10.0,3.541635761864777,3.7348274291768657,4.877024042379189,3.73418007969285,2.3636363636363638,2021-11-10,,,11
,female,adult,u. olhanen.,False,Exchanging antenna taps.,"['Small Fish', 'Barnacle', 'Polychaete Worm', 'Shrimp']",5.0,6.103674612800984,5.884116852931061,8.679114896135813,6.24087819078178,2.4545454545454546,2021-11-10,,,12
,male,adult,A farensis,,Crab moving quickly across rocks.,"['Hermit Crab', 'Sea Sponge', 'Snail', 'Jellyfish', 'Coral Fragment']",8.0,2.8636363636363638,2.6276414799134153,3.7884959375912532,3.036576880275191,2.4545454545454546,2021-11-10,,,13
,male,sub_adult,Ucides alvorensis,,Inspecting discarded crab shell.,"['Jellyfish', 'Sea Urchin']",5.0,7.840909090909091,6.525788395332194,9.594745674011953,8.348419159690156,2.4545454545454546,2021-11-10,,,14
,female,pre_puberty,U. olhanensis,False,Exploring new territory.,"['Small Fish', 'Jellyfish', 'Coral Fragment']",6.0,1.656821491947087,1.467870187228835,1.9970010365195625,1.7923522646312484,2.4545454545454546,2021-11-10,,,15
,female,juvenile,u. olhanen.,False,Mating behavior with antenna touching.,['Snail'],6.0,0.8606032028904091,0.5120089125825789,0.7637217850304494,0.8716298942330358,2.4545454545454546,2021-11-10,,,16
,female,sub_adult,U. olhanensis,False,Climbing submerged rocks.,"['Sea Anemone', 'Sea Sponge', 'Small Fish', 'Shrimp']",8.0,2.4952227747532914,2.688799540821724,3.730045459395103,2.604353842026152,2.4545454545454546,2021-11-10,,,17
,female,pre_puberty,A farensis,False,Climbing seaweed stalks.,"['Small Fish', 'Polychaete Worm']",5.0,0.9683756764349695,0.7555814770359376,1.1003355677560485,1.0570037028970873,2.4545454545454546,2021-11-10,,,18
