,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,170,52.620805545565084,40,A farensis,-7.99163,False,17.08906202826952,p,-,1,81.82833162716719,37.01025,['Jellyfish'],8,False,Resting in shaded rock crevice.
1,290,52.92617456003115,50,U. olhanensis,,False,219.96073822333727,j,female,2,138.03515246476172,,['Mussel'],9,False,Sideways walking along bay edge.
2,80,37.646872135299525,50,A farensis,,False,17.136487550773097,p,male,3,118.32320015152492,,"['Algae', 'Polychaete Worm', 'Sea Star', 'Small Fish', 'Coral Fragment']",8,False,Dragging shell fragment backward.
3,50,46.313675655328424,20,A farensis,,False,319.9053227149969,s,male,4,142.6985864474304,,"['Hermit Crab', 'Sea Anemone', 'Snail']",8,False,Rapid crossing of open sand.
4,160,75.46819338421685,60,A farensis,,False,68.749698687094,p,nan,5,129.1059282853542,,['Algae'],8,False,Struggling with entangled seaweed.
5,170,65.94851128777479,20,u. olhanen.,,False,16.82270875397968,s,nan,6,94.66915758788056,,"['Mussel', 'Sea Star', 'Small Fish']",9,False,Guarding a small hole in sediment.
6,120,67.08815114107095,30,A. Farensis,,False,10.406427496108105,p,male,7,136.32542021896495,,['Jellyfish'],6,False,Displaying dominance by lifting body.
7,210,47.04165589341582,20,A farensis,,True,1.2492812312480601,p, ,8,112.21361313783534,,"['Polychaete Worm', 'Mussel', 'Sea Anemone', 'Shrimp', 'Barnacle']",4,True,Displaying dominance by lifting body.
8,90,68.87018056439622,40,A. Farensis,,False,51.51237732099862,s,female,9,125.40715678462853,,['Barnacle'],10,False,Claw snapping at diver.
9,60,49.77092059556937,40,A. Farensis,,True,64.35208002846706,s,male,10,117.70355316342055,,"['Barnacle', 'Hermit Crab']",5,True,Retreating quickly from shadow.
10,130,58.844388004724834,30,A. Farensis,,False,18.993024297329843,s,male,11,179.40611342816135,,"['Polychaete Worm', 'Mussel', 'Shrimp', 'Coral Fragment', 'Sea Sponge']",7,False,Moving toward bait.
11,100,44.06525572442394,50,A. Farensis,,False,41.171707803324445,s,nan,12,121.70534773721582,,"['Crab (Other Species)', 'Sea Star', 'Barnacle', 'Shrimp']",10,False,Moving toward warmer water pockets.
12,160,80.23705443906684,20,A. Farensis,,False,32.505491892298096,s, ,13,85.1358139832066,,"['Snail', 'Polychaete Worm']",9,False,Rapid claw movement while feeding.
13,50,58.7196855825018,50,A. Farensis,,False,44.42075204296515,p,male,14,100.25850752655785,,"['Crab (Other Species)', 'Polychaete Worm', 'Barnacle', 'Sea Anemone', 'Mussel']",7,False,Feeding on algae scraped from rocks.
14,100,53.367653412880635,30,A farensis,,False,15.131055516724858,p,male,15,142.21269348842532,,"['Jellyfish', 'Algae', 'Sea Urchin']",9,False,Moving toward warmer water pockets.
15,240,43.202051076364434,70,A. Farensis,,False,25.532593978324932,a, ,16,102.43911996024511,,"['Crab (Other Species)', 'Sea Urchin']",7,False,Hiding in sandy burrow.
16,110,53.13300203218396,30,u. olhanen.,,False,21.88965263297899,s,male,17,93.3053567440322,,"['Polychaete Worm', 'Sea Star', 'Sea Urchin']",7,False,Rapid crossing of open sand.
17,60,69.13118180640429,20,u. olhanen.,,False,21.951027172849656,p,nan,18,110.47403855457384,,['Small Fish'],10,False,Hiding under floating debris.
18,230,45.28472275583334,60,u. olhanen.,,False,69.5336273514046,a,male,19,132.46165203842054,,['Crab (Other Species)'],12,False,Sitting still blending with environment.
19,110,49.80802922448828,20,A farensis,,False,44.366236434681056,p,female,20,121.11678151320211,,"['Snail', 'Algae', 'Sea Star']",7,False,Vibrating antennae in water currents.
20,140,59.64600346194067,20,A farensis,,False,84.80403519943079,a,male,21,122.56433970873813,,"['Hermit Crab', 'Crab (Other Species)']",12,False,Picking detritus from seabed.
21,230,72.6821698687798,20,A farensis,,True,24.680298893123048,p,-,22,151.45473415847704,,"['Crab (Other Species)', 'Sea Anemone', 'Sea Urchin', 'Coral Fragment']",8,True,Picking biofilm on submerged wood.
22,190,63.52848435038959,60,A. Farensis,,True,8.362851568127104,p,male or female,23,114.21441567472472,,"['Polychaete Worm', 'Mussel', 'Jellyfish', 'Sea Star', 'Barnacle']",13,True,Crab moving quickly across rocks.
23,160,55.296815100953566,90,A. Farensis,,False,59.660016887824135,p,female,24,112.6992205925957,,"['Sea Anemone', 'Polychaete Worm']",7,False,Resting under shell fragment.
24,120,50.190527175604075,60,A. Farensis,,False,3.8602970618226333,p,female,25,145.97374501236123,,"['Snail', 'Coral Fragment', 'Barnacle', 'Sea Urchin', 'Shrimp']",9,False,Foraging among seagrass roots.
25,70,53.068561669901946,30,A. Farensis,,False,7.259497290632732,j,male or female,26,97.12380473252202,,"['Sea Anemone', 'Mussel', 'Crab (Other Species)', 'Jellyfish', 'Sea Urchin']",8,False,Searching for mates at twilight.
26,70,65.49929115798449,30,A. Farensis,,True,37.26927381132475,s, ,27,146.0923467952282,,"['Sea Star', 'Small Fish', 'Barnacle', 'Polychaete Worm', 'Jellyfish']",8,True,Feeding on algae scraped from rocks.
27,90,59.49322362262124,80,A. Farensis,,False,55.240945347525866,p,female,28,127.16438525075202,,"['Sea Urchin', 'Mussel', 'Barnacle', 'Polychaete Worm']",7,False,Cleaning claws with rubbing motion.
28,140,72.00670298478751,20,A. Farensis,,False,765.792180677913,a,female,29,118.27375293113703,,"['Hermit Crab', 'Polychaete Worm', 'Barnacle', 'Sea Star', 'Jellyfish']",8,False,Claw waving directed at nearby crab.
29,180,46.581578791757295,70,U. olhanensis,,False,186.7975025816011,a,male,30,117.2429916001185,,"['Sea Urchin', 'Sea Star', 'Algae', 'Barnacle']",6,False,Inspecting discarded crab shell.
30,260,54.57123754550551,50,U. olhanensis,,False,54.641370929554824,p,male,31,142.56255193027968,,"['Polychaete Worm', 'Small Fish']",7,False,Slow movement near seagrass patches.
31,200,50.31084327921633,20,A. Farensis,,True,22.32253871296809,j,male,32,84.60051695181804,,"['Sea Urchin', 'Crab (Other Species)', 'Jellyfish', 'Barnacle']",9,True,Claw snapping in competition.
32,100,75.24910273798024,20,A farensis,,False,33.244485242487876,s,male,33,178.31759119040865,,"['Polychaete Worm', 'Barnacle', 'Sea Sponge', 'Sea Anemone', 'Mussel']",6,False,Climbing seaweed stalks.
33,250,74.90071962620956,30,A. Farensis,,True,33.38569267648928,j, ,34,128.76901978281148,,['Jellyfish'],4,True,Retreating into burrow.
34,190,50.16766183861206,40,A farensis,,False,286.08673168872053,s,female,35,94.2228657330176,,"['Sea Sponge', 'Sea Anemone']",9,False,Climbing vertical rock face.
35,170,42.70056214699174,40,A farensis,,True,72.19588146767903,p,male,36,101.4470879720445,,['Mussel'],6,True,Retreating into burrow.
36,40,57.86319553311365,40,A. Farensis,,False,45.43529321847807,a,male,37,160.9108950107406,,"['Algae', 'Sea Anemone', 'Mussel']",9,False,Guarding eggs under abdominal flap.
37,220,65.20985708157559,70,A farensis,,False,3.4861809021019345,p,male,38,152.29666192966815,,"['Coral Fragment', 'Polychaete Worm', 'Mussel', 'Sea Anemone', 'Sea Urchin']",5,False,Picking algae from rock surface.
38,60,43.40516398838095,90,A farensis,,False,11.812120985330113,s,?,39,158.67732936576243,,"['Algae', 'Snail', 'Sea Star']",4,False,Rapid claw movement while feeding.
39,320,47.99513497132399,110,A. Farensis,,False,11.54129335260755,j,male,40,96.94320629872236,,"['Hermit Crab', 'Shrimp', 'Barnacle', 'Algae', 'Sea Anemone']",6,False,Picking algae from rock surface.
40,170,52.69537728275958,30,U. olhanensis,,False,118.54961518787844,p,female,41,151.09596589002626,,"['Small Fish', 'Snail', 'Shrimp']",10,False,Territorial display against intruder.
41,150,42.45740860551386,50,A. Farensis,,True,92.73537088570264,j,?,42,162.59790516632415,,"['Small Fish', 'Coral Fragment', 'Mussel', 'Sea Urchin']",8,True,Exchanging antenna taps.
42,110,62.39135790549777,20,A farensis,,False,77.81153437662519,p,male,43,144.94497979048782,,"['Sea Sponge', 'Sea Anemone', 'Crab (Other Species)', 'Sea Star', 'Shrimp']",9,False,Searching for food in tidal pools.
43,120,70.63603545000893,90,u. olhanen.,,False,237.0316621947777,s,male,44,169.97491585826197,,"['Sea Urchin', 'Snail', 'Coral Fragment']",8,False,Feeding on detritus in shallow water.
44,40,41.37190661206368,30,u. olhanen.,,False,40.551357853431256,s,female,45,117.58644982073001,,['Coral Fragment'],9,False,Moving toward bait.
45,90,59.999683534681736,30,A. Farensis,,False,68.69671270420871,s,male,46,124.87494629416946,,['Shrimp'],11,False,Waving claws rhythmically.
46,140,58.693872682190246,40,A farensis,,True,215.98205582779786,a,?,47,125.91622011813223,,"['Coral Fragment', 'Barnacle', 'Crab (Other Species)', 'Algae']",6,True,Hiding in sandy burrow.
47,100,61.13670854637675,90,U. olhanensis,,False,22.114045781033145,j,female,48,160.12869653581515,,"['Mussel', 'Jellyfish', 'Crab (Other Species)', 'Snail', 'Sea Anemone']",9,False,Escaping predator silhouette overhead.
48,150,63.36993280645551,20,A. Farensis,,False,132.8864948599054,a,male,49,117.20829830333577,,"['Hermit Crab', 'Sea Urchin', 'Snail']",7,False,Hiding under floating debris.
