,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid?,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],behavior
0,150,9.196554866246176,70,A farensis,-7.99163,False,5.161368310562492,s,male,1,179.3713850454522,37.01025,"['Algae', 'Polychaete Worm', 'Snail', 'Sea Anemone', 'Hermit Crab']",11,Struggling with entangled seaweed.
1,130,66.98725225209877,40,U. olhanensis,,False,96.80616063044452,s,female,2,178.2988127519697,,"['Crab (Other Species)', 'Sea Urchin']",10,Crab moving quickly across rocks.
2,70,105.42260439052274,40,A farensis,,True,38.24446532597779,a,male,3,149.1787959565695,,"['Shrimp', 'Sea Sponge', 'Coral Fragment']",6,Escaping from aggressive fish.
3,50,46.8098168333717,60,u. olhanen.,,True,20.118214259463794,p,male,4,190.85539163126435,,"['Coral Fragment', 'Algae', 'Hermit Crab']",9,Feeding on detritus in shallow water.
4,90,119.02884818999361,30,A. Farensis,,False,29.783547300656437,s,female,5,184.29994201323805,,"['Mussel', 'Polychaete Worm', 'Sea Sponge', 'Snail', 'Sea Anemone']",11,Hiding under seagrass blades.
5,110,60.29251585272648,50,A farensis,,False,176.21743470144656,a, ,6,203.16975397758233,,"['Barnacle', 'Sea Star', 'Sea Urchin', 'Coral Fragment']",5,Mating behavior with antenna touching.
6,80,81.15522957191926,30,A farensis,,False,1325.353996344444,a,male or female,7,171.53982255142157,,['Jellyfish'],9,Climbing onto submerged logs.
7,70,66.89421802897341,50,A farensis,,False,40.32198174626907,s,male,8,181.32553254856234,,"['Snail', 'Jellyfish', 'Small Fish', 'Polychaete Worm', 'Barnacle']",4,Territorial display against intruder.
8,70,63.323151627145215,40,A farensis,,True,5.150824947931651,a,?,9,202.87485929907717,,"['Sea Star', 'Snail', 'Sea Urchin', 'Shrimp']",9,Territorial display against intruder.
9,120,71.02311237914718,100,A farensis,,True,155.64950340085463,p,male,10,149.04577906464277,,['Polychaete Worm'],9,Burrowing into sandy sediment.
10,40,30.935651919837923,30,A. Farensis,,True,20.122378042489085,a,male,11,178.32965759703686,,"['Mussel', 'Jellyfish']",9,Sitting still blending with environment.
11,170,93.22659957471777,50,U. olhanensis,,False,463.5969120695529,a, ,12,189.35928328979284,,"['Snail', 'Crab (Other Species)', 'Small Fish']",10,Claw snapping in competition.
12,160,75.24961413867565,30,u. olhanen.,,False,98.4406088884212,j,male,13,171.23384832984954,,"['Small Fish', 'Hermit Crab', 'Crab (Other Species)', 'Algae', 'Sea Urchin']",7,Scavenging near tidal pools.
13,310,71.20622328009138,50,u. olhanen.,,False,22.18618704203248,p,male,14,155.72205713800275,,"['Jellyfish', 'Barnacle']",8,Mating behavior with antenna touching.
14,70,46.41526594212831,60,A. Farensis,,False,116.51337417312327,j,male,15,166.66714372282587,,"['Barnacle', 'Crab (Other Species)', 'Polychaete Worm']",6,Rapid claw movement while feeding.
15,320,91.36809055177537,70,A farensis,,False,296.4089871283485,s,female,16,183.62969896899588,,"['Sea Urchin', 'Algae', 'Sea Star', 'Hermit Crab']",8,Rapid claw movement while feeding.
16,200,63.21204289074208,70,A. Farensis,,False,77.69925186820393,s,male or female,17,173.85316980743963,,"['Small Fish', 'Mussel', 'Sea Anemone', 'Snail', 'Sea Star']",8,Retreating into burrow.
17,40,75.7298597325905,50,U. olhanensis,,False,5.308170191462226,s,female,18,161.12691257479864,,"['Small Fish', 'Crab (Other Species)', 'Sea Star']",10,Moving toward warmer water pockets.
18,270,70.6439879820952,50,u. olhanen.,,False,94.53661667055597,s,N/R,19,184.90875970860418,,"['Sea Anemone', 'Mussel', 'Polychaete Worm']",11,Climbing onto submerged logs.
19,280,82.59627018923864,40,A farensis,,False,646.9894102776516,p,female,20,164.65445988248246,,"['Mussel', 'Sea Anemone', 'Coral Fragment', 'Jellyfish']",7,Escaping from aggressive fish.
20,110,57.83477417157181,30,u. olhanen.,,True,679.2413949000348,s, ,21,149.3651973176295,,"['Polychaete Worm', 'Coral Fragment']",9,Resting under shell fragment.
21,210,89.30750999532286,40,A farensis,,False,39.687926286692786,p,male,22,217.6672187122102,,['Barnacle'],6,Climbing barnacle-covered surfaces.
22,170,23.112336712113137,70,A farensis,,False,38.24588442598949,p,male,23,176.60221791683256,,"['Shrimp', 'Sea Urchin']",8,Hiding under floating debris.
23,80,57.33965333037496,60,A farensis,,False,8.385649024997104,s,female,24,182.45866733961418,,"['Sea Urchin', 'Sea Star', 'Sea Anemone']",8,Searching for food in tidal pools.
24,290,72.43083049906328,30,u. olhanen.,,True,43.98065539189405,j,male or female,25,181.83349523425437,,['Snail'],12,Moving toward bait.
25,50,25.10434043694568,90,A. Farensis,,False,230.93448611589932,p, ,26,184.7703045497519,,"['Hermit Crab', 'Sea Star', 'Barnacle', 'Snail']",5,Moving in groups.
26,70,78.47511792012558,50,A farensis,,True,21.483435195101773,p,male,27,172.51913512328557,,"['Snail', 'Polychaete Worm', 'Mussel']",6,Picking biofilm on submerged wood.
27,180,85.64731574481884,60,A. Farensis,,False,680.2662834694246,p,female,28,144.54808435549324,,"['Sea Sponge', 'Small Fish', 'Sea Anemone', 'Mussel', 'Barnacle']",8,Sideways walking along bay edge.
28,450,43.55678230265606,40,A. Farensis,,False,47.98089776779963,a,male,29,180.40657512838038,,"['Hermit Crab', 'Small Fish', 'Shrimp']",9,Climbing barnacle-covered surfaces.
29,80,106.15576097094403,70,A farensis,,False,25.63468191015467,s,female,30,160.13564676028363,,"['Sea Urchin', 'Hermit Crab']",10,Displaying dominance by lifting body.
30,90,82.06505894940042,70,A farensis,,False,1203.025287651646,s, ,31,178.1155114826562,,"['Snail', 'Hermit Crab', 'Sea Anemone', 'Coral Fragment', 'Sea Star']",9,Picking algae from rock surface.
31,320,104.06821400723902,40,A farensis,,True,440.90784849668,s,?,32,172.6986102698989,,['Barnacle'],11,Retreating quickly from shadow.
32,230,41.12201900687544,40,u. olhanen.,,False,77.62582912486822,a,male,33,178.03713960432742,,"['Polychaete Worm', 'Sea Anemone', 'Barnacle', 'Mussel', 'Algae']",6,Picking biofilm on submerged wood.
33,260,80.51399326867916,30,U. olhanensis,,False,1500.0,s,female,34,182.1106063271591,,"['Hermit Crab', 'Coral Fragment', 'Mussel']",9,Rapid claw movement while feeding.
34,60,74.38604416265076,30,A. Farensis,,False,16.251010528122972,s,female,35,187.75459458994223,,"['Sea Sponge', 'Polychaete Worm', 'Snail', 'Crab (Other Species)', 'Mussel']",8,Escaping predator silhouette overhead.
35,180,74.11210702692944,50,A. Farensis,,False,11.839632937362856,a,male,36,177.5862160451516,,"['Coral Fragment', 'Snail']",7,Retreating into burrow.
36,140,104.51094798700267,80,A. Farensis,,False,5.076973987654397,s,male,37,179.9659343818038,,"['Sea Anemone', 'Small Fish', 'Coral Fragment', 'Mussel']",7,Using claws to dig into sediment.
37,110,64.76972395567905,30,A farensis,,True,5.181168763399782,s,male,38,166.65117722557062,,"['Mussel', 'Hermit Crab', 'Small Fish', 'Polychaete Worm']",12,Emerging cautiously from hiding.
38,340,70.97019281260869,60,A farensis,,False,722.3932210714041,a,female,39,154.7889784267625,,"['Mussel', 'Sea Sponge', 'Sea Star', 'Algae']",7,Climbing onto submerged logs.
39,210,53.90170768470423,50,A. Farensis,,True,1316.5535811656728,s,-,40,188.62986241545582,,"['Coral Fragment', 'Algae', 'Hermit Crab', 'Snail']",6,Sideways walking along bay edge.
40,60,81.05023438418408,40,u. olhanen.,,True,1500.0,s,female,41,208.5440183397231,,"['Snail', 'Jellyfish', 'Sea Sponge', 'Mussel', 'Barnacle']",9,Climbing barnacle-covered surfaces.
41,200,42.932892066836814,80,A farensis,,False,384.2286308082257,p,female,42,185.20727245074062,,"['Barnacle', 'Hermit Crab', 'Polychaete Worm', 'Mussel', 'Sea Anemone']",8,Scavenging near tidal pools.
