,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,138,47,134
0,45.0,8.060474503532717,7.0,u. olhanen.,-8.01873,True,27.1964153805567,sub_adult,male,1.0,21.05913560675275,37.02606,"['Sea Star', 'Sea Sponge', 'Polychaete Worm']",5.0,Feeding on algae scraped from rocks.,,,
1,8.0,8.639396581752239,3.0,u. olhanen.,,True,52.975202155892546,juvenile, ,2.0,17.246728501373884,,"['Mussel', 'Sea Sponge', 'Jellyfish', 'Algae']",7.0,Picking biofilm on submerged wood.,,,
2,22.0,6.61659562037569,8.0,u. olhanen.,,True,4.777694262918256,juvenile,male,3.0,17.72813157201428,,"['Hermit Crab', 'Algae', 'Snail']",8.0,Claw snapping in competition.,,,
3,25.0,8.999312220028273,3.0,A. Farensis,,True,0.7948278539643429,juvenile,male or female,4.0,18.396732718020385,,"['Sea Anemone', 'Barnacle', 'Sea Sponge']",8.0,Picking biofilm on submerged wood.,,,
4,44.0,8.325568756209055,3.0,A. Farensis,,False,150.0,adult,male,5.0,19.288327970275077,,"['Jellyfish', 'Polychaete Worm', 'Algae', 'Sea Anemone']",12.0,Interacting with small fish nearby.,,,
5,20.0,8.502420785878167,6.0,A farensis,,False,9.070323489364911,sub_adult,male,6.0,18.661811042645525,,"['Algae', 'Barnacle', 'Small Fish', 'Shrimp']",8.0,Struggling with entangled seaweed.,,,
6,14.0,6.779190668270234,5.0,U. olhanensis,,False,18.79201962924364,adult,nan,7.0,16.41296641919204,,"['Sea Star', 'Shrimp', 'Crab (Other Species)']",10.0,Feeding on detritus in shallow water.,,,
7,24.0,11.330777267784775,8.0,A. Farensis,,False,167.79162027318645,sub_adult,nan,8.0,18.822351619493382,,"['Crab (Other Species)', 'Coral Fragment', 'Mussel', 'Barnacle']",10.0,Sitting still blending with environment.,,,
8,8.0,5.211865042934059,3.0,A farensis,,True,1.245329989725817,juvenile,male,9.0,17.803353624117054,,['Hermit Crab'],9.0,Claw snapping at diver.,,,
9,13.0,9.012748550381788,3.0,A. Farensis,,False,15.010232779533702,sub_adult,?,10.0,15.820852096313924,,"['Barnacle', 'Sea Sponge', 'Sea Star', 'Jellyfish']",9.0,Feeding on algae scraped from rocks.,,,
10,20.0,9.770006156370957,4.0,A. Farensis,,True,15.939820531173739,pre_puberty,female,11.0,17.62727698005516,,"['Coral Fragment', 'Hermit Crab', 'Mussel', 'Sea Star']",7.0,Hiding under seagrass blades.,,,
11,26.0,7.185435845714807,5.0,A. Farensis,,False,16.256879077677,pre_puberty,male,12.0,18.764648387647664,,"['Jellyfish', 'Barnacle', 'Mussel', 'Sea Star', 'Snail']",5.0,Climbing onto submerged logs.,,,
12,31.0,11.48709084614358,6.0,A. Farensis,,False,23.518814432564326,juvenile,female,13.0,18.131665574236397,,['Algae'],11.0,Guarding a small hole in sediment.,,,
13,17.0,11.1848509440316,4.0,u. olhanen.,,True,150.0,adult,male,14.0,17.422515434741094,,"['Hermit Crab', 'Sea Sponge', 'Polychaete Worm']",6.0,Color changes during molting.,,,
14,27.0,7.641949260849591,3.0,A farensis,,False,29.188967145012086,pre_puberty,male,15.0,17.651583517913288,,"['Hermit Crab', 'Sea Anemone']",4.0,Stillness in cold water.,,,
15,37.0,8.618802580185154,3.0,U. olhanensis,,False,8.115272074828388,juvenile,male,16.0,17.7949639052857,,"['Sea Urchin', 'Snail', 'Sea Sponge', 'Mussel', 'Polychaete Worm']",10.0,Hiding under floating debris.,,,
16,27.0,9.297243821743121,3.0,A. Farensis,,False,3.5067737265990986,juvenile,female,17.0,19.426735495674624,,"['Jellyfish', 'Coral Fragment', 'Snail', 'Sea Star', 'Crab (Other Species)']",7.0,Searching for food in tidal pools.,,,
17,26.0,6.25373147053967,2.0,A farensis,,False,150.0,sub_adult,male,18.0,18.982828275126657,,['Shrimp'],8.0,Stillness in cold water.,,,
18,28.0,6.637655051486812,2.0,u. olhanen.,,False,8.874952857951646,juvenile,female,19.0,18.453995388839175,,['Coral Fragment'],9.0,Scavenging near tidal pools.,,,
19,38.0,9.549737233083448,4.0,u. olhanen.,,False,150.0,adult, ,20.0,19.3078345268352,,"['Jellyfish', 'Mussel', 'Sea Anemone', 'Polychaete Worm', 'Barnacle']",12.0,Social contact with other crabs.,,,
