,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour,98,29,150
0,44.0,10.846489814025498,2.0,u. olhanen.,-8.01873,False,47.74391660732206,adult, ,1.0,21.80897523780174,37.02606,"['Mussel', 'Sea Anemone']",6.0,Cleaning claws with rubbing motion.,,,
1,25.0,10.773150901970048,6.0,U. olhanensis,,True,30.46293391829649,pre_puberty, ,2.0,17.367114427765916,,"['Polychaete Worm', 'Small Fish', 'Mussel']",11.0,Claw waving directed at nearby crab.,,,
2,28.0,10.822259718388365,2.0,u. olhanen.,,True,1.7297275707617994,juvenile,male,3.0,16.508827162102047,,['Snail'],8.0,Climbing algae-covered rocks.,,,
3,43.0,11.553517647180621,2.0,u. olhanen.,,False,0.5407173281275439,adult,male or female,4.0,20.4038847467897,,"['Shrimp', 'Polychaete Worm', 'Small Fish', 'Mussel', 'Barnacle']",7.0,Waving claws rhythmically.,,,
4,38.0,13.999741094693622,4.0,u. olhanen.,,True,7.350565312001913,juvenile, ,5.0,18.542354644521275,,"['Polychaete Worm', 'Crab (Other Species)']",6.0,Moving toward bait.,,,
5,30.0,9.51912579883497,2.0,A farensis,,False,13.20159661816749,pre_puberty,female,6.0,16.859869739195425,,"['Hermit Crab', 'Mussel', 'Jellyfish']",5.0,Picking algae from rock surface.,,,
6,78.0,12.161876529066957,6.0,U. olhanensis,,False,150.0,sub_adult,male,7.0,26.1777670262253,,"['Sea Sponge', 'Algae', 'Sea Urchin', 'Mussel']",7.0,Camouflaging with surrounding mud.,,,
7,11.0,9.157742833160508,5.0,U. olhanensis,,False,0.5817898244431899,adult,female,8.0,16.452610800802557,,"['Barnacle', 'Mussel', 'Sea Sponge']",11.0,Searching for food in tidal pools.,,,
8,21.0,8.134221706373888,5.0,u. olhanen.,,False,3.9769342194926893,pre_puberty,male,9.0,16.295214418742663,,"['Jellyfish', 'Barnacle']",6.0,Sideways walking along bay edge.,,,
9,48.0,11.481340023557019,3.0,u. olhanen.,,False,6.924254402887943,pre_puberty,male,10.0,20.8295324050023,,"['Jellyfish', 'Crab (Other Species)', 'Sea Anemone', 'Snail', 'Barnacle']",6.0,Searching for mates at twilight.,,,
10,33.0,12.141135634574553,5.0,U. olhanensis,,False,8.761318402796686,sub_adult,female,11.0,19.172002195737353,,"['Snail', 'Hermit Crab', 'Jellyfish', 'Sea Anemone']",9.0,Displaying dominance by lifting body.,,,
11,28.0,7.948647430431792,7.0,U. olhanensis,,False,23.77261931988975,sub_adult,male,12.0,16.673980440051697,,"['Hermit Crab', 'Polychaete Worm']",11.0,Moving toward warmer water pockets.,,,
12,35.0,9.173920757330283,7.0,u. olhanen.,,False,8.46271500629574,sub_adult,female,13.0,17.632281115853846,,"['Crab (Other Species)', 'Coral Fragment', 'Small Fish']",9.0,Guarding a small hole in sediment.,,,
13,52.0,9.293640258293966,3.0,A farensis,,False,21.94879539262341,sub_adult,female,14.0,22.46755600938456,,"['Jellyfish', 'Sea Sponge', 'Sea Urchin']",6.0,Displaying dominance by lifting body.,,,
14,26.0,12.980679021949868,6.0,U. olhanensis,,False,25.347292368285927,juvenile,female,15.0,18.02801286053298,,"['Sea Anemone', 'Barnacle', 'Sea Star']",9.0,Half buried in sand.,,,
15,33.0,9.913704950502918,2.0,A farensis,,False,1.2838429659206616,sub_adult,male,16.0,17.951233144418268,,"['Jellyfish', 'Sea Anemone', 'Shrimp', 'Sea Urchin', 'Barnacle']",8.0,Climbing algae-covered rocks.,,,
16,13.0,12.618760416699933,8.0,A. Farensis,,False,6.71802936420373,pre_puberty,male,17.0,15.815074690252738,,"['Crab (Other Species)', 'Sea Anemone', 'Hermit Crab', 'Coral Fragment', 'Barnacle']",8.0,Moving toward warmer water pockets.,,,
