,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,140,74.84436624554569,60,u. olhanen.,-7.99163,True,9.34294215751946,s,male,1,145.94204663035842,37.01025,['Sea Star'],9,True,Picking algae from rock surface.
1,90,83.12176709953427,40,A farensis,,False,48.44915266432169,s,female,2,157.22245725262604,,"['Algae', 'Coral Fragment', 'Sea Anemone', 'Sea Urchin', 'Barnacle']",10,False,Territorial display against intruder.
2,90,77.04928229163107,70,A. Farensis,,False,17.97138423452893,s,male,3,164.33747281352709,,['Snail'],10,False,Sitting still blending with environment.
3,260,76.98404845925887,30,A farensis,,False,26.911702776130348,s,male,4,130.83933914407967,,"['Polychaete Worm', 'Snail', 'Sea Urchin', 'Jellyfish']",5,False,Feeding on small mollusks.
4,110,47.10559432041536,20,A farensis,,False,46.4294673372595,j, ,5,163.44442893158322,,"['Mussel', 'Crab (Other Species)', 'Sea Anemone', 'Shrimp', 'Jellyfish']",8,False,Hiding in sandy burrow.
5,250,67.90551614912228,80,A. Farensis,,False,37.29841166276187,s,?,6,155.41656039729776,,['Sea Urchin'],8,False,Guarding eggs under abdominal flap.
6,340,67.66295338165553,40,A farensis,,False,30.398683231456168,a,male,7,149.45018157793427,,"['Sea Star', 'Coral Fragment', 'Small Fish', 'Hermit Crab', 'Shrimp']",12,False,Rapid claw movement while feeding.
7,210,83.89525603873108,50,A farensis,,False,24.51641226033978,a,male,8,151.95136440561552,,"['Hermit Crab', 'Algae']",12,False,Slow movement near seagrass patches.
8,200,50.30809307083133,60,u. olhanen.,,False,29.307800012893942,p,female,9,174.13617653736569,,"['Snail', 'Small Fish', 'Barnacle']",8,False,Sideways walking along bay edge.
9,220,73.44416021339006,50,A. Farensis,,False,6.495101792450488,p,female,10,174.6651934696635,,"['Polychaete Worm', 'Crab (Other Species)', 'Small Fish', 'Algae', 'Coral Fragment']",10,False,Vibrating antennae in water currents.
10,260,73.32985431241555,30,A. Farensis,,False,114.07049052418138,a,male,11,184.30603878880945,,"['Snail', 'Shrimp', 'Sea Star']",10,False,Climbing algae-covered rocks.
11,260,70.10504720355686,50,A farensis,,True,158.53428755340965,s,female,12,161.29576459136518,,"['Sea Star', 'Snail', 'Algae']",10,True,Exploring new territory.
12,90,75.22589196766289,20,A. Farensis,,False,63.083696128778726,s,male,13,187.9152521223881,,"['Coral Fragment', 'Mussel', 'Barnacle']",9,False,Claw snapping in competition.
13,140,64.07630519417614,30,u. olhanen.,,False,292.38949624715866,s, ,14,175.2488927938137,,['Sea Anemone'],10,False,Picking detritus from seabed.
14,160,70.09339643625931,50,A farensis,,False,132.1795444145652,p,male,15,189.88193473441868,,"['Snail', 'Mussel']",9,False,Retreating into burrow.
15,140,83.29405354534262,30,u. olhanen.,,True,101.83242748578955,a,male,16,170.42794414572856,,"['Jellyfish', 'Snail']",8,True,Burrowing into sandy sediment.
16,40,70.28623468666493,50,A. Farensis,,False,102.74764275388493,p,female,17,208.16472730119702,,"['Mussel', 'Sea Urchin', 'Crab (Other Species)']",8,False,Hiding under seagrass blades.
17,60,65.66756130779399,20,A farensis,,False,22.970534326224886,p, ,18,186.10001113497896,,"['Barnacle', 'Coral Fragment']",11,False,Exchanging antenna taps.
