,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,240,49.11469087253941,20,A. Farensis,-7.99163,False,82.48026016296208,p,male,1,139.4368570482159,37.01025,"['Snail', 'Jellyfish', 'Mussel']",11,False,Hiding in sandy burrow.
1,380,70.1974863836878,20,u. olhanen.,,True,205.5035887764227,p,male,2,150.53399106340012,,"['Barnacle', 'Sea Urchin', 'Sea Anemone', 'Jellyfish', 'Algae']",7,True,Pausing frequently during exploration.
2,280,77.32964183474822,40,A. Farensis,,False,76.04708948658482,s,male,3,195.87058468272264,,"['Sea Star', 'Coral Fragment', 'Crab (Other Species)', 'Polychaete Worm']",9,False,Climbing barnacle-covered surfaces.
3,260,56.85067537234414,30,A farensis,,False,5.3864984377813405,p,female,4,167.565468504519,,"['Sea Star', 'Sea Urchin', 'Hermit Crab', 'Coral Fragment', 'Polychaete Worm']",11,False,Swimming short distance to escape.
4,120,61.021799633179334,30,A farensis,,False,390.20599470686653,s,male,5,157.10620579544778,,"['Small Fish', 'Algae', 'Hermit Crab', 'Sea Urchin']",9,False,Picking detritus from seabed.
5,130,26.82833380118622,50,A farensis,,False,128.22107473216613,j,nan,6,192.838152955307,,['Polychaete Worm'],9,False,Picking algae from rock surface.
6,260,51.32291883994979,80,A farensis,,False,1500.0,p,female,7,164.60207569597532,,"['Sea Urchin', 'Shrimp', 'Algae', 'Jellyfish', 'Barnacle']",10,False,Hiding in sandy burrow.
7,100,53.82304583629229,30,A. Farensis,,False,20.973962052516306,j,male,8,130.61747523449657,,"['Small Fish', 'Algae']",9,False,Pausing frequently during exploration.
8,280,81.84531708044096,20,U. olhanensis,,False,2.885486298164972,p, ,9,179.4229213106689,,"['Sea Star', 'Shrimp', 'Algae', 'Barnacle']",9,False,Searching for food in tidal pools.
9,210,77.36291452109512,30,A farensis,,False,138.61892620602222,s,nan,10,157.9925065272169,,"['Coral Fragment', 'Shrimp', 'Snail', 'Hermit Crab']",10,False,Claw waving directed at nearby crab.
10,430,36.85434519459118,50,U. olhanensis,,True,73.26665861265792,p,female,11,165.63198672843274,,['Polychaete Worm'],9,True,Social contact with other crabs.
11,230,63.34399438238528,30,A farensis,,False,133.95132506853483,s,male,12,170.25973309025986,,"['Polychaete Worm', 'Algae', 'Sea Star']",8,False,Cleaning claws with rubbing motion.
12,280,36.33159171006355,30,u. olhanen.,,False,136.17204282059834,a,male,13,193.8411770199299,,"['Barnacle', 'Hermit Crab', 'Jellyfish', 'Sea Sponge']",7,False,Half buried in sand.
13,320,38.85026599192705,30,A. Farensis,,False,127.32028365780316,p, ,14,163.53813857549912,,"['Barnacle', 'Sea Anemone']",8,False,Hiding under floating debris.
14,300,59.78748593665398,30,A. Farensis,,True,100.24662161563762,a,female,15,146.6567146745152,,"['Jellyfish', 'Coral Fragment', 'Barnacle', 'Crab (Other Species)']",9,True,Searching for mates at twilight.
15,260,50.84780747870583,60,A. Farensis,,False,253.065353927403,j,male,16,184.90161696324833,,"['Coral Fragment', 'Barnacle', 'Sea Urchin', 'Mussel', 'Crab (Other Species)']",10,False,Using claws to dig into sediment.
16,120,76.23885490455108,20,A farensis,,True,1221.217993276497,a,male or female,17,179.5951583490225,,"['Shrimp', 'Hermit Crab']",10,True,Climbing onto submerged logs.
17,80,43.23377129422088,30,A farensis,,False,39.65537328580829,p,nan,18,169.79811170292413,,"['Snail', 'Barnacle', 'Sea Anemone', 'Sea Urchin', 'Sea Sponge']",9,False,Stillness in cold water.
18,220,52.60013464515496,50,u. olhanen.,,False,242.69043813460894,s,male,19,175.53790684634288,,"['Jellyfish', 'Sea Urchin', 'Hermit Crab']",11,False,Moving toward warmer water pockets.
19,160,45.27761260964054,30,A. Farensis,,False,82.472908643696,p, ,20,176.8954165969783,,"['Mussel', 'Snail']",7,False,Claw waving directed at nearby crab.
20,360,65.27901932311715,60,A. Farensis,,False,70.97995578998106,s,female,21,194.02359227885916,,"['Algae', 'Sea Urchin', 'Coral Fragment']",4,False,Cleaning claws with rubbing motion.
21,320,34.984076774176486,20,u. olhanen.,,True,14.61315371091244,p,male,22,149.66123806407222,,"['Shrimp', 'Small Fish', 'Jellyfish', 'Sea Urchin', 'Polychaete Worm']",9,True,Climbing vertical rock face.
22,80,58.73745460833679,60,A. Farensis,,False,1497.1839749049382,s,male,23,171.50069182894697,,"['Coral Fragment', 'Crab (Other Species)', 'Barnacle']",12,False,Pausing frequently during exploration.
23,310,54.58201639871909,60,A farensis,,False,199.96234905812798,a,male,24,155.59619531329932,,"['Sea Star', 'Mussel', 'Shrimp']",8,False,Guarding eggs under abdominal flap.
24,260,62.31526371175629,30,A. Farensis,,False,409.3963626043068,j,male,25,143.86461257578418,,"['Shrimp', 'Sea Sponge', 'Sea Urchin']",7,False,Climbing barnacle-covered surfaces.
25,240,52.05788214382026,30,U. olhanensis,,True,116.7658826923188,p,male,26,173.90630791414705,,"['Hermit Crab', 'Coral Fragment', 'Polychaete Worm', 'Sea Star', 'Sea Sponge']",10,True,Dragging shell fragment backward.
26,90,54.186290919414304,50,A. Farensis,,False,58.064617927873115,j,female,27,137.0371494640588,,"['Sea Star', 'Mussel', 'Jellyfish']",11,False,Climbing algae-covered rocks.
27,350,46.05323609089769,20,u. olhanen.,,False,9.160214240220103,s,female,28,165.31964666504774,,"['Shrimp', 'Sea Anemone']",7,False,Displaying dominance by lifting body.
28,480,85.3585767479759,20,u. olhanen.,,False,212.44338833268674,p,female,29,152.29453483354507,,['Crab (Other Species)'],8,False,Escaping predator silhouette overhead.
29,160,46.35167173828683,80,A farensis,,False,80.24195175962976,s,?,30,148.88468081693594,,"['Crab (Other Species)', 'Coral Fragment', 'Sea Star', 'Barnacle']",12,False,Social contact with other crabs.
30,70,65.65750792893242,20,A farensis,,True,344.8425465903512,s,female,31,164.79329393379032,,"['Mussel', 'Sea Sponge', 'Barnacle', 'Crab (Other Species)', 'Jellyfish']",9,True,Guarding a small hole in sediment.
31,160,63.62967724654797,50,A farensis,,False,151.60368408968563,s,female,32,179.87741045310375,,"['Jellyfish', 'Snail', 'Polychaete Worm']",9,False,Using claws to dig into sediment.
32,400,63.700067762703455,20,A farensis,,False,410.87312365722374,s,?,33,158.28184957882553,,"['Sea Sponge', 'Crab (Other Species)', 'Hermit Crab', 'Coral Fragment', 'Sea Star']",9,False,Retreating quickly from shadow.
33,260,35.555379646161676,20,A farensis,,False,403.031879703932,a,male or female,34,192.81242514364735,,['Sea Anemone'],6,False,Hiding in sandy burrow.
34,170,88.11037682895908,40,u. olhanen.,,False,31.384280381120146,p,male,35,160.0437281537594,,['Coral Fragment'],5,False,Mating behavior with antenna touching.
35,90,68.8248449249278,50,A farensis,,False,1469.8403702218636,s,male,36,187.61824577731807,,"['Sea Star', 'Sea Anemone', 'Snail']",10,False,Climbing algae-covered rocks.
36,470,82.68053327264604,40,A. Farensis,,False,710.3426845928544,a, ,37,150.66237478964024,,"['Barnacle', 'Coral Fragment', 'Sea Urchin']",13,False,Retreating quickly from shadow.
37,190,52.072954720327644,50,A farensis,,False,219.94375774489725,s,male,38,148.99691768298743,,"['Algae', 'Hermit Crab', 'Polychaete Worm', 'Shrimp', 'Barnacle']",8,False,Dragging shell fragment backward.
38,210,45.31482966841193,40,A farensis,,False,92.68205214241767,s,female,39,206.3458495012091,,"['Coral Fragment', 'Snail', 'Barnacle', 'Jellyfish', 'Algae']",11,False,Color changes during molting.
39,80,43.965779072010704,20,A farensis,,False,199.1009007763556,s, ,40,205.40327474258763,,"['Sea Urchin', 'Small Fish', 'Sea Anemone', 'Polychaete Worm']",8,False,Moving in groups.
40,220,71.1419288601338,20,u. olhanen.,,False,52.16978665982984,a, ,41,206.41605802379212,,"['Sea Urchin', 'Algae']",7,False,Half buried in sand.
41,110,68.89957622003563,20,A. Farensis,,False,118.29584338944895,a,male,42,182.66637655016564,,"['Mussel', 'Jellyfish', 'Small Fish']",12,False,Crab moving quickly across rocks.
42,180,48.84272621893654,20,U. olhanensis,,True,4.568274643320226,p,male or female,43,144.3761540753736,,['Jellyfish'],6,True,Feeding on small crustaceans.
43,160,54.503306166046,110,A farensis,,False,1500.0,s,male or female,44,163.9622166808235,,"['Snail', 'Sea Anemone', 'Coral Fragment', 'Crab (Other Species)']",7,False,Shaking claws after contact.
44,490,55.12646017619703,30,A farensis,,False,19.082732553476305,s,nan,45,207.53863456418316,,"['Barnacle', 'Sea Star', 'Sea Urchin', 'Sea Sponge']",12,False,Sideways walking along bay edge.
45,510,47.19909401535938,40,A. Farensis,,False,57.40168927329925,s,nan,46,187.66694470669552,,['Barnacle'],7,False,Picking algae from rock surface.
46,240,50.26804720157828,20,U. olhanensis,,True,462.94021031226754,s, ,47,181.4905480753049,,"['Crab (Other Species)', 'Coral Fragment', 'Shrimp']",8,True,Slow movement near seagrass patches.
47,310,59.91500331247341,50,A farensis,,False,56.77418082562013,s,male,48,154.6653207000769,,['Hermit Crab'],14,False,Foraging among seagrass roots.
48,230,50.539905083324285,60,A. Farensis,,False,299.2741896756342,p,male,49,173.64588724544657,,"['Sea Star', 'Sea Urchin', 'Sea Anemone', 'Shrimp', 'Crab (Other Species)']",8,False,Exploring new territory.
49,260,58.36517669075532,90,A farensis,,True,170.385700349421,s,male,50,189.53526667659412,,"['Coral Fragment', 'Algae', 'Sea Star']",4,True,Feeding on small crustaceans.
50,350,53.83129646149974,80,A. Farensis,,False,163.3325456734138,s,female,51,176.8219267805768,,"['Sea Anemone', 'Jellyfish', 'Barnacle', 'Crab (Other Species)']",11,False,Hiding under seagrass blades.
51,160,48.187026179695124,50,A. Farensis,,False,93.79560266244354,a,male,52,173.22925190427324,,"['Barnacle', 'Snail']",9,False,Using claws to dig into sediment.
52,530,49.61938942274667,20,A farensis,,False,14.357390940509429,a,male,53,152.63170197445203,,"['Sea Star', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish']",7,False,Escaping from aggressive fish.
53,120,50.64856306849557,30,u. olhanen.,,False,1046.17217221268,p,male,54,191.838191306707,,"['Sea Star', 'Hermit Crab', 'Sea Urchin']",8,False,Mating behavior with antenna touching.
54,350,62.89498199424757,60,A farensis,,False,14.632870709288419,p,male,55,187.29828932223742,,"['Hermit Crab', 'Crab (Other Species)', 'Algae', 'Snail', 'Sea Anemone']",9,False,Shaking claws after contact.
55,210,58.70984212626092,30,u. olhanen.,,False,17.236230565599495,a,?,56,185.34814070364985,,['Barnacle'],13,False,Hiding beneath rocks.
56,410,74.14900997617038,20,A. Farensis,,False,74.43135009461582,p,female,57,176.35952922240787,,"['Sea Star', 'Sea Urchin', 'Jellyfish', 'Mussel', 'Crab (Other Species)']",8,False,Exchanging antenna taps.
57,530,78.12179357879901,20,A farensis,,False,51.507291316339085,a,male,58,150.60646324758056,,"['Small Fish', 'Jellyfish']",8,False,Inspecting discarded crab shell.
58,190,49.56151748994525,30,A. Farensis,,True,502.27569212363835,p, ,59,168.11516283298994,,"['Snail', 'Barnacle']",8,True,Feeding on small crustaceans.
59,90,55.070762126815005,40,A. Farensis,,False,88.3122189072151,p,female,60,168.24895567946584,,"['Sea Star', 'Snail', 'Jellyfish']",9,False,Moving toward bait.
60,220,62.681736632868315,120,A. Farensis,,False,55.24472600136914,a,male,61,160.2909950824096,,"['Mussel', 'Coral Fragment']",12,False,Searching for mates at twilight.
61,150,67.54480727356916,60,A farensis,,False,240.5189849635525,p,?,62,166.95265619701536,,['Hermit Crab'],5,False,Retreating into burrow.
62,390,73.671043148336,20,u. olhanen.,,False,61.94292778101538,a,male,63,175.18030933126374,,['Mussel'],10,False,Guarding eggs under abdominal flap.
63,240,64.76445556888505,70,A farensis,,True,39.01218968607282,s,male,64,124.93778795119866,,['Mussel'],9,True,Climbing onto submerged logs.
64,150,57.5897187634994,40,u. olhanen.,,False,437.902407911185,a,female,65,184.69291499746757,,['Crab (Other Species)'],8,False,Interaction with hermit crabs.
65,80,51.988003287759454,70,A farensis,,False,24.0549054474467,s,female,66,151.18969542526966,,"['Small Fish', 'Jellyfish', 'Barnacle']",11,False,Rapid claw movement while feeding.
66,200,60.06232481333712,20,u. olhanen.,,False,16.385051277241065,j,male,67,160.9699213338012,,['Sea Star'],9,False,Foraging among seagrass roots.
67,460,41.70025454478427,70,A. Farensis,,False,22.419865119719702,a,female,68,179.24965776541032,,"['Sea Anemone', 'Sea Urchin']",5,False,Vibrating antennae in water currents.
68,220,36.82096367109048,20,A farensis,,False,38.78051037332797,a,female,69,185.6344415621947,,"['Mussel', 'Jellyfish']",10,False,Social contact with other crabs.
69,160,62.424463812446874,30,U. olhanensis,,True,45.469416134892306,a,female,70,145.644396100614,,"['Snail', 'Sea Urchin']",7,True,Half buried in sand.
70,120,58.90674659676063,50,u. olhanen.,,False,38.51005112947781,p,male,71,156.38349150866864,,"['Sea Anemone', 'Crab (Other Species)', 'Sea Star', 'Hermit Crab', 'Jellyfish']",6,False,Mating behavior with antenna touching.
71,210,39.77253024554039,20,A. Farensis,,True,9.45687578082837,s, ,72,157.62066853845792,,"['Jellyfish', 'Sea Urchin']",7,True,Escaping from aggressive fish.
72,110,31.632825854059583,30,A farensis,,True,83.33720795493186,s,female,73,157.6923618098534,,"['Coral Fragment', 'Sea Star']",6,True,Vibrating antennae in water currents.
73,370,45.14239838463605,30,A. Farensis,,False,132.09440139507007,s,male,74,152.7047070310274,,['Sea Urchin'],10,False,Dragging shell fragment backward.
74,290,57.38049969872712,50,A farensis,,False,39.49181141358564,p,female,75,146.2658222135352,,"['Polychaete Worm', 'Sea Star', 'Small Fish']",8,False,Half buried in sand.
75,470,68.93236183945369,20,A farensis,,False,47.55628317326537,p,male,76,164.54176661628276,,"['Crab (Other Species)', 'Sea Sponge']",13,False,Retreating into burrow.
76,160,42.2483274021201,60,A. Farensis,,True,29.092362330712703,j,male,77,145.40465398984583,,"['Sea Sponge', 'Crab (Other Species)']",8,True,Scavenging near tidal pools.
77,220,57.78652792919339,20,u. olhanen.,,False,53.90228070719243,p,nan,78,168.04631544206308,,['Jellyfish'],11,False,Claw waving directed at nearby crab.
78,170,53.94128746592176,60,A. Farensis,,True,107.96299534828158,s,?,79,172.98090173406888,,"['Barnacle', 'Algae', 'Small Fish', 'Sea Star']",9,True,Shaking claws after contact.
79,220,58.37851837463808,40,u. olhanen.,,False,1708.3481304019074,p,male,80,162.95498908702612,,"['Sea Star', 'Snail']",6,False,Searching for food in tidal pools.
80,130,46.68984664426033,30,A. Farensis,,False,266.0042050746942,a,male or female,81,170.35573145010625,,"['Barnacle', 'Mussel', 'Sea Star']",5,False,Rapid crossing of open sand.
81,370,64.32070612673706,40,A. Farensis,,False,696.4185362108827,s,female,82,162.6941449918109,,"['Hermit Crab', 'Polychaete Worm', 'Sea Sponge']",8,False,Struggling with entangled seaweed.
82,370,66.56927488414645,50,A farensis,,False,159.83177816470214,s,N/R,83,169.74780950746583,,['Jellyfish'],8,False,Claw snapping in competition.
83,380,62.92420116200779,20,A farensis,,False,107.17987789178625,a,male,84,151.99531956692684,,"['Snail', 'Barnacle', 'Sea Sponge', 'Hermit Crab', 'Small Fish']",4,False,Territorial display against intruder.
84,340,58.93836637397206,80,A. Farensis,,False,11.912989379788613,a,male,85,127.95337519475717,,"['Sea Sponge', 'Small Fish', 'Crab (Other Species)']",8,False,Feeding on algae scraped from rocks.
85,230,53.01535009330247,40,U. olhanensis,,True,554.3090628645955,p,female,86,178.87568072731375,,"['Crab (Other Species)', 'Barnacle', 'Shrimp', 'Hermit Crab']",7,True,Color changes during molting.
86,200,72.23890301697278,20,A farensis,,False,155.74540413919146,a,male,87,127.23666371075232,,"['Sea Sponge', 'Barnacle', 'Hermit Crab', 'Algae', 'Crab (Other Species)']",8,False,Moving sideways along sandy bottom.
87,270,75.60349611052176,70,u. olhanen.,,False,385.5579185467262,s,male,88,184.53670992671073,,['Mussel'],10,False,Sitting still blending with environment.
88,100,37.6385252425455,50,A. Farensis,,True,27.511249019035194,s,male,89,148.78896597959215,,['Jellyfish'],10,True,Searching for mates at twilight.
89,90,36.721771325998105,60,A farensis,,True,10.270936449415146,p,?,90,181.59385884575732,,"['Jellyfish', 'Crab (Other Species)', 'Small Fish']",10,True,Feeding on detritus in shallow water.
