,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,18,7.447218383114497,3,u. olhanen.,-8.01873,False,4.2654732221765395,juvenile,N/R,1,15.112126220263846,37.02606,"['Snail', 'Small Fish', 'Crab (Other Species)']",5,Rapid crossing of open sand.
1,17,7.2247814804085255,7,A farensis,,False,26.753288528817556,juvenile,male,2,15.681598411142849,,"['Polychaete Worm', 'Mussel']",9,Claw snapping at diver.
2,24,7.194557293287426,3,A. Farensis,,False,10.20313901765024,adult, ,3,16.997945294358356,,"['Polychaete Worm', 'Coral Fragment', 'Snail']",13,Moving toward warmer water pockets.
3,20,7.858609593717983,2,A farensis,,False,50.26511598814906,sub_adult,?,4,17.09642107390622,,"['Small Fish', 'Polychaete Worm', 'Sea Star', 'Shrimp', 'Sea Anemone']",10,Moving in groups.
4,27,8.007146388775698,8,U. olhanensis,,False,22.819711644124958,juvenile,male,5,15.377689202826922,,"['Sea Sponge', 'Sea Star', 'Jellyfish']",9,Rapid claw movement while feeding.
5,19,7.203801463796009,6,A farensis,,True,18.749867878807496,adult,male,6,17.34768378770439,,['Polychaete Worm'],12,Climbing algae-covered rocks.
6,12,8.01522298383311,4,A. Farensis,,False,3.625297708286809,sub_adult,male,7,16.227859219305948,,"['Snail', 'Coral Fragment', 'Algae', 'Hermit Crab']",8,Sideways walking along bay edge.
7,67,6.636441073985486,3,u. olhanen.,,False,32.62616647779935,pre_puberty,male,8,21.024641893540853,,"['Mussel', 'Shrimp', 'Small Fish', 'Crab (Other Species)', 'Snail']",14,Resting under shell fragment.
8,15,6.414336287297581,12,A farensis,,True,9.51765249808141,adult, ,9,16.376662926966702,,"['Sea Urchin', 'Algae', 'Polychaete Worm', 'Coral Fragment']",8,Sideways walking along bay edge.
9,18,5.592453187878454,6,u. olhanen.,,False,14.430006047319532,adult,female,10,16.00951001320018,,"['Mussel', 'Barnacle']",5,Feeding on detritus in shallow water.
10,26,6.25577334197117,3,u. olhanen.,,False,0.38601640059368725,sub_adult,male,11,15.790209497792663,,"['Jellyfish', 'Snail']",12,Feeding on algae scraped from rocks.
11,59,5.594830129490457,5,u. olhanen.,,True,45.39915965590328,pre_puberty,male,12,21.49597268329594,,['Algae'],6,Social contact with other crabs.
12,28,6.969946827915602,2,u. olhanen.,,True,6.771733602723371,sub_adult,female,13,17.889906761855208,,"['Sea Sponge', 'Coral Fragment']",8,Sitting still blending with environment.
13,24,5.601585221356187,4,U. olhanensis,,False,5.6117050974942,adult,male,14,18.496582027802823,,"['Mussel', 'Sea Sponge', 'Crab (Other Species)', 'Small Fish']",6,Rapid crossing of open sand.
14,18,8.197269707427939,2,A farensis,,False,40.43446323738275,sub_adult,male,15,15.411733269062541,,['Jellyfish'],8,Burrowing into sandy sediment.
15,26,6.560125828259523,5,A farensis,,False,2.2416904989459003,pre_puberty, ,16,16.792282912863044,,"['Polychaete Worm', 'Jellyfish', 'Sea Anemone']",6,Foraging among seagrass roots.
16,8,7.084184697332499,8,u. olhanen.,,False,12.785935775700716,adult,female,17,14.349050983221133,,"['Polychaete Worm', 'Algae', 'Sea Sponge', 'Barnacle', 'Sea Star']",10,Exchanging antenna taps.
17,9,8.668366151540766,3,A. Farensis,,False,68.01051379687188,sub_adult,female,18,15.305072342258,,"['Barnacle', 'Small Fish', 'Hermit Crab', 'Crab (Other Species)', 'Mussel']",5,Retreating quickly from shadow.
18,31,7.347913210973696,4,A farensis,,False,2.1724987922165693,pre_puberty,male,19,17.556973386319253,,"['Polychaete Worm', 'Mussel', 'Jellyfish', 'Coral Fragment']",8,Half buried in sand.
19,29,8.283990764413499,5,A farensis,,False,14.907752679715413,pre_puberty,male,20,18.508140075128694,,"['Sea Sponge', 'Mussel', 'Barnacle', 'Shrimp']",9,Climbing submerged rocks.
20,28,6.7191896552635,3,U. olhanensis,,True,12.38710822005199,sub_adult,male or female,21,16.880312376955974,,"['Polychaete Worm', 'Small Fish', 'Sea Star', 'Hermit Crab']",9,Interacting with small fish nearby.
21,26,5.852773311780592,2,A farensis,,False,19.70364603380914,adult,male,22,17.593293652959773,,"['Sea Anemone', 'Small Fish', 'Barnacle']",4,Hiding under floating debris.
22,24,6.959298619070649,9,u. olhanen.,,True,9.527117928535343,pre_puberty,female,23,15.658247939618434,,"['Mussel', 'Sea Urchin', 'Hermit Crab', 'Jellyfish']",10,Moving toward warmer water pockets.
23,19,8.631761360825852,6,U. olhanensis,,False,6.646388217161674,adult,male,24,15.971619954364975,,"['Small Fish', 'Jellyfish', 'Sea Urchin', 'Polychaete Worm']",7,Emerging cautiously from hiding.
24,16,6.930483339645367,7,A. Farensis,,False,1.654330648573248,adult,male,25,16.2995594517836,,"['Jellyfish', 'Snail', 'Barnacle']",8,Claw snapping at diver.
25,14,8.061716961793303,4,u. olhanen.,,False,18.06713365111564,pre_puberty,?,26,15.13657305687296,,"['Coral Fragment', 'Sea Star']",3,Displaying dominance by lifting body.
26,21,7.431609229946328,2,u. olhanen.,,False,172.728666453976,adult,female,27,16.983297124696012,,"['Polychaete Worm', 'Hermit Crab', 'Algae']",9,Emerging cautiously from hiding.
27,17,7.1259572445398645,4,U. olhanensis,,False,10.620248722179447,juvenile,male,28,15.440464470460352,,['Hermit Crab'],3,Exchanging antenna taps.
28,39,6.589949714242048,3,u. olhanen.,,False,6.432851348193009,pre_puberty,female,29,16.267452443883418,,['Polychaete Worm'],7,Rapid claw movement while feeding.
29,39,8.763506151188672,5,A. Farensis,,False,6.650835155878066,sub_adult,male,30,16.265899037280406,,"['Algae', 'Sea Sponge', 'Sea Urchin']",7,Stillness in cold water.
30,7,6.704955594355322,5,u. olhanen.,,False,8.31104983713103,juvenile,male,31,13.544632381647085,,['Hermit Crab'],8,Shaking claws after contact.
31,15,6.022126502988561,4,U. olhanensis,,True,19.10851135245555,pre_puberty,female,32,15.41776701787351,,"['Jellyfish', 'Sea Sponge', 'Sea Star', 'Sea Anemone']",5,Pausing frequently during exploration.
32,19,6.762914132622027,4,u. olhanen.,,True,1.0115515821794752,sub_adult,male or female,33,15.421287871697576,,"['Sea Urchin', 'Algae', 'Shrimp']",7,Foraging among seagrass roots.
33,24,5.909316201144371,4,A farensis,,True,3.9788455688041418,pre_puberty,female,34,16.951416879956707,,"['Polychaete Worm', 'Mussel', 'Sea Sponge', 'Shrimp']",9,Rapid crossing of open sand.
34,11,6.691158502672349,9,A. Farensis,,True,10.000619853480876,pre_puberty,nan,35,17.20586700056941,,['Small Fish'],6,Sitting still blending with environment.
35,27,7.173735996873127,5,A farensis,,False,134.8797364676124,pre_puberty,female,36,16.66971860988366,,"['Small Fish', 'Barnacle']",5,Searching for food in tidal pools.
36,27,6.228347886168718,3,A farensis,,False,20.2914963966197,adult,male,37,17.469645084960256,,"['Barnacle', 'Shrimp', 'Sea Sponge', 'Algae', 'Sea Anemone']",9,Exploring new territory.
37,18,6.506102331631393,4,u. olhanen.,,False,16.107174239520965,adult,male or female,38,15.301081783772396,,['Mussel'],12,Scavenging near tidal pools.
38,29,5.554931410837784,3,u. olhanen.,,False,27.716691871871365,pre_puberty, ,39,17.446081594944886,,"['Sea Anemone', 'Sea Urchin', 'Polychaete Worm']",12,Half buried in sand.
39,10,5.771416743519863,9,A farensis,,False,2.5584981526202415,sub_adult,male,40,15.77598980534476,,"['Crab (Other Species)', 'Hermit Crab', 'Small Fish', 'Sea Urchin']",10,Sideways walking along bay edge.
40,52,7.552942912987624,8,u. olhanen.,,True,11.378787776749109,adult,male,41,19.7623396285397,,"['Sea Star', 'Crab (Other Species)', 'Barnacle', 'Polychaete Worm']",6,Guarding a small hole in sediment.
41,17,6.140320056121321,2,A farensis,,False,18.36697453425727,sub_adult,male,42,15.121089649542869,,"['Hermit Crab', 'Sea Star']",7,Inspecting discarded crab shell.
42,17,6.2707816277568345,3,u. olhanen.,,False,31.392818942985226,juvenile, ,43,16.15491386125904,,"['Coral Fragment', 'Sea Anemone', 'Algae', 'Sea Urchin', 'Polychaete Worm']",12,Burrowing into sandy sediment.
43,11,5.565074715567427,2,u. olhanen.,,False,29.73056579878925,juvenile,male,44,13.849676424908388,,"['Sea Anemone', 'Small Fish', 'Snail']",9,Hiding beneath rocks.
44,20,4.841746972799148,2,u. olhanen.,,False,3.0419305480116035,juvenile,female,45,18.49755142031828,,"['Snail', 'Algae', 'Small Fish']",10,Picking detritus from seabed.
45,28,7.761643990054106,8,A. Farensis,,False,17.053836953550384,adult,female,46,17.49558539668605,,"['Sea Urchin', 'Snail']",5,Feeding on detritus in shallow water.
46,20,6.997463680125474,8,A. Farensis,,False,111.94939090218043,pre_puberty,male,47,16.15936017166387,,"['Small Fish', 'Algae']",8,Sideways walking along bay edge.
47,25,7.785265803339514,6,u. olhanen.,,False,4.677344055070162,pre_puberty, ,48,15.671917007267304,,"['Barnacle', 'Sea Sponge', 'Polychaete Worm', 'Sea Urchin']",10,Retreating quickly from shadow.
48,44,4.985998546114491,2,u. olhanen.,,False,1.92211080768019,juvenile,female,49,18.54358874082233,,['Mussel'],8,Hiding under floating debris.
49,23,7.4445306319683295,3,A. Farensis,,False,23.901591847644706,sub_adult,male,50,16.909291813369748,,"['Shrimp', 'Sea Star', 'Mussel']",11,Cleaning claws with rubbing motion.
50,48,4.409052038994176,9,A. Farensis,,False,34.19788145503223,pre_puberty,female,51,18.385424314398158,,['Coral Fragment'],8,Climbing submerged rocks.
51,21,6.354301758500757,5,A. Farensis,,False,5.412019638978239,adult,male,52,15.912343220208857,,"['Hermit Crab', 'Sea Sponge', 'Sea Star', 'Polychaete Worm']",11,Swimming short distance to escape.
52,34,5.219117813188266,2,u. olhanen.,,False,34.718308209839236,adult, ,53,19.26656259057041,,"['Mussel', 'Sea Anemone', 'Coral Fragment', 'Sea Urchin', 'Barnacle']",5,Escaping predator silhouette overhead.
53,30,7.620784760105957,2,A farensis,,False,93.4582319690948,sub_adult,male,54,17.63140931551363,,"['Jellyfish', 'Mussel', 'Sea Star', 'Algae']",8,Cleaning claws with rubbing motion.
54,43,8.355340985360186,4,u. olhanen.,,False,18.19562511808041,adult,male,55,17.504923290812183,,"['Crab (Other Species)', 'Shrimp', 'Jellyfish', 'Polychaete Worm']",8,Exploring new territory.
55,25,6.989908518630577,10,A. Farensis,,False,38.15889351082273,sub_adult,male,56,16.05435895032005,,"['Coral Fragment', 'Crab (Other Species)', 'Barnacle', 'Snail']",7,Rapid claw movement while feeding.
56,55,5.207024441569657,2,A farensis,,True,5.828770308981836,juvenile,female,57,18.45295804438706,,"['Sea Star', 'Small Fish', 'Hermit Crab', 'Crab (Other Species)']",5,Interacting with small fish nearby.
57,7,8.499991656582319,5,A. Farensis,,True,5.576478952842455,pre_puberty,male or female,58,15.75589793559473,,"['Algae', 'Coral Fragment']",7,Searching for food in tidal pools.
58,10,8.137843855113353,4,U. olhanensis,,False,1.464727000406764,pre_puberty,female,59,14.785450262065156,,"['Sea Sponge', 'Hermit Crab']",6,Using claws to dig into sediment.
59,12,6.476486494530189,10,u. olhanen.,,False,10.876512760180741,juvenile,male,60,14.481881750887888,,"['Sea Urchin', 'Sea Anemone', 'Sea Star', 'Crab (Other Species)', 'Hermit Crab']",10,Resting in shaded rock crevice.
60,21,7.870845272190173,5,u. olhanen.,,True,2.8735594542567524,sub_adult,male,61,15.237997929638315,,"['Sea Anemone', 'Snail', 'Barnacle', 'Sea Star', 'Crab (Other Species)']",8,Social contact with other crabs.
61,14,8.062245277509955,2,A. Farensis,,False,9.516616554950787,pre_puberty,female,62,14.037916583084936,,"['Polychaete Worm', 'Sea Sponge', 'Crab (Other Species)', 'Jellyfish']",10,Exchanging antenna taps.
62,10,6.613776693925831,6,U. olhanensis,,True,1.604468890995315,juvenile, ,63,14.753242593826842,,"['Sea Anemone', 'Polychaete Worm']",12,Escaping from aggressive fish.
63,12,7.016503061447181,3,U. olhanensis,,False,11.395440742537502,pre_puberty,male,64,15.7450353295182,,"['Hermit Crab', 'Algae', 'Snail', 'Small Fish']",7,Guarding eggs under abdominal flap.
64,33,6.620853750111455,9,A. Farensis,,False,16.314621316896826,adult,?,65,18.771775811329668,,"['Barnacle', 'Sea Urchin', 'Hermit Crab', 'Algae']",7,Territorial display against intruder.
65,12,5.95676348507857,4,u. olhanen.,,False,51.59836442814937,juvenile,female,66,15.842407459553693,,['Sea Star'],5,Climbing submerged rocks.
66,25,6.251863366361935,6,A. Farensis,,False,2.611463926291794,juvenile,-,67,17.42153418765952,,"['Sea Urchin', 'Snail', 'Shrimp']",7,Guarding a small hole in sediment.
67,34,6.535316971557665,3,A. Farensis,,True,10.039007399743019,adult,male,68,18.072689109337336,,['Sea Sponge'],8,Retreating quickly from shadow.
68,44,8.168828644477355,2,U. olhanensis,,False,33.14526326948539,sub_adult,male,69,20.90312665739475,,"['Jellyfish', 'Shrimp', 'Algae', 'Sea Star']",7,Feeding on small crustaceans.
69,8,5.525843141573812,4,u. olhanen.,,False,0.8749811816919649,pre_puberty,male,70,14.668615233110113,,"['Shrimp', 'Coral Fragment']",11,Struggling with entangled seaweed.
70,12,9.230874271714985,4,A farensis,,False,37.66299170595652,juvenile,female,71,15.60719531541666,,"['Polychaete Worm', 'Barnacle', 'Snail', 'Hermit Crab']",11,Feeding on small mollusks.
71,26,7.18599807712196,7,A farensis,,False,1.3739479973514357,sub_adult,male,72,15.3572487296964,,"['Sea Urchin', 'Mussel', 'Snail']",8,Shaking claws after contact.
72,42,7.280883628752257,2,U. olhanensis,,False,23.01549207810473,juvenile,male,73,19.329702508734847,,['Barnacle'],8,Retreating into burrow.
73,14,6.46506355238691,2,A farensis,,False,11.905077008620662,juvenile,male,74,16.362419764001185,,"['Sea Sponge', 'Barnacle', 'Crab (Other Species)']",11,Picking algae from rock surface.
74,23,6.790210101064251,9,A farensis,,True,192.16414381108967,juvenile,male,75,15.601943760274665,,"['Jellyfish', 'Mussel', 'Sea Star']",9,Pausing frequently during exploration.
75,20,8.84397247843868,4,U. olhanensis,,False,5.453080678385071,juvenile,male,76,16.70304772054486,,"['Shrimp', 'Mussel', 'Algae']",7,Rapid crossing of open sand.
76,7,8.82920119853873,2,A farensis,,False,12.50265403067043,sub_adult,male or female,77,15.342836647346237,,"['Snail', 'Sea Urchin', 'Mussel', 'Jellyfish', 'Sea Star']",11,Feeding on small crustaceans.
77,23,7.216788979626578,3,A. Farensis,,False,10.417166086170319,adult,male,78,16.430109780731826,,"['Sea Urchin', 'Small Fish', 'Barnacle', 'Snail', 'Crab (Other Species)']",7,Interaction with hermit crabs.
78,23,8.785154447386182,2,u. olhanen.,,False,2.4007757769819356,pre_puberty,female,79,15.36766851890777,,['Sea Sponge'],10,Foraging among seagrass roots.
79,29,7.696857969971346,6,A. Farensis,,False,13.240461709001215,adult,male,80,16.626857278074375,,['Small Fish'],4,Displaying dominance by lifting body.
80,15,7.167559644858941,3,u. olhanen.,,False,1.9484282730664495,adult,?,81,14.161841770278967,,"['Sea Anemone', 'Snail']",5,Climbing seaweed stalks.
81,35,6.184396172243163,6,u. olhanen.,,False,3.6205476020025698,pre_puberty,male,82,18.782734048680105,,"['Algae', 'Jellyfish', 'Sea Urchin', 'Crab (Other Species)', 'Hermit Crab']",11,Climbing seaweed stalks.
82,19,7.0318487190985115,4,A. Farensis,,False,11.054896199329686,adult, ,83,16.288524143716945,,"['Crab (Other Species)', 'Jellyfish', 'Mussel', 'Barnacle', 'Shrimp']",11,Pausing frequently during exploration.
83,25,5.952904245135402,6,U. olhanensis,,True,6.219963092317903,adult,male,84,16.969330195816514,,"['Shrimp', 'Barnacle']",7,Searching for food in tidal pools.
84,9,8.427581195276563,3,A. Farensis,,False,35.80469971463879,pre_puberty,male,85,15.740422468929332,,['Polychaete Worm'],8,Color changes during molting.
85,12,6.002482612415679,2,U. olhanensis,,False,1.4705974233547043,pre_puberty,female,86,15.569373521306119,,"['Shrimp', 'Coral Fragment', 'Sea Anemone']",9,Waving claws rhythmically.
86,27,6.820888895708881,11,A farensis,,False,5.29141730438868,pre_puberty,male,87,16.515738086312027,,"['Mussel', 'Crab (Other Species)', 'Sea Urchin']",8,Cleaning claws with rubbing motion.
87,30,5.398226118595471,6,U. olhanensis,,False,35.58092726818587,juvenile,male,88,16.84028525411415,,"['Mussel', 'Sea Sponge', 'Crab (Other Species)', 'Algae', 'Barnacle']",8,Resting in shaded rock crevice.
88,16,7.69991733442636,7,U. olhanensis,,False,1.3305157247581068,sub_adult,male,89,15.436578985780436,,['Mussel'],10,Using claws to dig into sediment.
89,28,7.190103117139592,4,A. Farensis,,True,48.454413310188556,pre_puberty,male,90,16.88162398186678,,"['Crab (Other Species)', 'Shrimp', 'Coral Fragment', 'Sea Star', 'Hermit Crab']",8,Shaking claws after contact.
90,25,9.24688547523957,2,U. olhanensis,,False,12.149101153125136,pre_puberty,male,91,17.048257468279324,,"['Hermit Crab', 'Shrimp', 'Snail', 'Polychaete Worm', 'Algae']",10,Rapid claw movement while feeding.
91,7,5.866239023422377,4,A. Farensis,,False,18.655406335943674,juvenile,female,92,13.389601835179398,,"['Algae', 'Small Fish', 'Sea Star', 'Mussel']",11,Foraging among seagrass roots.
92,10,5.508346131590285,6,U. olhanensis,,False,78.22518121350497,pre_puberty,male,93,14.961630769029325,,"['Sea Sponge', 'Sea Urchin']",5,Resting in shaded rock crevice.
93,26,8.329651752332008,4,U. olhanensis,,False,21.896112461915923,sub_adult,male,94,17.098846224998283,,"['Sea Urchin', 'Algae', 'Hermit Crab']",10,Climbing algae-covered rocks.
94,12,6.536997465018191,4,u. olhanen.,,False,28.229485555251635,adult,male,95,16.855322617696437,,['Jellyfish'],8,Color changes during molting.
95,34,5.412432795264057,2,A farensis,,False,34.08560565245677,adult,male,96,17.171415164678134,,"['Small Fish', 'Sea Star', 'Sea Sponge', 'Polychaete Worm', 'Jellyfish']",12,Defensive posture when approached.
96,31,8.25682423875878,5,A farensis,,False,158.70216118666548,pre_puberty,female,97,16.411179449342246,,"['Jellyfish', 'Sea Anemone', 'Coral Fragment', 'Algae', 'Barnacle']",8,Struggling with entangled seaweed.
97,26,7.808674165038419,7,U. olhanensis,,True,3.7669982094290715,juvenile,female,98,15.91695730652392,,"['Snail', 'Jellyfish', 'Algae']",14,Burrowing into sandy sediment.
98,21,9.395872771669216,2,U. olhanensis,,False,18.57484821257385,pre_puberty,female,99,15.677463807918596,,['Jellyfish'],10,Color changes during molting.
99,64,8.352871193372884,2,u. olhanen.,,False,9.771579868934834,adult,male,100,18.339989874328076,,['Barnacle'],7,Slow movement near seagrass patches.
100,7,7.928036502053876,3,u. olhanen.,,True,19.077960437083483,adult,male,101,15.196994910495675,,"['Sea Anemone', 'Sea Urchin']",9,Claw snapping at diver.
101,31,7.535336424473771,3,A. Farensis,,False,18.62138314143582,sub_adult,nan,102,17.68990387610163,,"['Shrimp', 'Small Fish', 'Hermit Crab']",9,Burrowing into sandy sediment.
102,38,5.620024431985686,2,U. olhanensis,,False,9.889665532835014,juvenile,female,103,18.24419231335675,,"['Crab (Other Species)', 'Algae']",9,Resting under shell fragment.
103,16,5.590203149068733,2,u. olhanen.,,False,8.83946291524471,juvenile,female,104,16.180352556078258,,"['Coral Fragment', 'Crab (Other Species)', 'Shrimp', 'Polychaete Worm']",11,Swimming short distance to escape.
104,12,6.198728509449807,2,A farensis,,False,15.911843542061925,adult,nan,105,15.331858311862334,,"['Shrimp', 'Mussel', 'Algae']",9,Guarding a small hole in sediment.
105,21,7.996611687436332,4,A farensis,,True,52.06221565080676,sub_adult,male,106,15.453051782996129,,"['Jellyfish', 'Crab (Other Species)']",5,Sitting still blending with environment.
106,13,6.073590403076604,3,A farensis,,False,24.279645766872775,adult,male or female,107,14.25072712312737,,"['Polychaete Worm', 'Algae', 'Shrimp']",7,Climbing barnacle-covered surfaces.
107,31,4.654736808558889,4,A farensis,,False,4.310349957444863,adult,nan,108,17.66485337146734,,"['Mussel', 'Jellyfish', 'Shrimp']",9,Feeding on detritus in shallow water.
108,28,6.141572380198127,8,A farensis,,False,7.328175290684852,sub_adult,male,109,17.413417736979177,,"['Crab (Other Species)', 'Jellyfish', 'Hermit Crab', 'Sea Anemone', 'Small Fish']",10,Social contact with other crabs.
109,17,7.193370994363978,2,A farensis,,False,20.503611750590746,adult,male,110,16.306434277679354,,"['Small Fish', 'Mussel', 'Algae']",8,Scavenging near tidal pools.
110,47,9.511153370527392,5,A. Farensis,,False,34.14095899578982,sub_adult,male,111,18.99503031567769,,"['Jellyfish', 'Snail', 'Sea Sponge', 'Coral Fragment', 'Sea Star']",8,Struggling with entangled seaweed.
111,12,8.295697634274207,7,u. olhanen.,,False,7.887574708228999,adult,female,112,16.132538708635987,,"['Jellyfish', 'Sea Star', 'Algae']",10,Searching for food in tidal pools.
112,19,5.144123092191524,5,A farensis,,False,5.428184634726666,juvenile,female,113,15.722145697207512,,['Small Fish'],7,Color changes during molting.
113,16,7.259196399598735,4,A. Farensis,,False,2.2299469798590303,pre_puberty,male,114,17.013349966635513,,"['Mussel', 'Small Fish', 'Sea Star', 'Sea Urchin', 'Jellyfish']",6,Interaction with hermit crabs.
114,29,6.676454057951024,8,u. olhanen.,,True,95.94906772355634,sub_adult,female,115,19.538250186859127,,['Mussel'],9,Defensive posture when approached.
115,18,6.374583603052967,5,A. Farensis,,False,0.9922907230205837,adult,male,116,14.004518829073103,,"['Algae', 'Sea Anemone', 'Snail', 'Polychaete Worm']",6,Claw waving directed at nearby crab.
