,cl [mm],lcl [mm],fw [mm],species_name,longitude,is_gravid,rcl [mm],stage,sex,id,cw [mm],latitude,associated_species,depth [m],is_gravid?,behavior
0,260,87.88628547941669,70,u. olhanen.,-7.99163,False,226.5795076329765,s,male,1,139.8377017027464,37.01025,"['Shrimp', 'Sea Star', 'Barnacle', 'Crab (Other Species)', 'Coral Fragment']",9,False,Crab moving quickly across rocks.
1,70,101.62802702760912,30,U. olhanensis,,False,12.073578786219512,s,male,2,130.67538652969446,,"['Barnacle', 'Polychaete Worm', 'Sea Sponge', 'Sea Star']",9,False,Climbing seaweed stalks.
2,210,78.30195992998077,50,A. Farensis,,False,5.423670693275355,j,?,3,157.42401446017638,,"['Shrimp', 'Coral Fragment', 'Crab (Other Species)', 'Barnacle']",6,False,Interaction with hermit crabs.
3,270,54.98475770302917,30,A farensis,,True,181.72303191489888,s,male,4,144.56356792204585,,"['Hermit Crab', 'Sea Star', 'Sea Sponge', 'Coral Fragment']",9,True,Camouflaging with surrounding mud.
4,280,100.70795606073293,30,A. Farensis,,False,66.08732790097454,j,male,5,163.8870066728032,,"['Sea Star', 'Small Fish']",8,False,Guarding a small hole in sediment.
5,200,87.60493972890622,40,A farensis,,False,57.89950965221312,a,male,6,134.7044520927901,,"['Barnacle', 'Polychaete Worm', 'Shrimp', 'Small Fish', 'Hermit Crab']",8,False,Claw snapping at diver.
6,80,63.44893107983939,30,A farensis,,False,26.66567721348401,a,male,7,124.42942481235178,,"['Snail', 'Sea Urchin', 'Shrimp']",7,False,Emerging cautiously from hiding.
7,170,83.43308238942406,80,A. Farensis,,False,1225.7990935649555,p,female,8,122.62701755629281,,"['Small Fish', 'Sea Sponge', 'Barnacle']",11,False,Dragging shell fragment backward.
8,370,100.34131585774014,70,A farensis,,False,230.49942956723297,j,male,9,132.36851918509882,,"['Shrimp', 'Small Fish']",8,False,Feeding on detritus in shallow water.
9,200,75.43681430823216,80,A farensis,,False,43.2440094045039,p,male,10,171.43290951229318,,"['Mussel', 'Small Fish', 'Barnacle']",5,False,Retreating into burrow.
10,330,109.57765412450712,40,A farensis,,False,8.92117964739459,s,female,11,169.7452564681381,,"['Sea Anemone', 'Hermit Crab', 'Shrimp']",7,False,Moving sideways along sandy bottom.
11,290,107.58119619026107,30,u. olhanen.,,False,96.65984465339506,s,male,12,118.42417405156773,,"['Algae', 'Sea Star', 'Sea Sponge', 'Snail', 'Crab (Other Species)']",7,False,Shaking claws after contact.
12,120,89.22084891397071,60,A. Farensis,,False,21.82419608543841,p,male,13,129.6215114489201,,['Crab (Other Species)'],7,False,Hiding beneath rocks.
13,410,66.95032885893701,20,u. olhanen.,,False,663.0643544411357,j,male,14,144.53536204498764,,"['Polychaete Worm', 'Snail', 'Sea Anemone']",8,False,Feeding on detritus in shallow water.
14,400,86.49334776450593,30,A. Farensis,,True,160.63870250430156,s,female,15,123.13457770288217,,"['Hermit Crab', 'Jellyfish', 'Sea Urchin', 'Coral Fragment']",8,True,Searching for food in tidal pools.
15,320,57.80803147134135,20,A farensis,,False,351.0430079021181,p, ,16,141.19963480552585,,"['Sea Urchin', 'Sea Anemone', 'Sea Sponge']",7,False,Feeding on small mollusks.
16,80,123.51821556639221,20,u. olhanen.,,False,43.69245431016243,j,female,17,138.55092123266286,,"['Sea Anemone', 'Polychaete Worm', 'Barnacle', 'Hermit Crab']",11,False,Hiding under floating debris.
17,110,86.44077264625162,80,A farensis,,False,16.010238962032155,p,female,18,174.73920100539635,,"['Small Fish', 'Snail', 'Crab (Other Species)', 'Sea Urchin']",6,False,Feeding on small mollusks.
18,460,100.35353293719953,20,U. olhanensis,,True,5.351545268341791,p, ,19,165.02260949632043,,['Sea Star'],10,True,Moving in groups.
19,410,112.05407247590031,40,A farensis,,False,35.90925664646021,s, ,20,146.23817760546623,,"['Hermit Crab', 'Snail', 'Sea Urchin']",11,False,Moving toward warmer water pockets.
20,360,87.88018039562735,30,U. olhanensis,,False,0.7218636877304969,s,male,21,113.95903055275953,,['Polychaete Worm'],11,False,Burrowing into sandy sediment.
21,380,93.76535787777179,50,u. olhanen.,,False,652.1535152183675,s,male,22,169.19764311981922,,"['Small Fish', 'Jellyfish', 'Barnacle', 'Sea Urchin', 'Hermit Crab']",8,False,Shaking claws after contact.
22,150,108.15640132827633,30,u. olhanen.,,False,50.652807743151,p, ,23,162.9071797084218,,"['Sea Anemone', 'Sea Urchin', 'Coral Fragment', 'Crab (Other Species)']",5,False,Burrowing into sandy sediment.
23,340,99.3495163973167,50,A farensis,,True,6.866622075892444,s,male,24,147.50505734982139,,['Sea Anemone'],8,True,Rapid claw movement while feeding.
24,130,96.66687069938597,40,A farensis,,False,56.12836476054068,j,male,25,169.40414864138003,,"['Shrimp', 'Crab (Other Species)']",13,False,Half buried in sand.
25,140,73.02571925359145,80,A farensis,,False,107.2755972578684,s,male,26,163.76868615528173,,"['Mussel', 'Snail', 'Barnacle', 'Sea Sponge', 'Sea Anemone']",5,False,Climbing seaweed stalks.
26,130,95.39568301996115,30,A farensis,,True,13.548897992177483,p,male,27,130.3935538088191,,"['Algae', 'Coral Fragment', 'Small Fish', 'Shrimp']",6,True,Picking algae from rock surface.
27,390,79.59332299903187,30,A farensis,,False,80.19888072729849,s,male,28,121.20640329787426,,"['Sea Urchin', 'Sea Anemone', 'Algae']",9,False,Sitting still blending with environment.
