,species_name,sex,stage,is_gravid?,behavior,associated_species,depth [m],cl [cm],cw [cm],lcl [cm],rcl [cm],fw [cm],date,latitude,longitude,id
0,U. olhanensis,male,sub_adult,True,Searching for food in tidal pools.,"['Hermit Crab', 'Sea Sponge', 'Algae', 'Jellyfish', 'Barnacle']",6.0,2.5,2.0630388780486837,2.5694084509129933,2.6739809318606858,2.727272727272727,2021-03-27,37.1,-8.62,0
1,A. Farensis,female,adult,False,Feeding on small mollusks.,"['Snail', 'Sea Anemone']",10.0,3.017163929687974,3.3839584155107407,4.812364527554258,3.2376203437644806,2.8181818181818183,2021-03-27,,,1
2,U. olhanensis,female,adult,True,Picking biofilm on submerged wood.,['Shrimp'],4.0,1.6854569531573782,1.617141976793044,2.39799219136239,1.7825848541460063,3.0,2021-03-27,,,2
3,u. olhanen.,male,sub_adult,,Cleaning claws with rubbing motion.,"['Hermit Crab', 'Barnacle', 'Polychaete Worm', 'Algae', 'Small Fish']",4.0,1.3636363636363635,1.3933054195800443,2.020623707459079,1.4689783562018972,2.909090909090909,2021-03-27,,,3
4,U. olhanensis,male,pre_puberty,,Hiding under seagrass blades.,"['Sea Anemone', 'Algae', 'Sea Star']",6.0,0.5454545454545454,0.6052214484543578,0.7673018352692025,0.5825719804540787,2.8181818181818183,2021-03-27,,,4
5,u. olhanen.,female,sub_adult,True,Defensive posture when approached.,"['Jellyfish', 'Mussel', 'Crab (Other Species)', 'Coral Fragment', 'Sea Anemone']",9.0,2.214470776584782,2.3623229482362027,2.8848035231673155,2.221682849927617,2.8181818181818183,2021-03-27,,,5
6,Ucides alvorensis,male,adult,,Inspecting discarded crab shell.,"['Mussel', 'Sea Urchin']",8.0,3.5454545454545454,3.360675525437267,4.968151777357663,3.834239643026726,3.090909090909091,2021-03-27,,,6
7,A farensis,male,adult,,Social contact with other crabs.,"['Shrimp', 'Small Fish', 'Sea Anemone']",7.0,3.1363636363636362,3.23344224236165,4.679042786580471,3.4127500792473415,2.727272727272727,2021-03-27,,,7
8,u. olhanen.,female,sub_adult,False,Camouflaging with surrounding mud.,"['Crab (Other Species)', 'Sea Anemone', 'Snail', 'Coral Fragment']",6.0,1.4404705946616814,1.360506038178225,1.887877787257681,1.5732527973804509,2.909090909090909,2021-03-27,,,8
9,u. olhanen.,male,pre_puberty,,Dragging shell fragment backward.,"['Crab (Other Species)', 'Shrimp']",6.0,1.1590909090909092,1.2023613996983575,1.7095318762887524,1.2073650545005898,2.8181818181818183,2021-03-27,,,9
