,species,sex,stage,is_gravid,behaviour,associated_species,depth [m],cl [mm],cw [mm],lcl [mm],rcl [mm],fw [mm],date,latitude,longitude,id
0,A. Farensis,female,sub_adult,False,Hiding in sandy burrow.,"['Sea Sponge', 'Shrimp', 'Crab (Other Species)', 'Sea Urchin']",8.0,32.728844367399894,37.43117205835418,45.242782524821365,33.37987249821365,31.0,2021-09-11,37.02606,-8.01873,0
1,A. Farensis,nan,sub_adult,,Picking biofilm on submerged wood.,['Barnacle'],4.0,28.75,27.144328979708888,40.4353708386994,31.097327759490742,33.0,2021-09-11,,,1
2,U. olhanensis,male,juvenile,,Searching for food in tidal pools.,"['Sea Star', 'Jellyfish', 'Mussel', 'Sea Urchin', 'Algae']",6.0,26.0,24.151503694593817,32.46285885983474,27.57910230672183,30.0,2021-09-11,,,2
3,u. olhanen.,female,adult,True,Hiding under floating debris.,"['Jellyfish', 'Coral Fragment', 'Sea Sponge', 'Hermit Crab']",11.0,31.31521401757129,33.97446036405803,49.01062408936499,32.27608823717124,34.0,2021-09-11,,,3
4,A. Farensis,male,sub_adult,,Swimming short distance to escape.,['Crab (Other Species)'],12.0,21.25,24.110287735681563,31.83509879314106,23.300254033038847,31.0,2021-09-11,,,4
5,A. Farensis,male,pre_puberty,,Half buried in sand.,['Sea Anemone'],9.0,31.5,27.396408522263552,40.11149534820281,31.621136846189163,31.0,2021-09-11,,,5
6,u. olhanen.,female,sub_adult,False,Displaying dominance by lifting body.,"['Coral Fragment', 'Algae', 'Barnacle']",11.0,6.9423543104892165,7.273877557613886,10.330268872885188,7.5663039538561065,30.0,2021-09-11,,,6
7,u. olhanen.,male,sub_adult,,Using claws to dig into sediment.,['Barnacle'],11.0,36.25,36.03015442015257,47.1511049042707,39.83753137316426,32.0,2021-09-11,,,7
8,U. olhanensis,female,pre_puberty,False,Camouflaging with surrounding mud.,['Barnacle'],7.0,20.61303052260592,17.19640590804149,22.948947383245716,22.660821340950015,33.0,2021-09-11,,,8
9,u. olhanen.,female,adult,False,Crab moving quickly across rocks.,"['Sea Anemone', 'Sea Star', 'Sea Sponge', 'Snail']",7.0,16.1213464087282,17.301223710937784,25.921570117697765,17.150854368136567,32.0,2021-09-11,,,9
10,A. Farensis,female,adult,True,Social contact with other crabs.,"['Hermit Crab', 'Coral Fragment', 'Sea Sponge', 'Sea Star', 'Crab (Other Species)']",9.0,12.487233462671748,13.641863862101047,18.16396269877069,12.933994103199614,33.0,2021-09-11,,,10
11,U. olhanensis,male,juvenile,,Moving toward bait.,"['Shrimp', 'Small Fish']",6.0,5.5,7.404490344157664,10.599869341512058,5.628067405058029,32.0,2021-09-11,,,11
12,u. olhanen.,male,pre_puberty,,Climbing submerged rocks.,"['Barnacle', 'Crab (Other Species)', 'Sea Sponge', 'Snail', 'Hermit Crab']",6.0,39.75,29.975630418347357,44.55423613655359,40.85399821853852,33.0,2021-09-11,,,12
13,U. olhanensis,female,pre_puberty,True,Vibrating antennae in water currents.,"['Snail', 'Coral Fragment', 'Small Fish', 'Barnacle']",8.0,15.386546084679104,12.358981353840289,14.9156116671749,16.73540934355562,30.0,2021-09-11,,,13
14,U. olhanensis,N/R,sub_adult,,Cleaning claws with rubbing motion.,"['Sea Anemone', 'Shrimp', 'Crab (Other Species)', 'Coral Fragment', 'Mussel']",11.0,21.25,23.785150149182613,31.66716458187313,23.349862732942402,32.0,2021-09-11,,,14
15,A farensis,female,juvenile,True,Feeding on algae scraped from rocks.,"['Sea Urchin', 'Polychaete Worm', 'Jellyfish', 'Mussel']",6.0,5.172652195785572,6.835073939968417,9.127330849503732,5.4705858848696085,32.0,2021-09-11,,,15
16,u. olhanen.,male or female,sub_adult,,Retreating quickly from shadow.,"['Sea Urchin', 'Polychaete Worm', 'Mussel']",10.0,20.0,21.547019107343054,28.035490404992068,20.31473328751931,32.0,2021-09-11,,,16
17,u. olhanen.,male,sub_adult,,Retreating quickly from shadow.,"['Small Fish', 'Polychaete Worm', 'Snail', 'Barnacle', 'Shrimp']",7.0,31.25,35.14796276683997,43.50318810812595,33.330522135756716,32.0,2021-09-11,,,17
18,U. olhanensis,female,adult,True,Searching for food in tidal pools.,"['Sea Anemone', 'Sea Urchin', 'Mussel', 'Jellyfish']",7.0,43.71640006687426,50.21755546792645,61.900948592307735,44.870328900968964,32.0,2021-09-11,,,18
19,U. olhanensis,male,sub_adult,,Struggling with entangled seaweed.,"['Small Fish', 'Sea Sponge']",6.0,31.25,31.264345578421775,38.200537537432105,31.87456767300736,33.0,2021-09-11,,,19
20,u. olhanen.,female,adult,True,Crab moving quickly across rocks.,"['Sea Star', 'Coral Fragment', 'Sea Anemone', 'Algae']",8.0,29.835108162863953,32.93118739801587,42.29101372666168,32.05076512275334,33.0,2021-09-11,,,20
21,u. olhanen.,male,adult,,Climbing seaweed stalks.,['Coral Fragment'],9.0,13.5,12.670488009370283,15.512632379001298,13.546316982655568,35.0,2021-09-11,,,21
22,U. olhanensis,male,pre_puberty,,Rapid crossing of open sand.,"['Algae', 'Mussel', 'Crab (Other Species)', 'Barnacle']",5.0,19.5,16.691249949944407,24.083581056053514,20.839172952305173,34.0,2021-09-11,,,22
23,A farensis,female,adult,False,Hiding in sandy burrow.,['Crab (Other Species)'],7.0,25.3042275759672,23.55957615171617,34.56322353401034,25.911335750336267,32.0,2021-09-11,,,23
24,u. olhanen.,female,pre_puberty,True,Moving toward bait.,"['Sea Sponge', 'Small Fish', 'Sea Anemone', 'Polychaete Worm', 'Sea Star']",8.0,18.32120714914965,19.33482628696217,24.346556869303747,18.397361318224362,32.0,2021-09-11,,,24
25,A farensis,male,juvenile,,Sideways walking along bay edge.,"['Algae', 'Crab (Other Species)']",6.0,3.0,2.6736198376952602,3.624491216258417,3.175399659572838,33.0,2021-09-11,,,25
26,A. Farensis,female,adult,True,Feeding on detritus in shallow water.,"['Coral Fragment', 'Small Fish']",9.0,18.664446354649517,17.780076859937992,26.55591415173511,20.2964666966203,34.0,2021-09-11,,,26
27,u. olhanen.,female,juvenile,True,Climbing submerged rocks.,"['Sea Sponge', 'Mussel']",11.0,7.576996579860909,9.558680906703314,13.370902048397136,7.808941562795666,32.0,2021-09-11,,,27
28,U. olhanensis,male,pre_puberty,,Using claws to dig into sediment.,['Barnacle'],6.0,10.5,7.9838127780179144,10.556892092042752,11.024237022119934,30.0,2021-09-11,,,28
29,U. olhanensis,male,sub_adult,,Climbing seaweed stalks.,"['Shrimp', 'Snail', 'Crab (Other Species)']",9.0,10.0,9.483755186792802,13.186834776890484,10.44887745572755,32.0,2021-09-11,,,29
30,u. olhanen.,male,sub_adult,True,Feeding on small mollusks.,['Snail'],9.0,46.25,37.06390764241454,48.745313600600504,48.54004699824145,33.0,2021-09-11,,,30
31,u. olhanen.,female,pre_puberty,False,Exchanging antenna taps.,['Polychaete Worm'],6.0,8.71549170010289,7.9177541804876475,9.537040360519024,9.358973511552687,32.0,2021-09-11,,,31
32,u. olhanen.,male,pre_puberty,,Shaking claws after contact.,"['Algae', 'Jellyfish']",9.0,13.5,14.27655629660185,21.32353665407218,14.579589736828583,31.0,2021-09-11,,,32
33,U. olhanensis,female,juvenile,False,Climbing submerged rocks.,"['Barnacle', 'Small Fish', 'Crab (Other Species)']",9.0,3.8628229232048406,4.361011709529326,5.937804962882611,4.052154692666638,31.0,2021-09-11,,,33
34,U. olhanensis,female,adult,False,Color changes during molting.,['Sea Anemone'],8.0,22.50167769758838,20.1809019629927,29.413136642447117,23.20054525285856,33.0,2021-09-11,,,34
