,cl [cm],lcl [cm],fw [cm],species,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],behaviour
0,16,9.374678440414566,4,A farensis,-8.01873,False,8.111257511524643,juvenile,male or female,1,14.571797496799732,37.02606,"['Algae', 'Crab (Other Species)', 'Sea Star']",7,Moving toward warmer water pockets.
1,33,9.731150892156984,3,u. olhanen.,,False,2.283071703680107,juvenile,female,2,16.245876135631306,,"['Sea Urchin', 'Hermit Crab', 'Crab (Other Species)', 'Shrimp']",10,Exchanging antenna taps.
2,18,10.52953664734875,7,U. olhanensis,,False,0.9201691957620444,sub_adult,?,3,15.823088278602736,,"['Jellyfish', 'Snail']",8,Interacting with small fish nearby.
3,47,11.563218848091507,5,A. Farensis,,False,1.3213698835567795,pre_puberty,male,4,17.09543910490767,,"['Small Fish', 'Jellyfish', 'Mussel', 'Sea Star']",9,Claw snapping in competition.
4,40,10.215006627208037,2,U. olhanensis,,False,5.427465863756082,adult,male,5,16.553155898984276,,"['Snail', 'Sea Star', 'Coral Fragment', 'Hermit Crab']",8,Waving claws rhythmically.
5,14,10.740403815839235,5,U. olhanensis,,False,13.546079940466788,juvenile,male,6,15.899134257130104,,"['Barnacle', 'Sea Urchin', 'Crab (Other Species)', 'Polychaete Worm']",6,Camouflaging with surrounding mud.
6,24,9.63903696567342,4,u. olhanen.,,False,5.043638574560114,sub_adult, ,7,15.844345102316936,,['Polychaete Worm'],10,Moving toward bait.
7,12,11.137447884340968,7,A farensis,,False,0.32085364041388365,adult,male,8,15.788001531883758,,"['Snail', 'Crab (Other Species)']",11,Crab moving quickly across rocks.
8,65,11.163285583319174,5,u. olhanen.,,False,2.680944744742136,sub_adult,female,9,19.62007489054912,,"['Sea Sponge', 'Crab (Other Species)', 'Algae', 'Shrimp']",7,Picking detritus from seabed.
9,26,10.565505471041758,7,A. Farensis,,False,6.903165076805964,juvenile,male,10,17.591977029763473,,"['Coral Fragment', 'Jellyfish', 'Snail', 'Shrimp']",6,Climbing barnacle-covered surfaces.
10,12,13.529165090570288,2,A. Farensis,,False,3.4194971600698016,pre_puberty,male,11,15.375508710196677,,"['Polychaete Worm', 'Jellyfish', 'Barnacle', 'Hermit Crab']",8,Feeding on small crustaceans.
11,24,13.353097802339546,2,A. Farensis,,False,7.70357888428137,sub_adult, ,12,15.368257622021012,,"['Algae', 'Sea Urchin', 'Barnacle']",7,Color changes during molting.
12,22,11.264710566585032,7,U. olhanensis,,False,2.84037714103384,sub_adult,male,13,17.188384753758548,,"['Sea Urchin', 'Shrimp', 'Hermit Crab']",6,Feeding on algae scraped from rocks.
13,24,11.531946318090398,3,U. olhanensis,,False,1.1960244209048339,pre_puberty,female,14,14.918057297552581,,"['Algae', 'Shrimp', 'Crab (Other Species)', 'Coral Fragment', 'Barnacle']",9,Picking detritus from seabed.
14,20,9.246531960960912,5,u. olhanen.,,False,6.717336001293459,sub_adult,male or female,15,15.797189094572468,,"['Hermit Crab', 'Snail']",7,Resting under shell fragment.
15,31,9.898211249242841,2,A farensis,,False,2.1344873383881984,adult,male,16,16.155672422969243,,"['Hermit Crab', 'Sea Star', 'Mussel', 'Snail']",10,Guarding eggs under abdominal flap.
16,9,12.290562984088284,4,U. olhanensis,,False,1.2861374143073248,juvenile, ,17,16.062038581406544,,"['Small Fish', 'Jellyfish', 'Hermit Crab', 'Snail']",10,Social contact with other crabs.
17,25,11.634523887597096,3,A. Farensis,,False,2.5335773112389663,pre_puberty,female,18,18.459799187016248,,"['Sea Sponge', 'Shrimp', 'Sea Anemone', 'Crab (Other Species)']",10,Resting in shaded rock crevice.
18,12,14.079432363073263,6,u. olhanen.,,False,3.276227789739802,adult,female,19,16.160461236456978,,['Barnacle'],9,Inspecting discarded crab shell.
