,cl [cm],lcl [cm],fw [cm],species_name,longitude,is_gravid,rcl [cm],stage,sex,id,cw [cm],latitude,associated_species,depth [m],is_gravid?,behavior
0,17,4.676271574952681,2,A. Farensis,-7.99163,False,27.44415938525909,adult,female,1,18.100955127245168,37.01025,"['Algae', 'Sea Anemone']",8,False,Exploring new territory.
1,64,4.6846077876968995,5,A. Farensis,,False,50.42999455378983,sub_adult,male or female,2,16.476268932169077,,"['Mussel', 'Sea Star']",9,False,Social contact with other crabs.
2,22,5.88425056333775,7,A. Farensis,,False,36.83352694820883,adult,female,3,14.897667312848734,,"['Jellyfish', 'Mussel', 'Snail', 'Algae']",9,False,Feeding on small mollusks.
3,44,3.8642182671014123,2,A farensis,,False,7.185067488589308,adult,female,4,15.150030550562079,,"['Sea Sponge', 'Small Fish', 'Sea Star']",6,False,Mating behavior with antenna touching.
4,18,6.2797459507737425,5,A. Farensis,,False,4.928994603928227,pre_puberty,female,5,19.19818035824292,,"['Polychaete Worm', 'Sea Urchin', 'Coral Fragment', 'Snail']",8,False,Using claws to dig into sediment.
5,24,5.481502726478458,2,u. olhanen.,,False,4.725453359364857,pre_puberty, ,6,15.523910902042942,,"['Polychaete Worm', 'Barnacle']",8,False,Escaping from aggressive fish.
6,19,4.311301746411415,8,A farensis,,True,2.220770287088259,pre_puberty, ,7,15.680401192029226,,['Algae'],11,True,Camouflaging with surrounding mud.
7,42,7.440482385453922,8,A. Farensis,,False,2.3691531990738,juvenile,female,8,12.929830744874225,,"['Sea Anemone', 'Sea Star', 'Shrimp']",7,False,Searching for food in tidal pools.
8,28,4.698345997132236,4,A farensis,,False,13.92969189317991,juvenile,female,9,15.43292398145567,,"['Algae', 'Hermit Crab', 'Sea Urchin']",11,False,Interacting with small fish nearby.
9,30,6.545158427201853,5,A farensis,,False,1.0929166211494428,pre_puberty,male,10,12.795813230834112,,"['Sea Sponge', 'Jellyfish', 'Algae']",10,False,Guarding eggs under abdominal flap.
10,7,5.573826867111824,10,A farensis,,False,5.301044157877557,pre_puberty,male,11,12.681389480597938,,"['Barnacle', 'Sea Sponge', 'Sea Star', 'Coral Fragment', 'Sea Anemone']",11,False,Feeding on detritus in shallow water.
11,13,6.582211820337373,7,A. Farensis,,False,3.8327524697710094,pre_puberty,female,12,16.952973959551315,,"['Jellyfish', 'Hermit Crab', 'Coral Fragment', 'Shrimp']",11,False,Mating behavior with antenna touching.
12,30,4.551222943602474,2,A. Farensis,,False,36.89979193866302,pre_puberty,male,13,11.674207533499862,,"['Small Fish', 'Sea Urchin']",9,False,Defensive posture when approached.
13,25,7.251793025038262,2,A. Farensis,,True,2.6019006299730036,pre_puberty,male,14,16.840510532299554,,"['Crab (Other Species)', 'Small Fish']",9,True,Swimming short distance to escape.
